1091938,NF-κB and Rel proteins: evolutionarily conserved mediators of immune responses,1998,"['S Ghosh', 'MJ May', 'EB Kopp']",SyQ-MLQAAAAJ | n0Q6Yk0AAAAJ | ,,,,,,▪ Abstract The transcription factor NF-κB. more than a decade after its discovery. remains an exciting and active area of study. The involvement of NF-κB in the expression of numerous cytokines and adhesion molecules has supported its role as an evolutionarily conserved,False,,6371,https://www.annualreviews.org/doi/abs/10.1146/annurev.immunol.16.1.225,,"/scholar?cites=16486073563276412025&as_sdt=5,33&sciodt=0,33&hl=en",,0,0,0
1091944,Lymphocyte responses and cytokines,1994,"['WE Paul', 'RA Seder']", | ,,,,,,T lymphocytes are the central regulatory cells of the immune system. Much of their function is mediated by a set of small proteins whose expression. secretion. or both is induced as a result of antigen-stimulated cellular activation. These proteins. designated cytokines. act by,False,,2383,https://www.sciencedirect.com/science/article/pii/0092867494903328,,"/scholar?cites=1406864848855461127&as_sdt=5,33&sciodt=0,33&hl=en",,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1091945,STATs in oncogenesis,2000,"['T Bowman', 'R Garcia', 'J Turkson', 'R Jove']", |  |  | ,,,,,,Since their discovery as key mediators of cytokine signaling. considerable progress has been made in defining the structure-function relationships of Signal Transducers and Activators of Transcription (STATs). In addition to their central roles in normal cell signaling,False,,2304,https://www.nature.com/articles/1203527,,"/scholar?cites=624862764846761760&as_sdt=5,33&sciodt=0,33&hl=en",https://www.nature.com/articles/1203527,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1091946,Bone marrow. cytokines. and bone remodeling—emerging insights into the pathophysiology of osteoporosis,1995,"['SC Manolagas', 'RL Jilka']",qZfT-3AAAAAJ | ,,,,,,Bone is remodeled continuously during adulthood through the resorption of old bone by osteoclasts and the subsequent formation of new bone by osteoblasts. These two closely coupled events are responsible for renewing the skeleton while maintaining its anatomical,False,,2210,https://www.nejm.org/doi/full/10.1056/nejm199502023320506,,"/scholar?cites=14372651982048542053&as_sdt=5,33&sciodt=0,33&hl=en",https://www.nejm.org/doi/full/10.1056/nejm199502023320506,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1091947,Prolactin (PRL) and its receptor: actions. signal transduction pathways and phenotypes observed in PRL receptor knockout mice.,1998,"['C Bole-Feysot', 'V Goffin', 'M Edery', 'N Binart']", |  |  | jQLiFbsAAAAJ,,,,,,PRL is an anterior pituitary hormone that. along with GH and PLs. forms a family of hormones that probably resulted from the duplication of an ancestral gene. The PRLR is also a member of a larger family. known as the cytokine class-1 receptor superfamily. which,False,,2206,https://europepmc.org/article/med/9626554,,"/scholar?cites=13117199069361679756&as_sdt=5,33&sciodt=0,33&hl=en",https://academic.oup.com/edrv/article/19/3/225/2530791,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1091948,Dimerization of cell surface receptors in signal transduction,1995,['CH Heldin'],,,,,,,Cell growth. differentiation. migration. and apoptosis are in part regulated by polypeptide growth factors or cytokines. As these factors are unable to pass the hydrophobic cell membrane. a fundamental question is how they transduce their signals into the cell. Growth,False,,1973,https://www.sciencedirect.com/science/article/pii/0092867495904042,,"/scholar?cites=15794406719596062342&as_sdt=5,33&sciodt=0,33&hl=en",https://www.sciencedirect.com/science/article/pii/0092867495904042,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1091949,Self-renewal of pluripotent embryonic stem cells is mediated via activation of STAT3,1998,"['H Niwa', 'T Burdon', 'I Chambers']",20aw43cAAAAJ |  | ,,,,,,The propagation of embryonic stem (ES) cells in an undifferentiated pluripotent state is dependent on leukemia inhibitory factor (LIF) or related cytokines. These factors act through receptor complexes containing the signal transducer gp130. The downstream mechanisms,False,,1769,http://genesdev.cshlp.org/content/12/13/2048.short,,"/scholar?cites=9368317039997298140&as_sdt=5,33&sciodt=0,33&hl=en",http://genesdev.cshlp.org/content/12/13/2048.full.pdf,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1091950,The leptin receptor,1997,['LA Tartaglia'],MfrDeDcAAAAJ,,,,,,Of the many genetic obesity syndromes. none have been as intensively studied as ob/ob and db/db mice. These two mutant mice were originally identified over 30 years ago (1. 2) and shown to be a result of two distinct single gene mutations residing on mouse,False,,1762,https://www.jbc.org/content/272/10/6093.short7,,"/scholar?cites=4440190348099875510&as_sdt=5,33&sciodt=0,33&hl=en",https://www.jbc.org/article/S0021-9258(18)41111-8/fulltext,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1091951,gp130 AND THE INTERLEUKIN-6 FAMILY OF CYTOKINES,1997,"['T Taga', 'T Kishimoto']", | ,,,,,,▪ Abstract Receptors for most interleukins and cytokines that regulate immune and hematopoietic systems belong to the class I cytokine receptor family. These molecules form multichain receptor complexes in order to exhibit high-affinity binding to. and mediate,False,,1756,https://www.annualreviews.org/doi/abs/10.1146/annurev.immunol.15.1.797,,"/scholar?cites=235755790731511202&as_sdt=5,33&sciodt=0,33&hl=en",,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1091952,Embryo-derived stem cells: of mice and men,2001,['AG Smith'],,,,,,,▪ Abstract Mouse embryonic stem cells are continuous cell lines derived directly from the fetal founder tissue of the preimplantation embryo. They can be expanded in culture while retaining the functional attributes of pluripotent early embryo cells. In particular. they can,False,,1665,https://www.annualreviews.org/doi/abs/10.1146/annurev.cellbio.17.1.435,,"/scholar?cites=14625964192125748922&as_sdt=5,33&sciodt=0,33&hl=en",https://pdfs.semanticscholar.org/2090/dc3d7fb6d5b0eb074dfc9dd91ae0faacea1d.pdf,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1091953,The pathophysiologic roles of interleukin-6 in human disease,1998,"['DA Papanicolaou', 'RL Wilder']", | ,,,,,,Interleukin-6. an inflammatory cytokine. is characterized by pleiotropy and redundancy of action. Apart from its hematologic. immune. and hepatic effects. it has many endocrine and metabolic actions. Specifically. it is a potent stimulator of the hypothalamic-pituitary-adrenal,False,,1472,https://www.acpjournals.org/doi/abs/10.7326/0003-4819-128-2-199801150-00009,,"/scholar?cites=11368133543978453275&as_sdt=5,33&sciodt=0,33&hl=en",https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.957.6811&rep=rep1&type=pdf,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1091954,Cytokine receptor signalling,1995,['JN Ihle'],TXpoP5YAAAAJ,,,,,,Many cell functions are regulated by members of the cytokine receptor superfamily. Signalling by these receptors depends upon their association with Janus kinases (JAKs). which couple ligand binding to tyrosine phosphorylation of signalling proteins recruited to,False,,1461,https://www.nature.com/articles/377591a0,,"/scholar?cites=8219337081946991726&as_sdt=5,33&sciodt=0,33&hl=en",,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1091955,Regulation of the hypothalamic-pituitary-adrenal axis by cytokines: actions and mechanisms of action,1999,"['AV Turnbull', 'CL Rivier']", | ,,,,,,Turnbull. Andrew V.. and Catherine L. Rivier. Regulation of the Hypothalamic-Pituitary-Adrenal Axis by Cytokines: Actions and Mechanisms of Action. Physiol. Rev. 79: 1–71. 1999.—Glucocorticoids are hormone products of the adrenal gland. which have long,False,,1439,https://journals.physiology.org/doi/full/10.1152/physrev.1999.79.1.1?view=long&pmid=9922367,,"/scholar?cites=17702180249631182364&as_sdt=5,33&sciodt=0,33&hl=en",https://journals.physiology.org/doi/pdf/10.1152/physrev.1999.79.1.1,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1091956,The role of STATs in transcriptional control and their impact on cellular function,2000,"['J Bromberg', 'JE Darnell']",W6pT8ykAAAAJ | ,,,,,,The STAT proteins (Signal Transducers and Activators of Transcription). were identified in the last decade as transcription factors which were critical in mediating virtually all cytokine driven signaling. These proteins are latent in the cytoplasm and become,False,,1417,https://www.nature.com/articles/1203476,,"/scholar?cites=3528143210029744071&as_sdt=5,33&sciodt=0,33&hl=en",https://www.nature.com/articles/1203476,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1091957,Effects of infection and inflammation on lipid and lipoprotein metabolism: mechanisms and consequences to the host,2004,"['W Khovidhunkit', 'MS Kim', 'RA Memon']",oYqteOAAAAAJ |  | ,,,,,,Infection and inflammation induce the acutephase response (APR). leading to multiple alterations in lipid and lipoprotein metabolism. Plasma triglyceride levels increase from increased VLDL secretion as a result of adipose tissue lipolysis. increased de novo hepatic,False,,1392,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.460.8511&rep=rep1&type=pdf,,"/scholar?cites=5614791161072954741&as_sdt=5,33&sciodt=0,33&hl=en",http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.460.8511&rep=rep1&type=pdf,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1091958,IL-6 in inflammation. immunity. and disease,2014,"['T Tanaka', 'M Narazaki']", | ouwDJYsAAAAJ,,,,,,Interleukin 6 (IL-6). promptly and transiently produced in response to infections and tissue injuries. contributes to host defense through the stimulation of acute phase responses. hematopoiesis. and immune reactions. Although its expression is strictly controlled by,False,,1465,https://cshperspectives.cshlp.org/content/6/10/a016295.short,,"/scholar?cites=4464990971350781379&as_sdt=5,33&sciodt=0,33&hl=en",https://cshperspectives.cshlp.org/content/6/10/a016295.full.pdf,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1091959,Leptin: the tale of an obesity gene,1996,"['JF Caro', 'MK Sinha', 'JW Kolaczynski', 'PL Zhang']", |  |  | ,,,,,,"US population that there is a simple solution to cure their obesity (1). The dream of such a solution for a"" complex disease"" was brought closer to reality a few months later by evidence of leptin resistance in human obesity (2). The concept of leptin resistance has since been",False,,1343,https://diabetes.diabetesjournals.org/content/diabetes/45/11/1455.full-text.pdf,,"/scholar?cites=8164684432223236610&as_sdt=5,33&sciodt=0,33&hl=en",https://diabetes.diabetesjournals.org/content/diabetes/45/11/1455.full-text.pdf,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1091960,Role of IL-6 and its soluble receptor in induction of chemokines and leukocyte recruitment,1997,"['M Romano', 'M Sironi', 'C Toniatti', 'N Polentarutti']", |  |  | ,,,,,,IL-6−/− mice showed impaired leukocyte accumulation in subcutaneous air pouches. Defective leukocyte accumulation was not due to a reduced migratory capacity of IL-6−/− leukocytes and was associated with a reduced in situ production of chemokines,False,,1218,https://www.sciencedirect.com/science/article/pii/S1074761300803349,,"/scholar?cites=9130472209102830764&as_sdt=5,33&sciodt=0,33&hl=en",https://www.sciencedirect.com/science/article/pii/S1074761300803349,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1091961,Herpesvirus Saimiri encodes a new cytokine. IL-17. which binds to a novel cytokine receptor,1995,"['Z Yao', 'WC Fanslow', 'MF Seldin', 'AM Rousseau']", |  |  | ,,,,,,Herpesvirus Saimiri gene 13 (HVS13) exhibits 57% identity with the predicted sequence of a T cell-derived molecule termed CTLAB. Recombinant HVS13 and CTLA8 stimulate transcriptional factor NF-κB activity and Interleukin-6 (IL-6) secretion in fibroblasts,False,,1158,https://www.sciencedirect.com/science/article/pii/1074761395900705,,"/scholar?cites=12796284015976023177&as_sdt=5,33&sciodt=0,33&hl=en",https://www.sciencedirect.com/science/article/pii/1074761395900705/pdf?md5=c82d9767aba158d65a17e526c60b298d&pid=1-s2.0-1074761395900705-main.pdf&_valck=1,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1091962,Molecular cloning of APRF. a novel IFN-stimulated gene factor 3 p91-related transcription factor involved in the gp130-mediated signaling pathway,1994,"['S Akira', 'Y Nishio', 'M Inoue', 'XJ Wang', 'S We']",0TG2laoAAAAJ |  |  |  | ,,,,,,Acute-phase response factor (APRF) is a transcription factor that binds to the interleukin-6 (IL-6)-responsive elements identified in the promoters of various acute-phase protein genes. We report here the purification and cloning of APRF. APRF exhibits a 52.5% overall,False,,1137,https://www.sciencedirect.com/science/article/pii/0092867494902356,,"/scholar?cites=3564813955293096058&as_sdt=5,33&sciodt=0,33&hl=en",,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1091963,Molecular cues to implantation,2004,"['SK Dey', 'H Lim', 'SK Das', 'J Reese', 'BC Paria']",BwdjNhkAAAAJ |  | u5lDXgwAAAAJ | To_1cMoAAAAJ | ,,,,,,Successful implantation is the result of reciprocal interactions between the implantation-competent blastocyst and receptive uterus. Although various cellular aspects and molecular pathways of this dialogue have been identified. a comprehensive understanding of the,False,,1130,https://academic.oup.com/edrv/article-abstract/25/3/341/2355186,,"/scholar?cites=7728747341263869435&as_sdt=5,33&sciodt=0,33&hl=en",https://academic.oup.com/edrv/article/25/3/341/2355186,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1091964,Toll-like receptors,2003,"['K Takeda', 'T Kaisho', 'S Akira']", |  | 0TG2laoAAAAJ,,,,,,The innate immune system in drosophila and mammals senses the invasion of microorganisms using the family of Toll receptors. stimulation of which initiates a range of host defense mechanisms. In drosophila antimicrobial responses rely on two signaling,False,,6943,https://www.annualreviews.org/doi/full/10.1146/annurev.immunol.21.120601.141126,,"/scholar?cites=9860043691267068964&as_sdt=5,33&sciodt=0,33&hl=en",,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1091965,NF-κB-dependent induction of microRNA miR-146. an inhibitor targeted to signaling proteins of innate immune responses,2006,"['KD Taganov', 'MP Boldin', 'KJ Chang']", |  | HkyvmGoAAAAJ,,,,,,Activation of mammalian innate and acquired immune responses must be tightly regulated by elaborate mechanisms to control their onset and termination. MicroRNAs have been implicated as negative regulators controlling diverse biological processes at the level of,False,,4282,https://www.pnas.org/content/103/33/12481.short,,"/scholar?cites=7890088929250870342&as_sdt=5,33&sciodt=0,33&hl=en",https://www.pnas.org/content/pnas/103/33/12481.full.pdf,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1091966,Regulated expression of three C/EBP isoforms during adipose conversion of 3T3-L1 cells.,1991,"['Z Cao', 'RM Umek', 'SL McKnight']", |  | ,,,,,,In an effort to identify protein factors that play a regulatory role in the differentiation of adipocytes. we have isolated two genes that encode polypeptides related to CCAAT/enhancer-binding protein (C/EBP; hereafter termed C/EBP alpha). The proteins,False,,1897,http://genesdev.cshlp.org/content/5/9/1538.short,,"/scholar?cites=4794152470793708509&as_sdt=5,33&sciodt=0,33&hl=en",http://genesdev.cshlp.org/content/5/9/1538.full.pdf,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1091967,Interleukin-6 in biology and medicine,1993,"['S Akira', 'T Taga', 'T Kishimoto']",0TG2laoAAAAJ |  | ,,,,,,Publisher Summary This chapter focuses on structure and expression of interleukin-6 (IL-6). which is a cytokine with pleiotropic activities that plays a central role in host defense. IL-6 can exert growth-inducing. growth-inhibitory. and differentiation-inducing activities,False,,1746,https://www.sciencedirect.com/science/article/pii/S0065277608605325,,"/scholar?cites=948467718796194483&as_sdt=5,33&sciodt=0,33&hl=en",,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1091968,Cytokine signal transduction,1994,"['T Kishimoto', 'T Taga', 'S Akira']", |  | 0TG2laoAAAAJ,,,,,,Pleiotropy and Redundancy Communication between cells in immune and hematopoietic systems is mediated by soluble factors called interleukins or cytokines. These molecules exert their biological functions through specific receptors expressed on the surface of target,False,,1617,https://www.sciencedirect.com/science/article/pii/0092867494903336,,"/scholar?cites=12487776880162462339&as_sdt=5,33&sciodt=0,33&hl=en",,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1091969,Biology of multifunctional cytokines: IL 6 and related molecules (IL 1 and TNF),1990,"['S Akira', 'T Hirano', 'T Taga', 'T Kishimoto']",0TG2laoAAAAJ | m5gIzNUAAAAJ |  | ,,,,,,Interleukin 1 (IL 1). IL 6. and tumor necrosis factor (TNF) are typical examples of multifunctional cytokines involved in the regulation of the immune response. hematopoiesis. and inflammation. Their functions are widely overlapping but each shows its own,False,,1576,https://faseb.onlinelibrary.wiley.com/doi/abs/10.1096/fasebj.4.11.2199284,,"/scholar?cites=734568726821093475&as_sdt=5,33&sciodt=0,33&hl=en",https://faseb.onlinelibrary.wiley.com/doi/pdf/10.1096/fasebj.4.11.2199284,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1091970,CCAAT/enhancer-binding proteins: structure. function and regulation,2002,"['DP Ramji', 'P Foka']",ySDLaAEAAAAJ | C2w8vZMAAAAJ,,,,,,CCAAT/enhancer binding proteins (C/EBPs) are a family of transcription factors that all contain a highly conserved. basic-leucine zipper domain at the C-terminus that is involved in dimerization and DNA binding. At least six members of the family have been isolated and,False,,1525,https://portlandpress.com/biochemj/article-abstract/365/3/561/40188,,"/scholar?cites=5445731759971191569&as_sdt=5,33&sciodt=0,33&hl=en",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1222736/pdf/12006103.pdf,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1091971,Molecular cloning and expression of an IL-6 signal transducer. gp130,1990,"['M Hibi', 'M Murakami', 'M Saito', 'T Hirano', 'T Taga']",suIqWOkAAAAJ | TZ7WIB0AAAAJ | UAOGVygAAAAJ | m5gIzNUAAAAJ | ,,,,,,Interleukin-6 (IL-6) signal is transduced through a membrane glycoprotein. gp130. which associates with IL-6 receptor (IL-6-R). A cDNA encoding human gp130 has been cloned. revealing that it consists of 918 amino acids with a single transmembrane domain,False,,1473,https://www.sciencedirect.com/science/article/pii/0092867490904117,,"/scholar?cites=8224626916544266384&as_sdt=5,33&sciodt=0,33&hl=en",,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1091972,Biological and clinical aspects of interleukin 6,1990,"['T Hirano', 'S Akira', 'T Taga', 'T Kishimoto']",m5gIzNUAAAAJ | 0TG2laoAAAAJ |  | ,,,,,,Interleukin 6 (IL-6) is a multi-functional cytokine that is produced by a range of cells and plays a central role in host defense mechanisms. Abnormal production of IL-6 has been suggested to be involved in glomerulonephritis. plasmacytomagenesis and in the,False,,1388,https://www.sciencedirect.com/science/article/pii/0167569990901737,,"/scholar?cites=1116743119394346047&as_sdt=5,33&sciodt=0,33&hl=en",,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1091973,CHOP. a novel developmentally regulated nuclear protein that dimerizes with transcription factors C/EBP and LAP and functions as a dominant-negative inhibitor of …,1992,"['D Ron', 'JF Habener']",i5q4cnkAAAAJ | ,,,,,,"We report on the identification of a nuclear protein that serves as a dominant-negative inhibitor of the transcription factors C/EBP and LAP. A 32P-labeled LAP DNA-binding and dimerization domain"" zipper probe"" was used to isolate a clone that encodes a new C/EBP",False,,1263,http://genesdev.cshlp.org/content/6/3/439.short,,"/scholar?cites=6562718069073083638&as_sdt=5,33&sciodt=0,33&hl=en",http://genesdev.cshlp.org/content/6/3/439.full.pdf%3Forigin%3Dpublication_detail,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
