,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,author_id,eprint_url,got_citations
23925,The American College of Rheumatology 1990 criteria for the classification of Takayasu arteritis,1990,William P Arend and Beat A Michel and Daniel A Bloch and Gene G Hunder and Leonard H Calabrese and Steven M Edworthy and Anthony S Fauci and Randi Y Leavitt and JT Lie and Robert W Lightfoot Jr and Alfonse T Masi and Dennis J McShane and John A Mills and Mary Betty Stevens and Stanley L Wallace and Nathan J Zvaifler,33,Arthritis & Rheumatism,8,1129-1134,John Wiley & Sons. Inc.,Criteria for the classification of Takayasu arteritis were developed by comparing 63 patients who had this disease with 744 control patients with other forms of vasculitis. Six criteria were selected for the traditional format classification: onset at age ≤40 years. claudication of an extremity. decreased brachial artery pulse. >10 mm Hg difference in systolic blood pressure between arms. a bruit over the subclavian arteries or the aorta. and arteriographic evidence of narrowing or occlusion of the entire aorta. its primary branches. or large arteries in the proximal upper or lower extremities. The presence of 3 or more of these 6 criteria demonstrated a sensitivity of 90.5% and a specificity of 97.8%. A classification tree also was constructed with 5 of these 6 criteria. omitting claudication of an extremity. The classification tree demonstrated a sensitivity of 92.1% and a specificity of 97.0%.,True,0dDO3SAAAAAJ:WF5omc3nYNoC,2162,https://onlinelibrary.wiley.com/doi/abs/10.1002/art.1780330811,8472647247731131801,/scholar?cites=8472647247731131801,,https://onlinelibrary.wiley.com/doi/pdf/10.1002/art.1780330811,0
23926,HIV infection is active and progressive in lymphoid tissue during the clinically latent stage of disease,1993,Giuseppe Pantaleo and Cecilia Graziosi and James F Demarest and Luca Butini and Maria Montroni and Cecil H Fox and Jan M Orenstein and Donald P Kotler and Anthony S Fauci,362,Nature,6418,355-358,Nature Publishing Group UK,PRIMARY infection with the human immunodeficiency virus (HIV) is generally followed by a burst of viraemia with or without clinical symptoms1–3. This in turn is followed by a prolonged period of clinical latency. During this period there is little. if any. detectable viraemia. the numbers of infected cells in the blood are very low. and it is extremely difficult to demonstrate virus expression in these cells4. We have analysed viral burden and levels of virus replication simultaneously in the blood and lymphoid organs of the same individuals at various stages of HIV disease. Here we report that in early-stage disease there is a dichotomy between the levels of viral burden and virus replication in peripheral blood versus lymphoid organs. HIV disease is active in the lymphoid tissue throughout the period of clinical latency. even at times when minimal viral activity is demonstrated in blood.,True,0dDO3SAAAAAJ:9yKSN-GCB0IC,2136,https://link.springer.com/content/pdf/10.1038/362355a0.pdf,11681007367636859161,/scholar?cites=11681007367636859161,,http://www.academia.edu/download/46415348/362355a020160612-5891-12c3qvl.pdf,0
23927,The human immunodeficiency virus: infectivity and mechanisms of pathogenesis,1988,Anthony S Fauci,239,Science,4840,617-622,American Association for the Advancement of Science,Infection with the human immunodeficiency virus (HIV) results in a profound immunosuppression due predominantly to a selective depletion of helper/inducer T lymphocytes that express the receptor for the virus (the CD4 molecule). HIV also has tropism for the brain leading to neuropsychiatric abnormalities. Besides inducing cell death. HIV can interfere with T4 cell function by various mechanisms. The monocyte serves as a reservoir for HIV and is relatively refractory to its cytopathic effects. HIV can exist in a latent or chronic form which can be converted to a productive infection by a variety of inductive signals.,True,0dDO3SAAAAAJ:d1gkVwhDpl0C,2079,https://science.sciencemag.org/content/239/4840/617.abstract,9177851142378116303,/scholar?cites=9177851142378116303,,,0
23928,Harrison's principles of internal medicine,2001,Eugene Braunwald and Anthony S Fauci and Dennis L Kasper and Stephen L Hauser and Dan L Longo and J Larry Jameson,,,,,McGraw Hill,"Base de dados : PAHO. Pesquisa : 52322 [Identificador único]. Referências encontradas : 1
[refinar]. Mostrando: 1 .. 1 no formato [Detalhado]. página 1 de 1. 1 / 1. PAHO. seleciona. para
imprimir. WXIS|fatal error|unavoidable|dbxopen: /home/basesG4/lil/lil.lil/mail.cnt (2)|.
",True,0dDO3SAAAAAJ:Rv_tw8sP9O4C,2055,http://bases.bireme.br/cgi-bin/wxislind.exe/iah/online/?IsisScript=iah/iah.xis&src=google&base=PAHO&lang=p&nextAction=lnk&exprSearch=52322&indexSearch=ID,16686221082812042347,/scholar?cites=16686221082812042347,,,0
23929,Presence of an inducible HIV-1 latent reservoir during highly active antiretroviral therapy,1997,Tae-Wook Chun and Lieven Stuyver and Stephanie B Mizell and Linda A Ehler and Jo Ann M Mican and Michael Baseler and Alun L Lloyd and Martin A Nowak and Anthony S Fauci,94,Proceedings of the National Academy of Sciences,24,13193-13197,National Academy of Sciences,Although highly active antiretroviral therapy (HAART) in the form of triple combinations of drugs including protease inhibitors can reduce the plasma viral load of some HIV-1-infected individuals to undetectable levels. it is unclear what the effects of these regimens are on latently infected CD4+ T cells and what role these cells play in the persistence of HIV-1 infection in individuals receiving such treatment. The present study demonstrates that highly purified CD4+ T cells from 13 of 13 patients receiving HAART with an average treatment time of 10 months and with undetectable (<500 copies HIV RNA/ml) plasma viremia by a commonly used bDNA assay carried integrated proviral DNA and were capable of producing infectious virus upon cellular activation in vitro. Phenotypic analysis of HIV-1 produced by activation of latently infected CD4+ T cells revealed the presence in some patients of syncytium-inducing virus. In …,True,0dDO3SAAAAAJ:eQOLeE2rZwMC,1963,https://www.pnas.org/content/94/24/13193.short,16468154692621055860,/scholar?cites=16468154692621055860,,https://www.pnas.org/content/pnas/94/24/13193.full.pdf,0
23930,Abnormalities of B-cell activation and immunoregulation in patients with the acquired immunodeficiency syndrome,1983,H Clifford Lane and Henry Masur and Lynn C Edgar and Gail Whalen and Alain H Rook and Anthony S Fauci,309,New England Journal of Medicine,8,453-458,Massachusetts Medical Society,We studied B-lymphocyte function in 12 homosexual male patients with the acquired immunodeficiency syndrome. 5 healthy homosexual men. and 12 heterosexual controls. In comparison with the heterosexual controls. the patients were found to have elevated numbers of cells spontaneously secreting immunoglobulin. decreased B-cell proliferative responses to T-cell–independent B-cell mitogens. and qualitatively deficient helper T cells. The hyperactive spontaneous B-cell responses as well as the refractoriness to signals for T-cell—independent B-cell activation were highly suggestive of an in vivo polyclonal activation of B cells and may have been responsible for the manifestations of B-cell hyperreactivity. such as hypergammaglobulinemia. seen in these patients. We conclude that the scope of immune dysfunction in the acquired immunodeficiency syndrome involves B cells as well as T cells. (N Engl J Med …,True,0dDO3SAAAAAJ:UeHWp8X0CEIC,1922,https://www.nejm.org/doi/full/10.1056/NEJM198308253090803,12137363908050486195,/scholar?cites=12137363908050486195,,,0
23931,Detection of AIDS virus in macrophages in brain tissue from AIDS patients with encephalopathy,1986,Scott Koenig and Howard E Gendelman and Jan M Orenstein and Mauro C Dal Canto and Gholam H Pezeshkpour and Margaret Yungbluth and Frank Janotta and Allen Aksamit and Malcolm A Martin and Anthony S Fauci,233,Science,4768,1089-1093,American Association for the Advancement of Science,One of the common neurological complications in patients with the acquired immune deficiency syndrome (AIDS) is a subacute encephalopathy with progressive dementia. By using the techniques of cocultivation for virus isolation. in situ hybridization. immunocytochemistry. and transmission electron microscopy. the identity of an important cell type that supports replication of the AIDS retrovirus in brain tissue was determined in two affected individuals. These cells were mononucleated and multinucleated macrophages that actively synthesized viral RNA and produced progeny virions in the brains of the patients. Infected brain macrophages may serve as a reservoir for virus and as a vehicle for viral dissemination in the infected host.,True,0dDO3SAAAAAJ:2osOgNQ5qMEC,1897,https://science.sciencemag.org/content/233/4768/1089.abstract,8377733500404379526,/scholar?cites=8377733500404379526,,,0
23932,Production of transforming growth factor beta by human T lymphocytes and its potential role in the regulation of T cell growth.,1986,John H Kehrl and Lalage M Wakefield and Anita B Roberts and Sonia Jakowlew and Melchor Alvarez-Mon and RBSM Derynck and Michael B Sporn and Anthony S Fauci,163,The Journal of experimental medicine,5,1037-1050,,This study examines the potential role of transforming growth factor beta (TGF-beta) in the regulation of human T lymphocyte proliferation. and proposes that TGF-beta is an important autoregulatory lymphokine that limits T lymphocyte clonal expansion. and that TGF-beta production by T lymphocytes is important in T cell interactions with other cell types. TGF-beta was shown to inhibit IL-2-dependent T cell proliferation. The addition of picograms amounts of TGF-beta to cultures of IL-2-stimulated human T lymphocytes suppressed DNA synthesis by 60-80%. A potential mechanism of this inhibition was found. TGF-beta inhibited IL-2-induced upregulation of the IL-2 and transferrin receptors. Specific high-affinity receptors for TGF-beta were found both on resting and activated T cells. Cellular activation was shown to result in a five- to sixfold increase in the number of TGF-beta receptors on a per cell basis. without a …,True,0dDO3SAAAAAJ:IjCSPb-OGe4C,1865,https://rupress.org/jem/article-abstract/163/5/1037/49526,15890461607344537508,/scholar?cites=15890461607344537508,,https://rupress.org/jem/article-pdf/163/5/1037/484118/1037.pdf,0
23933,Takayasu arteritis,1994,Gail S Kerr and Claire W Hallahan and Joseph Giordano and Randi Y Leavitt and Anthony S Fauci and Menachem Rottem and Gary S Hoffman,120,Annals of internal medicine,11,919-929,American College of Physicians,To evaluate prospectively the clinical features. angiographic findings. and response to treatment of patients with Takayasu arteritis.60 patients with Takayasu arteritis were studied at the National Institute of Allergy and Infectious Diseases between 1970 and 1990 and were followed for 6 months to 20 years (median follow-up. 5.3 years).Data on clinical features. angiographic and laboratory findings. disease course. and response to therapy were all recorded and stored in a computer-based retrieval system.The Warren Magnuson Clinical Center of the National Institutes of Health.In our series of patients. Takayasu arteritis was more common in Asian persons compared with persons from other racial groups. Females (97 …,True,0dDO3SAAAAAJ:_FxGoFyzp5QC,1862,https://www.acpjournals.org/doi/abs/10.7326/0003-4819-120-11-199406010-00004,17872739095185319359,/scholar?cites=17872739095185319359,,,0
23934,The challenge of emerging and re-emerging infectious diseases,2004,David M Morens and Gregory K Folkers and Anthony S Fauci,430,Nature,6996,242-249,Nature Publishing Group,Infectious diseases have for centuries ranked with wars and famine as major challenges to human progress and survival. They remain among the leading causes of death and disability worldwide. Against a constant background of established infections. epidemics of new and old infectious diseases periodically emerge. greatly magnifying the global burden of infections. Studies of these emerging infections reveal the evolutionary properties of pathogenic microorganisms and the dynamic relationships between microorganisms. their hosts and the environment.,True,0dDO3SAAAAAJ:_kc_bZDykSQC,1794,https://www.nature.com/articles/nature02759,12790525755412919109,/scholar?cites=12790525755412919109,,https://www.nature.com/articles/nature02759,0
23935,The spectrum of vasculitis: clinical. pathologic. immunologic. and therapeutic considerations,1978,Anthony S Fauci and Barton F Haynes and Paul Katz,89,Annals of internal medicine,5_Part_1,660-676,American College of Physicians,Vasculitis is a clinicopathologic process characterized by inflammation and necrosis of blood vessels. Certain disorders have vasculitis as the predominant and most obvious manifestation. whereas others have various degrees of vasculitis in association with other primary disorders. Within the entire spectrum of vasculitis virtually any size or type of blood vessel in any organ system can be involved. Most of the vasculitides can be associated directly or indirectly with immunopathogenic mechanisms. In this regard. immune complex mediation is being increasingly recognized as the underlying mechanism in several of the vasculitides. With clinical. pathologic. and immunologic criteria. certain vasculitic disorders can be clearly recognized and categorized as distinct entities. whereas in others there is an overlap of different diseases within a broader category. In recent years. several of the more serious …,True,0dDO3SAAAAAJ:zYLM7Y9cAGgC,1487,https://www.acpjournals.org/doi/abs/10.7326/0003-4819-89-5-660,4930319464279803313,/scholar?cites=4930319464279803313,,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.731.4505&rep=rep1&type=pdf,0
23936,Predominant role of bacterial pneumonia as a cause of death in pandemic influenza: implications for pandemic influenza preparedness,2008,David M Morens and Jeffery K Taubenberger and Anthony S Fauci,198,The Journal of infectious diseases,7,962-970,Oxford University Press,  Background . Despite the availability of published data on 4 pandemics that have occurred over the past 120 years. there is little modern information on the causes of death associated with influenza pandemics.  Methods . We examined relevant information from the most recent influenza pandemic that occurred during the era prior to the use of antibiotics. the 1918–1919 “Spanish flu”; pandemic. We examined lung tissue sections obtained during 58 autopsies and reviewed pathologic and bacteriologic data from 109 published autopsy series that described 8398 individual autopsy investigations.  Results . The postmortem samples we examined from people who died of influenza during 1918–1919 uniformly exhibited severe changes indicative of bacterial pneumonia. Bacteriologic and histopathologic results from published autopsy series clearly …,True,0dDO3SAAAAAJ:dhFuZR0502QC,1418,https://academic.oup.com/jid/article-abstract/198/7/962/2192118,1094381748380469414,/scholar?cites=1094381748380469414,,https://academic.oup.com/jid/article-pdf/198/7/962/18055875/198-7-962.pdf,0
23937,Acquired immunodeficiency syndrome: epidemiologic. clinical. immunologic. and therapeutic considerations,1984,Anthony S Fauci and ABE M MACHER and DAN L LONGO and H Clifford Lane and ALAIN H ROOK and HENRY MASUR and EDWARD P GELMANN,100,Annals of Internal Medicine,1,92-106,American College of Physicians,The acquired immunodeficiency syndrome is a new disease whose cause is unknown but is almost surely due to a transmissible agent. most likely a virus. The disease is clearly spread by sexual contact. particularly homosexual activity. Blood-borne transmission constitutes the other major recognized form of spread of the disease. although it is highly likely that the disease is not readily spread through casual. nonsexual. non-blood-borne routes. Although the disease is still highly concentrated in the United States. it is now seen in several countries throughout the world. The common denominator of the disease is a profound suppression of cell-mediated immunity. specifically a quantitative and qualitative defect in the T4 inducer or helper subset of T lymphocytes. Hyperactivity of B lymphocytes is also characteristic. The clinical manifestations are those of severe and life-threatening opportunistic infections and …,True,0dDO3SAAAAAJ:ufrVoPGSRksC,1367,https://www.acpjournals.org/doi/abs/10.7326/0003-4819-100-1-92,6553712559583658019,/scholar?cites=6553712559583658019,,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.731.2503&rep=rep1&type=pdf,0
23938,Principles of internal medicine,1962,Tinsley Randolph Harrison and Raymond D Adams and Ivan L Bennett Jr and William H Resnik and George W Thorn and MM Wintrobe,37,Academic Medicine,11,1246,LWW,"You may be trying to access this site from a secured browser on the server. Please enable scripts
and reload this page. Log in Your account has been temporarily locked Your account has been
temporarily locked due to incorrect sign in attempts and will be automatically unlocked in 30
mins. For immediate assistance. contact Customer Service: 800-638-3030 (within USA).
301-223-2300 (international) customerservice@lww.com. Invalid username or password. Try
again or register an account. default message. Login. No user account? Register for free. Register
for free. Lippincott Journals Subscribers. use your username or email along with your password
to log in. Forgot Password? or; Register Register for a free account. Existing User Log In Existing
User Log In. Registered users can save articles. searches. and manage email alerts. All
registration fields are required. What's your profession?
",True,0dDO3SAAAAAJ:z2g7kDSNNyoC,1204,https://journals.lww.com/academicmedicine/Citation/1962/11000/Principles_of_Internal_Medicine.27.aspx,4512356838951083590,/scholar?cites=4512356838951083590,,,0
23939,Harrison's principles of internal medicine,1987,Kurt J Isselbacher and Eugene Braunwald and Robert G Petersdorf and Jean D Wilson and Joseph B Martin and Anthony S Fauci,,,,,McGraw-Hill,"Base de dados : PAHO. Pesquisa : 35 [Identificador único]. Referências encontradas : 1
[refinar]. Mostrando: 1 .. 1 no formato [Detalhado]. página 1 de 1. 1 / 1. PAHO. seleciona.
para imprimir. Id: 35. Autor: Isselbacher. Kurt J; Braunwald. Eugene; Petersdorf. Robert G;
Wilson. Jean D; Martin. Joseph B; Fauci. Anthony S. Título: Harrison's principles of internal
medicine / Harrison's principles of internal medicine.-2 v. Fonte: New York; McGraw-Hill;
1987. xxx.2118 p. ilus. Idioma: En. Descritores: Medicina Interna … 
",True,0dDO3SAAAAAJ:1GbOEZ86UTAC,1187,http://bases.bireme.br/cgi-bin/wxislind.exe/iah/online/?IsisScript=iah/iah.xis&src=google&base=PAHO&lang=p&nextAction=lnk&exprSearch=35&indexSearch=ID,12366591913834292858,/scholar?cites=12366591913834292858,,,0
23940,Glucocorticosteroid therapy: mechanisms of action and clinical considerations,1976,ANTHONY S FAUCI and DAVID C DALE and JAMES E BALOW,84,Annals of internal medicine,3,304-315,American College of Physicians,The administration of glucocorticosteroids results in a wide range of effects on inflammatory and immunologically mediated disease processes. Glucocorticosteroids cause neutrophilic leukocytosis together with eosinopenia. monocytopenia. and lymphocytopenia. A principal mechanism whereby corticosteroids suppress inflammation is their impeding the access of neutrophils and monocytes to an inflammatory site. Granulocyte function is relatively refractory. whereas monocyte-macrophage function seems to be particularly sensitive to corticosteroids. Corticosteroid administration causes a transient lymphocytopenia of all detectable lymphocyte subpopulations. particularly the recirculating thymus-derived lymphocyte. The mechanism of this lymphocytopenia is probably a redistribution of circulating cells to other body compartments. There is considerable disagreement about the direct effects of corticosteroid …,True,0dDO3SAAAAAJ:roLk4NBRz8UC,1164,https://www.acpjournals.org/doi/abs/10.7326/0003-4819-84-3-304,11981692270402607100,/scholar?cites=11981692270402607100,,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.731.3902&rep=rep1&type=pdf,0
23941,Guidelines for the use of antiretroviral agents in HIV-1-infected adults and adolescents,2009,US Department of Health and Human Services,,http://aidsinfo. nih. gov/OrderPublication/OrderPubsBrowseSearchResultsTable. aspx? ID= 115,,,,"CiNii 国立情報学研究所 学術情報ナビゲータ[サイニィ]. メニュー 検索 … 
",True,0dDO3SAAAAAJ:INdAjOZKYREC,1149,https://ci.nii.ac.jp/naid/10029025054/,5227421474060949420,/scholar?cites=5227421474060949420,,,0
23942,Inflammation: basic principles and clinical correlates,1992,Ira M Goldstein and Ralph Snyderman and John I Gallin,,,,63-80,Raven Press,"Inflammation: basic principles and clinical correlates / editors John I. Here we find discussions 
of basic principles of inflammation in relation to neutrophils. eosinophils. The third part 14 chapters 
is on clinical correlates such as. Inflammation: Basic Principles and Clinical Correlates 
Inflammation: basic principles and clinical correlates / editors. John I. Inflammation: basic principles 
and clinical correlates UNIVERSITY. Inflammation: Basic Principles and Clinical Correlates by 
John I. Gallin. Ira M. Goldstein. Hardcover 9780881678802 Full Text PDF This site uses 
cookies. By continuing to browse the site you are agreeing to our use of cookies. Find out more 
here×. Slider. This site uses cookies. By continuing Orthopedic Nuclear Medicine - Google Books 
Result Inflammation: basic principles and clinical correlates / editors. John I. Gallin. Ira M. 
Goldstein. Ralph Snyderman Snyderman. Ralph · View online · Borrow · Buy … ",True,0dDO3SAAAAAJ:Lmuc1furtc4C,1124,https://pdfs.semanticscholar.org/4377/fb5b0375b2c1ec2f53e70f07e69d9eaba208.pdf,5551209579888621729,/scholar?cites=5551209579888621729,,,0
