,affiliation,email,citedby,scholar_id,filled,interests,name,url_picture,got_publications,got_coauthors
239,"Professor Emeritus, Osaka University",@orgctl.med.osaka-u.ac.jp,27535,Jc7ZuKMAAAAJ,False,Immunology|Lymphocyte trafficking|Chemokines|Adhesion Molecules|Lysophospholipids,Masayuki Miyasaka,https://scholar.google.com/citations?view_op=medium_photo&user=Jc7ZuKMAAAAJ,0,0
240,Institut pasteur of Shanghai/ Institut Pasteur Paris,,27511,ldyKjOYAAAAJ,False,Virology|Immunology,fernando arenzana-seisdedos,https://scholar.google.com/citations?view_op=medium_photo&user=ldyKjOYAAAAJ,0,0
241,"Professor, Weill Cornell Medicine",@med.cornell.edu,27426,BsWyR-wAAAAJ,False,immunology,Gary Koretzky,https://scholar.google.com/citations?view_op=medium_photo&user=BsWyR-wAAAAJ,0,0
242,University of Minnesota,@umn.edu,27407,gXse-IYAAAAJ,False,Immunology,SC Jameson,https://scholar.google.com/citations?view_op=medium_photo&user=gXse-IYAAAAJ,0,0
243,UCSD,,27253,T0O4fOIAAAAJ,False,Mucosal Immunology|Celiac Disease|Infectious Disease|Immunology,Martin F. Kagnoff (1941-2014),https://scholar.google.com/citations?view_op=medium_photo&user=T0O4fOIAAAAJ,0,0
244,Professor of Pharmacology,@unipg.it,27249,950IJKUAAAAJ,False,Pharmacology|Immunology|Medicine,Paolo Puccetti,https://scholar.google.com/citations?view_op=medium_photo&user=950IJKUAAAAJ,0,0
245,Brigham and Women's Hospital/Harvard Medical School,@bwh.harvard.edu,27248,-pcmI4cAAAAJ,False,Immunology|Oncology|Cutaneous Biology,Thomas S  Kupper,https://scholar.google.com/citations?view_op=medium_photo&user=-pcmI4cAAAAJ,0,0
246,"Director, Lab. of Immunology - IRCCS AOU San Martino-IST, National Institute for Cancer …",,27179,DP44mPYAAAAJ,False,Immunology,Maria Cristina Mingari,https://scholar.google.com/citations?view_op=medium_photo&user=DP44mPYAAAAJ,0,0
247,"Professor, University of California, San Francisco",@ucsf.edu,27160,AEp6flYAAAAJ,False,Immunology,Clifford Lowell,https://scholar.google.com/citations?view_op=medium_photo&user=AEp6flYAAAAJ,0,0
248,"Emeritus Professor , University of Sheffield: Senior Director, CSL",@sheffield.ac.uk,27092,IJ20SZoAAAAJ,False,Immunology|host defence|systems biology,Steven K Dower,https://scholar.google.com/citations?view_op=medium_photo&user=IJ20SZoAAAAJ,0,0
249,"University of Bonn, LIMES-Institute",@uni-bonn.de,26985,AKEhvOYAAAAJ,False,Genomics|Immunology,Joachim Schultze,https://scholar.google.com/citations?view_op=medium_photo&user=AKEhvOYAAAAJ,0,0
250,"Professor of Statistics, Stanford University",@stat.stanford.edu,26668,Z5Zjy6cAAAAJ,False,Statistics and Biology|Immunology|Microbial Ecology|Reproducible research|Phylogenetics,Susan P Holmes,https://scholar.google.com/citations?view_op=medium_photo&user=Z5Zjy6cAAAAJ,0,0
251,"Professor, Graduate School of Pharmaceutical Sciences, The University of Tokyo",@mol.fu-tokyo.ac.jp,26495,z-EDRcgAAAAJ,False,immunology,Shohei Hori,https://scholar.google.com/citations?view_op=medium_photo&user=z-EDRcgAAAAJ,0,0
252,"NIA-IRP, NIH",,26432,72C3hAgAAAAJ,False,Immunology|neuroscience|oncology,"Dennis D. Taub, PhD",https://scholar.google.com/citations?view_op=medium_photo&user=72C3hAgAAAAJ,0,0
253,Wilkins Distinguished Professor and Chief of Neurosurgery,@duke.edu,26412,_QaHGasAAAAJ,False,Neurosurgery|Immunotherapy|Neuro-oncology|Immunology,"John H. Sampson, MD, Ph.D., MHSc., MBA",https://scholar.google.com/citations?view_op=medium_photo&user=_QaHGasAAAAJ,0,0
254,"Professor of Surgery and Radiology, University of California, San Francisco",@ucsf.edu,26183,tD166nsAAAAJ,False,breast cancer|trial design|immunology|health policy|screening,laura esserman,https://scholar.google.com/citations?view_op=medium_photo&user=tD166nsAAAAJ,0,0
255,Harvard,@hsph.harvard.edu,26171,RUrKIsEAAAAJ,False,microbiome|immunology|cancer|inflammatory bowel disease,Wendy Sarah Garrett,https://scholar.google.com/citations?view_op=medium_photo&user=RUrKIsEAAAAJ,0,0
256,,@neuro.wustl.edu,26038,IDmIxqMAAAAJ,False,medicine|immunology,Anne H. Cross,https://scholar.google.com/citations?view_op=medium_photo&user=IDmIxqMAAAAJ,0,0
257,Professor at La Jolla Institute for Immunology,@lji.org,25964,BYv9PhEAAAAJ,False,Immunology|Bioinformatics|Ontology|Epitope,Bjoern Peters,https://scholar.google.com/citations?view_op=medium_photo&user=BYv9PhEAAAAJ,0,0
258,"Professor of Biochemistry & Biophysics, University of North Carolina, Chapel Hill",@email.unc.edu,25751,OtqznPkAAAAJ,False,proteomics|chromatin epigenetics|systems biology|cancer|immunology,xian chen,https://scholar.google.com/citations?view_op=medium_photo&user=OtqznPkAAAAJ,0,0
259,"Professor, La Jolla Institute for Immunology",@lji.org,25422,0kcUNTYAAAAJ,False,immunology|vaccines|virology|human immunology,Shane Crotty,https://scholar.google.com/citations?view_op=medium_photo&user=0kcUNTYAAAAJ,0,0
260,"University of Michigan, Genentech, Lowe Consulting",@ionpath.com,25317,prFrFVoAAAAJ,False,Glycobiology|immunology,John,https://scholar.google.com/citations?view_op=medium_photo&user=prFrFVoAAAAJ,0,0
261,University of Zurich,@immunology.uzh.ch,25254,zVJVxScAAAAJ,False,Immunology|Cytokines|Tumorimmunology|Autoimmunity,Burkhard Becher,https://scholar.google.com/citations?view_op=medium_photo&user=zVJVxScAAAAJ,0,0
262,"Professor of Immunology, University of Oslo, Norway",@medisin.uio.no,25212,wDxvpbgAAAAJ,False,Immunology|anthropology,Erik Thorsby,https://scholar.google.com/citations?view_op=medium_photo&user=wDxvpbgAAAAJ,0,0
263,"Genome Institute of Singapore, Harvard Medical School",@gis.a-star.edu.sg,25187,Tlz3cOwAAAAJ,False,Stem Cells|Cancer|Immunology|Genomics,Bing Lim,https://scholar.google.com/citations?view_op=medium_photo&user=Tlz3cOwAAAAJ,0,0
264,emory university,@emory.edu,25143,tFKCoUgAAAAJ,False,Immunology,guido silvestri,https://scholar.google.com/citations?view_op=medium_photo&user=tFKCoUgAAAAJ,0,0
265,"Department of Medicine, University of Verona",@univr.it,25123,aUnJa2MAAAAJ,False,immunology,Marco A. Cassatella,https://scholar.google.com/citations?view_op=medium_photo&user=aUnJa2MAAAAJ,0,0
266,"Professor of Medicine, Ragon Institute of MGH, MIT and Harvard",@partners.org,25047,_TrdLlsAAAAJ,False,HIV|Virology|Immunology|T cell Immunotherapy|HIV Transmission,Todd M. Allen,https://scholar.google.com/citations?view_op=medium_photo&user=_TrdLlsAAAAJ,0,0
267,University of Southern California,@med.usc.edu,24978,RxD7ut4AAAAJ,False,Cancer|Immunology|Virology|HPV,WM Kast,https://scholar.google.com/citations?view_op=medium_photo&user=RxD7ut4AAAAJ,0,0
268,"Professor in Experimental Nephrology & Transplant Immunology, dept of Nephrology, LUMC …",@lumc.nl,24946,aSO5XKEAAAAJ,False,Immunology|transplantation|nephrology,"Cees van Kooten, PhD",https://scholar.google.com/citations?view_op=medium_photo&user=aSO5XKEAAAAJ,0,0
269,Fundación Instituto de Inmunología de Colombia fidic,,24750,2wr6XO8AAAAJ,False,Immunology|malaria|vaccine|chemist|VPH,Manuel Elkin Patarroyo Murillo,https://scholar.google.com/citations?view_op=medium_photo&user=2wr6XO8AAAAJ,0,0
270,University of Florence,@dmi.unifi.it,24743,5ymoN7YAAAAJ,False,Immunology|pathology,Francesco Annunziato,https://scholar.google.com/citations?view_op=medium_photo&user=5ymoN7YAAAAJ,0,0
271,"Professor of Immunology, Dundee University",@dundee.ac.uk,24707,eBgE2pAAAAAJ,False,Immunology,D Cantrell,https://scholar.google.com/citations?view_op=medium_photo&user=eBgE2pAAAAAJ,0,0
272,"Professor, Massachusetts General Hospital and Harvard Medical School",@mgh.harvard.edu,24688,1Ryk2zQAAAAJ,False,Immunology|atherosclerosis|vascular biology|inflammation|physiology,Filip K. Swirski,https://scholar.google.com/citations?view_op=medium_photo&user=1Ryk2zQAAAAJ,0,0
273,The Walter and Eliza Hall Institute of Medical Research,@wehi.edu.au,24623,LXWu8gEAAAAJ,False,immunology,Stephen Nutt,https://scholar.google.com/citations?view_op=medium_photo&user=LXWu8gEAAAAJ,0,0
274,"Professor of Neurology, American University of Beirut & visiting professor of Neurology …",@aub.edu.lb,24615,CPxAinwAAAAJ,False,Multiple sclerosis|EAE|Immunology,Samia Khoury,https://scholar.google.com/citations?view_op=medium_photo&user=CPxAinwAAAAJ,0,0
275,Kyunghee university,@khu.ac.kr,24537,F-sIQXkAAAAJ,False,Cancer biology|thrombosis|immunology,sung hoon kim,https://scholar.google.com/citations?view_op=medium_photo&user=F-sIQXkAAAAJ,0,0
276,Università di verona,@univr.it,24457,CbKGv3YAAAAJ,False,genetics|medicine|immunology|biochemistry|hematology,corrocher r,https://scholar.google.com/citations?view_op=medium_photo&user=CbKGv3YAAAAJ,0,0
277,"Chair Professor of Paediatrics, University of Hong Kong",@hku.hk,24427,yIjb9qMAAAAJ,False,Paediatrics|Immunology|Genetics|Infectious Diseases,Yu Lung Lau,https://scholar.google.com/citations?view_op=medium_photo&user=yIjb9qMAAAAJ,0,0
278,"Professor of Microbiology, University of Alabama at Birmingham",@uab.edu,24273,v_g8KkkAAAAJ,False,Immunology,John F Kearney,https://scholar.google.com/citations?view_op=medium_photo&user=v_g8KkkAAAAJ,0,0
279,Université de Paris. Hopital Saint-Louis,,24251,w9mC1YsAAAAJ,False,Immunology,Dominique Charron,https://scholar.google.com/citations?view_op=medium_photo&user=w9mC1YsAAAAJ,0,0
280,"Assistant Professor, UT MD Anderson Cancer Center",@mdanderson.org,24007,HOAitigAAAAJ,False,Cancer- Pancreas|Developmental Signaling pathway|Immunology,Sonal Gupta,https://scholar.google.com/citations?view_op=medium_photo&user=HOAitigAAAAJ,0,0
281,"Professor of Haematology, University of Birmingham",@bham.ac.uk,23977,7MTFBFsAAAAJ,False,Hematology|Immunology|Transplantation,Paul Moss,https://scholar.google.com/citations?view_op=medium_photo&user=7MTFBFsAAAAJ,0,0
282,National Institutes of Health,@niaid.nih.gov,23934,BLbY7psAAAAJ,False,Structural Biology|X-ray Crystallography|Immunology,Jiansheng Jiang,https://scholar.google.com/citations?view_op=medium_photo&user=BLbY7psAAAAJ,0,0
283,University of Western Australia  ,@uwa.edu.au,23933,jejYfZ4AAAAJ,False,Allergy|Immunology,Susan L. Prescott,https://scholar.google.com/citations?view_op=medium_photo&user=jejYfZ4AAAAJ,0,0
284,"VP Research, VBI Vaccines",@vbivaccines.com,23774,we6sRn8AAAAJ,False,immunology|cancer|vaccines|autoimmunity,David E Anderson,https://scholar.google.com/citations?view_op=medium_photo&user=we6sRn8AAAAJ,0,0
285,Lifespan-Rhode Island Hospital/the Alpert School of Medicine at Brown University,@lifespan.org,23760,H50S_TgAAAAJ,False,ARDS/ALI|organ injury|immunology|shock/sepsis,Alfred Ayala,https://scholar.google.com/citations?view_op=medium_photo&user=H50S_TgAAAAJ,0,0
286,Professor at Jackson Laboratory,@jax.org,23737,aND7Gh0AAAAJ,False,Immunology,Derya Unutmaz,https://scholar.google.com/citations?view_op=medium_photo&user=aND7Gh0AAAAJ,0,0
287,Sanofi,@sanofi.com,23686,vt2itL0AAAAJ,False,Pharmaceuticals|Innate Immunity|Inflammation|Immunology|Cell Death,John Bertin,https://scholar.google.com/citations?view_op=medium_photo&user=vt2itL0AAAAJ,0,0
288,Amgen Inc.,@amgen.com,23615,lnpG64sAAAAJ,False,Immunology|T cell|Cytokine|Cancer immunotherapy|Autoimmunity,Wenjun Ouyang,https://scholar.google.com/citations?view_op=medium_photo&user=lnpG64sAAAAJ,0,0
289,"Françoise Gilot-Salk Professor, The Salk Institute",@salk.edu,23549,MnnoptMAAAAJ,False,neurobiology|immunology,Greg Lemke,https://scholar.google.com/citations?view_op=medium_photo&user=MnnoptMAAAAJ,0,0
290,"Professor of Biochemistry and Life Science Mass Spectrometry, University of Oxford, UK",@ndm.ox.ac.uk,23489,ACCL340AAAAJ,False,biochemistry|immunology|proteomics|mass spectrometry|ubiquitin,Benedikt Kessler,https://scholar.google.com/citations?view_op=medium_photo&user=ACCL340AAAAJ,0,0
291,Case Western Reserve University,@case.edu,23386,jrHv_dQAAAAJ,False,Immunology|Cell Biology|Pathology,Clifford V Harding,https://scholar.google.com/citations?view_op=medium_photo&user=jrHv_dQAAAAJ,0,0
292,Johns Hopkins Medical Institute,@jhmi.edu,23246,rDA097UAAAAJ,False,transplantation|immunology,Daniel C Brennan,https://scholar.google.com/citations?view_op=medium_photo&user=rDA097UAAAAJ,0,0
293,Cedars-Sinai Medical Center,@cshs.org,23239,fpuSOmkAAAAJ,False,immunology|cancer research|tumor and tissue microenvironment|inflammation|cytokines,Sergei Grivennikov,https://scholar.google.com/citations?view_op=medium_photo&user=fpuSOmkAAAAJ,0,0
294,"Associate Professor, MSK",@mskcc.org,23164,ifWUiagAAAAJ,False,Biology|Immunology|Oncology|Tumor imunology|Health care,Taha Merghoub,https://scholar.google.com/citations?view_op=medium_photo&user=ifWUiagAAAAJ,0,0
295,"Professor of Rheumatology, Medical School, National and Kapodistrian University of Athens",@med.uoa.gr,23144,j1RfAacAAAAJ,False,Internal Medicine|Rheumatology|Immunology|Autoimmunity,Athanasios G. Tzioufas,https://scholar.google.com/citations?view_op=medium_photo&user=j1RfAacAAAAJ,0,0
296,"3rd Department of Paediatrics, Aristotle University of Thessaloniki",@auth.gr,23020,4sdGdA0AAAAJ,False,paediatrics|infectious diseases|mycology|immunology,Emmanuel Roilides,https://scholar.google.com/citations?view_op=medium_photo&user=4sdGdA0AAAAJ,0,0
297,NIH,@nih.gov,22982,xoJWItcAAAAJ,False,immunology|cell signaling|kinases,Pamela Schwartzberg,https://scholar.google.com/citations?view_op=medium_photo&user=xoJWItcAAAAJ,0,0
298,"Professor of Immunology, University of Turku",@utu.fi,22910,jJCpqPEAAAAJ,False,immunology|inflammation|cancer|vascular biology,Sirpa Jalkanen,https://scholar.google.com/citations?view_op=medium_photo&user=jJCpqPEAAAAJ,0,0
299,Professor of Medicine,@wehi.edu.au,22783,F3X8njsAAAAJ,False,Immunology,Leonard C Harrison,https://scholar.google.com/citations?view_op=medium_photo&user=F3X8njsAAAAJ,0,0
300,Columbia University,@cumc.columbia.edu,22779,QH_fF68AAAAJ,False,Adenosine and ATP receptors|Immunology|Inflammation,george hasko,https://scholar.google.com/citations?view_op=medium_photo&user=QH_fF68AAAAJ,0,0
301,University of Pennsylvania,@upenn.edu,22756,BAiJhQ8AAAAJ,False,Immunology,Jim Riley,https://scholar.google.com/citations?view_op=medium_photo&user=BAiJhQ8AAAAJ,0,0
302,Scientist,,22753,ro6L4PgAAAAJ,False,Immunology|tuberculosis,Madhan Kumar,https://scholar.google.com/citations?view_op=medium_photo&user=ro6L4PgAAAAJ,0,0
303,Harvard Medical School,@bidmc.harvard.edu,22750,4-T65dwAAAAJ,False,cancer research|aging|immunology,sk calderwood,https://scholar.google.com/citations?view_op=medium_photo&user=4-T65dwAAAAJ,0,0
304,"Professor of Immunology, Oxford University",@path.ox.ac.uk,22750,c7oyiZUAAAAJ,False,Immunology|virology,Quentin James Sattentau,https://scholar.google.com/citations?view_op=medium_photo&user=c7oyiZUAAAAJ,0,0
305,UC San Diego,@synbal.com,22681,gZ9T1XYAAAAJ,False,immunology,Stephen M Hedrick,https://scholar.google.com/citations?view_op=medium_photo&user=gZ9T1XYAAAAJ,0,0
306,"Department of Applied Tumor Biology, Institute of Pathology, University of Heidelberg",@med.uni-heidelberg.de,22665,wq_PbSUAAAAJ,False,Tumor biology|tumor virology|immunology|cancer biomarkers,Magnus von Knebel Doeberitz,https://scholar.google.com/citations?view_op=medium_photo&user=wq_PbSUAAAAJ,0,0
307,University of Minnesota,@umn.edu,22654,atL6swcAAAAJ,False,Immunology|T cell development,Kristin Hogquist,https://scholar.google.com/citations?view_op=medium_photo&user=atL6swcAAAAJ,0,0
308,"Specialist Researcher, CPqGM - FIOCRUZ",@bahia.fiocruz.br,22550,O7tWQX8AAAAJ,False,Immunology,Edgar M Carvalho,https://scholar.google.com/citations?view_op=medium_photo&user=O7tWQX8AAAAJ,0,0
309,"Professor, Depts of Surgery, Immunology, and Molecular Genetics and Microbiology, Duke",@duke.edu,22388,2ZW4tuAAAAAJ,False,host-pathogen interactions|immunology|vaccines,Georgia Tomaras,https://scholar.google.com/citations?view_op=medium_photo&user=2ZW4tuAAAAAJ,0,0
310,Stanford University,@stanford.edu,22328,bNk3t74AAAAJ,False,Immunology|Infectious Diseases|Genetics,David Lewis,https://scholar.google.com/citations?view_op=medium_photo&user=bNk3t74AAAAJ,0,0
311,"Professor of Cellular Immunology of Parasitic Infections, Head Department of Parasitology …",@lumc.nl,22212,gY0av5EAAAAJ,False,immunology|epidemiology|immunopathology|inflammatory diseases|Th1/Th2 immune responses,Prof. dr. M. Yazdanbakhsh,https://scholar.google.com/citations?view_op=medium_photo&user=gY0av5EAAAAJ,0,0
312,"Professor of Pathology, Northwestern University Feinberg School of Medicine",@northwestern.edu,22192,yHMIZnQAAAAJ,False,inflammation|immunology|vascular biology,William A. Muller,https://scholar.google.com/citations?view_op=medium_photo&user=yHMIZnQAAAAJ,0,0
313,"Professor of Pharmcology and Experimental Neuroscience, Dean of Research",@unmc.edu,22171,uRkjABcAAAAJ,False,Neurodegeneration|Virology|Immunology|OMICS|Systems Biology,Howard Fox,https://scholar.google.com/citations?view_op=medium_photo&user=uRkjABcAAAAJ,0,0
314,"Professor, Dept. of Immunology, UT Southwestern Med. Ctr.",@utsouthwestern.edu,22008,OBWGvAUAAAAJ,False,Immunology|genomics|genetics,Edward Wakeland,https://scholar.google.com/citations?view_op=medium_photo&user=OBWGvAUAAAAJ,0,0
315,Harvard Medical School; Boston Children's Hospital,@childrens.harvard.edu,22003,m0xUcToAAAAJ,False,Immunology|Immunodeficiency|Pediatrics|Immune Regulation|Regulatory T Cells,Talal Chatila,https://scholar.google.com/citations?view_op=medium_photo&user=m0xUcToAAAAJ,0,0
316,"Consultant in Allergy, Hospital Infanta Leonor Madrid Spain",,21971,KBsCFTIAAAAJ,False,allergy|immunology,Miguel Blanca,https://scholar.google.com/citations?view_op=medium_photo&user=KBsCFTIAAAAJ,0,0
317,University of Southern California,,21968,U6NM9EcAAAAJ,False,Microbiology|Biofilm|Cytology|Anti-microbial susceptibility|Immunology,"Vandana Singh, PhD",https://scholar.google.com/citations?view_op=medium_photo&user=U6NM9EcAAAAJ,0,0
318,Mirati Therapeutics,@mirati.com,21931,bKt8ekEAAAAJ,False,Oncology|Immunology,Charles M Baum,https://scholar.google.com/citations?view_op=medium_photo&user=bKt8ekEAAAAJ,0,0
319,"NIDCR, NIH",@mail.nih.gov,21928,HROZItpvt68C,False,Immunology|Medicine,WanJun Chen,https://scholar.google.com/citations?view_op=medium_photo&user=HROZItpvt68C,0,0
320,"CSO, Janus Biotherapeutics Inc.",@janusbio.com,21805,fRu63boAAAAJ,False,Immunology,Grayson Lipford,https://scholar.google.com/citations?view_op=medium_photo&user=fRu63boAAAAJ,0,0
321,"Professor of Oncology, Medicine, Urology",@jhmi.edu,21770,9RPwTSIAAAAJ,False,Immunology|Cancer Immunotherapy,Hy Levitsky,https://scholar.google.com/citations?view_op=medium_photo&user=9RPwTSIAAAAJ,0,0
322,"Professor for Genetics, FAU Erlangen-Nürnberg",@fau.de,21661,Kv_E6jsAAAAJ,False,Immunology|Autoimmunity|Inflammation,Prof. Dr. Falk Nimmerjahn,https://scholar.google.com/citations?view_op=medium_photo&user=Kv_E6jsAAAAJ,0,0
323,"Professor of Immunobiology, Yale University School of Medicine",@yale.edu,21638,YAL06DQAAAAJ,False,Immunology,David Schatz,https://scholar.google.com/citations?view_op=medium_photo&user=YAL06DQAAAAJ,0,0
324,"Professor of Neuroimmunology, University of Glasgow",@glasgow.ac.uk,21366,SLZM6DoAAAAJ,False,Neurobiology|immunology|autoimmune diseases|multiple sclerosis,Christopher Linington,https://scholar.google.com/citations?view_op=medium_photo&user=SLZM6DoAAAAJ,0,0
325,"Dept. of Clinical Development, Pfizer (China) Inc.",@pfizer.com,21059,tRbQHOYAAAAJ,False,Autoimmunity|Inflammation|Immunology,"Zhenyuan Zhou MD, PhD.",https://scholar.google.com/citations?view_op=medium_photo&user=tRbQHOYAAAAJ,0,0
326,,@biontech.us,21039,KRz_RvcAAAAJ,False,immunology,richard gaynor,https://scholar.google.com/citations?view_op=medium_photo&user=KRz_RvcAAAAJ,0,0
327,"Professor of Medicine, Harvard University",@bidmc.harvard.edu,20968,6molSeQAAAAJ,False,Immunology|immunotherapy|cancer|bone marrow transplantation,Vassiliki Boussiotis,https://scholar.google.com/citations?view_op=medium_photo&user=6molSeQAAAAJ,0,0
328,University of Pittsburgh,@upmc.edu,20951,6qwdjfkAAAAJ,False,melanoma|immunology|therapy|vaccines,Walter J. Storkus,https://scholar.google.com/citations?view_op=medium_photo&user=6qwdjfkAAAAJ,0,0
329,"Principal Investigator Instituto Gulbenkian Ciencia, Oeiras, Portugal",@igc.gulbenkian.pt,20936,fZZu1ykAAAAJ,False,Immunology|inflammation|Infection|Metabolism|Disease Tolerance,Miguel Che Parreira Soares,https://scholar.google.com/citations?view_op=medium_photo&user=fZZu1ykAAAAJ,0,0
330,University Medical Centre of the Johannes Gutenberg University of Mainz,@uni-mainz.de,20933,gv-RCc4AAAAJ,False,Immunology|autoimmunity|inflammation,Ari Waisman,https://scholar.google.com/citations?view_op=medium_photo&user=gv-RCc4AAAAJ,0,0
331,"Professor, ophthalmlogy and Visual siences",@wustl.edu,20916,-yzVo2YAAAAJ,False,immunology|cell biology,Thomas Ferguson,https://scholar.google.com/citations?view_op=medium_photo&user=-yzVo2YAAAAJ,0,0
332,"Translational Research Unit, INMI",@inmi.it,20901,tXXoxJsAAAAJ,False,Infectious diseases|tuberculosis|immunology|autophagy|biological therapy,Goletti Delia,https://scholar.google.com/citations?view_op=medium_photo&user=tXXoxJsAAAAJ,0,0
333,"Professor of Medicine, Medizinische Hochschule Hannover",@mh-hannover.de,20901,jGxKX8MAAAAJ,False,Viral Hepatitis|Immunology,Markus Cornberg,https://scholar.google.com/citations?view_op=medium_photo&user=jGxKX8MAAAAJ,0,0
334,Massachusetts Institute of Technology,@mit.edu,20854,VNyWLJ0AAAAJ,False,Chemical Biology|Organic Chemistry|Glycobiology|Stem Cell Biology|Immunology,Laura L. Kiessling,https://scholar.google.com/citations?view_op=medium_photo&user=VNyWLJ0AAAAJ,0,0
335,"Executive Director,  and Senior Principal Investigator, A* ID Labs and PI, SIgN-A*STAR",@immunol.a-star.edu.sg,20853,4F18oJoAAAAJ,False,Infectious Diseases|Immunology,Laurent Renia,https://scholar.google.com/citations?view_op=medium_photo&user=4F18oJoAAAAJ,0,0
336,"The Babraham Institute, Cambridge, CB22 3AT, UK.",@babraham.ac.uk,20718,I0DRY7QAAAAJ,False,Immunology|Signalling and Development|PI3K|RNA Binding Proteins,Martin Turner,https://scholar.google.com/citations?view_op=medium_photo&user=I0DRY7QAAAAJ,0,0
337,University of São Paulo,@fmrp.usp.br,20716,iZAePHEAAAAJ,False,Immunology|Biotechnology,Celio Lopes Silva,https://scholar.google.com/citations?view_op=medium_photo&user=iZAePHEAAAAJ,0,0
338,La Jolla Institute for Allergy & Immunology,@lji.org,20676,1QecodEAAAAJ,False,immunology|t cell,Amnon Altman,https://scholar.google.com/citations?view_op=medium_photo&user=1QecodEAAAAJ,0,0
339,"Full Professor Virology, Ghent University",@ugent.be,20615,g9XXlKkAAAAJ,False,Virology|Vaccinology|Immunology,Hans Nauwynck,https://scholar.google.com/citations?view_op=medium_photo&user=g9XXlKkAAAAJ,0,0
340,"Emeritus Professor of Cellular Immunology, Sir William Dunn School of Pathology …",@path.ox.ac.uk,20575,dLLQPa8AAAAJ,False,Immunology|transplantation|tolerance|antibodies,Stephen Cobbold,https://scholar.google.com/citations?view_op=medium_photo&user=dLLQPa8AAAAJ,0,0
341,Professor of Immunology,@vet.upenn.edu,20530,hl-qa1QAAAAJ,False,Immunology,Phillip Scott,https://scholar.google.com/citations?view_op=medium_photo&user=hl-qa1QAAAAJ,0,0
342,"Professor of Medicine, UCSF",@ucsf.edu,20476,m26SR_8AAAAJ,False,immunology|signal transduction,Arthur Weiss,https://scholar.google.com/citations?view_op=medium_photo&user=m26SR_8AAAAJ,0,0
343,professor of pathology,@uef.fi,20427,wjVZRdsAAAAJ,False,pathology|biochemistry|immunology|biology,ylermi Soini,https://scholar.google.com/citations?view_op=medium_photo&user=wjVZRdsAAAAJ,0,0
344,Van Andel Research Institute,@vai.org,20415,8WEZFCUAAAAJ,False,cancer biology|immunology|immunometabolism|oncology,Russell G Jones,https://scholar.google.com/citations?view_op=medium_photo&user=8WEZFCUAAAAJ,0,0
345,"Professor of Molecular Physiology, Lee Kong Chian School of Medicine, Nanyang …",@ntu.edu.sg,20310,HLVbYhgAAAAJ,False,ion channels|immunology|pharmacology,George Chandy,https://scholar.google.com/citations?view_op=medium_photo&user=HLVbYhgAAAAJ,0,0
346,"Group Leader, Research Director, CNRS, Centre d'Immunologie de Marseille Luminy",@ciml.univ-mrs.fr,20309,_TsZ0HoAAAAJ,False,Immunology|Cell Biology,Philippe Pierre,https://scholar.google.com/citations?view_op=medium_photo&user=_TsZ0HoAAAAJ,0,0
347,"Medical University of Warsaw, Poland",@wum.edu.pl,20244,YHJTnSAAAAAJ,False,experimental oncology|immunology,Jakub Golab,https://scholar.google.com/citations?view_op=medium_photo&user=YHJTnSAAAAAJ,0,0
348,"James B. Duke Professor of Immunology, Duke University",@duke.edu,20244,8Yz0zPoAAAAJ,False,immunology|infectious disease,Garnett Kelsoe,https://scholar.google.com/citations?view_op=medium_photo&user=8Yz0zPoAAAAJ,0,0
349,"Leibniz Research Centre for Working Environment and Human Factors, IfADo, Dortmund …",@carstenwatzl.com,20241,FvbsFaQAAAAJ,False,Immunology,Carsten Watzl OR Carsten Scaffidi,https://scholar.google.com/citations?view_op=medium_photo&user=FvbsFaQAAAAJ,0,0
350,"Professor, Georgia Research Alliance Emmient Scholar & Chair of Vaccine and …",@uga.edu,20234,KBSwYNEAAAAJ,False,virology|immunology|respiratory disease pathogenesis|disease intervention,Ralph A. Tripp,https://scholar.google.com/citations?view_op=medium_photo&user=KBSwYNEAAAAJ,0,0
351,Vanderbilt University Medical Center,@vanderbilt.edu,20176,Ey0OIlYAAAAJ,False,Immunology|Virology|Vaccines|Antibodies,James Crowe,https://scholar.google.com/citations?view_op=medium_photo&user=Ey0OIlYAAAAJ,0,0
352,"Scientist D, Rajendra Memorial Research Institute of medical Sciences, Indian Council of …",@icmr.gov.in,20135,gFKfYGsAAAAJ,False,Immunology|Microbiology|Parasitology,Dr. Shubhankar K. Singh,https://scholar.google.com/citations?view_op=medium_photo&user=gFKfYGsAAAAJ,0,0
353,Univ Geneva dfkinane@outlook.com,@unige.ch,20108,8FKWEyEAAAAJ,False,Immunology|Cell Biology|Periodontology,Denis Kinane,https://scholar.google.com/citations?view_op=medium_photo&user=8FKWEyEAAAAJ,0,0
354,UCSD,@ucsd.edu,20101,HIsTc4kAAAAJ,False,Immunology,Vipin Kumar,https://scholar.google.com/citations?view_op=medium_photo&user=HIsTc4kAAAAJ,0,0
355,"Mary Betty Stevens Professor of Medicine, Johns Hopkins",@jhmi.edu,20094,KQLx2IMAAAAJ,False,Rheumatology|Immunology,Antony Rosen,https://scholar.google.com/citations?view_op=medium_photo&user=KQLx2IMAAAAJ,0,0
356,Institut Curie,@curie.fr,20030,NoTq0pQAAAAJ,False,immunology,Olivier Lantz,https://scholar.google.com/citations?view_op=medium_photo&user=NoTq0pQAAAAJ,0,0
