,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1090301,Nanosized hybrid oligoamide foldamers: aromatic templates for the folding of multiple aliphatic units,2009,,,,,,,,False,wYkxnjIAAAAJ:ufrVoPGSRksC,63,,,,,,,0,0,0
1090302,A molecular nematic liquid crystalline material for high-performance organic photovoltaics,2015,,,,,,,,False,uHQcFFUAAAAJ:WJVC3Jt7v1AC,473,,,,,,,0,0,0
1090303,The genetic diversity of UK. US and Australian cultivars of Triticum aestivum measured by DArT markers and considered by genome,2008,,,,,,,,False,uHQcFFUAAAAJ:An6A6Jpfc1oC,125,,,,,,,0,0,0
1090304,‘Click’cycloaddition catalysts: copper (i) and copper (ii) tris (triazolylmethyl) amine complexes,2008,,,,,,,,False,uHQcFFUAAAAJ:uLbwQdceFCQC,104,,,,,,,0,0,0
1090305,Structural Investigations into the retro-Diels-Alder Reaction. Experimental and Theoretical Studies,2002,,,,,,,,False,uHQcFFUAAAAJ:CaZNVDsoPx4C,84,,,,,,,0,0,0
1090306,molecular cocrystals of carboxylic acids: the preparation of the 1: 1 proton-transfer compounds of creatinine with a series of aromatic acids and the crystal structure of that …,2001,,,,,,,,False,uHQcFFUAAAAJ:blknAaTinKkC,83,,,,,,,0,0,0
1090307,Versatile New Bis(thiosemicarbazone) Bifunctional Chelators: Synthesis. Conjugation to Bombesin(7−14)-NH2. and Copper-64 Radiolabeling,2010,,,,,,,,False,uHQcFFUAAAAJ:_Ybze24A_UAC,79,,,,,,,0,0,0
1090308,Diagnostic imaging agents for Alzheimer’s disease: copper radiopharmaceuticals that target Aβ plaques,2013,,,,,,,,False,uHQcFFUAAAAJ:jL-93Qbq4QoC,77,,,,,,,0,0,0
1090309,Formal Total Synthesis of (−)-Apicularen A via Transannular Conjugate Addition,2004,,,,,,,,False,uHQcFFUAAAAJ:isC4tDSrTZIC,75,,,,,,,0,0,0
1090310,Reactivity and Ground State Effects of Silicon in Organic Chemistry,1995,,,,,,,,False,uHQcFFUAAAAJ:MXK_kJrjxJIC,73,,,,,,,0,0,0
1090311,Interactions of aromatic carboxylic acids with 8-aminoquinoline: Synthesis and the crystal structures of the proton-transfer compounds of 8-aminoquinoline with nitro …,2001,,,,,,,,False,uHQcFFUAAAAJ:eq2jaN3J8jMC,71,,,,,,,0,0,0
1090312,Concentrating aggregation-induced fluorescence in planar waveguides: a proof-of-principle,2014,,,,,,,,False,uHQcFFUAAAAJ:j3f4tGmQtD8C,70,,,,,,,0,0,0
1090313,Copper complexes of thiosemicarbazone− pyridylhydrazine (THYNIC) hybrid ligands: a new versatile potential bifunctional chelator for copper radiopharmaceuticals,2006,,,,,,,,False,uHQcFFUAAAAJ:abG-DnoFyZgC,69,,,,,,,0,0,0
1090314,Paramagnetic active site models for the molybdenum− copper carbon monoxide dehydrogenase,2006,,,,,,,,False,uHQcFFUAAAAJ:1lhNe0rCu4AC,67,,,,,,,0,0,0
1090315,1. 3-Dipolar cycloaddition− decarboxylation reactions of an azomethine ylide with isatoic anhydrides: formation of novel benzodiazepinones,2011,,,,,,,,False,uHQcFFUAAAAJ:evX43VCCuoAC,66,,,,,,,0,0,0
1090316,PET imaging of tumours with a 64 Cu labeled macrobicyclic cage amine ligand tethered to Tyr 3-octreotate,2014,,,,,,,,False,uHQcFFUAAAAJ:fEOibwPWpKIC,65,,,,,,,0,0,0
1090317,[bis (2-methoxyethyl) amino] sulfur trifluoride. the Deoxo-Fluor reagent: Application toward one-flask transformations of carboxylic acids to amides,2004,,,,,,,,False,uHQcFFUAAAAJ:fPk4N6BV_jEC,65,,,,,,,0,0,0
1090318,Understanding Electrogenerated Chemiluminescence Efficiency in Blue‐Shifted Iridium (III)‐Complexes: An Experimental and Theoretical Study,2014,,,,,,,,False,uHQcFFUAAAAJ:FAceZFleit8C,63,,,,,,,0,0,0
1090319,Highly fluorescent molecularly insulated perylene diimides: effect of concentration on photophysical properties,2017,,,,,,,,False,uHQcFFUAAAAJ:vV6vV6tmYwMC,61,,,,,,,0,0,0
1090320,Models for the Molybdenum Hydroxylases:  Synthesis. Characterization and Reactivity of cis-Oxosulfido-Mo(VI) Complexes,2006,,,,,,,,False,uHQcFFUAAAAJ:mUJArPsKIAAC,58,,,,,,,0,0,0
1090321,In vitro studies with methylproamine: a potent new radioprotector,2004,,,,,,,,False,uHQcFFUAAAAJ:tzM49s52ZIMC,58,,,,,,,0,0,0
1090322,Single Isomer of Indene-C70 BisadductIsolation and Performance in Bulk Heterojunction Solar Cells,2014,,,,,,,,False,uHQcFFUAAAAJ:_Re3VWB3Y0AC,57,,,,,,,0,0,0
1090323,Oxazolidinone-Promoted. Torquoselective Nazarov Cyclizations,2012,,,,,,,,False,uHQcFFUAAAAJ:_B80troHkn4C,56,,,,,,,0,0,0
1090324,Experimental support for planar pseudopericyclic transition states in thermal cheletropic decarbonylations,2004,,,,,,,,False,uHQcFFUAAAAJ:W7OEmFMy1HYC,56,,,,,,,0,0,0
1090325,A one-flask synthesis of weinreb amides from chiral and achiral carboxylic acids using the deoxo-fluor fluorinating reagent,2000,,,,,,,,False,uHQcFFUAAAAJ:bKqednn6t2AC,55,,,,,,,0,0,0
1090326,5-nitrosalicylic acid and its proton-transfer compounds with aliphatic Lewis bases,2005,,,,,,,,False,uHQcFFUAAAAJ:uJ-U7cs_P_0C,54,,,,,,,0,0,0
1090327,Brominated isoindolines: precursors to functionalised nitroxides,1999,,,,,,,,False,uHQcFFUAAAAJ:XUvXOeBm_78C,54,,,,,,,0,0,0
1090328,Effects of modafinil on dopamine and dopamine transporters in the male human brain: clinical implications,2009,,,,,,,,False,j9UuhDAAAAAJ:UebtZRa9Y70C,520,,,,,,,0,0,0
1090329,A fluoride-derived electrophilic late-stage fluorination reagent for PET imaging,2011,,,,,,,,False,j9UuhDAAAAAJ:aqlVkmm33-oC,409,,,,,,,0,0,0
1090330,Interior surface modification of bacteriophage MS2,2004,,,,,,,,False,j9UuhDAAAAAJ:u5HHmVD_uO8C,346,,,,,,,0,0,0
1090331,Evidence for brain glial activation in chronic pain patients,2015,,,,,,,,False,j9UuhDAAAAAJ:MdMr--dQ_pMC,306,,,,,,,0,0,0
1090332,Nickel-Mediated Oxidative Fluorination for PET with Aqueous [18F] Fluoride,2012,,,,,,,,False,j9UuhDAAAAAJ:RHpTSmoSYBkC,274,,,,,,,0,0,0
1090333,Dual-surface-modified bacteriophage MS2 as an ideal scaffold for a viral capsid-based drug delivery system,2007,,,,,,,,False,j9UuhDAAAAAJ:d1gkVwhDpl0C,215,,,,,,,0,0,0
1090334,Late Stage Benzylic C–H Fluorination with [18F]Fluoride for PET Imaging,2014,,,,,,,,False,j9UuhDAAAAAJ:738O_yMBCRsC,193,,,,,,,0,0,0
1090335,High Relaxivity Gadolinium Hydroxypyridonate−Viral Capsid Conjugates:  Nanosized MRI Contrast Agents1,2008,,,,,,,,False,j9UuhDAAAAAJ:u-x6o8ySG0sC,187,,,,,,,0,0,0
1090336,Magnetic resonance contrast agents from viral capsid shells: a comparison of exterior and interior cargo strategies,2007,,,,,,,,False,j9UuhDAAAAAJ:9yKSN-GCB0IC,165,,,,,,,0,0,0
1090337,Concerted nucleophilic aromatic substitution with 19F− and 18F−,2016,,,,,,,,False,j9UuhDAAAAAJ:END1nS_e-6cC,160,,,,,,,0,0,0
1090338,One‐Pot. Direct Incorporation of [11C]CO2 into Carbamates,2009,,,,,,,,False,j9UuhDAAAAAJ:hqOjcs7Dif8C,143,,,,,,,0,0,0
1090339,Increased in vivo glial activation in patients with amyotrophic lateral sclerosis: assessed with [11C]-PBR28,2015,,,,,,,,False,j9UuhDAAAAAJ:2yHMXrjStuAC,142,,,,,,,0,0,0
1090340,A selective HDAC 1/2 inhibitor modulates chromatin and gene expression in brain and alters mouse behavior in two mood-related tests,2013,,,,,,,,False,j9UuhDAAAAAJ:dfsIfKJdRG4C,116,,,,,,,0,0,0
1090341,In vivo imaging of human neuroinflammation,2016,,,,,,,,False,j9UuhDAAAAAJ:U5I91ptAnUUC,115,,,,,,,0,0,0
1090342,Neuroinflammatory component of gray matter pathology in multiple sclerosis,2016,,,,,,,,False,j9UuhDAAAAAJ:g4gGp8M7V98C,109,,,,,,,0,0,0
1090343,Brain-penetrant LSD1 inhibitors can block memory consolidation,2012,,,,,,,,False,j9UuhDAAAAAJ:ZeXyd9-uunAC,106,,,,,,,0,0,0
1090344,Application of palladium-mediated 18 F-fluorination to PET radiotracer development: overcoming hurdles to translation,2013,,,,,,,,False,j9UuhDAAAAAJ:M3NEmzRMIkIC,105,,,,,,,0,0,0
1090345,Pharmacokinetics of the potent hallucinogen. salvinorin A in primates parallels the rapid onset and short duration of effects in humans,2008,,,,,,,,False,j9UuhDAAAAAJ:0EnyYjriUFMC,105,,,,,,,0,0,0
1090346,Neurovascular coupling to D2/D3 dopamine receptor occupancy using simultaneous PET/functional MRI,2013,,,,,,,,False,j9UuhDAAAAAJ:ZHo1McVdvXMC,103,,,,,,,0,0,0
1090347,Disruption of thalamic functional connectivity is a neural correlate of dexmedetomidine-induced unconsciousness,2014,,,,,,,,False,j9UuhDAAAAAJ:q3oQSFYPqjQC,95,,,,,,,0,0,0
1090348,In vivo imaging of adult human hippocampal neurogenesis: progress. pitfalls and promise,2013,,,,,,,,False,j9UuhDAAAAAJ:k_IJM867U9cC,95,,,,,,,0,0,0
1090349,Brain glial activation in fibromyalgia–A multi-site positron emission tomography investigation,2019,,,,,,,,False,j9UuhDAAAAAJ:CxegcQ4u50YC,93,,,,,,,0,0,0
1090350,Targeted fluorination with the fluoride ion by manganese‐catalyzed decarboxylation,2015,,,,,,,,False,j9UuhDAAAAAJ:UlSRQUDYeUMC,93,,,,,,,0,0,0
1090351,Modification of aniline containing proteins using an oxidative coupling strategy,2006,,,,,,,,False,j9UuhDAAAAAJ:2osOgNQ5qMEC,82,,,,,,,0,0,0
1090352,Dynamic functional imaging of brain glucose utilization using fPET-FDG,2014,,,,,,,,False,j9UuhDAAAAAJ:geHnlv5EZngC,79,,,,,,,0,0,0
1090353,Histone Deacetylase Inhibitor MS-275 Exhibits Poor Brain Penetration: Pharmacokinetic Studies of [11C]MS-275 using Positron Emission Tomography,2010,,,,,,,,False,j9UuhDAAAAAJ:MXK_kJrjxJIC,79,,,,,,,0,0,0
1090354,A high-extraction-efficiency nanopatterned organic light-emitting diode,2003,,,,,,,,False,x63kPjwAAAAJ:u5HHmVD_uO8C,481,,,,,,,0,0,0
1090355,Photocatalytic behavior of WO3-loaded TiO2 in an oxidation reaction,2000,,,,,,,,False,x63kPjwAAAAJ:u-x6o8ySG0sC,457,,,,,,,0,0,0
1090356,Healthy. natural. efficient and tunable lighting: four-package white LEDs for optimizing the circadian effect. color quality and vision performance,2014,,,,,,,,False,x63kPjwAAAAJ:UeHWp8X0CEIC,299,,,,,,,0,0,0
1090357,The effect of WO3 on the photocatalytic activity of TiO2,1994,,,,,,,,False,x63kPjwAAAAJ:9yKSN-GCB0IC,280,,,,,,,0,0,0
1090358,Enhanced light extraction from organic light‐emitting Diodes with 2D SiO2/SiNx photonic crystals,2003,,,,,,,,False,x63kPjwAAAAJ:qjMakFHDy7sC,264,,,,,,,0,0,0
1090359,Optical properties of three-band white light emitting diodes,2003,,,,,,,,False,x63kPjwAAAAJ:d1gkVwhDpl0C,248,,,,,,,0,0,0
1090360,Enhanced light extraction efficiency from organic light emitting diodes by insertion of a two-dimensional photonic crystal structure,2004,,,,,,,,False,x63kPjwAAAAJ:2osOgNQ5qMEC,233,,,,,,,0,0,0
1090361,Synthesis of narrow-band red-emitting K 2 SiF 6: Mn 4+ phosphors for a deep red monochromatic LED and ultrahigh color quality warm-white LEDs,2015,,,,,,,,False,x63kPjwAAAAJ:KlAtU1dfN6UC,131,,,,,,,0,0,0
1090362,Study of perovskite QD down-converted LEDs and six-color white LEDs for future displays with excellent color performance,2016,,,,,,,,False,x63kPjwAAAAJ:5Ul4iDaHHb8C,129,,,,,,,0,0,0
1090363,Comparisons of the structural and optical properties of o-AgInS 2. t-AgInS 2. and c-AgIn 5 S 8 nanocrystals and their solid-solution nanocrystals with ZnS,2012,,,,,,,,False,x63kPjwAAAAJ:LkGwnXOMwfcC,124,,,,,,,0,0,0
1090364,Organic electroluminescent display device and method of manufacturing the same,2004,,,,,,,,False,x63kPjwAAAAJ:N5tVd3kTz84C,121,,,,,,,0,0,0
1090365,Synthesis of color-tunable Cu–In–Ga–S solid solution quantum dots with high quantum yields for application to white light-emitting diodes,2012,,,,,,,,False,x63kPjwAAAAJ:Tyk-4Ss8FVUC,105,,,,,,,0,0,0
1090366,Synthesis and characterization of green Zn–Ag–In–S and red Zn–Cu–In–S quantum dots for ultrahigh color quality of down-converted white LEDs,2015,,,,,,,,False,x63kPjwAAAAJ:-f6ydRqryjwC,104,,,,,,,0,0,0
1090367,Performance improvement of quantum dot-light-emitting diodes enabled by an alloyed ZnMgO nanoparticle electron transport layer,2015,,,,,,,,False,x63kPjwAAAAJ:GnPB-g6toBAC,101,,,,,,,0,0,0
1090368,Analysis of circadian properties and healthy levels of blue light from smartphones at night,2015,,,,,,,,False,x63kPjwAAAAJ:rO6llkc54NcC,97,,,,,,,0,0,0
1090369,Optical properties of sol–gel derived Y2O3: Eu3+ thin-film phosphors for display applications,2007,,,,,,,,False,x63kPjwAAAAJ:eQOLeE2rZwMC,85,,,,,,,0,0,0
1090370,Coaxial RuO2–ITO Nanopillars for Transparent Supercapacitor Application,2014,,,,,,,,False,x63kPjwAAAAJ:mVmsd5A6BfQC,84,,,,,,,0,0,0
1090371,Analysis of the factors governing the enhanced photoluminescence brightness of Li-doped  thin-film phosphors,2006,,,,,,,,False,x63kPjwAAAAJ:IjCSPb-OGe4C,83,,,,,,,0,0,0
1090372,Evaluation of new color metrics: guidelines for developing narrow-band red phosphors for WLEDs,2016,,,,,,,,False,x63kPjwAAAAJ:B3FOqHPlNUQC,79,,,,,,,0,0,0
1090373,Toward scatter-free phosphors in white phosphor-converted light-emitting diodes,2012,,,,,,,,False,x63kPjwAAAAJ:Se3iqnhoufwC,79,,,,,,,0,0,0
1090374,Fabrication of wafer-scale polystyrene photonic crystal multilayers via the layer-by-layer scooping transfer technique,2011,,,,,,,,False,x63kPjwAAAAJ:4TOpqqG69KYC,76,,,,,,,0,0,0
1090375,Enhanced forward efficiency of Y3Al5O12:Ce3+ phosphor from white light-emitting diodes using blue-pass yellow-reflection filter,2009,,,,,,,,False,x63kPjwAAAAJ:W7OEmFMy1HYC,76,,,,,,,0,0,0
1090376,Planarized /spin-on-glass photonic crystal organic light-emitting diodes,2006,,,,,,,,False,x63kPjwAAAAJ:zYLM7Y9cAGgC,76,,,,,,,0,0,0
1090377,The Optical Properties of(Y1-xGdx)3-z(Al1-yGay)5O12:CezPhosphors for White LED,2002,,,,,,,,False,x63kPjwAAAAJ:Y0pCki6q_DkC,70,,,,,,,0,0,0
1090378,Nanohole-templated organic light-emitting diodes fabricated using laser-interfering lithography: moth-eye lighting,2005,,,,,,,,False,x63kPjwAAAAJ:WF5omc3nYNoC,68,,,,,,,0,0,0
1090379,Hydrothermal− electrochemical synthesis of ZnO nanorods,2009,,,,,,,,False,x63kPjwAAAAJ:roLk4NBRz8UC,67,,,,,,,0,0,0
1090380,Emissive ZnO–graphene quantum dots for white-light-emitting diodes,2012,,,,,,,,False,PWxeIVYAAAAJ:u-x6o8ySG0sC,593,,,,,,,0,0,0
1090381,The grain size effects on the photoluminescence of  grown by radio-frequency magnetron sputtering,2000,,,,,,,,False,PWxeIVYAAAAJ:u5HHmVD_uO8C,288,,,,,,,0,0,0
1090382,Flexible organic bistable devices based on graphene embedded in an insulating poly (methyl methacrylate) polymer layer,2010,,,,,,,,False,PWxeIVYAAAAJ:9yKSN-GCB0IC,281,,,,,,,0,0,0
1090383,Few-layer black phosphorus field-effect transistors with reduced current fluctuation,2014,,,,,,,,False,PWxeIVYAAAAJ:3fE2CSJIrl8C,254,,,,,,,0,0,0
1090384,Low-resistance and nonalloyed ohmic contacts to plasma treated ZnO,2001,,,,,,,,False,PWxeIVYAAAAJ:2osOgNQ5qMEC,204,,,,,,,0,0,0
1090385,Low-resistance Ti/Au ohmic contacts to Al-doped ZnO layers,2000,,,,,,,,False,PWxeIVYAAAAJ:d1gkVwhDpl0C,168,,,,,,,0,0,0
1090386,Carrier transport in flexible organic bistable devices of ZnO nanoparticles embedded in an insulating poly (methyl methacrylate) polymer layer,2009,,,,,,,,False,PWxeIVYAAAAJ:zYLM7Y9cAGgC,154,,,,,,,0,0,0
1090387,Method for making electrical and electronic devices with vertically integrated and interconnected thin-film type battery,2001,,,,,,,,False,PWxeIVYAAAAJ:dBIO0h50nwkC,121,,,,,,,0,0,0
1090388,Photoluminescence and heteroepitaxy of ZnO on sapphire substrate (0001) grown by rf magnetron sputtering,2000,,,,,,,,False,PWxeIVYAAAAJ:qjMakFHDy7sC,117,,,,,,,0,0,0
1090389,Chemical shifts and optical properties of tin oxide films grown by a reactive ion assisted deposition,1996,,,,,,,,False,PWxeIVYAAAAJ:MXK_kJrjxJIC,110,,,,,,,0,0,0
1090390,Growth and properties of ZnO nanoblade and nanoflower prepared by ultrasonic pyrolysis,2005,,,,,,,,False,PWxeIVYAAAAJ:Y0pCki6q_DkC,107,,,,,,,0,0,0
1090391,Dry etching of ZnO using an inductively coupled plasma,2001,,,,,,,,False,PWxeIVYAAAAJ:UeHWp8X0CEIC,107,,,,,,,0,0,0
1090392,Bistable Organic Memory Device with Gold Nanoparticles Embedded in a Conducting Poly(N-vinylcarbazole) Colloids Hybrid,2011,,,,,,,,False,PWxeIVYAAAAJ:WF5omc3nYNoC,106,,,,,,,0,0,0
1090393,Inverted quantum dot light emitting diodes using polyethylenimine ethoxylated modified ZnO,2015,,,,,,,,False,PWxeIVYAAAAJ:l7t_Zn2s7bgC,105,,,,,,,0,0,0
1090394,Chemical reaction of sputtered Cu film with PI modified by low energy reactive atomic beam,2006,,,,,,,,False,PWxeIVYAAAAJ:ufrVoPGSRksC,101,,,,,,,0,0,0
1090395,Electrical and structural properties of Ti/Au ohmic contacts to n ZnO,2001,,,,,,,,False,PWxeIVYAAAAJ:IjCSPb-OGe4C,101,,,,,,,0,0,0
1090396,Surface modification of polytetrafluoroethylene by Ar+ irradiation for improved adhesion to other materials,1997,,,,,,,,False,PWxeIVYAAAAJ:Tyk-4Ss8FVUC,101,,,,,,,0,0,0
1090397,Alternative patterning process for realization of large-area. full-color. active quantum dot display,2016,,,,,,,,False,PWxeIVYAAAAJ:5bg8sr1QxYwC,95,,,,,,,0,0,0
1090398,Nonvolatile flexible organic bistable devices fabricated utilizing CdSe/ZnS nanoparticles embedded in a conducting poly N-vinylcarbazole polymer layer,2008,,,,,,,,False,PWxeIVYAAAAJ:YsMSGLbcyi4C,94,,,,,,,0,0,0
1090399,Improving wettability of polycarbonate and adhesion with aluminum by Ar+ ion irradiation,1995,,,,,,,,False,PWxeIVYAAAAJ:W7OEmFMy1HYC,87,,,,,,,0,0,0
1090400,Black phosphorus saturable absorber for ultrafast mode‐locked pulse laser via evanescent field interaction,2015,,,,,,,,False,PWxeIVYAAAAJ:i2xiXl-TujoC,86,,,,,,,0,0,0
1090401,Nonvolatile ferroelectric memory circuit using black phosphorus nanosheet-based field-effect transistors with P (VDF-TrFE) polymer,2015,,,,,,,,False,PWxeIVYAAAAJ:uJ-U7cs_P_0C,84,,,,,,,0,0,0
1090402,Cu-doped ZnO-based p–n hetero-junction light emitting diode,2008,,,,,,,,False,PWxeIVYAAAAJ:LkGwnXOMwfcC,83,,,,,,,0,0,0
1090403,Ultrasensitive PbS quantum-dot-sensitized InGaZnO hybrid photoinverter for near-infrared detection and imaging with high photogain,2016,,,,,,,,False,PWxeIVYAAAAJ:LO7wyVUgiFcC,76,,,,,,,0,0,0
1090404,High work function of Al-doped zinc-oxide thin films as transparent conductive anodes in organic light-emitting devices,2006,,,,,,,,False,PWxeIVYAAAAJ:_FxGoFyzp5QC,75,,,,,,,0,0,0
1090405,Enhanced light scattering and trapping effect of Ag nanowire mesh electrode for high efficient flexible organic solar cell,2015,,,,,,,,False,PWxeIVYAAAAJ:LPZeul_q3PIC,71,,,,,,,0,0,0
1090406,Water clusters: Towards an understanding based on first principles of their static and dynamic properties,2000,,,,,,,,False,AjP3gEkAAAAJ:u5HHmVD_uO8C,261,,,,,,,0,0,0
1090407,A semiempirical theoretical study on the formation of. beta.-lactams from ketenes and imines,1993,,,,,,,,False,AjP3gEkAAAAJ:u-x6o8ySG0sC,186,,,,,,,0,0,0
1090408,Small clusters of II-VI materials: Zn i S i. i= 1–9,2000,,,,,,,,False,AjP3gEkAAAAJ:d1gkVwhDpl0C,184,,,,,,,0,0,0
1090409,The curiously stable cluster and its neutral and anionic counterparts: the advantages of planarity,2000,,,,,,,,False,AjP3gEkAAAAJ:YsMSGLbcyi4C,145,,,,,,,0,0,0
1090410,Reactivity of Cr+(6S.4D). Mn+(7S.5S). and Fe+(6D.4F): Reaction of Cr+. Mn+. and Fe+ with Water,1999,,,,,,,,False,AjP3gEkAAAAJ:9yKSN-GCB0IC,139,,,,,,,0,0,0
1090411,Theoretical methods that help understanding the structure and reactivity of gas phase ions,2005,,,,,,,,False,AjP3gEkAAAAJ:qjMakFHDy7sC,129,,,,,,,0,0,0
1090412,Reactivity of Co+(3F.5F). Ni+(2D.4F). and Cu+(1S.3D): Reaction of Co+. Ni+. and Cu+ with Water,2000,,,,,,,,False,AjP3gEkAAAAJ:2osOgNQ5qMEC,129,,,,,,,0,0,0
1090413,Chiral control in the staudinger reaction between ketenes and imines. A theoretical SCF-MO study on asymmetric torquoselectivity,1994,,,,,,,,False,AjP3gEkAAAAJ:UeHWp8X0CEIC,126,,,,,,,0,0,0
1090414,Sandwich-Like Complexes Based on “All-Metal” (Al42-) Aromatic Compounds,2004,,,,,,,,False,AjP3gEkAAAAJ:IjCSPb-OGe4C,123,,,,,,,0,0,0
1090415,Catalytic and solvent effects on the cycloaddition reaction between ketenes and carbonyl compounds to form 2-oxetanones,1994,,,,,,,,False,AjP3gEkAAAAJ:eQOLeE2rZwMC,122,,,,,,,0,0,0
