1092510,The anti-inflammatory effects of exercise: mechanisms and implications for the prevention and treatment of disease,2011,"['M Gleeson', 'NC Bishop', 'DJ Stensel']",KzgzuMoAAAAJ | Goj-2dkAAAAJ | P0r5qIAAAAAJ,,,,,,Regular exercise reduces the risk of chronic metabolic and cardiorespiratory diseases. in part because exercise exerts anti-inflammatory effects. However. these effects are also likely to be responsible for the suppressed immunity that makes elite athletes more susceptible to,False,,1523,https://www.nature.com/articles/nri3041,,"/scholar?cites=16969019458944455828&as_sdt=5,33&sciodt=0,33&hl=en",https://www.researchgate.net/profile/Michael_Gleeson/publication/51548683_The_anti-inflammatory_effects_of_exercise_Mechanisms_and_implications_for_the_prevention_and_treatment_of_disease/links/0d1c84f9501ec70b5c000000/The-anti-inflammatory-effects-of-exercise-Mechanisms-and-implications-for-the-prevention-and-treatment-of-disease.pdf,0,0,0
1092516,Antiviral signaling through pattern recognition receptors,2007,"['T Kawai', 'S Akira']", | 0TG2laoAAAAJ,,,,,,Viral infection is detected by the host innate immune system. Innate immune cells such as dendritic cells and macrophages detect nucleic acids derived from viruses through pattern recognition receptors (PRRs). Viral recognition by PRRs initiates the activation of signaling,False,,552,https://academic.oup.com/jb/article-abstract/141/2/137/2199815,,"/scholar?cites=18317743323544948583&as_sdt=5,33&sciodt=0,33&hl=en",https://academic.oup.com/jb/article-pdf/141/2/137/6779953/mvm032.pdf?casa_token=GjVIpBJUGmgAAAAA:Np4LL8qFRoKZDD_xgL6u6ZLqc0SH2_u2695GLGBVhgtJYd50Oe47DndaKZ7POYdJDSgTNcNALhud3A,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092517,Role of the toll-like receptor 4 in neuroinflammation in Alzheimer's disease,2007,"['S Walter', 'M Letiembre', 'Y Liu', 'H Heine']", |  |  | ctLrq3IAAAAJ,,,,,,Microglial activation is a key feature in Alzheimer's disease and is considered to contribute to progressive neuronal injury by release of neurotoxic products. The innate immune receptor Toll-like-receptor 4 (TLR4). localized on the surface of microglia. is a first-line host,False,,489,https://www.karger.com/Article/Abstract/110455,,"/scholar?cites=3657854741160017194&as_sdt=5,33&sciodt=0,33&hl=en",https://www.karger.com/Article/PDF/110455,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092518,The many faces of the hygiene hypothesis,2006,"['B Schaub', 'R Lauener', 'E von Mutius']", | Oy_yfOkAAAAJ | ,,,,,,About 15 years have gone by since Strachan first proposed the idea that infections and unhygienic contact might confer protection against the development of allergic illnesses. The so-called hygiene hypothesis has ever since undergone numerous more or less subtle,False,,482,https://www.sciencedirect.com/science/article/pii/S0091674906006452?casa_token=rAEk78r-cSAAAAAA:Zp-o0veaZLfYy3OFG-JyZJhikO9Q3HkuWMx8j3G2F2tcE6gASkVJjHdVxL05ypa5AV1nUo1ZmDs,,"/scholar?cites=9212960956615584301&as_sdt=5,33&sciodt=0,33&hl=en",https://www.sciencedirect.com/science/article/pii/S0091674906006452?casa_token=rAEk78r-cSAAAAAA:Zp-o0veaZLfYy3OFG-JyZJhikO9Q3HkuWMx8j3G2F2tcE6gASkVJjHdVxL05ypa5AV1nUo1ZmDs,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092519,Transition from inflammation to proliferation: a critical step during wound healing,2016,"['NX Landén', 'D Li', 'M Ståhle']", | GKfWGLcAAAAJ | ,,,,,,The ability to rapidly restore the integrity of a broken skin barrier is critical and is the ultimate goal of therapies for hard-to-heal-ulcers. Unfortunately effective treatments to enhance healing and reduce scarring are still lacking. A deeper understanding of the physiology of,False,,479,https://link.springer.com/article/10.1007/s00018-016-2268-0,,"/scholar?cites=2494260738166295168&as_sdt=5,33&sciodt=0,33&hl=en",https://link.springer.com/article/10.1007/s00018-016-2268-0,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092520,Activation of innate immunity system during aging: NF-kB signaling is the molecular culprit of inflamm-aging,2008,"['A Salminen', 'J Huuskonen', 'J Ojala', 'A Kauppinen']", |  |  | ,,,,,,Innate and adaptive immunity are the major defence mechanisms of higher organisms against inherent and environmental threats. Innate immunity is present already in unicellular organisms but evolution has added novel adaptive immune mechanisms to the defence,False,,451,https://www.sciencedirect.com/science/article/pii/S1568163707000566?casa_token=9cK4iKo1vu4AAAAA:lz3qVIycioMcwVa_QCeLZmzKxlqhh-7ncoU_6DUOdOXPxs263-iDlS-miGjqf3lI1dy83P0wemA,,"/scholar?cites=11111080285484485227&as_sdt=5,33&sciodt=0,33&hl=en",https://www.sciencedirect.com/science/article/pii/S1568163707000566?casa_token=9cK4iKo1vu4AAAAA:lz3qVIycioMcwVa_QCeLZmzKxlqhh-7ncoU_6DUOdOXPxs263-iDlS-miGjqf3lI1dy83P0wemA,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092521,Toll-like receptors in neurodegeneration,2009,"['E Okun', 'KJ Griffioen', 'JD Lathia', 'SC Tang']",d4AyreoAAAAJ |  | ThhfO9EAAAAJ | hBvyMoAAAAAJ,,,,,,The key roles of toll-like receptors (TLRs) as mediators of the detection and responses of immune cells to invading pathogens are well known. There are at least 13 mammalian TLRs which are integral membrane proteins with a leucine-rich extracellular domain and a,False,,420,https://www.sciencedirect.com/science/article/pii/S0165017308001033?casa_token=TqNHZPT3ITcAAAAA:0vW8o-DJAA3PtzrFYSmpwGpsnEZlfCM5wEIDzL9QIbVga3zM4W_a43QHP0EwcB5OzWVdHGvAkLA,,"/scholar?cites=4084937719236743141&as_sdt=5,33&sciodt=0,33&hl=en",https://www.sciencedirect.com/science/article/pii/S0165017308001033?casa_token=TqNHZPT3ITcAAAAA:0vW8o-DJAA3PtzrFYSmpwGpsnEZlfCM5wEIDzL9QIbVga3zM4W_a43QHP0EwcB5OzWVdHGvAkLA,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092522,Fishman's pulmonary diseases and disorders,2008,['AP Fishman'],,,,,,,,False,,413,http://vlib.kmu.ac.ir/kmu/handle/kmu/72262,,"/scholar?cites=13225294292788190624&as_sdt=5,33&sciodt=0,33&hl=en",,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092523,Toll-like receptor signaling in neural plasticity and disease,2011,"['E Okun', 'KJ Griffioen', 'MP Mattson']",d4AyreoAAAAJ |  | N3ObarMAAAAJ,,,,,,Toll-like receptors (TLRs) are a family of innate immune system receptors that respond to pathogen-derived and tissue damage-related ligands. TLR signaling in immune cells. glia and neurons can play roles in the pathogenesis of stroke. Alzheimer's disease (AD) and,False,,414,https://www.sciencedirect.com/science/article/pii/S016622361100021X?casa_token=GiaR372Wj3cAAAAA:PZFZ9FHvOdqv46A3tFhBO9rQ5vq-JYHcCz9iJJtq6lH4JKxDsf-Kyc5S6M6mbTUfEzcpboAU2FM,,"/scholar?cites=12014580388315645769&as_sdt=5,33&sciodt=0,33&hl=en",https://www.sciencedirect.com/science/article/pii/S016622361100021X?casa_token=GiaR372Wj3cAAAAA:PZFZ9FHvOdqv46A3tFhBO9rQ5vq-JYHcCz9iJJtq6lH4JKxDsf-Kyc5S6M6mbTUfEzcpboAU2FM,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092524,Mechanisms of disease: Toll-like receptors in cardiovascular disease,2007,"['S Frantz', 'G Ertl', 'J Bauersachs']", |  | ,,,,,,The innate immune system detects highly conserved. relatively invariant structural motifs of pathogens. Toll-like receptors (TLRs) have been identified as the primary innate immune receptors. TLRs distinguish between different patterns of pathogens and activate a rapid,False,,387,https://www.nature.com/articles/ncpcardio0938,,"/scholar?cites=3980495784723668252&as_sdt=5,33&sciodt=0,33&hl=en",,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092525,Comparative sequence analysis of leucine-rich repeats (LRRs) within vertebrate toll-like receptors,2007,"['N Matsushima', 'T Tanaka', 'P Enkhbayar', 'T Mikami']", |  | HIm31I4AAAAJ | ,,,,,,Toll-like receptors (TLRs) play a central role in innate immunity. TLRs are membrane glycoproteins and contain leucine rich repeat (LRR) motif in the ectodomain. TLRs recognize and respond to molecules such as lipopolysaccharide. peptidoglycan. flagellin,False,,385,https://link.springer.com/article/10.1186/1471-2164-8-124,,"/scholar?cites=4573263381046776463&as_sdt=5,33&sciodt=0,33&hl=en",https://link.springer.com/article/10.1186/1471-2164-8-124,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092526,Atopic dermatitis: a disease caused by innate immune defects?,2009,"['A De Benedetto', 'R Agnihothri', 'LY McGirt']",y65IrM8AAAAJ | 97ZWVtkAAAAJ | ,,,,,,Atopic dermatitis (AD) is a common chronic inflammatory skin disease that has increased in prevalence over the last half century. A growing body of evidence suggests that there are a variety of defects in the innate immune system that collectively affect the development and,False,,378,https://www.sciencedirect.com/science/article/pii/S0022202X15340471,,"/scholar?cites=8386237822038517002&as_sdt=5,33&sciodt=0,33&hl=en",https://www.sciencedirect.com/science/article/pii/S0022202X15340471,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092527,Influence of early gut microbiota on the maturation of childhood mucosal and systemic immune responses: gut microbiota and immune responses,2009,"['YM Sjögren', 'S Tomicic', 'A Lundberg']", |  | ,,,,,,Introduction Among sensitized infants. those with high. as compared with low levels. of salivary secretory IgA (SIgA) are less likely to develop allergic symptoms. Also. early colonization with certain gut microbiota. eg Lactobacilli and Bifidobacterium species. might,False,,357,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2222.2009.03326.x?casa_token=fncqMGztXm4AAAAA:26ZByC8GU7IRWla5mr1IYrLh4GjnA5N3j0x1X5BmZveNW24tghmk6U9WtkGDlV0EiXCV_WuWDY8Y1K0,,"/scholar?cites=16647468199381847019&as_sdt=5,33&sciodt=0,33&hl=en",https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1365-2222.2009.03326.x?casa_token=a_8nZq2VAewAAAAA:ztUIUtx0YoA5HlVzN7JETbfs_3KHqdjzW7kZWluMGhtwARI290jW0BXr1FQVMXnEQA18xcGoNJi3yI4,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092528,Toll-like receptors in ischemia-reperfusion injury,2009,"['TV Arumugam', 'E Okun', 'SC Tang', 'J Thundyil']",cM-o7FwAAAAJ | d4AyreoAAAAJ | hBvyMoAAAAAJ | BCgqm30AAAAJ,,,,,,Ischemia-reperfusion (I/R) injuries are implicated in a large array of pathological conditions such as myocardial infarction. cerebral stroke. and hepatic. renal. and intestinal ischemia. as well as following cardiovascular and transplant surgeries. The hallmark of,False,,341,https://journals.lww.com/shockjournal/Fulltext/2009/07000/The_Role_of_the_Complement_System_in.2.aspx,,"/scholar?cites=15652278648897883421&as_sdt=5,33&sciodt=0,33&hl=en",https://www.academia.edu/download/50025743/Toll-like_receptors_in_ischemia.pdf,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092529,NS1 protein of influenza A virus inhibits the function of intracytoplasmic pathogen sensor. RIG-I,2007,"['Z Guo', 'L Chen', 'H Zeng', 'JA Gomez']", |  |  | ,,,,,,Retinoic acid–inducible gene I (RIG-I) has recently been identified as one of the key intracellular sensors of virus infection. RIG-I binds to cytosolic double-stranded RNA and initiates a signaling cascade that leads to the activation of transcription factors required for,False,,334,https://www.atsjournals.org/doi/abs/10.1165/rcmb.2006-0283RC,,"/scholar?cites=8104023062789805222&as_sdt=5,33&sciodt=0,33&hl=en",https://www.atsjournals.org/doi/pdf/10.1165/rcmb.2006-0283RC,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092530,Distinct regulation of IgE. IgG4 and IgA by T regulatory cells and toll‐like receptors,2008,"['F Meiler', 'S Klunker', 'M Zimmermann', 'CA Akdis']", |  |  | 78B7QRMAAAAJ,,,,,,Background: Allergic diseases are characterized by the activation of the immune system and formation of immunoglobulin (Ig) E antibodies against normally innocuous environmental antigens. whereas IgG4 and IgA represent noninflammatory and blocking antibody isotypes,False,,321,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1398-9995.2008.01774.x?casa_token=CLhlpTdMNygAAAAA:Cu9U6CKEBoOCiFZs1ar5sfQVXSTB8NCPDd7N2hE_UBjtVva3zsO6TJ5AePkVGPdC3UJjmsn7SCRH20A,,"/scholar?cites=11313774934441534661&as_sdt=5,33&sciodt=0,33&hl=en",https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1398-9995.2008.01774.x?casa_token=uQRrlA7YpUIAAAAA:-U15h-NyEvZHz6QkgegDLqdFrAaJZQQjOBLjUE-aAxLBC4viIJLcLDPzJ0XEguBTGmkJoZSaUOy8E0c,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092531,Imiquimod: mode of action,2007,"['MP Schön', 'M Schön']", | ,,,,,,Objective Since imiquimod. a nucleoside analogue of the imidazoquinoline family. has shown efficacy against many tumour entities. its mode of action has become a focus of scientific interest. Results The major biologic effects of imiquimod are mediated through,False,,321,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2133.2007.08265.x?casa_token=taEJPd3qTyIAAAAA:CFe3zyIqsKz_hpXQQiEaKU1RadwxYIC0RlnBf-xV5IW18gsFJItVamRY7k6-j8N5EWACPETZy9WfARg,,"/scholar?cites=8521224515230696253&as_sdt=5,33&sciodt=0,33&hl=en",https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1365-2133.2007.08265.x?casa_token=5ZdOfscfNXUAAAAA:FxVnbkKwZbXM08M34Mp6Hw7upz_trhKHAZr54CQDISLzRUZ6Ry945crPKcLNCjpkMONtQWbP0V_CabQ,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092532,CD14 regulates the dendritic cell life cycle after LPS exposure through NFAT activation,2009,"['I Zanoni', 'R Ostuni', 'G Capuano', 'M Collini', 'M Caccia']",HaYBmpoAAAAJ | M7NwA5gAAAAJ |  |  | ww0G-CsAAAAJ,,,,,,Toll-like receptors (TLRs) are the best characterized pattern recognition receptors 1. Individual TLRs recruit diverse combinations of adaptor proteins. triggering signal transduction pathways and leading to the activation of various transcription factors. including,False,,317,https://www.nature.com/articles/nature08118,,"/scholar?cites=16825956547712624763&as_sdt=5,33&sciodt=0,33&hl=en",https://www.researchgate.net/profile/Maddalena_Collini/publication/26291590_CD14_regulates_the_dendritic_cell_life_cycle_after_LPS_exposure_through_NFAT_activation/links/0912f50b0cc8ca373f000000.pdf,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092533,Inflammatory mechanisms in the lung,2009,"['B Moldoveanu', 'P Otmishi', 'P Jani', 'J Walker']", |  |  | ,,,,,,Inflammation is the body's response to insults. which include infection. trauma. and hypersensitivity. The inflammatory response is complex and involves a variety of mechanisms to defend against pathogens and repair tissue. In the lung. inflammation is,False,,324,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc3218724/,,"/scholar?cites=17063687072515471470&as_sdt=5,33&sciodt=0,33&hl=en",https://www.ncbi.nlm.nih.gov/pmc/articles/pmc3218724/,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092534,NF‐κB activation in development and progression of cancer,2007,"['J Inoue', 'J Gohda', 'T Akiyama', 'K Semba']",H0fAHXYAAAAJ |  |  | ,,,,,,Nuclear factor‐κΒ (NF‐κB) binds specifically to NF‐κB‐binding sites (κB sites. 5′‐GGGRNNYYCC‐3′; R. purine; Y. pyrimidine; N. any nucleotide) present in enhancer regions of various genes. Binding of various cytokines. growth factors and pathogen,False,,298,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1349-7006.2007.00389.x,,"/scholar?cites=10768452870662628771&as_sdt=5,33&sciodt=0,33&hl=en",https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1349-7006.2007.00389.x,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092535,Activation of innate immunity is required for efficient nuclear reprogramming,2012,"['J Lee', 'N Sayed', 'A Hunter', 'KF Au', 'WH Wong']", | A5Dj9KwAAAAJ |  |  | FXrpF04AAAAJ,,,,,,Retroviral overexpression of reprogramming factors (Oct4. Sox2. Klf4. c-Myc) generates induced pluripotent stem cells (iPSCs). However. the integration of foreign DNA could induce genomic dysregulation. Cell-permeant proteins (CPPs) could overcome this,False,,296,https://www.sciencedirect.com/science/article/pii/S0092867412011816,,"/scholar?cites=2135054875286723404&as_sdt=5,33&sciodt=0,33&hl=en",https://www.sciencedirect.com/science/article/pii/S0092867412011816,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092536,The role of pattern-recognition receptors in innate immunity: update on Toll-like receptors,2010,"['T Kawai', 'S Akira']", | 0TG2laoAAAAJ,,,,,,The discovery of Toll-like receptors (TLRs) as components that recognize conserved structures in pathogens has greatly advanced understanding of how the body senses pathogen invasion. triggers innate immune responses and primes antigen-specific adaptive,False,,7771,https://www.nature.com/articles/ni.1863.pdf?origin=ppub,,"/scholar?cites=1486285274983996239&as_sdt=5,33&sciodt=0,33&hl=en",http://theory.bio.uu.nl/immbio/pdf/Kawai_2010.TLRs.pdf,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092537,Pattern recognition receptors and inflammation,2010,"['O Takeuchi', 'S Akira']",V8JiuA0AAAAJ | 0TG2laoAAAAJ,,,,,,Infection of cells by microorganisms activates the inflammatory response. The initial sensing of infection is mediated by innate pattern recognition receptors (PRRs). which include Toll-like receptors. RIG-I-like receptors. NOD-like receptors. and C-type lectin receptors. The,False,,6544,https://www.sciencedirect.com/science/article/pii/S0092867410000231,,"/scholar?cites=17429871908973328912&as_sdt=5,33&sciodt=0,33&hl=en",https://www.sciencedirect.com/science/article/pii/S0092867410000231,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092538,Toll-like receptors and their crosstalk with other innate receptors in infection and immunity,2011,"['T Kawai', 'S Akira']", | 0TG2laoAAAAJ,,,,,,Toll-like receptors (TLRs) are germline-encoded pattern recognition receptors (PRRs) that play a central role in host cell recognition and responses to microbial pathogens. TLR-mediated recognition of components derived from a wide range of pathogens and their role,False,,3125,https://www.sciencedirect.com/science/article/pii/S1074761311001907,,"/scholar?cites=7377228647384146331&as_sdt=5,33&sciodt=0,33&hl=en",https://www.sciencedirect.com/science/article/pii/S1074761311001907,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092539,Pathogen recognition and inflammatory signaling in innate immune defenses,2009,['TH Mogensen'],,,,,,,The innate immune system constitutes the first line of defense against invading microbial pathogens and relies on a large family of pattern recognition receptors (PRRs). which detect distinct evolutionarily conserved structures on pathogens. termed pathogen-associated,False,,2415,https://cmr.asm.org/content/22/2/240.short,,"/scholar?cites=6508966894997637525&as_sdt=5,33&sciodt=0,33&hl=en",https://cmr.asm.org/content/cmr/22/2/240.full.pdf,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092540,Pathogen recognition by the innate immune system,2011,"['H Kumar', 'T Kawai', 'S Akira']",FmH7LksAAAAJ |  | 0TG2laoAAAAJ,,,,,,Microbial infection initiates complex interactions between the pathogen and the host. Pathogens express several signature molecules. known as pathogen-associated molecular patterns (PAMPs). which are essential for survival and pathogenicity. PAMPs are sensed by,False,,1940,https://www.tandfonline.com/doi/abs/10.3109/08830185.2010.529976,,"/scholar?cites=8668990322115570841&as_sdt=5,33&sciodt=0,33&hl=en",https://www.academia.edu/download/48618136/Iljazovic1_1.pdf,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
