46932,Endosome maturation,2011,Jatta Huotari and Ari Helenius,30,,17,3481-3500,John Wiley & Sons. Ltd,Being deeply connected to signalling. cell dynamics. growth. regulation. and defence. endocytic processes are linked to almost all aspects of cell life and disease. In this review. we focus on endosomes in the classical endocytic pathway. and on the programme of changes that lead to the formation and maturation of late endosomes/multivesicular bodies. The maturation programme entails a dramatic transformation of these dynamic organelles disconnecting them functionally and spatially from early endosomes and preparing them for their unidirectional role as a feeder pathway to lysosomes.,True,YtTQLjEAAAAJ:3fE2CSJIrl8C,1736,https://www.embopress.org/doi/abs/10.1038/emboj.2011.286,8592150850100296781,/scholar?cites=8592150850100296781,,https://www.embopress.org/doi/pdf/10.1038/emboj.2011.286,0
,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,author_id,eprint_url,got_citations
46933,Caveolar endocytosis of simian virus 40 reveals a new two-step vesicular-transport pathway to the ER,2001,Lucas Pelkmans and Jürgen Kartenbeck and Ari Helenius,3,Nature cell biology,5,473-483,Nature Publishing Group,Simian virus 40 (SV40) is unusual among animal viruses in that it enters cells through caveolae. and the internalized virus accumulates in a smooth endoplasmic reticulum (ER) compartment. Using video-enhanced. dual-colour. live fluorescence microscopy. we show the uptake of individual virus particles in CV-1 cells. After associating with caveolae. SV40 leaves the plasma membrane in small. caveolin-1-containing vesicles. It then enters larger. peripheral organelles with a non-acidic pH. Although rich in caveolin-1. these organelles do not contain markers for endosomes. lysosomes. ER or Golgi. nor do they acquire ligands of clathrin-coated vesicle endocytosis. After several hours in these organelles. SV40 is sorted into tubular. caveolin-free membrane vesicles that move rapidly along microtubules. and is deposited in perinuclear. syntaxin 17-positive. smooth ER organelles. The microtubule-disrupting agent …,True,YtTQLjEAAAAJ:UeHWp8X0CEIC,1449,https://www.nature.com/articles/ncb0501_473,17289706933384887899,/scholar?cites=17289706933384887899,,http://www.imls.uzh.ch/research/pelkmans/publ/PMID_11331875.pdf,0
,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,author_id,eprint_url,got_citations
46934,Setting the standards: quality control in the secretory pathway,1999,Lars Ellgaard and Maurizio Molinari and Ari Helenius,286,,5446,1882-1888,American Association for the Advancement of Science,A variety of quality control mechanisms operate in the endoplasmic reticulum and in downstream compartments of the secretory pathway to ensure the fidelity and regulation of protein expression during cell life and differentiation. As a rule. only proteins that pass a stringent selection process are transported to their target organelles and compartments. If proper maturation fails. the aberrant products are degraded. Quality control improves folding efficiency by retaining proteins in the special folding environment of the endoplasmic reticulum. and it prevents harmful effects that could be caused by the deployment of incompletely folded or assembled proteins.,True,YtTQLjEAAAAJ:qjMakFHDy7sC,1385,https://science.sciencemag.org/content/286/5446/1882.abstract,14691204740252744548,/scholar?cites=14691204740252744548,,https://www.researchgate.net/profile/Ari_Helenius/publication/12717242_Setting_the_Standards_Quality_Control_in_the_Secretory_Pathway/links/004635188e5282201b000000/Setting-the-Standards-Quality-Control-in-the-Secretory-Pathway.pdf,0
,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,author_id,eprint_url,got_citations
46935,Protein oligomerization in the endoplasmic reticulum,1989,Stella M Hurtley and Ari Helenius,5,,1,277-307,Annual Reviews,Membrane. secretory and lysosomal proteins enter the secretory pathway of eukaryotic cells at the level of the endoplasmic reticulum (ER). In,True,YtTQLjEAAAAJ:IjCSPb-OGe4C,1193,https://www.annualreviews.org/doi/pdf/10.1146/annurev.cb.05.110189.001425,12572850951755782866,/scholar?cites=12572850951755782866,,,0
,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,author_id,eprint_url,got_citations
46936,Virus entry: open sesame,2006,Mark Marsh and Ari Helenius,124,,4,729-740,Cell Press,Detailed information about the replication cycle of viruses and their interactions with host organisms is required to develop strategies to stop them. Cell biology studies. live-cell imaging. and systems biology have started to illuminate the multiple and subtly different pathways that animal viruses use to enter host cells. These insights are revolutionizing our understanding of endocytosis and the movement of vesicles within cells. In addition. such insights reveal new targets for attacking viruses before they can usurp the host-cell machinery for replication.,True,YtTQLjEAAAAJ:Y0pCki6q_DkC,1183,https://www.sciencedirect.com/science/article/pii/S0092867406001826,9482729144768452654,/scholar?cites=9482729144768452654,,https://www.sciencedirect.com/science/article/pii/S0092867406001826,0
,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,author_id,eprint_url,got_citations
46937,Stepwise dismantling of adenovirus 2 during entry into cells,1993,Urs F Greber and Melanie Willetts and Paul Webster and Ari Helenius,75,Cell,3,477-486,Cell Press,Adenoviruses enter their host cells by receptor-mediated endocytosis and acid-activated penetration from endosomes into the cytosol and deliver their DNA genome into the nucleus. Our results show that incoming adenovirus type 2 particles undergo a stepwise disassembly program necessary to allow progress of the virus in the entry pathway and release of the genome into the nucleus. The fibers are released. the penton base structures dissociated. the proteins connecting the DNA to the inside surface of the capsid degraded or shed. and the capsid-stabilizing minor proteins eliminated. The uncoating process starts immediately upon endocytic uptake with the loss of fibers and ends with the uptake of dissociated hexon proteins and DNA into the nucleus.,True,YtTQLjEAAAAJ:zYLM7Y9cAGgC,997,https://www.sciencedirect.com/science/article/pii/009286749390382Z,1942407732144771326,/scholar?cites=1942407732144771326,,https://www.zora.uzh.ch/id/eprint/510/1/Greber_1993_Cell.pdf,0
,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,author_id,eprint_url,got_citations
46938,Role of N-linked oligosaccharide recognition. glucose trimming. and calnexin in glycoprotein folding and quality control.,1994,Craig Hammond and Ineke Braakman and Ari Helenius,91,Proceedings of the National Academy of Sciences,3,913-917,National Academy of Sciences,Using a pulse-chase approach combined with immunoprecipitation. we showed that newly synthesized influenza virus hemagglutinin (HA) and vesicular stomatitis virus G protein associate transiently during their folding with calnexin. a membrane-bound endoplasmic reticulum (ER) chaperone. Inhibitors of N-linked glycosylation (tunicamycin) and glucosidases I and II (castanospermine and 1-deoxynojirimycin) prevented the association. whereas inhibitors of ER alpha-mannosidases did not. Our results indicated that binding of these viral glycoproteins to calnexin correlated closely with the composition of their N-linked oligosaccharide side chains. Proteins with monoglucosylated oligosaccharides were the most likely binding species. On the basis of our data and existing information concerning the role of monoglucosylated oligosaccharides on glycoproteins. we propose that the ER contains a unique folding and …,True,YtTQLjEAAAAJ:W7OEmFMy1HYC,906,https://www.pnas.org/content/91/3/913.short,15276168995125509369,/scholar?cites=15276168995125509369,,https://www.pnas.org/content/pnas/91/3/913.full.pdf,0
