1278669,Shear flow-driven combustion instability: Evidence. simulation. and modeling,2002,Ahmed F Ghoniem and Anuradha Annaswamy and Daehyun Wee and Tongxun Yi and Sungbae Park,29,Proceedings of the Combustion Institute,1,53-60,Elsevier,Combustion instability arises mostly due to the coupling between heat-release dynamics and system acoustics. In these cases. the acoustic field acts as the resonator. while the heat-release dynamics. induced due to the impact of pressure or flow velocity perturbations on the equivalence ratio. flame length. residence time. shear layer. etc.. supplies energy to support pressure oscillations. In this paper. we discuss another mechanism in which the resonator may not be the acoustic field: instead. it is an absolutely unstable shear layer mode acting as the source of sustained oscillations; which morph as large-scale eddies at a frequency different from acoustic modes. These perturb the flame motion and provide energy to the acoustic field. acting here as an amplifier to support pressure oscillations. We present evidence for the existence of this mechanism from several experiments. in which a pressure spectral peak can …,True,am6Ec0wAAAAJ:KlAtU1dfN6UC,53,https://www.sciencedirect.com/science/article/pii/S1540748902800116,7676802089385743832,/scholar?cites=7676802089385743832,,,http://web.mit.edu/aaclab/pdfs/c_symposium2002.pdf,0,0,0
,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1278670,Lithium reservoir system and method for rechargeable lithium ion batteries,2010,John F Christensen and Jasim Ahmed and Sungbae Park and Aleksandar Kojic,,,,,,A lithium-ion battery cell includes at least two working electrodes. each including an active material. an inert material. an electrolyte and a current collector. a first separator region arranged between the at least two working electrodes to separate the at least two working electrodes so that none of the working electrodes are electronically connected within the cell. an auxiliary electrode including a lithium reservoir. and a second separator region arranged between the auxiliary electrode and the at least two working electrodes to separate the auxiliary electrode from the working electrodes so that none of the working electrodes is electronically connected to the auxiliary electrode within the cell.,True,am6Ec0wAAAAJ:WF5omc3nYNoC,50,https://patents.google.com/patent/US7726975B2/en,2864359724000132019,/scholar?cites=2864359724000132019,,,https://patentimages.storage.googleapis.com/09/07/8e/e3da1b7fb2f1c4/US7726975.pdf,0,0,0
,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1278671,Modeling the dynamic response of a laminar perforated-plate stabilized flame,2009,HM Altay and S Park and D Wu and D Wee and AM Annaswamy and AF Ghoniem,32,Proceedings of the Combustion Institute,1,1359-1366,Elsevier,The objective of this study is to determine the transfer function between the heat release rate and the velocity oscillations in perforated-plate stabilized flames under different power and equivalence ratios. Previous planar flame models have been successfully extended to account for the conical flame surfaces formed downstream of the burner plate holes. The coupled effects of the heat loss to the burner plate and the flame kinematics have been modeled. The resonant peaks are determined by the burning velocity oscillations of the flame which arise as a result of the heat loss mechanism. Flame area oscillations become significant above the resonant frequency. introducing heat release rate oscillations and reducing the lag between the net heat release rate and the inlet velocity. The model results were compared to the experimental measurements. and good agreement is obtained. When the equivalence ratio is …,True,am6Ec0wAAAAJ:ufrVoPGSRksC,48,https://www.sciencedirect.com/science/article/pii/S1540748908002058,2899088509131071220,/scholar?cites=2899088509131071220,,,,0,0,0
,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1278672,Heat release dynamics modeling of kinetically controlled burning,2002,Sungbae Park and Anuradha Annaswamy and Ahmed Ghoniem,128,Combustion and Flame,3,217-231,Elsevier,We present a heat release dynamics model which utilizes a well-stirred reactor (WSR) and one-step kinetics to describe the unsteady combustion process. The analysis incorporates the linearized mass and energy equations to describe the response of the reactor to external perturbations and is cast in the form of a first order filter. We are able to predict the phase between the mass flow rate oscillations and the resulting heat release fluctuations. as function of the operating conditions. for example. the mean equivalence ratio and mass flow rate. The model predicts a 180° sudden shift in phase between imposed flow oscillations and resulting heat release between the maximum reaction rate and the blow-out limit. We show that this phase change may trigger combustion instability as the equivalence ratio is lowered or the average mass flow rate is increased. A number of experimental investigations. in which the inlet …,True,am6Ec0wAAAAJ:5nxA0vEk-isC,44,https://www.sciencedirect.com/science/article/pii/S0010218001003479,5951677088746860050,/scholar?cites=5951677088746860050,,,,0,0,0
,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1278673,Implementation and analysis of a repetitive controller for an electro-hydraulic engine valve system,2010,Hsien-Hsin Liao and Matthew J Roelle and Jyh-Shin Chen and Sungbae Park and J Christian Gerdes,19,IEEE Transactions on Control Systems Technology,5,1102-1113,IEEE,Variable valve actuation plays an important role in modern engine design. Fuel economy. emissions. and power output can be improved through appropriately varying valve lift and timing. One means of independently and continuously adjusting these valve profile parameters is with an electro-hydraulic valve system (EHVS). However. with an EHVS. it is very difficult to achieve the same level of accurate position control that a mechanical cam provides. In particular. the response time delay and the nonlinear dynamics of the hydraulic system can lead to error in valve position control. The paper first describes the identification method used to obtain a mathematical model of the EHVS. Based on the model. two linear feedback controllers are developed and compared. To further improve the tracking performance. a repetitive feed-forward controller is added to augment the feedback controller and the root mean square …,True,am6Ec0wAAAAJ:aqlVkmm33-oC,42,https://ieeexplore.ieee.org/abstract/document/5599889/,7721230030737924000,/scholar?cites=7721230030737924000,,,,0,0,0
,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1278674,Advanced closed-loop control on an atmospheric gaseous lean-premixed combustor,2004,AJ Riley and S Park and AP Dowling and S Evesque and AM Annaswamy,126,J. Eng. Gas Turbines Power,4,708-716,,Active control of pressure oscillations has been successfully applied to a lean premixed prevaporized (LPP) combustion rig operating at atmospheric conditions. The design of the rig is based on the primary stage of the Rolls-Royce RB211-DLE industrial gas turbine. Control was achieved by modulating the fuel flow rate in response to a measured pressure signal. The feedback control is an adaptive. model-based self-tuning regulator (STR). which only requires the total time delay between actuation and response to achieve control. The STR algorithm achieves a reduction of up to 30 dB on the primary instability frequency. This performance was an improvement of 5–15 dB over an empirical control strategy (simple time-delay controller) specifically tuned to the same operating point. Initial robustness studies have shown that the STR retains control for a 20% change in frequency and a 23% change in air mass flow rate. ,True,am6Ec0wAAAAJ:_kc_bZDykSQC,37,https://asmedigitalcollection.asme.org/gasturbinespower/article-abstract/126/4/708/461830,9487710779682635679,/scholar?cites=9487710779682635679,,,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.1063.7823&rep=rep1&type=pdf,0,0,0
,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1278675,Adaptive closed-loop control on an atmospheric gaseous lean-premixed combustor,2003,AJ Riley and S Park and AP Dowling and S Evesque and AM Annaswamy,36851,,,347-358,,Active control of pressure oscillations has been successfully applied to a lean premixed prevapourised (LPP) combustion rig operating at atmospheric conditions. The design of the rig is based on the primary stage of the Rolls-Royce RB211-DLE industrial gas turbine. Control was achieved by modulating the fuel flow rate in response to a measured pressure signal. The feedback control is an adaptive. model-based self-tuning regulator (STR). which only requires the total time delay between actuation and response to achieve control. The STR algorithm achieves a reduction of up to 30 dB on the primary instability frequency. This performance was an improvement of 5–15 dB over an empirical control strategy (simple time-delay controller) specifically tuned to the same operating point. Initial robustness studies have shown that the STR retains control for a 20% change in frequency and a 23% change in air mass flow …,True,am6Ec0wAAAAJ:mVmsd5A6BfQC,34,https://asmedigitalcollection.asme.org/GT/proceedings-abstract/GT2003/347/296069,13287725280135835219,/scholar?cites=13287725280135835219,,,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.460.5838&rep=rep1&type=pdf,0,0,0
,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1278676,Lithium reservoir system and method for rechargeable lithium ion batteries,2010,John F Christensen and Jasim Ahmed and Sungbae Park and Aleksandar Kojic,,,,,,A lithium-ion battery cell includes at least two working electrodes. each including an active material. an inert material. an electrolyte and a current collector. a first separator region arranged between the at least two working electrodes to separate the at least two working electrodes so that none of the working electrodes are electronically connected within the cell. an auxiliary electrode including a lithium reservoir. and a second separator region arranged between the auxiliary electrode and the at least two working electrodes to separate the auxiliary electrode from the working electrodes so that none of the working electrodes is electronically connected to the auxiliary electrode within the cell.,True,am6Ec0wAAAAJ:3fE2CSJIrl8C,26,https://patents.google.com/patent/US7846571B2/en,6705359623301653580,/scholar?cites=6705359623301653580,,,https://patentimages.storage.googleapis.com/48/73/98/be285a3342669d/US7846571.pdf,0,0,0
,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1278677,Prediction and estimation of the states related to misfire in an HCCI engine,2011,Nalin Chaturvedi and Christopher Mayhew and Sungbae Park and Jasim Ahmed and Aleksandar Kojic and Hanho Song and David Cook and Karl Lukas Knierim,,,,,,A method for predicting and correcting an impending misfire in a homogeneous charge compression ignition (HCCI) engine includes: modeling HCCI engine operation in a nominal. steady-state operating region and in unstable operating regions bordering the steady-state operating region. using a zero-dimensional model; predicting an occurrence of an engine misfire based on the modeling of the HCCI engine operation; and providing a remedial corrective measure when an engine misfire is predicted. The remedial corrective measure includes one of:(a) late injection to avoid full combustion during a trapping cycle. and a reduction in amount of injected fuel to account for residual fuel of the previous cycle; or (b) earlier exhaust valve closing to trigger combustion of residual fuel within the trapping cycle. and a later injection and reduction of injected fuel to account for residual fuel of the previous cycle.,True,am6Ec0wAAAAJ:dhFuZR0502QC,25,https://patents.google.com/patent/US20110270505A1/en,14479964192116944825,/scholar?cites=14479964192116944825,,,https://patentimages.storage.googleapis.com/10/fe/e8/5f6f5fe98134a8/US20110270505A1.pdf,0,0,0
,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1278678,Simulation of misfire and strategies for misfire recovery of gasoline HCCI,2008,Karl Lukas Knierim and Sungbae Park and Jasim Ahmed and Aleksandar Kojic and Igor Orlandini and André Kulzer,,,,3947-3952,IEEE,In HCCI mode with negative valve overlap. the understanding of the engine behavior in case of misfire and delayed combustion is important to provide a complete control strategy. A hybrid continuous zero dimensional model for gasoline HCCI. based on simplified chemical kinetics and a separate airflow model is introduced. CHEMKIN is used to simulate the chemical kinetics. whereas the airflow and the injection is simulated using MatLab. The model is compared to experimental data. The introduced model is used to analyze the effect of misfire and late combustions on the dynamics of the system. A state transition map is proposed to distinguish between misfire with and without recovery. Control strategies to improve the misfire recovery are suggested.,True,am6Ec0wAAAAJ:kNdYIx-mwKoC,22,https://ieeexplore.ieee.org/abstract/document/4587109/,6788231758565163510,/scholar?cites=6788231758565163510,,,https://folk.ntnu.no/skoge/prost/proceedings/acc08/data/papers/0672.pdf,0,0,0
,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1278679,Reduced order modeling of reacting shear flow,2002,Daehyun Wee and Sungbae Park and Tongxun Yi and Anuradha Annaswamy and Ahmed Ghoniem,,,,478,,Thermoacoustic instability in premixed combustors occurs occasionally at multiple frequencies. especially in configurations where flames are stabilized on separating shear layers that form downstream of sudden expansions or bluff bodies. While some of these frequencies are related to the acoustic field. others appear to be related to shear flow instability phenomena. It is shown in this paper that shear flows can support self-sustained instabilities if they possess absolutely unstable modes. The associated frequencies are predicted using mean velocity profiles that resemble those observed in separating flows and for profiles obtained from numerical simulations. and are shown to match those derived from experimental and numerical investigations. It is also shown that the presence of density profiles compatible with premixed combustion can affect this frequency and can change the absolute instability mode into a …,True,am6Ec0wAAAAJ:4DMP91E08xMC,21,https://arc.aiaa.org/doi/pdf/10.2514/6.2002-478,12622628901353033533,/scholar?cites=12622628901353033533,,,https://www.researchgate.net/profile/Ahmed_Ghoniem2/publication/242160758_Reduced_order_modeling_of_reacting_shear_flow/links/0c9605287aff91178d000000/Reduced-order-modeling-of-reacting-shear-flow.pdf,0,0,0
,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1278680,Adaptive combustion instability control with saturation: theory and validation,2004,Stephanie Evesque and S Park and AJ Riley and AM Annaswamy and AP Dowling,20,Journal of propulsion and power,6,1086-1095,,SELF-EXCITED combustion oscillations arise from a coupling between unsteady combustion and acoustic waves and can cause structural damage to many combustion systems. such as gas-fired power stations and aircraft engines. Active control provides a way of extending the stable operating range of a combustion system by interrupting the damaging thermoacoustic interaction. As in most full-scale demonstrations of active combustion control. 1− 3 the active controller considered here injects some fuel unsteadily into the burning region. thereby altering the heat-release rate. in response to an input signal detecting the oscillation. To be useful in practice. the active controller needs to be effective across a large range of operating conditions. An efficient approach is to use an adaptive controller in which the control parameters are continuously updated as the engine conditions change. A family of adaptive …,True,am6Ec0wAAAAJ:7PzlFSSx8tAC,17,https://arc.aiaa.org/doi/pdf/10.2514/1.3470,15153635722707199546,/scholar?cites=15153635722707199546,,,http://web.mit.edu/aaclab/pdfs/confAIAA2001.pdf,0,0,0
,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1278681,Experimental study of pod-based control for combustion instability using a linear photodiode array,2004,Sungbae Park and Adam Wachsman and Anuradha Annaswamy and Ahmed Ghoniem and B Pang and Ken Yu,,,,639,,Active control of combustion is an enabling technology for operating propulsion systems over a wide range of conditions without running the risk of thermoacoustic instability. In active instability control. the state of the system is determined using point measurements of the pressure and/or the heat release rate. and the signals are used in a control algorithm to determine the output necessary to stabilize the system. Improving the burning characteristics. in addition to the suppression of pressure oscillations. requires a sensing technology that can detect some spatial information. eg. the spatiotemporal burning distribution. In this paper. we explore the application of a new sensing technology capable of capturing the spatial properties of the combustion zone. The sensor is composed of 128 photodiodes arranged in a row that can capture light intensity up to 3000 frames/s. It was tested in a partially premixed 50kW dump …,True,am6Ec0wAAAAJ:0EnyYjriUFMC,14,https://arc.aiaa.org/doi/pdf/10.2514/6.2004-639,5442878353799153871,/scholar?cites=5442878353799153871,,,,0,0,0
,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1278682,Lithium reservoir system and method for rechargeable lithium ion batteries,2014,John F Christensen and Jasim Ahmed and Sungbae Park and Aleksandar Kojic,,,,,,A lithium-ion battery cell includes at least two working electrodes. each including an active material. an inert material. an electrolyte and a current collector. a first separator region arranged between the at least two working electrodes to separate the at least two working electrodes so that none of the working electrodes are electronically connected within the cell. an auxiliary electrode including a lithium reservoir. and a second separator region arranged between the auxiliary electrode and the at least two working electrodes to separate the auxiliary electrode from the working electrodes so that none of the working electrodes is electronically connected to the auxiliary electrode within the cell.,True,am6Ec0wAAAAJ:Se3iqnhoufwC,13,https://patents.google.com/patent/US8859120B2/en,4901299904411215558,/scholar?cites=4901299904411215558,,,https://patentimages.storage.googleapis.com/f4/53/ca/562aa9ccac3077/US8859120.pdf,0,0,0
,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1278683,Reduced-order modeling for studying and controlling misfire in four-stroke HCCI engines,2009,Christopher G Mayhew and Karl Lukas Knierim and Nalin A Chaturvedi and Sungbae Park and Jasim Ahmed and Aleksandar Kojic,,,,5194-5199,IEEE,It is well-known that an HCCI-based engine has a high operating efficiency and low emissions. However. the HCCI process is sensitive to disturbances that can cause the engine to misfire. especially at low loads. In this paper. we propose an efficient. physics-based model for studying engine state evolution in the presence of misfires. The model relies on a simple recursive mass balance model. simplified thermodynamic mechanisms. and use of the ¿integrated Arrhenius rate¿ with a modified threshold to model combustion phasing. occurrence of misfire. and partial burn during misfire. Simulation results for our reduced-order model. compared to a high-resolution HCCI simulation proposed in a previous work. show good match.,True,am6Ec0wAAAAJ:Y0pCki6q_DkC,13,https://ieeexplore.ieee.org/abstract/document/5400597/,1110611443909596289,/scholar?cites=1110611443909596289,,,,0,0,0
,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1278684,Multi-mode 2-stroke/4-stroke internal combustion engine,2009,Sungbae Park and Jasim Ahmed and Han Ho Song and Aleksandar Kojic and Jean-pierre Hathout and Martin Rauscher and John F Christensen,,,,,,In a multi-mode. 2-stroke/4-stroke internal combustion engine operation. by switching the engine stroke from 4-stroke operation to 2-stroke operation so that the combustion frequency is doubled. doubling of the engine power is achieved even at the same work output per cycle. In order to meet the demand of extremely high power. the engine operates in 4-stroke boosted SI operation transitioned from 2-stroke HCCI operation at pre-set level of power and crank speed requirements. By combining the multi-stroke (2-stroke HCCI and 4-stroke HCCI) and multi-mode operation (2-stroke HCCI and 4-stroke boosted SI operation). full load range and overall high efficiency with minimal NOx emission are achieved.,True,am6Ec0wAAAAJ:LkGwnXOMwfcC,12,https://patents.google.com/patent/US7481185B1/en,3575691792143890467,/scholar?cites=3575691792143890467,,,https://patentimages.storage.googleapis.com/f4/f8/08/cc546d631bba7c/US7481185.pdf,0,0,0
,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1278685,Characterization and control of vortex dynamics in an unstable dump combustor,2004,Bin Pang and Kenneth Yu and Sungbae Park and Adam Wachsman and Anuradha Annaswamy and Ahmed Ghoniem,,,,1162,,Active combustion control experiments were performed in a dump combustor using pulsed liquid-fuel injection. Various control strategies were applied and the resulting combustor flow fields were characterized using high-speed schlieren photography and particle imaging velocimetry (PIV). Both qualitative and quantitative results were obtained and compared to identify important physical processes that may have affected active control effectiveness. The schlieren results clearly support the idea that large vortex shedding at the dump plane plays the central role in self-sustained combustion instabilities. Because of the potential coupling with heat release. it is not just sufficient to disrupt its periodicity but vortex shedding must be suppressed when applying active control. Properly applied active control case revealed that large vortex shedding was totally suppressed along with pressure oscillations. On the other hand …,True,am6Ec0wAAAAJ:eQOLeE2rZwMC,12,https://arc.aiaa.org/doi/pdf/10.2514/6.2004-1162,2564374036221915886,/scholar?cites=2564374036221915886,,,,0,0,0
,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1278686,Modeling and control of a two stroke HCCI engine,2008,Maxim V Subbotin and Karl Lukas Knierim and Sungbae Park and Aleksandar Kojic and Jasim Ahmed,,,,698-703,IEEE,In this paper we propose a model of a two stroke homogeneous charge compression ignition (HCCI) engine which captures the important characteristics of gas exchange processes taking place in a two stroke mode. The model allows a direct flow of gases between intake and exhaust volumes and hence offers a more detailed gas modeling than single volume models widely accepted in the literature. We compare simulation results obtained from the model with experimental data collected with a single cylinder HCCI engine. We also propose a simple control strategy allowing effective tracking of reference signals in indicated mean effective pressure (IMEP) and combustion phasing.,True,am6Ec0wAAAAJ:M3ejUd6NZC8C,11,https://ieeexplore.ieee.org/abstract/document/4586574/,10821404038822096719,/scholar?cites=10821404038822096719,,,http://folk.ntnu.no/skoge/prost/proceedings/acc08/data/papers/0684.pdf,0,0,0
,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1278687,Adaptive low-order posi-cast control of a combustor test-rig model,2002,S Park and D Wee and AM Annaswamy and Ahmed F Ghoniem,4,,,3698-3703,IEEE,Recently. an adaptive posi-cast controller has been developed for dynamic systems with large time-delays. In this paper. we evaluate its performance in the context of a 4 MW combustor test-rig model that mimics many of the dynamic characteristics of an actual engine including a significant time-delay. Using closed loop input-output data and system identification. a model of the test-rig was derived. Using this model. adaptive posi-cast controllers were designed and detailed numerical simulation studies were carried out. These studies include: (1) the closed-loop performance of the adaptive controller. (2) comparison of the adaptive controller with an empirical phase-shift controller. (3) robustness with respect to parametric uncertainties. (4) robustness with respect to unmodeled dynamics and uncertain delays. (5) performance in the presence of noise. and (6) effect of saturation constraints on the control input …,True,am6Ec0wAAAAJ:MXK_kJrjxJIC,8,https://ieeexplore.ieee.org/abstract/document/1184938/,6584448895574867552,/scholar?cites=6584448895574867552,,,http://web.mit.edu/aaclab/pdfs/REG0979.pdf,0,0,0
,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
