63393,An exercise-based randomized controlled trial on brain. cognition. physical health and mental health in overweight/obese children (ActiveBrains project): Rationale. design and …,2016,Cristina Cadenas-Sanchez and Jose Mora-Gonzalez and Jairo H Migueles and Miguel Martin-Matillas and Jose Gomez-Vida and María Victoria Escolano-Margarit and Jose Maldonado and Gala María Enriquez and Belen Pastor-Villaescusa and Carlos de Teresa and Socorro Navarrete and Rosa María Lozano and Juan de Dios Beas-Jimenez and Fernando Estevez-Lopez and Alejandra Mena-Molina and María José Heras and Palma Chillon and Cristina Campoy and Victoria Munoz-Hernandez and Wendy Daniela Martínez-Ávila and María Elisa Merchan and Jose C Perales and Angel Gil and Antonio Verdejo-Garcia and Concepcion M Aguilera and Jonatan R Ruiz and Idoia Labayen and Andres Catena and Francisco B Ortega,47,Contemporary clinical trials,,315-324,Elsevier,The new and recent advances in neuroelectric and neuroimaging technologies provide a new era for further exploring and understanding how brain and cognition function can be stimulated by environmental factors. such as exercise. and particularly to study whether physical exercise influences brain development in early ages. The present study. namely the ActiveBrains project. aims to examine the effects of a physical exercise programme on brain and cognition. as well as on selected physical and mental health outcomes in overweight/obese children. A total of 100 participants aged 8 to 11 years are randomized into an exercise group (N = 50) or a control group (N = 50). The intervention lasts 20-weeks. with 3–5 sessions per week of 90 min each. and is mainly focused on high-intensity aerobic exercise yet also includes muscle-strengthening exercises. The extent to what the intervention effect remains 8-months …,True,cL_TePcAAAAJ:8p8iYwVyaVcC,69,https://www.sciencedirect.com/science/article/pii/S1551714416300210,1193788994260008711,/scholar?cites=1193788994260008711,,https://research.monash.edu/en/publications/an-exercise-based-randomized-controlled-trial-on-brain-cognition-,0
63394,Nutritional value and antigenicity of two milk protein hydrolysates in rats and guinea pigs,1994,Julio J Boza and Jesús Jiménez and Olga Martínez and María D Suárez and Angel Gil,124,The Journal of nutrition,10,1978-1986,Oxford University Press,Two milk protein (whey protein and casein) hydrolysates were obtained by enzymatic hydrolysis. In the casein hydrolysate. an ultrafiltration stage was performed to remove all the peptides with molecular weights >2500. A nutritional value study of both hydrolysates was undertaken. No differences were found between the native proteins and their enzymatic hydrolysates. Neither the enzymatic hydrolysis nor the heat treatments used affected the nutritional value of the protein sources. The two hydrolysates were studied for antigenic properties. The enzymatic hydrolysis of the whey protein concentrate followed by a thermal treatment at 90°C for 10 min reduced significantly its antigenicity. However. the in vivo allergenicity tests showed some positive reactions in both systemic anaphylaxis and passive cutaneous anaphylaxis. The casein hydrolysate. after being ultrafiltered. was devoid of sensitizing capacity by the …,True,cL_TePcAAAAJ:uWQEDVKXjbEC,69,https://academic.oup.com/jn/article-abstract/124/10/1978/4724133,2764480124491642011,/scholar?cites=2764480124491642011,,,0
63395,Experimental colitis induced by trinitrobenzenesulfonic acid: an ultrastructural and histochemical study.,1999,MI Torres and M Garcia-Martin and MI Fernandez and N Nieto and A Gil and A Rios,44,Digestive diseases and sciences,12,2523-2529,,Inflammatory bowel disease (IBD) of humans is a chronic and devastating disease of unknown etiology. Models of acute colitis in animals have been achieved by intrarectal administration of agents such as 2. 4. 6-trinitrobenzenesulfonic acid (TNBS) into rat colon. This agent induces focal inflammation and alterations in the colon with features similar to those found in chronic inflammatory diseases in humans. The aim of this study was to assess the effect of TNBS administration on histological and ultrastructural features of the rat colon. especially in areas not affected by transmural inflammation. Also in areas without transmural inflammation. we observed a significant increase in crypt diameter and in the number and area of the goblet cells. as well as alterations in the contents of mucin in goblet cells. We conclude that TNBS treatment in rats led to severe changes in normal architecture of the colon and also in damaged areas where no direct inflammation was produced.,True,cL_TePcAAAAJ:P5F9QuxV20EC,68,https://europepmc.org/article/med/10630507,16328210446244687931,/scholar?cites=16328210446244687931,,,0
63396,Dietary nucleotides accelerate intestinal recovery after food deprivation in old rats,1995,María A Ortega and María C Nunẽz and Angel Gil and Antonio Sánchez-Pozo,125,The Journal of nutrition,6,1413-1418,Oxford University Press,Previous studies in very young rats have shown that dietary nucleotides improve small intestine repair after injury or malnutrition. To investigate the potential effect of nucleotides in old rats. which have a diminished capability for intestinal repair. 17-mo-old rats were deprived of food for 5 d and then fed a nucleotide-free diet or a nucleotide-supplemented diet for 3 or 6 d. Intestinal jejunal and ileal mucosal weight. protein and DNA were evaluated as intestinal growth markers. and brush-border maltase. sucrase. lactase and aminopeptidase activities were evaluated as intestinal differentiation markers. The adenine nucleotide pool and the adenylate energy charge were also evaluated as indices of nucleotide availability. Food deprivation significantly decreased mucosal growth markers as well as differentiation markers in both jejunum and ileum. The ATP pool was also significantly depressed. but the adenylate …,True,cL_TePcAAAAJ:sSrBHYA8nusC,68,https://academic.oup.com/jn/article-abstract/125/6/1413/4730728,3053413916344721285,/scholar?cites=3053413916344721285,,,0
63397,Lista de especies de Passifloraceae de Colombia,2000,Alexandra Hernández and Rodrigo Bernal,1,Biota Colombiana,3,,,La presente lista anotada registra en Colombia 141 especies pertenecientes a 3 géneros: Passiflora con el 97% y Dilkea y Ancistrothyrsus con el 3% restante. Dilkea y Ancistrothyrsus son géneros amazónicos. mientras que Passiflora se encuentra en las cinco regiones. con una gran diversificación en la Región Andina. Esta última región alberga el mayor número de especies (72% del total). sobre todo en alturas mayores a los 1500 m. de las cuales 81 son exclusivas y 25 se comparten con alguna de las demás regiones. Se muestra el número de especies que son compartidas por cada una de las cinco regiones biogreográficas. Además. hemos incluido en la lista cuatro species conocidas en zonas fronterizas y cuya presencia en el país es casi segura. Sin embargo. estas cuatro especies no se tuvieron en cuenta para los porcentajes y totales de especies.,True,cL_TePcAAAAJ:LimhlhUO2s4C,67,http://revistas.humboldt.org.co/index.php/biota/article/view/81,5813541781254848396,/scholar?cites=5813541781254848396,,http://revistas.humboldt.org.co/index.php/biota/article/download/81/81,0
63398,Genetic susceptibility to obesity and metabolic syndrome in childhood.,2013,Concepción M Aguilera and Josune Olza and Ángel Gil,28,,,,,Obesity is one of the major public health problems worldwide. It is a chronic. complex. and multifactorialorigin disease characterised by body fat excess mainly due to an imbalance between dietary intake and energy expenditure. One of the major complications of obesity is metabolic syndrome. which comprises anthropometrical. clinical. and metabolic dysfunctions that predispose the affected individual to the development of type 2 diabetes mellitus and cardiovascular diseases. It is hypothesised that the variability in the susceptibility to obesity-mediated metabolic complications involves both environmental and genetic factors. Whereas advances in the knowledge of the variations in the human genome have led to the identification of susceptibility genes that contribute to obesity and related disorders. relatively few studies have specifically focused on the interactions between obesity and genetic polymorphisms and the development of metabolic complications. Despite these limited efforts. an increasing amount of evidence suggests that the effects of some gene variants on metabolic traits are modified by or present only in the setting of obesity. Furthermore. some of these loci may have larger effects on metabolic phenotypes in the presence of certain dietary or lifestyle factors. In the present manuscript. we reviewed the genes and their variants that have been evidenced to play a role in obesity-associated metabolic complications through genetic association studies. including candidate gene and genome-wide association approaches in adults and children.,True,cL_TePcAAAAJ:kVjdVfd2voEC,66,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.838.1496&rep=rep1&type=pdf,271452687107047283,/scholar?cites=271452687107047283,,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.838.1496&rep=rep1&type=pdf,0
63399,The role and requirements of digestible dietary carbohydrates in infants and toddlers,2012,A Stephen and M Alles and C De Graaf and M Fleith and E Hadjilucas and E Isaacs and C Maffeis and G Zeinstra and Christophe Matthys and A Gil,66,,7,765-779,Nature Publishing Group,Digestible carbohydrates are one of the main sources of dietary energy in infancy and childhood and are essential for growth and development. The aim of this narrative review is to outline the intakes of digestible carbohydrates and their role in health and disease. including the development of food preferences. as well the consequences of excess carbohydrate. Key experts in these fields provided up-to-date reviews of the literature. A search of available information on dietary intakes of children below the age of 4 years was conducted from 1985 up to 2010. Articles and reports including information about sugars and/or starch intakes were selected. A number of factors limit the ability to obtain an overall picture of carbohydrate intakes and food sources in this age group. These include small numbers of intake studies. differing approaches to analysing carbohydrate. a variety of terms used to describe sugars intakes …,True,cL_TePcAAAAJ:XvxMoLDsR5gC,66,https://www.nature.com/articles/ejcn201227,7277656109227266803,/scholar?cites=7277656109227266803,,https://www.nature.com/articles/ejcn201227,0
63400,The major olive pollen allergen (Ole e I) shows both gametophytic and sporophytic expression during anther development. and its synthesis and storage takes place in the RER,1999,Juan de Dios Alché and Antonio Jesús Castro and Adela Olmedilla and M del Carmen Fernandez and Rosalía Rodríguez and Mayte Villalba and María Isabel Rodríguez-García,112,Journal of cell science,15,2501-2509,The Company of Biologists Ltd,The distribution of Ole e I (the major olive pollen allergen) and its transcripts was investigated in the anther from premeiotic stages until the dehiscent pollen stage. Crude protein extracts were analyzed by immunoblotting and probed with a monoclonal antibody to Ole e I. The protein. with three variants. was found to accumulate from the early microspore stage onwards. In addition to the previously reported localization of the protein. Ole e I has been immunolocalized for the first time within the pollen wall and in the tapetum. Reverse transcription-polymerase chain reaction analysis using specific oligonucleotides and RNA extracted from whole anthers revealed that the Ole e I gene is expressed from the late tetrad stage onwards. No expression was found in control tissues such as petals. roots or leaves. Light microscopy in situ hybridization on developing flower buds and dehiscent pollen confirmed the transcripts to …,True,cL_TePcAAAAJ:b2kfBsK7yCQC,66,https://jcs.biologists.org/content/112/15/2501.short,11688559159229580453,/scholar?cites=11688559159229580453,,https://jcs.biologists.org/content/joces/112/15/2501.full.pdf?download=true,0
63401,Majority and minority faculty perceptions in academe,1993,Adalberto Aguirre and Ruben Martinez and Anthony Hernandez,34,Research in Higher Education,3,371-385,Kluwer Academic Publishers-Human Sciences Press,This paper examines majority (white) and minority faculty perceptions in academe. It focuses on two general areas of institutional activity: employment and workplace issues. and minority affairs. The data examined in this paper are from a study of faculty at the University of Colorado (CU) system. The faculty sample in this study consisted of 73 minority faculty and 122 majority faculty. The findings reported in this paper show that minority faculty are dissatisfied with certain contexts within the post-secondary education institution. and minority faculty feel excluded from others. Discussion in this paper examines the interaction of status (majority vs. minority) and gender with perceptions of the postsecondary education institution.,True,cL_TePcAAAAJ:UlRcoTO8nVoC,66,https://link.springer.com/content/pdf/10.1007/BF00991850.pdf,1110700412536376749,/scholar?cites=1110700412536376749,,https://www.researchgate.net/profile/Ruben_Martinez4/publication/226743373_Majority_and_minority_faculty_perceptions_in_academe/links/5c4f0307299bf12be3e9480c/Majority-and-minority-faculty-perceptions-in-academe.pdf,0
63402,Empresa y administración,2010,Gema Campiña and María Fernández,,Editex. España,,,,,True,cL_TePcAAAAJ:Zbx7W2Xs4QsC,65,http://scholar.google.com/scholar?cluster=7850548848039016677&hl=en&oi=scholarr,7850548848039016677,/scholar?cites=7850548848039016677,,,0
63403,Uric acid is associated with features of insulin resistance syndrome in obese children at prepubertal stage,2009,Mercedes Gil-Campos and CMa Aguilera and Ramón Cañete and Ay Gil,24,Nutricion hospitalaria,5,607-613,Sociedad Española de Nutrición Parenteral y Enteral,Elevated plasma uric acid levels are associated with obesity and could be an expression of insulin-resistant state. The aim of the present study was to evaluate plasma uric acid in obese and normal-weight children exclusively at prepubertal stage and its relationship with anthropometric measurements. intake. and features of the insulin resistance syndrome. A study was performed in 34 obese and 20 normal-weight prepubertal children. Nutrient intake was determined using a 72 h recall questionnaire and a consumption food frequency questionnaire. Anthropometric parameters and fasting plasma lipids. glucose. insulin. leptin. adiponectin. tumour necrosis factor (TNF-α) and uric acid were measured. Multiple regression analysis was used to identify association of anthropometric parameters. nutrient intake and insulin resistance syndrome variables (arterial blood pressure. plasma glucose. insulin. homeostasis model assessment of insulin resistance index-HOMA-triacylglycerols and. HDL-cholesterol) with uric acid. Plasma uric concentration was significantly higher in the obese group than in the control group and when adjusted by sex. age and BMI was positively associated with tricipital skinfold and insulin resistance. and negatively with adiponectin. In multiple regression analysis. BMI. HDL-cholesterol and adiponectin were independent predictors of plasma uric acid. In conclusion. elevated levels of uric acid in obese children. compared with lean subjects. at the prepubertal period. seems to be an early metabolic alteration that is associated with other features of insulin resistance syndrome.,True,cL_TePcAAAAJ:AXPGKjj_ei8C,65,https://www.redalyc.org/pdf/3092/309226748013.pdf,9634410026898024968,/scholar?cites=9634410026898024968,,https://www.redalyc.org/pdf/3092/309226748013.pdf,0
63404,Photoluminescence performance of pulsed-laser deposited  thin films with large erbium concentrations,2001,Rosalía Serna and Miguel Jiménez de Castro and JA Chaos and A Suarez-Garcia and Carmen N Afonso and M Fernandez and I Vickridge,90,Journal of Applied Physics,10,5120-5125,American Institute of Physics,Erbium doped Al2O3 films with concentrations up to 6×1020 Er cm−3 have been prepared in a single step process by pulsed-laser deposition. Alternate ablation of Al2O3 and Er targets has been used to control the in-depth distribution and in-plane concentration of Er3+ ions independently. The characteristic Er3+ photoluminescence response at 1.53 μm has been studied as a function of the Er3+ distribution. It is found that lifetime values can be greatly increased by increasing the Er3+–Er3+ in-depth separation above 3 nm. This result can be related to a reduced Er3+–Er3+ energy migration process. The in-plane Er3+ concentration was increased by either increasing the number of pulses on the Er target or the laser energy density for ablation. By the latter method in-plane concentrations as high as 1.1×1014 Er cm−2 per layer (corresponding to 2×1020 Er cm−3) were achieved. while keeping lifetime values …,True,cL_TePcAAAAJ:Oo_WeVVXg5wC,65,https://aip.scitation.org/doi/abs/10.1063/1.1409575,13252700079093982514,/scholar?cites=13252700079093982514,,https://digital.csic.es/bitstream/10261/21461/1/GetPDFServlet.pdf,0
63405,A comparison of maternal attitudes to breastfeeding in public and the association with breastfeeding duration in four European countries: results of a cohort study,2015,Jane A Scott and Yin Ying Kwok and Kate Synnott and Joe Bogue and Sergio Amarri and Elizabeth Norin and Angel Gil and Christine A Edwards and INFABIO Project Team,42,Birth,1,78-85,,There is wide variation in the duration of breastfeeding across Europe which may in part be due to the between‐country differences in mothers' and societal attitudes towards breastfeeding in public. The objective of this study was to quantify and compare the maternal attitudes to. and practice of. breastfeeding in public in four European centers and investigate the association with duration of breastfeeding.Participants (n = 389) were mothers recruited from maternity wards of hospitals in Glasgow (Scotland). Stockholm (Sweden). Granada (Spain). and Reggio‐Emilia (Italy).Among those who had breastfed. Scottish (adjOR 0.25 [95% CI 0.12–0.50]) and Italian mothers (adjOR 0.30 [95% CI 0.14–0.63]) were significantly less likely than Swedish mothers to have ever breastfed in public. Mothers who had a negative attitude toward breastfeeding in public were less likely to have ever …,True,cL_TePcAAAAJ:jtI9f0ekYq0C,64,https://onlinelibrary.wiley.com/doi/abs/10.1111/birt.12138,6474001016555253303,/scholar?cites=6474001016555253303,,,0
63406,Olive oil-and fish oil-enriched diets modify plasma lipids and susceptibility of LDL to oxidative modification in free-living male patients with peripheral vascular disease …,1999,Carmen Ramírez-Tortosa and Jose M López-Pedrosa and Antonio Suarez and Eduardo Ros and José Mataix and Angel Gil,82,British Journal of Nutrition,1,31-39,Cambridge University Press,The present study describes a clinical trial in which Spanish patients suffering from peripheral vascular disease (Fontaine stage II) were given specific lipid supplements. Designed as a longitudinal intervention study. patients were provided with olive oil for 3 months. followed by a 3 month wash-out period. then supplemented with a combination of fish oil and olive oil for the final 3 months. Changes in plasma and lipoprotein fatty acid composition and susceptibility of LDL to in vitro oxidation were examined. Furthermore. lipid-supplement-induced changes in LDL properties were measured as relative electrophoretic mobility and macrophage uptake. In addition. thirteen patients not provided with olive oil and fish oil were included as a control group and twenty healthy age-matched individuals were used as a reference group. A complete clinical study and a nutritional survey concerning food habits and lifestyle were …,True,cL_TePcAAAAJ:dshw04ExmUIC,64,https://www.cambridge.org/core/journals/british-journal-of-nutrition/article/olive-oil-and-fish-oilenriched-diets-modify-plasma-lipids-and-susceptibility-of-ldl-to-oxidative-modification-in-freeliving-male-patients-with-peripheral-vascular-disease-the-spanish-nutrition-study/8E71826C05D03B5CC1C8F4625790961F,1463988609143777633,/scholar?cites=1463988609143777633,,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/8E71826C05D03B5CC1C8F4625790961F/S0007114599001099a.pdf/olive-oil-and-fish-oil-enriched-diets-modify-plasma-lipids-and-susceptibility-of-ldl-to-oxidative-modification-in-free-living-male-patients-with-peripheral-vascular-disease-the-spanish-nutrition-study.pdf,0
63407,Alumnos gitanos en la escuela paya: un estudio sobre las relaciones étnicas en el sistema educativo,1999,Mariano Fernández Enguita,,,,,Editorial Ariel,En el terreno concreto de la educación. la política hacia el pueblo gitano había venido siendo particularmente pasiva. Aunque nunca han faltado intentos de incorporar a los niños y jóvenes gitanos a las aulas. desde el proyecto de Campomanes-Valiente hasta las escuelas-puente. pasando por las Escuelas del Ave María o la Institución Libre de Enseñanza. las insuficiencias en la universalización de la escolaridad han sido tratadas hasta hace muy poco como si no tuvieran olor ni color. como si el millón o medio millón de niños no escolarizados sobre el que discutían los autores de la Ley General de Educación. el vacío en la cobertura universal que pretendía haber cubierto el Ministerio Maravallo los déficit que correctamente se adivinan todavía tras unos por-centajes oficiales de escolarización que regularmente superan el ciento por cien-lo que significa. cuando menos. que no lo alcanzan cuando dicen que se limitan a hacerlo correspondiera a un agregado étnicamente neutro. Formado. claro está. por mujeres más que por hombres. por pobres más que por ricos. por los habitantes de zonas rurales más que por los de zonas urbanas. por los hijos de los campesinos más que por los de los obreros o los empleados. por los inmigrantes recientes más que por los,True,cL_TePcAAAAJ:YfTjWGZx48AC,64,http://scholar.google.com/scholar?cluster=13609861127037589393&hl=en&oi=scholarr,13609861127037589393,/scholar?cites=13609861127037589393,,,0
