,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,author_id,eprint_url,got_citations
50377,Sulfonylurea-resistant mutants of Arabidopsis thaliana,1986,George W Haughn and Chris Somerville,204,Molecular and General Genetics MGG,3,430-434,Springer-Verlag,Chlorsulfuron-resistant mutants of Arabidopsis thaliana were isolated by screening for growth of seedlings in the presence of the herbicide. Both whole plants and derived tissue cultures were resistant to concentrations of the herbicide approximately 300-fold higher than that required to prevent growth of the wild-type. The resistance is due to a single dominant nuclear mutation at a locus designated csr which has been genetically mapped to chromosome-3. Acetohydroxy acid synthase activity in extracts from chlorsulfuron-resistant plants was much less-susceptible to inhibition by chlorsulfuron and a structurally related inhibitor than the activity in wild-type extracts. This suggests that the csr locus is the structural gene for acetohydroxy acid synthase.,True,CXXYxf4AAAAJ:IjCSPb-OGe4C,696,https://link.springer.com/article/10.1007/BF00331020,14795863228777930126,/scholar?cites=14795863228777930126,,https://www.academia.edu/download/47596956/Sulfonylurea-resistant_mutants_of_Arabid20160728-14289-zpld1r.pdf,0
50378,Map-based cloning of a gene controlling omega-3 fatty acid desaturation in Arabidopsis,1992,Vincent Arondel and Bertrand Lemieux and Inhwan Hwang and Sue Gibson and Howard M Goodman and Chris R Somerville,258,Science,5086,1353-1355,American Association for the Advancement of Science,A gene from the flowering plant Arabidopsis thaliana that encodes an omega-3 desaturase was cloned on the basis of the genetic map position of a mutation affecting membrane and storage lipid fatty acid composition. Yeast artificial chromosomes covering the genetic locus were identified and used to probe a seed complementary DNA library. A complementary DNA clone for the desaturase was identified and introduced into roots of both wild-type and mutant plants by Ti plasmid-mediated transformation. Transgenic tissues of both mutant and wild-type plants had significantly increased amounts of the fatty acid produced by this desaturase.,True,CXXYxf4AAAAJ:UeHWp8X0CEIC,661,https://science.sciencemag.org/content/258/5086/1353.abstract,4269138642506493437,/scholar?cites=4269138642506493437,,,0
50379,Gibberellin is required for flowering in Arabidopsis thaliana under short days,1992,Ruth N Wilson and John W Heckman and Chris R Somerville,100,Plant physiology,1,403-408,American Society of Plant Biologists,Mutants of Arabidopsis thaliana deficient in gibberellin synthesis (ga1-3 and ga1-6). and a gibberellin-insensitive mutant (gai) were compared to the wild-type (WT) Landsberg erecta line for flowering time and leaf number when grown in either short days (SD) or continuous light (CL). The ga1-3 mutant. which is severely defective in ent-kaurene synthesis because it lacks most of the GA1 gene. never flowered in SD unless treated with exogenous gibberellin. After a prolonged period of vegetative growth. this mutant eventually underwent senescence without having produced flower buds. The gai mutant and the “leaky” ga1-6 mutant did flower in SD. but took somewhat longer than WT. All the mutants flowered readily in CL. although the ga1-3 mutant showed some delay. Unlike WT and ga1-3. the gai mutant failed to respond to gibberellin treatment by accelerating flowering in SD. A cold treatment promoted flowering …,True,CXXYxf4AAAAJ:YsMSGLbcyi4C,661,http://www.plantphysiol.org/content/100/1/403.short,17272307129983924496,/scholar?cites=17272307129983924496,,http://www.plantphysiol.org/content/plantphysiol/100/1/403.full.pdf,0
50380,Collapsed xylem phenotype of Arabidopsis identifies mutants deficient in cellulose deposition in the secondary cell wall.,1997,Simon R Turner and Chris R Somerville,9,The plant cell,5,689-701,American Society of Plant Biologists,Recessive mutations at three loci cause the collapse of mature xylem cells in inflorescence stems of Arabidopsis. These irregular xylem (irx) mutations were identified by screening plants from a mutagenized population by microscopic examination of stem sections. The xylem cell defect was associated with an up to eightfold reduction in the total amount of cellulose in mature inflorescence stems. The amounts of cell wall-associated phenolics and polysaccharides were unaffected by the mutations. Examination of the cell walls by using electron microscopy demonstrated that the decreases in cellulose content of irx lines resulted in an alteration of the spatial organization of cell wall material. This suggests that a normal pattern of cellulose deposition may be required for assembly of lignin or polysaccharides. The reduced cellulose content of the stems also resulted in a decrease in stiffness of the stem material. This is …,True,CXXYxf4AAAAJ:_FxGoFyzp5QC,635,http://www.plantcell.org/content/9/5/689.short,1476330603897657218,/scholar?cites=1476330603897657218,,http://www.plantcell.org/content/plantcell/9/5/689.full.pdf,0
50381,Auxin-resistant mutants of Arabidopsis thaliana with an altered morphology,1987,Mark A Estelle and Chris Somerville,206,Molecular and General Genetics MGG,2,200-206,Springer-Verlag,Mutant lines of Arabidopsis thaliana resistant to the artificial auxin 2.4-dichloro phenoxyacetic acid (2.4-D) were isolated by screening for growth of seedlings in the presence of toxic levels of 2.4-D. Genetic analysis of these resistant lines indicated that 2.4-D resistance is due to a recessive mutation at a locus we have designated Axr-1. Mutant seedlings were resistant to approximately 50-fold higher concentrations of 2.4-D than wild-type and were also resistant to 8-fold higher concentrations of indole-3-acetic acid (IAA) than wild-type. Labelling studies with (14C)2.4-D suggest that resistance was not due to changes in uptake or metabolism of 2.4-D. In addition to auxin resistance the mutants have a distinct morphological phenotype including alterations of the roots. leaves. and flowers. Genetic evidence indicates that both auxin resistance and the morphological changes are due to the same mutation …,True,CXXYxf4AAAAJ:zYLM7Y9cAGgC,635,https://link.springer.com/article/10.1007/BF00333575,12918836606131220508,/scholar?cites=12918836606131220508,,,0
50382,The cellulose synthase superfamily,2000,Todd A Richmond and Chris R Somerville,124,Plant physiology,2,495-498,American Society of Plant Biologists,The availability of a nearly complete genome sequence for Arabidopsis has created many novel opportunities to identify. by computational methods. the genes that encode enzymes. which have been difficult to characterize by conventional means. We have used this approach to identify a large family of genes of unknown function that show sequence similarity to cellulose synthase. Our working hypothesis is that these genes encode enzymes that catalyze the synthesis of non-cellulosic polysaccharides (Cutler and Somerville. 1997).A recent breakthrough in research concerning the biogenesis of plant cell walls was the identification. by genomic methods. of genes encoding cellulose synthase in cotton fibers (Pear et al.. 1996; Delmer. 1999). The cotton cellulose synthase genes. now termed CesA1 and CesA2. were identified in a collection of expressed sequence tag (EST) sequences on the basis of weak …,True,CXXYxf4AAAAJ:0EnyYjriUFMC,602,http://www.plantphysiol.org/content/124/2/495.short,17109739030436095263,/scholar?cites=17109739030436095263,,http://www.plantphysiol.org/content/plantphysiol/124/2/495.full.pdf,0
50383,Production of polyhydroxyalkanoates. a family of biodegradable plastics and elastomers. in bacteria and plants,1995,Yves Poirier and Christianae Nawrath and Chris Somerville,13,,2,142-150,Nature Publishing Group,In response to problems associated with plastic waste and its effect on the environment. there has been considerable interest in the development and production of biodegradable plastics. Polyhydroxyalkanoates (PHAs) are polyesters that accumulate as inclusions in a wide variety of bacteria. These bacterial polymers have properties ranging from stiff and brittle plastics to rubber-like materials. Because of their inherent biodegradability. PHAs are regarded as an attractive source of nonpolluting plastics and elastomers that can be used for specialty and commodity products. The possibility of producing PHAs in large scale and at a cost comparable to synthetic plastics has arisen from the demonstration of PHA accumulation in transgenic Arabidopsis plants expressing the bacterial PHA biosynthetic genes. Synergism between knowledge of the enzymes and genes contributing to PHA synthesis in bacteria and …,True,CXXYxf4AAAAJ:W7OEmFMy1HYC,578,https://www.nature.com/articles/nbt0295-142,16185286721843144049,/scholar?cites=16185286721843144049,,,0
50384,Alterations in growth. photosynthesis. and respiration in a starchless mutant of Arabidopsis thaliana (L.) deficient in chloroplast phosphoglucomutase activity,1985,Timothy Caspar and Steven C Huber and Chris Somerville,79,Plant Physiology,1,11-17,American Society of Plant Biologists,A mutant of Arabidopsis thaliana (L.) Heynh. which lacks leaf starch was isolated by screening for plants which did not stain with iodine. The starchless phenotype. confirmed by quantitative enzymic analysis. is caused by a single recessive nuclear mutation which results in a deficiency of the chloroplast isozyme of phosphoglucomutase. When grown in a 12-h photoperiod. leaves of the wild-type accumulated substantial amounts of starch but lower levels of soluble sugars. Under these conditions. the mutant accumulated relatively high levels of soluble sugars. Rates of growth and net photosynthesis of the mutant and wild-type were indistinguishable when the plants were grown in constant illumination. However. in a short photoperiod. the growth of the mutant was severely impaired. the rate of photosynthesis was depressed relative to the wild-type. and the rate of dark respiration. which was high following the onset …,True,CXXYxf4AAAAJ:eQOLeE2rZwMC,572,http://www.plantphysiol.org/content/79/1/11.short,5537928818642762094,/scholar?cites=5537928818642762094,,http://www.plantphysiol.org/content/plantphysiol/79/1/11.full.pdf,0
50385,Lipids,2000,Ohlrogge JB Somerville and C and Browse J and Jaworski JG,,,,456-527,American Society of Plant Physiologists. Rockville,,True,CXXYxf4AAAAJ:ldfaerwXgEUC,552,,12593654186248078888,/scholar?cites=12593654186248078888,,,0
50386,PICKLE is a CHD3 chromatin-remodeling factor that regulates the transition from embryonic to vegetative development in Arabidopsis,1999,Joe Ogas and Scott Kaufmann and Jim Henderson and Chris Somerville,96,Proceedings of the National Academy of Sciences,24,13839-13844,National Academy of Sciences,The life cycle of angiosperms is punctuated by a dormant phase that separates embryonic and postembryonic development of the sporophyte. In the pickle (pkl) mutant of Arabidopsis. embryonic traits are expressed after germination. The penetrance of the pkl phenotype is strongly enhanced by inhibitors of gibberellin biosynthesis. Map-based cloning of the PKL locus revealed that it encodes a CHD3 protein. CHD3 proteins have been implicated as chromatin-remodeling factors involved in repression of transcription. PKL is necessary for repression of LEC1. a gene implicated as a critical activator of embryo development. We propose that PKL is a component of a gibberellin-modulated developmental switch that functions during germination to prevent reexpression of the embryonic developmental state.,True,CXXYxf4AAAAJ:UebtZRa9Y70C,546,https://www.pnas.org/content/96/24/13839.short,1940200892270055774,/scholar?cites=1940200892270055774,,https://www.pnas.org/content/pnas/96/24/13839.full.pdf,0
50387,The irregular xylem3 locus of Arabidopsis encodes a cellulose synthase required for secondary cell wall synthesis,1999,Neil G Taylor and Wolf-Rüdiger Scheible and Sean Cutler and Chris R Somerville and Simon R Turner,11,The plant cell,5,769-779,American Society of Plant Biologists,The irregular xylem3 (irx3) mutant of Arabidopsis has a severe deficiency in secondary cell wall cellulose deposition that leads to collapsed xylem cells. The irx3 mutation has been mapped to the top arm of chromosome V near the marker nga106. Expressed sequence tag clone 75G11. which exhibits sequence similarity to cellulose synthase. was found to be tightly linked to irx3. and genomic clones containing the gene corresponding to clone 75G11 complemented the irx3 mutation. Thus. the IRX3 gene encodes a cellulose synthase component that is specifically required for the synthesis of cellulose in the secondary cell wall. The irx3 mutant allele contains a stop codon that truncates the gene product by 168 amino acids. suggesting that this allele is null. Furthermore. in contrast to radial swelling1 (rsw1) plants. irx3 plants show no increase in the accumulation of β-1.4–linked glucose in the noncrystalline cell wall …,True,CXXYxf4AAAAJ:WF5omc3nYNoC,534,http://www.plantcell.org/content/11/5/769.short,7769370127971226378,/scholar?cites=7769370127971226378,,http://www.plantcell.org/content/plantcell/11/5/769.full.pdf,0
50388,Stomatal development and pattern controlled by a MAPKK kinase,2004,Dominique C Bergmann and Wolfgang Lukowitz and Chris R Somerville,304,Science,5676,1494-1497,American Association for the Advancement of Science,Stomata are epidermal structures that modulate gas exchange between a plant and its environment. During development. stomata are specified and positioned nonrandomly by the integration of asymmetric cell divisions and intercellular signaling. The Arabidopsis mitogen-activated protein kinase kinase kinase gene. YODA. acts as part of a molecular switch controlling cell identities in the epidermis. Null mutations in YODA lead to excess stomata. whereas constitutive activation of YODA eliminated stomata. Transcriptome analysis of seedlings with altered YODA activity was used to identify potential stomatal regulatory genes. A putative transcription factor from this set was shown to regulate the developmental behavior of stomatal precursors.,True,CXXYxf4AAAAJ:aqlVkmm33-oC,533,https://science.sciencemag.org/content/304/5676/1494.abstract,8278336595242496232,/scholar?cites=8278336595242496232,,,0
50389,The Arabidopsis Information Resource (TAIR): a comprehensive database and web-based information retrieval. analysis. and visualization system for a model plant,2001,Eva Huala and Allan W Dickerman and Margarita Garcia-Hernandez and Danforth Weems and Leonore Reiser and Frank LaFond and David Hanley and Donald Kiphart and Mingzhe Zhuang and Wen Huang and Lukas A Mueller and Debika Bhattacharyya and Devaki Bhaya and Bruno W Sobral and William Beavis and David W Meinke and Christopher D Town and Chris Somerville and Seung Yon Rhee,29,Nucleic acids research,1,102-105,Oxford University Press, Arabidopsis thaliana. a small annual plant belonging to the mustard family. is the subject of study by an estimated 7000 researchers around the world. In addition to the large body of genetic. physiological and biochemical data gathered for this plant. it will be the first higher plant genome to be completely sequenced. with completion expected at the end of the year 2000. The sequencing effort has been coordinated by an international collaboration. the Arabidopsis Genome Initiative (AGI). The rationale for intensive investigation of Arabidopsis is that it is an excellent model for higher plants. In order to maximize use of the knowledge gained about this plant. there is a need for a comprehensive database and information retrieval and analysis system that will provide user-friendly access to Arabidopsis information. This paper describes the initial steps we have taken toward realizing these goals in a project …,True,CXXYxf4AAAAJ:qxL8FJ1GzNcC,526,https://academic.oup.com/nar/article-abstract/29/1/102/1116187,1043451085360759756,/scholar?cites=1043451085360759756,,https://academic.oup.com/nar/article/29/1/102/1116187,0
50390,The role of plant cell wall polysaccharide composition in disease resistance,2004,Sonja Vorwerk and Shauna Somerville and Chris Somerville,9,,4,203-209,Elsevier Current Trends,The high degree of structural complexity of plant cell wall polysaccharides has led to suggestions that some components might function as latent signal molecules that are released during pathogen infections and elicit defensive responses by the plant. However. there has been a paucity of genetic evidence supporting the idea that variation in cell wall composition plays a role in the outcome of host–pathogen interactions. Recently. several genetic studies have provided new lines of evidence implicating cell wall polysaccharides as factors in host–pathogen interactions.,True,CXXYxf4AAAAJ:ZeXyd9-uunAC,516,https://www.sciencedirect.com/science/article/pii/S1360138504000512,10782698645393164886,/scholar?cites=10782698645393164886,,,0
50391,An Arabidopsis mutant defective in the general phenylpropanoid pathway.,1992,CCS Chapple and Thomas Vogt and Brian E Ellis and Chris R Somerville,4,The Plant Cell,11,1413-1424,American Society of Plant Biologists,Mutants of Arabidopsis deficient in a major leaf phenylpropanoid ester. 2-O-sinapoyl-L-malate. were identified by thin-layer chromatographic screening of methanolic leaf extracts from several thousand mutagenized plants. Mutations at a locus designated SIN1 also eliminate accumulation of the sinapic acid esters characteristic of seed tissues. Because of increased transparency to UV light. the sin1 mutants exhibit a characteristic red fluorescence under UV light. whereas wild-type plants have a blue-green appearance due to the fluorescence of sinapoyl malate in the upper epidermis. As determined by in vivo radiotracer feeding experiments. precursor supplementation studies. and enzymatic assays. the defect in the sin1 mutants appears to block the conversion of ferulate to 5-hydroxyferulate in the general phenylpropanoid pathway. As a result. the lignin of the mutant lacks the sinapic acid-derived components …,True,CXXYxf4AAAAJ:roLk4NBRz8UC,515,http://www.plantcell.org/content/4/11/1413.short,10541870374671700994,/scholar?cites=10541870374671700994,,http://www.plantcell.org/content/plantcell/4/11/1413.full.pdf,0
