1092199,IKKε and TBK1 are essential components of the IRF3 signaling pathway,2003,"['KA Fitzgerald', 'SM McWhirter', 'KL Faia', 'DC Rowe']",PENhrsoAAAAJ |  |  | ,,,,,,The transcription factors interferon regulatory factor 3 (IRF3) and NF-κB are required for the expression of many genes involved in the innate immune response. Viral infection. or the binding of double-stranded RNA to Toll-like receptor 3. results in the coordinate activation of,False,,2614,https://www.nature.com/articles/ni921,,"/scholar?cites=15265540162881319658&as_sdt=5,33&sciodt=0,33&hl=en",,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092200,TLR signaling pathways,2004,"['K Takeda', 'S Akira']", | 0TG2laoAAAAJ,,,,,,Toll-like receptors (TLRs) have been established to play an essential role in the activation of innate immunity by recognizing specific patterns of microbial components. TLR signaling pathways arise from intracytoplasmic TIR domains. which are conserved among all TLRs,False,,2536,https://www.sciencedirect.com/science/article/pii/S1044532303000964,,"/scholar?cites=12579683167038324720&as_sdt=5,33&sciodt=0,33&hl=en",https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.660.1778&rep=rep1&type=pdf,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092201,LPS/TLR4 signal transduction pathway,2008,"['YC Lu', 'WC Yeh', 'PS Ohashi']",DLR0s_kAAAAJ |  | ctMZoCQAAAAJ,,,,,,The stimulation of Toll-like receptor 4 (TLR4) by lipopolysaccharide (LPS) induces the release of critical proinflammatory cytokines that are necessary to activate potent immune responses. LPS/TLR4 signaling has been intensively studied in the past few years. Here we,False,,2435,https://www.sciencedirect.com/science/article/pii/S1043466608000070,,"/scholar?cites=2059909997211638672&as_sdt=5,33&sciodt=0,33&hl=en",,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092202,Pathogen recognition and inflammatory signaling in innate immune defenses,2009,['TH Mogensen'],,,,,,,The innate immune system constitutes the first line of defense against invading microbial pathogens and relies on a large family of pattern recognition receptors (PRRs). which detect distinct evolutionarily conserved structures on pathogens. termed pathogen-associated,False,,2446,https://cmr.asm.org/content/22/2/240.short,,"/scholar?cites=6508966894997637525&as_sdt=5,33&sciodt=0,33&hl=en",https://cmr.asm.org/content/cmr/22/2/240.full.pdf,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092203,TLR signaling,2006,"['T Kawai', 'S Akira']", | 0TG2laoAAAAJ,,,,,,The Toll-like receptor (TLR) family plays an instructive role in innate immune responses against microbial pathogens. as well as the subsequent induction of adaptive immune responses. TLRs recognize specific molecular patterns found in a broad range of microbial,False,,2278,https://www.nature.com/articles/4401850,,"/scholar?cites=3376689145358198545&as_sdt=5,33&sciodt=0,33&hl=en",https://www.nature.com/articles/4401850,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092204,Innate immune recognition of viral infection,2006,"['T Kawai', 'S Akira']", | 0TG2laoAAAAJ,,,,,,Induction of the antiviral innate immune response depends on recognition of viral components by host pattern-recognition receptors. Members of the Toll-like receptor family have emerged as key sensors that recognize viral components such as nucleic acids. Toll,False,,1947,https://www.nature.com/articles/ni1303,,"/scholar?cites=11047953547939466443&as_sdt=5,33&sciodt=0,33&hl=en",https://www.nature.com/articles/ni1303,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092205,Signaling to NF-κB by Toll-like receptors,2007,"['T Kawai', 'S Akira']", | 0TG2laoAAAAJ,,,,,,Innate immunity is the first line of defense against invading pathogens. A family of Toll-like receptors (TLRs) acts as primary sensors that detect a wide variety of microbial components and elicit innate immune responses. All TLR signaling pathways culminate in activation of,False,,1942,https://www.sciencedirect.com/science/article/pii/S1471491407001840,,"/scholar?cites=3611371657559445436&as_sdt=5,33&sciodt=0,33&hl=en",https://www.cell.com/trends/molecular-medicine/fulltext/S1471-4914(07)00184-0?code=cell-site&mobileUi=0,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092206,VISA is an adapter protein required for virus-triggered IFN-β signaling,2005,"['LG Xu', 'YY Wang', 'KJ Han', 'LY Li', 'Z Zhai', 'HB Shu']", |  |  |  |  | tb_FX8sAAAAJ,,,,,,Viral infection or stimulation of TLR3 triggers signaling cascades. leading to activation of the transcription factors IRF-3 and NF-κB. which collaborate to induce transcription of type I interferon (IFN) genes. In this study. we identified a protein termed VISA (for virus-induced,False,,1892,https://www.sciencedirect.com/science/article/pii/S109727650501556X,,"/scholar?cites=1136261538800305672&as_sdt=5,33&sciodt=0,33&hl=en",https://www.sciencedirect.com/science/article/pii/S109727650501556X,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092207,Dendritic-cell control of pathogen-driven T-cell polarization,2003,['ML Kapsenberg'],,,,,,,Dendritic cells (DCs) are central in the orchestration of the various forms of immunity and tolerance. Their immunoregulatory role mainly relies on the ligation of specific receptors that initiate and modulate DC maturation resulting in the development of functionally different,False,,1763,https://www.nature.com/articles/nri1246,,"/scholar?cites=7122008779685708077&as_sdt=5,33&sciodt=0,33&hl=en",https://www.researchgate.net/profile/Martien_Kapsenberg/publication/8984295_Kapsenberg_ML_Dendritic-cell_control_of_pathogen-driven_T-cell_polarization_Nat_Rev_Immunol_3_984-993/links/00b4951754ca0c3d02000000/Kapsenberg-ML-Dendritic-cell-control-of-pathogen-driven-T-cell-polarization-Nat-Rev-Immunol-3-984-993.pdf,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092208,Interferons and viruses: an interplay between induction. signalling. antiviral responses and virus countermeasures,2008,"['RE Randall', 'S Goodbourn']",wI8WUbIAAAAJ | ,,,,,,The interferon (IFN) system is an extremely powerful antiviral response that is capable of controlling most. if not all. virus infections in the absence of adaptive immunity. However. viruses can still replicate and cause disease in vivo. because they have some strategy for at,False,,1745,https://www.microbiologyresearch.org/content/journal/jgv/10.1099/vir.0.83391-0?TRACK=RSS,,"/scholar?cites=4037988515421431979&as_sdt=5,33&sciodt=0,33&hl=en",https://www.microbiologyresearch.org/content/journal/jgv/10.1099/vir.0.83391-0?TRACK=RSS,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092209,Negative regulation of toll-like receptor-mediated immune responses,2005,"['FY Liew', 'D Xu', 'EK Brint', ""LAJ O'Neill""]",yfMaqUoAAAAJ |  | sIjGNb8AAAAJ | ,,,,,,Toll-like receptors (TLRs) are involved in host defence against invading pathogens. functioning as primary sensors of microbial products and activating signalling pathways that induce the expression of immune and pro-inflammatory genes. However. TLRs have also,False,,1690,https://www.nature.com/articles/nri1630,,"/scholar?cites=7134114120011176212&as_sdt=5,33&sciodt=0,33&hl=en",,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092210,TLR signaling,2007,"['T Kawai', 'S Akira']", | 0TG2laoAAAAJ,,,,,,The TLR family senses the molecular signatures of microbial pathogens. and plays a fundamental role in innate immune responses. TLRs signal via a common pathway that leads to the expression of diverse inflammatory genes. In addition. each TLR elicits specific,False,,1691,https://www.sciencedirect.com/science/article/pii/S1044532306001242,,"/scholar?cites=4805729233505634502&as_sdt=5,33&sciodt=0,33&hl=en",,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092211,Toll-like receptor 9–mediated recognition of Herpes simplex virus-2 by plasmacytoid dendritic cells,2003,"['J Lund', 'A Sato', 'S Akira', 'R Medzhitov']", |  | 0TG2laoAAAAJ | 7oY-qF4AAAAJ,,,,,,Plasmacytoid dendritic cells (pDCs) have been identified as a potent secretor of the type I interferons (IFNs) in response to CpG as well as several viruses. In this study. we examined the molecular mechanism of virus recognition by pDCs. First. we demonstrated that the,False,,1456,https://rupress.org/jem/article-abstract/198/3/513/39858,,"/scholar?cites=16048473813372401080&as_sdt=5,33&sciodt=0,33&hl=en",https://rupress.org/jem/article/198/3/513/39858,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092212,Identification of Lps2 as a key transducer of MyD88-independent TIR signalling,2003,"['K Hoebe', 'X Du', 'P Georgel', 'E Janssen', 'K Tabeta']", |  | eV7C9moAAAAJ |  | ,,,,,,In humans. ten Toll-like receptor (TLR) paralogues sense molecular components of microbes. initiating the production of cytokine mediators that create the inflammatory response. Using N-ethyl-N-nitrosourea. we induced a germline mutation called Lps2. which,False,,1434,https://www.nature.com/articles/nature01889,,"/scholar?cites=7268179856233132202&as_sdt=5,33&sciodt=0,33&hl=en",https://www.researchgate.net/profile/Philippe_Georgel/publication/10652836_Identification_of_Lps2_as_a_key_transducer_of_MyD88-independent_TIR_signalling/links/09e4150657b1b4d1e5000000/Identification-of-Lps2-as-a-key-transducer-of-MyD88-independent-TIR-signalling.pdf,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092213,The history of Toll-like receptors—redefining innate immunity,2013,"[""LAJ O'neill"", 'D Golenbock', 'AG Bowie']", | RKBa5Q4AAAAJ | vQS1wSsAAAAJ,,,,,,The discovery of Toll-like receptors (TLRs) was an important event for immunology research and was recognized as such with the awarding of the 2011 Nobel Prize in Physiology or Medicine to Jules Hoffmann and Bruce Beutler. who. together with Ralph Steinman. the third,False,,1450,https://www.nature.com/articles/nri3446,,"/scholar?cites=14077205524384724332&as_sdt=5,33&sciodt=0,33&hl=en",,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092214,Regulation and function of IKK and IKK-related kinases,2006,"['H Häcker', 'M Karin']", | xVvyb1gAAAAJ,,,,,,Members of the nuclear factor kappa B (NF-κB) family of dimeric transcription factors (TFs) regulate expression of a large number of genes involved in immune responses. inflammation. cell survival. and cancer. NF-κB TFs are rapidly activated in response to,False,,1418,https://stke.sciencemag.org/content/2006/357/re13.abstract,,"/scholar?cites=17537458837904632714&as_sdt=5,33&sciodt=0,33&hl=en",https://www.researchgate.net/profile/Hans_Haecker/publication/6748851_Regulation_and_function_of_IKK_and_IKK-related_Kinases/links/02e7e52cdd1bea2c5d000000.pdf,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092215,LPS-TLR4 signaling to IRF-3/7 and NF-κB involves the toll adapters TRAM and TRIF,2003,"['KA Fitzgerald', 'DC Rowe', 'BJ Barnes']",PENhrsoAAAAJ |  | ,,,,,,Toll–IL-1–resistance (TIR) domain–containing adaptor-inducing IFN-β (TRIF)–related adaptor molecule (TRAM) is the fourth TIR domain–containing adaptor protein to be described that participates in Toll receptor signaling. Like TRIF. TRAM activates interferon,False,,1393,https://rupress.org/jem/article-abstract/198/7/1043/40013,,"/scholar?cites=13936292605191926517&as_sdt=5,33&sciodt=0,33&hl=en",https://rupress.org/jem/article/198/7/1043/40013,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092216,Toll-like receptor signaling pathways,2003,"['GM Barton', 'R Medzhitov']",n3fJoKMAAAAJ | 7oY-qF4AAAAJ,,,,,,Members of the Toll-like receptor (TLR) family recognize conserved microbial structures. such as bacterial lipopolysaccharide and viral double-stranded RNA. and activate signaling pathways that result in immune responses against microbial infections. All TLRs activate,False,,1393,https://science.sciencemag.org/content/300/5625/1524.abstract,,"/scholar?cites=9859681396351010621&as_sdt=5,33&sciodt=0,33&hl=en",http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.918.9817&rep=rep1&type=pdf,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092217,Immune evasion by hepatitis C virus NS3/4A protease-mediated cleavage of the Toll-like receptor 3 adaptor protein TRIF,2005,"['K Li', 'E Foy', 'JC Ferreon', 'M Nakamura']",hEX0ELcAAAAJ |  | JkLMGbIAAAAJ | ,,,,,,Toll-like receptors (TLRs) bind pathogen-specific ligands early in infection. initiating signaling pathways that lead to expression of multiple protective cellular genes. Many viruses have evolved strategies that block the effector mechanisms induced through these,False,,1272,https://www.pnas.org/content/102/8/2992.short,,"/scholar?cites=6793673199331353471&as_sdt=5,33&sciodt=0,33&hl=en",https://www.pnas.org/content/pnas/102/8/2992.full.pdf,0,0,0
