id,abstract,author,cites,cites_id,journal,number,pages,publisher,title,url,volume,year
3010,"The paper introduces a systematic procedure to coarse grain atomistic polymer models into a mesoscopic model, which then allows an effective and fast simulation of melts. The method, which provides information on both static and dynamic properties, is tested for three different modifications of polycarbonate. The models successfully describe the variation in the Vogel—Fulcher temperature as well as the total chain extension. The effective speedup compared to the corresponding atomistic simulation is significantly above 103.",W Tschöp and Kurt Kremer and J Batoulis and Ta Bürger and O Hahn,501,8797743479677108770,Acta Polymerica,2‐3,61-74,WILEY‐VCH Verlag GmbH,Simulation of polymer melts. I. Coarse‐graining procedure for polycarbonates,https://onlinelibrary.wiley.com/doi/abs/10.1002/(SICI)1521-4044(199802)49:2/3%3C61::AID-APOL61%3E3.0.CO;2-V,49,1998
3011,"Several methods for preparing well equilibrated melts of long chains polymers are studied. We show that the standard method in which one starts with an ensemble of chains with the correct end-to-end distance arranged randomly in the simulation cell and introduces the excluded volume rapidly, leads to deformation on short length scales. This deformation is strongest for long chains and relaxes only after the chains have moved their own size. Two methods are shown to overcome this local deformation of the chains. One method is to first pre-pack the Gaussian chains, which reduces the density fluctuations in the system, followed by a gradual introduction of the excluded volume. The second method is a double-bridging algorithm in which new bonds are formed across a pair of chains, creating two new chains each substantially different from the original. We demonstrate the effectiveness of these methods for a …",Rolf Auhl and Ralf Everaers and Gary S Grest and Kurt Kremer and Steven J Plimpton,464,11390105268054402831,The Journal of chemical physics,24,12718-12728,American Institute of Physics,Equilibration of long chain polymer melts in computer simulations,https://aip.scitation.org/doi/abs/10.1063/1.1628670,119,2003
3012,"The relation between atomistic chemical structure, molecular architecture, molecular weight, and material properties is of basic concern in modern soft material science and includes standard properties of bulk materials and surface and interface aspects, as well as the relation between structure and function in nanoscopic objects and molecular assemblies of both synthetic and biological origin. This all implies a thorough understanding on many length and correspondingly time scales, ranging from (sub)atomistic to macroscopic. Presently, computer simulations play an increasingly important, if not central, role. Some problems do not require specific atomistic details, whereas others require them only locally. However, in many cases this strict separation is not sufficient for a comprehensive understanding of systems, and flexible simulation schemes are required that link the different levels of resolution. We here give a …",Matej Praprotnik and Luigi Delle Site and Kurt Kremer,453,8922506562331482129,,,545-571,Annual Reviews,Multiscale simulation of soft matter: From scale bridging to adaptive resolution,https://www.annualreviews.org/doi/abs/10.1146/annurev.physchem.59.032607.093707,59,2008
3013,"This article reviews various methods for the Monte Carlo simulation of models for long flexible polymer chains, namely self-avoiding random walks at various lattices. This problem belongs to the classical applications of Monte Carlo methods since more than thirty years, and numerous techniques have been devised. Neverthless, there are still many open questions, relating to the validity of the algorithms in principle, as well as to the accuracy of the results that can be obtained in practice. This review presents a brief introduction to these problems, discusses the basic ideas on which the various algorithms are based as well as their limitations, and describes a few typical physical applications. Most emphasis is on the simulation of single, isolated chains representing macromolecules in dilute solution, but the simulation of many-chain systems is also dealt with briefly. An outlook on related problems (simulation of off …",Kurt Kremer and Kurt Binder,451,1412026052543770248,Computer Physics Reports,6,259-310,North-Holland,Monte Carlo simulation of lattice models for macromolecules,https://www.sciencedirect.com/science/article/pii/0167797788900159,7,1988
3014,"Results of a molecular dynamics simulation of a single polymer chain in a good solvent are presented. The latter is modeled explicitly as a bath of particles. This system provides a first‐principles microscopic test of the hydrodynamic Kirkwood–Zimm theory of the chain’s Brownian motion. A 30 monomer chain is studied in 4066 solvent particles as well as 40/4056 and 60/7940 systems. The density was chosen rather high, in order to come close to the ideal situation of incompressible flow, and to ensure that diffusive momentum transport is much faster than particle motions. In order to cope with the numerical instability of microcanonical algorithms, we generate starting states by a Langevin simulation that includes a coupling to a heat bath, which is switched off for the analysis of the dynamics. The long range of the hydrodynamic interaction induces a large effect of finite box size on the diffusive properties, which is …",Burkhard Dünweg and Kurt Kremer,440,8755301442639836997,The Journal of chemical physics,9,6983-6997,American Institute of Physics,Molecular dynamics simulation of a polymer chain in solution,https://aip.scitation.org/doi/abs/10.1063/1.465445,99,1993
3015,"We discuss dissipative particle dynamics as a thermostat to molecular dynamics, and highlight some of its virtues:(i) universal applicability irrespective of the interatomic potential;(ii) correct and unscreened reproduction of hydrodynamic correlations;(iii) stabilization of the numerical integration of the equations of motion; and (iv) the avoidance of a profile bias in boundary-driven nonequilibrium simulations of shear flow. Numerical results on a repulsive Lennard-Jones fluid illustrate our arguments.",Thomas Soddemann and Burkhard Dünweg and Kurt Kremer,439,3087112488387917096,Physical Review E,4,046702,American Physical Society,Dissipative particle dynamics: A useful thermostat for equilibrium and nonequilibrium molecular dynamics simulations,https://journals.aps.org/pre/abstract/10.1103/PhysRevE.68.046702,68,2003
3016,"Recent developments that increase the time and distance scales accessible in the simulations of specific polymers are reviewed. Several different techniques are similar in that they replace a model expressed in fully atomistic detail with a coarse-grained model of the same polymer, atomistic→ coarse-grained (and beyond!), thereby increasing the time and distance scales accessible within the expenditure of reasonable computational resources. The bridge represented by the right-pointing arrow can be constructed via different procedures, which are reviewed here. The review also considers the status of methods which reverse this arrow, atomistic← coarse-grained. This “reverse-mapping” recovers a model expressed in fully atomistic detail from an arbitrarily chosen replica generated during the simulation of the coarse-grained system. Taken in conjunction with the efficiency of the simulation when the system is in …",Jörg Baschnagel and Kurt Binder and Pemra Doruker and Andrei A Gusev and Oliver Hahn and Kurt Kremer and Wayne L Mattice and Florian Müller-Plathe and Michael Murat and Wolfgang Paul and Serge Santos and Ulrich W Suter and Volker Tries,417,1494733730918665938,,,41-156,"Springer, Berlin, Heidelberg",Bridging the gap between atomistic and coarse-grained models of polymers: Status and perspectives,https://link.springer.com/chapter/10.1007/3-540-46778-5_2,,2000
3017,"Coarse-graining is a systematic way of reducing the number of degrees of freedom representing a system of interest. Several coarse-graining techniques have so far been developed, such as iterative Boltzmann inversion, force-matching, and inverse Monte Carlo. However, there is no unified framework that implements these methods and that allows their direct comparison. We present a versatile object-oriented toolkit for coarse-graining applications (VOTCA) that implements these techniques and that provides a flexible modular platform for the further development of coarse-graining techniques. All methods are illustrated and compared by coarse-graining the SPC/E water model, liquid methanol, liquid propane, and a single molecule of hexane.",Victor Ruhle and Christoph Junghans and Alexander Lukyanov and Kurt Kremer and Denis Andrienko,399,3554138775692437701,Journal of Chemical Theory and Computation,12,3211-3223,American Chemical Society,Versatile object-oriented toolkit for coarse-graining applications,https://pubs.acs.org/doi/abs/10.1021/ct900369w,5,2009
3018,"We present a new adaptive resolution technique for efficient particle-based multiscale molecular-dynamics simulations. The presented approach is tailor-made for molecular systems where atomistic resolution is required only in spatially localized domains whereas a lower mesoscopic level of detail is sufficient for the rest of the system. Our method allows an on-the-fly interchange between a given molecule’s atomic and coarse-grained levels of description, enabling us to reach large length and time scales while spatially retaining atomistic details of the system. The new approach is tested on a model system of a liquid of tetrahedral molecules. The simulation box is divided into two regions: one containing only atomistically resolved tetrahedral molecules, and the other containing only one-particle coarse-grained spherical molecules. The molecules can freely move between the two regions while changing their level …",Matej Praprotnik and Luigi Delle Site and Kurt Kremer,398,4282197079170191097,The Journal of chemical physics,22,224106,American Institute of Physics,Adaptive resolution molecular-dynamics simulation: Changing the degrees of freedom on the fly,https://aip.scitation.org/doi/abs/10.1063/1.2132286,123,2005
3019,"The bond fluctuation model on the simple cubic lattice is studied by Monte Carlo simulations on a multitransputer array, for polymer volume fractions φ in the range 0.025≤φ≤0.500 and chain lengths N in the range 20≤N≤200. Extensive data are presented on the dynamics of monomer displacements, center‐of‐gravity displacements, and relaxation times. This study is complementary to previous work, in which the crossover scaling properties of the chain linear dimensions, structure factor, and self‐diffusion constant were tested for the same athermal model. The simulation technique takes both excluded volume interactions and entanglement constraints into account, but ignores hydrodynamic forces. Our results describe the crossover from Rouse behavior of swollen chains (τ∼N1+2ν, ν being the exponent describing the radius R of the chains, R∼Nν ) to reptation, τ∼N3. Since the excluded volume screening …",Wolfgang Paul and Kurt Binder and Dieter W Heermann and Kurt Kremer,377,8721530216583801549,The Journal of chemical physics,10,7726-7740,American Institute of Physics,Dynamics of polymer solutions and melts. Reptation predictions and scaling of relaxation times,https://aip.scitation.org/doi/abs/10.1063/1.461346,95,1991
3020,"We present a model for the efficient simulation of generic bilayer membranes. Individual lipids are represented by one head bead and two tail beads. By means of simple pair potentials these robustly self-assemble to a fluid bilayer state over a wide range of parameters, without the need for an explicit solvent. The model shows the expected elastic behavior on large length scales, and its physical properties (eg, fluidity or bending stiffness) can be widely tuned via a single parameter. In particular, bending rigidities in the experimentally relevant range are obtained, at least within 3–30 k B T. The model is naturally suited to study many physical topics, including self-assembly, fusion, bilayer melting, lipid mixtures, rafts, and protein-bilayer interactions.",Ira R Cooke and Kurt Kremer and Markus Deserno,373,11471428023444248333,Physical Review E,1,011506,American Physical Society,Tunable generic model for fluid bilayer membranes,https://journals.aps.org/pre/abstract/10.1103/PhysRevE.72.011506,72,2005
3021,"Many physical phenomena and properties of soft matter systems such as synthetic or biological materials are governed by interactions and processes on a wide range of length- and time-scales. Computer simulation approaches that are targeted at questions in these systems require models which cover these scales and the respective levels of resolution. Multiscale simulation methods combine and systematically link several simulation hierarchies so that they can address phenomena at multiple levels of resolution. In order to reach the mesoscopic time- and length-scales important for many material properties, methods that bridge from the atomistic (microscopic) to a coarser (mesocopic) level are developed. Here, we review coarse-grained simulation models that are linked to a higher resolution atomistic description. In particular, we focus on structure-based coarse-graining methods which are used for a variety of …",Christine Peter and Kurt Kremer,359,10350883895285517342,Soft Matter,22,4357-4366,Royal Society of Chemistry,Multiscale simulation of soft matter systems–from the atomistic to the coarse-grained level and back,https://pubs.rsc.org/ko/content/articlehtml/2009/sm/b912027k,5,2009
3022,"Extensive Monte Carlo simulations are presented for the bond-fluctuation model on three-dimensional simple cubic lattices. High statistics data are obtained for polymer volume fractions  in the range  and chain lengths N in the range , making use of a parallel computer containing 80 transputers. The simulation technique takes into account both excluded volume interactions and entanglement restrictions, while otherwise the chains are non-interacting and athermal. The simulation data are analysed in terms of the de Gennes scaling concepts, describing the crossover from swollen coils in the dilute limit to gaussian coils in semidilute and concentrated solution. The crossover scaling functions for the chain linear dimensions and for the decay of the structure factor are estimated and compared to corresponding theoretical and experimental results in the literature. Also the dynamics of the …",Wolfgang Paul and Kurt Binder and Dieter W Heermann and Kurt Kremer,338,1006544373105125590,Journal De Physique Ii,1,37-60,EDP Sciences,Crossover scaling in semidilute polymer solutions: a Monte Carlo test,https://jp2.journaldephysique.org/articles/jp2/abs/1991/01/jp2v1p37/jp2v1p37.html,1,1991
3023,"We present a hierarchical approach that combines atomistic and mesoscopic simulations that can generally be applied to vinyl polymers. As a test case, the approach is applied to atactic polystyrene (PS). First, a specific model for atactic PS is chosen. The bonded parameters in the coarse-grained force field, based on data obtained from atomistic simulations of isolated PS dimers, are chosen in a way which allows to differentiate between meso and racemic dyads. This approach in principle allows to study isotactic and syndiotactic melts as well. Nonbonded interactions between coarse-grained beads were chosen as purely repulsive. The proposed mesoscopic model reproduces both the local structure and the chain dimensions properly. An explicit time mapping is performed, based on the atomistic and CG mean-square displacements of short chains, demonstrating an effective speed up of about 3 orders of …",VA Harmandaris and NP Adhikari and Nico FA van der Vegt and Kurt Kremer,327,8031452621646026426,Macromolecules,19,6708-6719,American Chemical Society,Hierarchical modeling of polystyrene: From atomistic to coarse-grained simulations,https://pubs.acs.org/doi/abs/10.1021/ma0606399,39,2006
3024,We present the results of an extensive molecular-dynamics simulation of a dense polymer system. We show for the first time that simulations are able to cover the whole regime from pure Rouse dynamics to reptation dynamics and give strong evidence of the latter. The mean square displacements clearly exhibit a t 1 4 power law. A mode analysis shows that the high-frequency modes follow the Rouse relaxation while those at lower frequency display reptation relaxation. Both quantities give the same entanglement length.,Kurt Kremer and Gary S Grest and I Carmesin,314,7849152923498407967,Physical review letters,5,566,American Physical Society,Crossover from rouse to reptation dynamics: A molecular-dynamics simulation,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.61.566,61,1988
3025,"We present a detailed simulation study of star polymers with many (6< f< 50) arms/. Each arm consists of N.= 50,100, or 200 monomers. In most respects these show good agreement with the asymptotic scaling predictions of the Daoud-Cotton blobmodel. We report values for the universal ratios characterizing the scattering from such stars. We especially concentrate on many-arm properties and on deviations from recent scaling arguments and describe in detail anomalies in the structure factor. Because typical experimental systems have arm lengths that are on the border line to the asymptotic behavior, we expect that our results are relevant for the interpretation of experiments for both star polymers and micellar solutions.",Gary S Grest and Kurt Kremer and TA Witten,303,8959592998438586179,Macromolecules,6,1376-1383,American Chemical Society,Structure of many arm star polymers: a molecular dynamics simulation,https://pubs.acs.org/doi/pdf/10.1021/ma00172a035,20,1987
3026,"A highly efficient procedure for calculating forces in a molecular dynamics simulation on a vector computer is described. The algorithm is feasible for several thousand particles on currently available machines. The efficiency comes about by a combination of a Verlet table with a link cell algorithm. By a double list data structure, that treats the pairs of interacting particles in a symmetrical manner, the vectorization can be improved significantly. Moreover, the “layering algorithm” recently described by Rapaport can be incorporated. A standard Fortran formulation of the basic procedure is given. We test the algorithm on a Cray XMP/416 for two different Lennard—Jones fluids with interactions truncated at 21~ 6aand 2.5 o. The CPU time is shown to increase linearly with system size. Our link cell method proves to be more efficient than a straightforward search over all pairs as soon as the particle number exceeds about 500.I. Introduction describe a number of modifications which when incorporated into standard molecular dynamics With the availability of modern supercom-(MD) codes greatly increase their performance, puters, molecular dynamics simulations [1—3] have particularly when the number of particles N exbecome very important in understanding the prop- ceeds a few thousand. erties of many complex systems, including pro- In most simulations, each particle i in the teins, biological membranes, and polymers. These simulation cell can potentially interact with any of systems differ from simple atomic fluids, in that it the remaining (N—1) particles and it is necessary",Gary S Grest and Burkhard Dünweg and Kurt Kremer,274,3513059304671669929,Computer Physics Communications,3,269-285,North-Holland,Vectorized link cell Fortran code for molecular dynamics simulations for a large number of particles,http://pds4.egloos.com/pds/200703/02/34/grest(1989)_vectorized%20link%20cell.pdf,55,1989
3027,"We present a set of molecular dynamics (MD) simulations of strongly charged, flexible polyelectrolyte chains under poor solvent conditions in a salt-free solution. Structural properties of the chains and of the solutions are reported. By varying the polymer density and the electrostatic interaction strength, we study the crossover from a dominating electrostatic interaction to the regime of strong screening, where the hydrophobic interactions dominate. During the crossover a multitude of structures is observed. In the limit of low polymer density strongly stretched, necklace like conformations are found. In the opposite limit of high polymer density, which is equivalent to strongly screened electrostatic interactions, we find that the chains are extremely collapsed; however, we observe no agglomeration or phase separation. The investigations show that the density of free charges is one of the relevant parameters that rules the …",Uwe Micka and Christian Holm and Kurt Kremer,254,12691947995751273754,Langmuir,12,4033-4044,American Chemical Society,"Strongly charged, flexible polyelectrolytes in poor solvents: molecular dynamics simulations",https://pubs.acs.org/doi/abs/10.1021/la981191a,15,1999
3028,"Starting out from a computer simulation of a rather simple bead spring model, where the parameters are determined from an atomistic model by a numerical renormalization procedure (preceeding paper), after long simulation runs the chemical details are reintroduced into the coarse‐grained chains. The resulting microscopic structure is compared to neutron scattering results. The procedure is tested for two different polycarbonate modifications.",W Tschöp and Kurt Kremer and O Hahn and Ja Batoulis and T Bürger,244,12941941728792405298,Acta Polymerica,2‐3,75-79,WILEY‐VCH Verlag GmbH,Simulation of polymer melts. II. From coarse‐grained models back to atomistic description,https://onlinelibrary.wiley.com/doi/abs/10.1002/(SICI)1521-4044(199802)49:2/3%3C75::AID-APOL75%3E3.0.CO;2-5,49,1998
3029,"We present the results of molecular dynamics simulations of very long model polymer chains analyzed by various experimentally relevant techniques. The segment motion of the chains is found to be in very good agreement with the reptation model. For comparison with experimental results we also calculated the plateau modulus G N 0 via stress-strain simulations. The predictions of the entanglement length N e from G N 0 and from the mean-square dispacement of the chain segments disagree by a factor of about 2.3 (2), indicating an error in the prefactor in the standard formula for G N 0 which is important for the analysis of many simulation results as well as the interpretation of experimental neutron spin echo (NSE) and NMR measurements. We explicitly show how recent NSE measurements are affected by this and some finite-size effects in the interpretation of the dynamic structure factor.",Mathias Pütz and Kurt Kremer and Gary S Grest,241,16635453264306561767,EPL (Europhysics Letters),6,735,IOP Publishing,What is the entanglement length in a polymer melt?,https://iopscience.iop.org/article/10.1209/epl/i2000-00212-8/meta,49,2000
3030,"We employ the inverse Boltzmann method to coarse-grain three commonly used three-site water models (TIP3P, SPC and SPC/E) where one molecule is replaced with one coarse-grained particle with isotropic two-body interactions only. The shape of the coarse-grained potentials is dominated by the ratio of two lengths, which can be rationalized by the geometric constraints of the water clusters. It is shown that for simple two-body potentials either the radial distribution function or the geometrical packing can be optimized. In a similar way, as needed for multiscale methods, either the pressure or the compressibility can be fitted to the all atom liquid. In total, a speed-up by a factor of about 50 in computational time can be reached by this coarse-graining procedure.",Han Wang and Christoph Junghans and Kurt Kremer,239,4756962528478091404,The European Physical Journal E,2,221-229,Springer-Verlag,Comparative atomistic and coarse-grained study of water: What do we lose by coarse-graining?,https://link.springer.com/content/pdf/10.1140/epje/i2008-10413-5.pdf,28,2009
3031,"Molecular dynamics simulations were conducted to investigate the structural properties of melts of nonconcatenated ring polymers and compared to melts of linear polymers. The longest rings were composed of N = 1600 monomers per chain which corresponds to roughly 57 entanglement lengths for comparable linear polymers. For the rings, the radius of gyration squared, ⟨Rg2⟩, was found to scale as N4/5 for an intermediate regime and N2/3 for the larger rings indicating an overall conformation of a crumpled globule. However, almost all beads of the rings are “surface beads” interacting with beads of other rings, a result also in agreement with a primitive path analysis performed in the next paper [J. D. Halverson, W. Lee, G. S. Grest, A. Y. Grosberg, and K. Kremer, J. Chem. Phys. 134, 204905 (2011)]10.1063/1.3587138. Details of the internal conformational properties of the ring and linear polymers as well as …",Jonathan D Halverson and Won Bo Lee and Gary S Grest and Alexander Y Grosberg and Kurt Kremer,226,11985428810543981689,The Journal of chemical physics,20,204904,American Institute of Physics,Molecular dynamics simulation study of nonconcatenated ring polymers in a melt. I. Statics,https://aip.scitation.org/doi/abs/10.1063/1.3587137,134,2011
3032,"The phase diagram of particles interacting through a repulsive screened Coulomb (Yukawa) potential has been calculated. Such interactions describe charge-stabilized colloidal suspensions and provide a potential of variable shape which can be used to test general ideas about phase transitions, including the phenomenological Hansen-Verlet and Lindemann rules. Competition between bcc and fcc solid phases was explored through calculations of the free-energy difference. For a range of screening lengths we found a transition from a low-temperature fcc phase to a high-temperature bcc phase.",Kurt Kremer and Mark O Robbins and Gary S Grest,218,7978254279965520778,Physical review letters,21,2694,American Physical Society,Phase diagram of Yukawa systems: model for charge-stabilized colloids,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.57.2694,57,1986
3033,"Similar to entangled ropes, polymer chains cannot slide through each other. These topological constraints, the so‐called entanglements, dominate the viscoelastic behavior of high‐molecular‐weight polymeric liquids. Tube models of polymer dynamics and rheology are based on the idea that entanglements confine a chain to small fluctuations around a primitive path which follows the coarse‐grained chain contour. To establish the microscopic foundation for these highly successful phenomenological models, we have recently introduced a method for identifying the primitive path mesh that characterizes the microscopic topological state of computer‐generated conformations of long‐chain polymer melts and solutions. Here we give a more detailed account of the algorithm and discuss several key aspects of the analysis that are pertinent for its successful use in analyzing the topology of the polymer configurations …",Sathish K Sukumaran and Gary S Grest and Kurt Kremer and Ralf Everaers,216,16220618784164947952,Journal of Polymer Science Part B: Polymer Physics,8,917-933,"Wiley Subscription Services, Inc., A Wiley Company",Identifying the primitive path mesh in entangled polymer liquids,https://onlinelibrary.wiley.com/doi/abs/10.1002/polb.20384,43,2005
