id,abstract,author,cites,cites_id,journal,number,pages,publisher,title,url,volume,year
10,"In the last past dozen years, polymersomes (Ps) have attracted tremendous attention as versatile carriers because of their colloidal stability, tunable membrane properties and ability in encapsulating or integrating a broad range of drugs and molecules. Relatively long blood circulation times of Ps can be accomplished when block copolymers with a poly(ethylene glycol) (PEG) are used for the formation of Ps. A number of Ps has been developed for new possibilities and applications in drug delivery, medical imaging, electronics and nanoreactors. In particular, Ps prepared by using biodegradable and/or stimuli-sensitive block copolymers that are responsive to various internal or external stimuli are of great interest for such applications. In this review, recent advances of Ps as drug delivery systems are discussed. Critical factors that influence the formation of Ps are also addressed. The review describes preparative …",Jung Seok Lee and Jan Feijen,531,17744536827652128159,,2,473-483,Elsevier,"Polymersomes for drug delivery: design, formation and characterization",https://www.sciencedirect.com/science/article/pii/S0168365911009576,161,2012
11,"Over the past decades, significant progress has been made in the field of hydrogels as functional biomaterials. Biomedical application of hydrogels was initially hindered by the toxicity of crosslinking agents and limitations of hydrogel formation under physiological conditions. Emerging knowledge in polymer chemistry and increased understanding of biological processes resulted in the design of versatile materials and minimally invasive therapies. Hydrogel matrices comprise a wide range of natural and synthetic polymers held together by a variety of physical or chemical crosslinks. With their capacity to embed pharmaceutical agents in their hydrophilic crosslinked network, hydrogels form promising materials for controlled drug release and tissue engineering. Despite all their beneficial properties, there are still several challenges to overcome for clinical translation. In this review, we provide a historical overview of …",Sytze J Buwalda and Kristel WM Boere and Pieter J Dijkstra and Jan Feijen and Tina Vermonden and Wim E Hennink,514,3456447307371288376,,,254-273,Elsevier,Hydrogels in a historical perspective: From simple networks to smart materials,https://www.sciencedirect.com/science/article/pii/S0168365914002181,190,2014
12,"Chiral aluminum isopropoxides based on enantiopure or racemic cyclohexylsalen ligand (Jacobsen ligand) have been prepared and employed for stereoelective/stereoselective ring-opening polymerization of lactide in toluene at 70 °C. The kinetics, selectivity of the catalysts, and microstructure of the obtained polylactides, using different combinations of lactide enantiomers and catalysts, were determined. In all cases, polylactides of controlled molecular weight, low polydispersity, and defined end groups were obtained. The polymerizations are first-order in both monomer(s) and catalyst. (R,R)-CyclohexylsalenAlOiPr [(R,R)-1] polymerizes l-lactide significantly faster than d-lactide with a rate constant ratio kl/kd of ∼14. The polymerization of rac-lactide using (R,R)-1 yields crystalline polymers, for which a selectivity factor of ∼5.5 could be calculated up to 50% conversion based on the optical purity of the isolated …",Zhiyuan Zhong and Pieter J Dijkstra and Jan Feijen,496,2710034248709624892,Journal of the American Chemical Society,37,11291-11298,American Chemical Society,"Controlled and stereoselective polymerization of lactide: Kinetics, selectivity, and microstructures",https://pubs.acs.org/doi/abs/10.1021/ja0347585,125,2003
13,"Controlled modification of the carboxylic acid moieties of hyaluronic acid with mono- and polyfunctional hydrazides leads to biochemical probes, biopolymers with altered physical and chemical properties, tethered drugs for controlled release, and crosslinked hydrogels as biocompatible scaffoldings for tissue engineering. Methods for polyhydrazide synthesis, for prodrug preparation, for hydrogel crosslinking, and for monitoring biodegradation are described.",Glenn D Prestwich and Dale M Marecak and James F Marecek and Koen P Vercruysse and Michael R Ziebell,494,1436709707658456586,Journal of Controlled Release,1-3,93-103,Elsevier,"Controlled chemical modification of hyaluronic acid: synthesis, applications, and biodegradation of hydrazide derivatives",https://www.sciencedirect.com/science/article/pii/S0168365997002423,53,1998
14,"The infection of biomaterials is determined by an interplay of adhesion and surface growth of the infecting organisms. In this study, the antimicrobial effects on adhering bacteria of a positively charged poly(methacrylate) surface (ξ potential +12 mV) were compared with those of negatively charged poly(methyl methacrylate) (–12 mV) and a highly negatively charged poly(methacrylate) (–18 mV) surface. Initial adhesion of Staphylococcus aureus ATCC 12600, Staphylococcus epidermidis HBH2 102, Escherichia coli O2K2 and Pseudomonas aeruginosa AK1 to these surfaces was measured in a parallel plate flow chamber in phosphate-buffered saline. Adhering bacteria were allowed to multiply by perfusing the flow chamber with growth medium. All bacteria adhered most rapidly to the positively charged surface, but there was no subsequent surface growth of the Gram-negative strains. On the negatively charged …",Bart Gottenbos and Dirk W Grijpma and Henny C van der Mei and Jan Feijen and Henk J Busscher,458,9230599876399387161,Journal of antimicrobial chemotherapy,1,7-13,Oxford University Press,Antimicrobial effects of positively charged surfaces on adhering Gram-positive and Gram-negative bacteria,https://academic.oup.com/jac/article-abstract/48/1/7/924030,48,2001
15,"A technique for the preparation of porous polymeric structures involving coagulation, compression moulding and particulate leaching has been developed. The technique combines the advantages of thermal processing methods and particulate leaching. A high molecular weight polymer solution in an organic solvent containing dispersed water-soluble salt particles is precipitated into an excess of non-solvent. The polymer–salt composite is then processed by thermal processing methods into devices of varying shapes and sizes, which can subsequently be extracted to give the desired porous structures. The porosities of the scaffolds could be varied between 70% and 95% by adjusting the polymer to salt ratio and the pore size could be controlled independently by varying the leachable particle size. This versatility provides for the optimisation of scaffolds used in medicine and in tissue engineering.Compared with …",Qingpu Hou and Dirk W Grijpma and Jan Feijen,452,15328543752573828109,Biomaterials,11,1937-1947,Elsevier,"Porous polymeric structures for tissue engineering prepared by a coagulation, compression moulding and salt leaching technique",https://www.sciencedirect.com/science/article/pii/S0142961202005628,24,2003
16,"To assist in the treatment of gait disorders, an inverse and forward 3D musculoskeletal model of the lower extremity will be useful that allows to evaluate if–then scenarios. Currently available anatomical datasets do not comprise sufficiently accurate and complete information to construct such a model. The aim of this paper is to present a complete and consistent anatomical dataset, containing the orientations of joints (hip, knee, ankle and subtalar joints), muscle parameters (optimum length, physiological cross sectional area), and geometrical parameters (attachment sites, ‘via’ points).One lower extremity, taken from a male embalmed specimen, was studied. Position and geometry were measured with a 3D-digitizer. Optotrak was used for measurement of rotation axes of joints. Sarcomere length was measured by laser diffraction.A total of 38 muscles were measured. Each muscle was …",MD Klein Horsman and Hubertus FJM Koopman and Frans CT van der Helm and L Poliacu Prosé and HEJ Veeger,443,6047399561199991037,Clinical biomechanics,2,239-247,Elsevier,Morphological muscle and joint parameters for musculoskeletal modelling of the lower extremity,https://www.sciencedirect.com/science/article/pii/S0268003306001896,22,2007
17,"Easily accessible [(salen)(iPrO)Al] exerts excellent molecular‐weight and stereochemical control in lactide polymerization either in solution or in the absence of solvent. The R,R initiator shows a marked preference for L‐lactide over D‐lactide. Stereoblock copolylactides (see scheme) with high melting points can be prepared directly from d,l‐lactides by using a racemic initiator.       ",Zhiyuan Zhong and Pieter J Dijkstra and Jan Feijen,415,7877165206564596934,Angewandte Chemie International Edition,23,4510-4513,WILEY‐VCH Verlag,"[(salen) Al]‐mediated, controlled and stereoselective ring‐opening polymerization of lactide in solution and without solvent: synthesis of highly isotactic polylactide …",https://onlinelibrary.wiley.com/doi/abs/10.1002/1521-3773(20021202)41:23%3C4510::AID-ANIE4510%3E3.0.CO;2-L,41,2002
18,"The adhesion of human endothelial cells (HEC) onto a series of well-characterized methacrylate polymer surfaces with varying wettabilities and surface charges was studied either in serum-containing (CMS) or in serum-free (CM) culture medium. HEC adhesion in CMS onto (co) polymers∗ of hydroxyethyl methacrylate (HEMA) and methyl methacrylate (MMA) was found to be optimal on the moderately wettable copolymer (mol ratio 25 HEMA/75 MMA). Positively-charged copolymers of HEMA or MMA with trimethylaminoethyl methacrylate-HCl salt (TMAEMA-Cl), both with mol ratios of 85 15 and a negatively-charged copolymer of MMA with methacrylic acid (MAA), mol ratio 85 15, showed high numbers of adhering HEC. In CM, HEC adhered onto the three charged copolymers mentioned above, but neither onto the copolymer of HEMA and MAA (mol ratio 85 15) nor onto the HEMA/MMA co-and homopolymers …",PB Van Wachem and AH Hogt and T Beugeling and J Feijen and A Bantjes and JP Detmers and WG Van Aken,407,7803975085381552679,Biomaterials,5,323-328,Elsevier,Adhesion of cultured human endothelial cells onto methacrylate polymers with varying surface wettability and charge,https://www.sciencedirect.com/science/article/pii/0142961287900019,8,1987
19,"Introduction. Micelles formed from block copolymeric surfactants have recently attracted a lot of attention as drug delivery systems. When hydrophobic drugs are loaded into the core of the micelles, small reservoirs can be formed with virus-like dimensions. A few of the recently reported block copolymers for this application have a hydrophilic block consisting of poly-(ethylene glycol)(PEG) and a hydrophobic block that is biodegradable, like poly (lactic acid) 1-3 or poly (β-benzyl L-aspartate). 4-7 In another approach, polymeric micelles have been constructed from a hydrophilic block of poly (N-isopropylacrylamide)(PNIPAAm) and a hydrophobic block of polystyrene. 8 PNIPAAm is wellknown for its thermosensitive properties in water and is therefore widely applied. Below 30.9 C, its lower critical solution temperature (LCST) in water, the polymer is soluble, whereas phase separation takes place when the temperature …",MDC Topp and Pieter J Dijkstra and H Talsma and Jan Feijen,385,13116672032925030792,Macromolecules,26,8518-8520,American Chemical Society,Thermosensitive Micelle-Forming Block Copolymers of Poly(ethylene glycol) and Poly(N-isopropylacrylamide),https://pubs.acs.org/doi/full/10.1021/ma9710803,30,1997
20,"Water-soluble chitosan derivatives, chitosan-graft-glycolic acid (GA) and phloretic acid (PA) (CH-GA/PA), were designed to obtain biodegradable injectable chitosan hydrogels through enzymatic crosslinking with horseradish peroxidase (HRP) and H2O2. CH-GA/PA polymers were synthesized by first conjugating glycolic acid (GA) to native chitosan to render the polymer soluble at pH 7.4, and subsequent modification with phloretic acid (PA). The CH-GA43/PA10 with a degree of substitution (DS, defined as the number of substituted NH2 groups per 100 glucopyranose rings of chitosan) of GA of 43 and DS of PA of 10 showed a good solubility at pH values up to 10. Short gelation times (e.g. 10 s at a polymer concentration of 3 wt%), as recorded by the vial tilting method, were observed for the CH-GA43/PA10 hydrogels using HRP and H2O2. It was shown that these hydrogels can be readily degraded by lysozyme. In …",Rong Jin and LS Moreira Teixeira and Pieter J Dijkstra and M Karperien and CA Van Blitterswijk and ZY Zhong and Jan Feijen,379,17045166469716748629,Biomaterials,13,2544-2551,Elsevier,Injectable chitosan-based hydrogels for cartilage tissue engineering,https://www.sciencedirect.com/science/article/pii/S0142961209000246,30,2009
21,"The in vivo and in vitro degradation behavior of poly(trimethylene carbonate) (PTMC) polymers with number average molecular weights of 69×103, 89×103, 291×103 and 457×103 g/mol (respectively abbreviated as PTMC69, PTMC89, PTMC291 and PTMC457) was investigated in detail. PTMC rods (3 mm in diameter and 4 mm in length) implanted in the femur and tibia of rabbits degraded by surface erosion. The mass loss of high molecular weight PTMC457 specimens was 60 wt% in 8 wks, whereas the mass loss of the lower molecular weight PTMC89 specimens in the same period was 3 times lower. PTMC discs of different molecular weights immersed in lipase solutions (lipase from Thermomyces lanuginosus) degraded by surface erosion as well. The mass and thickness of high molecular weight PTMC291 discs decreased linearly in time with an erosion rate of 6.7 μm/d. The erosion rate of the lower …",Zheng Zhang and Roel Kuijer and Sjoerd K Bulstra and Dirk W Grijpma and Jan Feijen,372,9633019809506156203,Biomaterials,9,1741-1748,Elsevier,The in vivo and in vitro degradation behavior of poly (trimethylene carbonate),https://www.sciencedirect.com/science/article/pii/S0142961205008616,27,2006
22,"Dextran hydrogels were formed in situ by enzymatic crosslinking of dextran-tyramine conjugates and their mechanical, swelling and degradation properties were evaluated. Two types of dextran–tyramine conjugates (Mn,dextran=14 k, Mw/Mn=1.45), i.e. dextran–tyramine linked by a urethane bond (denoted as Dex–TA) or by an ester-containing diglycolic group (denoted as Dex–DG–TA), with different degrees of substitution (DS) were prepared. Hydrogels were rapidly formed under physiological conditions from Dex–TA DS 10 or 15 and Dex–DG–TA DS 10 at or above a concentration of 2.5 wt% in the presence of H2O2 and horseradish peroxidase (HRP). The gelation time ranged from 5 s to 9 min depending on the polymer concentration and HRP/TA and H2O2/TA ratios. Rheological analysis showed that these hydrogels are highly elastic. The storage modulus (G′), which varied from 3 to 41 kPa, increased with …",Rong Jin and Christine Hiemstra and Zhiyuan Zhong and Jan Feijen,369,1790814490481997708,Biomaterials,18,2791-2800,Elsevier,Enzyme-mediated fast in situ formation of hydrogels from dextran–tyramine conjugates,https://www.sciencedirect.com/science/article/pii/S0142961207001548,28,2007
23,"Porous polylactide constructs were prepared by stereolithography, for the first time without the use of reactive diluents. Star-shaped poly(d,l-lactide) oligomers with 2, 3 and 6 arms were synthesised, end-functionalised with methacryloyl chloride and photo-crosslinked in the presence of ethyl lactate as a non-reactive diluent. The molecular weights of the arms of the macromers were 0.2, 0.6, 1.1 and 5 kg/mol, allowing variation of the crosslink density of the resulting networks. Networks prepared from macromers of which the molecular weight per arm was 0.6 kg/mol or higher had good mechanical properties, similar to linear high-molecular weight poly(d,l-lactide). A resin based on a 2-armed poly(d,l-lactide) macromer with a molecular weight of 0.6 kg/mol per arm (75 wt%), ethyl lactate (19 wt%), photo-initiator (6 wt%), inhibitor and dye was prepared. Using this resin, films and computer-designed porous constructs …",Ferry PW Melchels and Jan Feijen and Dirk W Grijpma,367,16533555732668248289,Biomaterials,23-24,3801-3809,Elsevier,"A poly (D, L-lactide) resin for the preparation of tissue engineering scaffolds by stereolithography",https://www.sciencedirect.com/science/article/pii/S014296120900341X,30,2009
24,"State-of-the-art bioactive hydrogels can easily and efficiently be formed by enzyme-catalyzed mild-crosslinking reactions in situ. Yet this cell-friendly and substrate-specific method remains under explored. Hydrogels prepared by using enzyme systems like tyrosinases, transferases and lysyl oxidases show interesting characteristics as dynamic scaffolds and as systems for controlled release. Increased attention is currently paid to hydrogels obtained via crosslinking of precursors by transferases or peroxidases as catalysts. Enzyme-mediated crosslinking has proven its efficiency and attention has now shifted to the development of enzymatically crosslinked hydrogels with higher degrees of complexity, mimicking extracellular matrices. Moreover, bottom-up approaches combining biocatalysts and self-assembly are being explored for the development of complex nano-scale architectures. In this review, the use of …",Liliana S Moreira Teixeira and Jan Feijen and Clemens A van Blitterswijk and Pieter J Dijkstra and Marcel Karperien,364,648656173801099887,,5,1281-1290,Elsevier,Enzyme-catalyzed crosslinkable hydrogels: emerging strategies for tissue engineering,https://www.sciencedirect.com/science/article/pii/S014296121101283X,33,2012
25,"In the present study, heparin immobilization to a non-cytotoxic crosslinked collagen substrate for endothelial cell seeding was investigated. Crosslinking of collagen using N-(3-dimethylaminopropyl)-N′-ethylcarbodiimide (EDC) and N-hydroxysuccinimide (NHS) resulted in a material containing 14 free primary amino groups per 1000 amino acid residues (E/N14C). At a fixed molar ratio NHS : EDC of 0.6, the amount of heparin covalently immobilized to E/N14C increased with increasing molar ratios of EDC to heparin carboxylic acid groups (Hep-COOH), to a maximum of approximately 5–5.5 wt% at a ratio of 2. Upon incubation in cell culture medium of endothelial cells, 4 to 7% of the immobilized heparin was released during 11 days.Immobilization of increasing amounts of heparin to E/N14C progressively reduced activation of contact activation proteases. Optimal anticoagulant activity, as measured by thrombin …",MJB Wissink and R Beernink and JS Pieper and AA Poot and GHM Engbers and T Beugeling and WG Van Aken and J Feijen,350,4920133390596258474,Biomaterials,2,151-163,Elsevier,Immobilization of heparin to EDC/NHS-crosslinked collagen. Characterization and in vitro evaluation,https://www.sciencedirect.com/science/article/pii/S0142961200001642,22,2001
26,"During the past several years, hydrogelswhich show a significant swelling change in response to external stimuli such as temperature, 1-4 pH, 5· 6 ionic strength, 7 and electric potential8-9 have been investigated forapplications ranging from solute separation10-11 to controlled delivery of solutes. 2-4· 12 Recently, hydrogels which demonstrate swelling dependence to more than one variable, in par-ticular temperatureand pH, 13-16 have been investigated. These studies suggest that there is an independent, as well as a mutual influence of pH and temperature on gel swelling. The data show both a change in pH-dependent swelling by temperature and vice versa. pH/temperature-sensitive hydrogels are hydrophilic polymer networks which contain both pH-and temperature-sensitive components. The thermosensitive com-ponents are usually monomers which, when polymerized, exhibit a lower critical solution …",H Feil and YH Bae and Jan Feijen and Sung Wan Kim,349,7219884335607735007,Macromolecules,20,5528-5530,American Chemical Society,Mutual influence of pH and temperature on the swelling of ionizable and thermosensitive hydrogels,https://pubs.acs.org/doi/pdf/10.1021/ma00046a063,25,1992
27,"The technologies employed for the preparation of conventional tissue engineering scaffolds restrict the materials choice and the extent to which the architecture can be designed. Here we show the versatility of stereolithography with respect to materials and freedom of design. Porous scaffolds are designed with computer software and built with either a poly(d,l-lactide)-based resin or a poly(d,l-lactide-co-ε-caprolactone)-based resin. Characterisation of the scaffolds by micro-computed tomography shows excellent reproduction of the designs. The mechanical properties are evaluated in compression, and show good agreement with finite element predictions. The mechanical properties of scaffolds can be controlled by the combination of material and scaffold pore architecture. The presented technology and materials enable an accurate preparation of tissue engineering scaffolds with a large freedom of design, and …",Ferry PW Melchels and Katia Bertoldi and Ruggero Gabbrielli and Aldrik H Velders and Jan Feijen and Dirk W Grijpma,348,1963035997025436028,Biomaterials,27,6909-6916,Elsevier,Mathematically defined tissue engineering scaffold architectures prepared by stereolithography,https://www.sciencedirect.com/science/article/pii/S0142961210007210,31,2010
28,"CiNii 国立情報学研究所 学術情報ナビゲータ[サイニィ]. メニュー 検索 … 
",J Dankert,344,1622100121369715673,CRC Crit Rev Biocompat,,219-301,,"Biomedical polymers: bacterial adhesion, colonization and infection",https://ci.nii.ac.jp/naid/10018453825/,2,1986
29,"Summary: A novel method based on AFM was used to attach individual collagen fibrils between a glass surface and the AFM tip, to allow force spectroscopy studies of these. The fibrils were deposited on glass substrates that are partly coated with Teflon AF®. A modified AFM tip was used to accurately deposit epoxy glue droplets on either end of the collagen fibril that cross the glass‐Teflon AF® interface, as to such attach it with one end to the glass and the other end to the AFM tip. Single collagen fibrils have been mechanically tested in ambient conditions and were found to behave reversibly up to stresses of 90 MPa. Within this regime a Young's modulus of 2–7 GPa was obtained. In aqueous media, the collagen fibrils could be tested reversibly up to about 15 MPa, revealing Young's moduli ranging from 0.2 to at most 0.8 GPa.         ",Joost AJ Van Der Rijt and Kees O Van Der Werf and Martin L Bennink and Pieter J Dijkstra and Jan Feijen,337,11186333877551321523,Macromolecular bioscience,9,697-702,WILEY‐VCH Verlag,Micromechanical testing of individual collagen fibrils,https://onlinelibrary.wiley.com/doi/abs/10.1002/mabi.200600063,6,2006
30,"Poly(lactide) (PLA) is the most well known biodegradable and biocompatible material among the aliphatic polyesters nowadays explored for biomedical, pharmaceutical and environmental applications. Different poly(lactide)s are distinguished, namely stereoregular PLLA and PDLA, atactic, heterotactic, syndiotactic and stereoblock PLAs. Because the stereochemistry of the monomeric units in the polymer chains plays a decisive role in the mechanical, physical and degradation properties of PLA materials, stereospecific catalysts to prepare different polylactide architectures are a major topic. In this review, after a general introduction on metal catalyzed ring opening polymerization, we mainly focus on single site catalyst systems inducing stereoselective polymerization of lactides.",Pieter Jelle Dijkstra and Hongzhi Du and Jan Feijen,336,2982850067105443281,Polymer chemistry,3,520-527,Royal Society of Chemistry,Single site catalysts for stereoselective ring-opening polymerization of lactides,https://pubs.rsc.org/no/content/articlehtml/2011/py/c0py00204f,2,2011
