,affiliation,email_domain,citedby,scholar_id,filled,interests,name,url_picture,citedby5y,hindex,hindex5y,i10index,i10index5y,got_publications,got_coauthors
314843,University of Illinois at Urbana-Champaign,,907,1cItwvQAAAAJ,{'indices'},,Eunjung Grace Oh,,591,11,10,12,11,0,0
314844,"Associate Professor, University of Wisconsin in Oshkosh",,400,mRWbaV0AAAAJ,{'indices'},,Nari Kim,,207,8,6,8,5,0,0
314845,Professor and Ombudsperson University of Tennessee,,2833,VmRCCoAAAAAJ,{'indices'},,Lisa Yamagata-Lynch,,1376,20,16,25,19,0,0
314846,The University of Waikato,,919,kuy1wIUAAAAJ,{'indices'},,Elaine Khoo,,551,14,10,20,10,0,0
314847,Universidad de Sevilla,,2340,Zd6llS4AAAAJ,{'indices'},,Cristina Mayor Ruiz,,967,26,17,62,25,0,0
314848,Profesora universitaria,,5647,1OjtGMIAAAAJ,{'indices'},,Denise Vaillant,,3477,37,30,75,60,0,0
314849,"Profesor de Ciencias de la Educación, Universidad de Sevilla",,1691,y2qzuF8AAAAJ,{'indices'},,Marita Sánchez Moreno,,668,22,16,39,22,0,0
314850,Universidad de Sevilla,,1066,zLxd-GAAAAAJ,{'indices'},,Victor H. Perera,,565,16,13,23,19,0,0
314851,Profesor Contratado Doctor,,473,Z_iBm3gAAAAJ,{'indices'},,Miguel-Ángel Ballesteros-Moscosio,,114,7,4,6,2,0,0
314852,"Honorary professor, University of Murcia",,2697,UnQWXUQAAAAJ,{'indices'},,Miguel Zapata-Ros (ORCID 0000-000...,,1630,24,17,51,25,0,0
314853,Universidad de Nebrija,,70,pboI3nUAAAAJ,{'indices'},,Carmen Gallego-Dominguez,,68,5,5,2,2,0,0
314854,"School of Education, Murdoch University, Western Australia",,15200,IW2qNf0AAAAJ,{'indices'},,Jan Herrington,,5894,51,36,122,70,0,0
314855,The University of Georgia,,22680,d76nkwoAAAAJ,{'indices'},,Thomas C. Reeves,,8769,65,40,141,87,0,0
314856,Australian Catholic University,,9797,KNWnERoAAAAJ,{'indices'},,Catherine McLoughlin,,2987,41,22,104,40,0,0
314857,Macquarie University,,6973,Fi23Fm0AAAAJ,{'indices'},,John Hedberg,,2036,43,22,130,56,0,0
314858,"Associate Professor, School of Education, Faculty of Social Sciences, University of Wollongong",,2526,KgY4E18AAAAJ,{'indices'},,Shirley Agostinho,,1026,29,18,52,26,0,0
314859,Edith Cowan University,,1522,Lu7zclMAAAAJ,{'indices'},,Mark McMahon,,489,14,8,18,7,0,0
314860,Retired,,1775,5RjuGrEAAAAJ,{'indices'},,Andrew Fluck,,1072,22,16,35,24,0,0
314861,University of Twente,,7691,fC5kTDgAAAAJ,{'indices'},,Susan McKenney,,5153,35,31,63,51,0,0
314862,University of Technology Sydney,,4248,g0wbbFkAAAAJ,{'indices'},,Lori Lockyer,,2259,31,22,73,41,0,0
314863,"Professor and Director, UCL Knowledge Lab, University College London, UK",,10363,lCJDwc4AAAAJ,{'indices'},,Allison Littlejohn,,5421,42,29,122,77,0,0
314864,University of St Andrews,,1457,mhogDVEAAAAJ,{'indices'},,isobel falconer,,568,22,15,35,19,0,0
314865,"Professor for Computer Science, Graz University of Technology",,8855,2rUZR9MAAAAJ,{'indices'},,Hermann Maurer,,1232,43,15,202,25,0,0
314866,ECU,,604,7-tuq-wAAAAJ,{'indices'},,Barnard Clarkson,,190,9,6,9,4,0,0
314867,University of the Sunshine Coast,,3385,0qjUeZ4AAAAJ,{'indices'},,Rod Farr-Wharton,,2111,29,24,51,42,0,0
314868,SLO - Curriculum development for the Netherlands,,477,IV0yd74AAAAJ,{'indices'},,Allard Strijker,,75,11,5,11,3,0,0
314869,"A/Professor of Computer Science, Edith Cowan University",,4550,QNcGZdQAAAAJ,{'indices'},,Philip Hingston,,2290,27,17,50,28,0,0
314870,"University Professor Emeritus, York University",,4295,sSyvAaYAAAAJ,{'indices'},,Ronald Owston,,1408,25,17,48,22,0,0
314871,Brigham Young University,,20958,6OjirS8AAAAJ,{'indices'},,Charles R. Graham,,12306,53,45,105,88,0,0
314872,Universiti Teknologi Malaysia,,886,CDyI5poAAAAJ,{'indices'},,Noraffandy Yahaya,,818,15,15,23,21,0,0
314873,Professor of Multimedia and Internet-based Learning,,835,VLTXRwQAAAAJ,{'indices'},,BAHARUDDIN ARIS,,545,16,13,22,18,0,0
314874,Universiti Teknologi Malaysia,,79,CsQFXcYAAAAJ,{'indices'},,Norazrena Abu Samah,,50,5,5,1,1,0,0
314875,"University of Bristol, PINSTECH",,646,Of0_-RAAAAAJ,{'indices'},,Mohammad Wasim,,198,13,7,28,4,0,0
314876,Physics department - Faculty of science - Assiut University,,1525,DA_Nk_8AAAAJ,{'indices'},,M. A. Osman,,618,20,15,45,20,0,0
314877,"Department of Electronics, Quaid-i-Azam University, Islamabad Pakistan",,1357,5p8hDq0AAAAJ,{'indices'},,Farhan Saif,,593,21,12,44,20,0,0
314878,Associate Professor,,924,_lBss2QAAAAJ,{'indices'},,Jamalludin Harun,,569,15,13,24,17,0,0
314879,Associate Professor of Statistics,,1573,uykVtWgAAAAJ,{'indices'},,MAIZAH HURA AHMAD,,1004,16,16,27,21,0,0
314880,"Assistant Professor in Medical Parasitology, Tarbiat Modares University",,4303,6wpleu8AAAAJ,{'indices'},,Majid Pirestani,,4206,12,11,17,16,0,0
314881,University Malaysia Pahang,,61,fAa9lJsAAAAJ,{'indices'},,Noor Azida Sahabudin,,57,4,4,2,2,0,0
314882,TNB Research,,201,F4yQIY0AAAAJ,{'indices'},,Mohd Fadzil Mohd Siam,,82,7,5,6,4,0,0
314883,"Associate Professor, Universiti Teknologi Malaysia Kuala Lumpur",,623,S9rJXwQAAAAJ,{'indices'},,Marlia Puteh,,390,12,10,19,10,0,0
314884,"Professor of Education, Universiti Teknologi Malaysia",,142,D7jH6hUAAAAJ,{'indices'},,Noor Azlan Ahmad Zanzali,,81,7,5,5,1,0,0
314885,"Associate professor in mathematics education, faculty of education, UTM",,330,MCDZH8IAAAAJ,{'indices'},,md nor bakar,,254,9,7,9,6,0,0
314886,"Professor of Management, Universiti Teknologi Malaysia",,3812,QILVo2UAAAAJ,{'indices'},,Amran Rasli,,2908,33,29,100,76,0,0
314887,UTM & The Islamia University of Bahawalpur,,478,hL-zXn0AAAAJ,{'indices'},,Muhammad Jawad Iqbal,,386,11,10,14,12,0,0
314888,Queens University Kingston,,11725,KZIc7wMAAAAJ,{'indices'},,Muhammad Ayub,,9076,58,49,118,107,0,0
314889,"Educational Technology, Universiti Teknologi Malaysia",,138,A8ZePGgAAAAJ,{'indices'},,Noor Azean Atan,,129,6,6,1,1,0,0
314890,Universiti Teknologi Malaysia,,409,u3JHz0IAAAAJ,{'indices'},,Mohd Nihra Haruzuan Bin Mohamad...,,346,11,11,12,11,0,0
314891,Universiti Teknologi Malaysia,,1617,wUZ9FNEAAAAJ,{'indices'},,Mohd Salleh Abu,,904,17,15,26,21,0,0
314892,HKU SPACE,,101,zeSG7ucAAAAJ,{'indices'},,Duan Chenggui (段承贵),,53,5,3,4,3,0,0
314893,"Regents and Soldwedal Professor of MIS, Computer Science and Communication",,31669,_kOnaK0AAAAJ,{'indices'},,"J F Nunamaker, Jr.",,7160,82,41,272,109,0,0
314894,"Professor and John T. Chambers Chair of Internet Systems, Indiana University",,28273,6iPELOEAAAAJ,{'indices'},,Alan R. Dennis,,7911,71,43,164,114,0,0
314895,"School of Management, Harbin Institute of Technology",,2244,CErASxgAAAAJ,{'indices'},,Xitong Guo,,1982,22,21,37,35,0,0
314896,VitalHealth Software,,1983,n8BtijwAAAAJ,{'indices'},,michiel van genuchten,,542,21,12,33,15,0,0
314897,"Professor of Information Systems, Iowa State University",,13819,HXbz9Z4AAAAJ,{'indices'},,Joey F. George,,3508,46,26,101,57,0,0
314898,University of Nebraska Omaha,,2841,_7Rne6cAAAAJ,{'indices'},,Sajda Qureshi,,1092,27,16,72,29,0,0
314899,"Professor of Information Systems, City University of Hong Kong",,9830,662SA1EAAAAJ,{'indices'},,Robert M. Davison,,4412,50,36,113,78,0,0
314900,"Eller Professor of MIS, The University of Arizona",,28346,s-edLe4AAAAJ,{'indices'},,Joseph S. Valacich,,8236,77,43,147,103,0,0
314901,"Associate Professor of Information Systems, City University of Hong Kong",,3710,v-K0yJYAAAAJ,{'indices'},,Ron Chi-Wai Kwok,,1391,26,15,44,23,0,0
314902,Tilburg university,,992,DsWOrfAAAAAJ,{'indices'},,Anne-Francoise Rutkowski,,334,14,9,17,8,0,0
314903,University of Surrey,,937,EyyEd8AAAAAJ,{'indices'},,Tian Stella Wen(田雯),,527,9,6,7,5,0,0
314904,Tongji University,,1228,2k3k3JYAAAAJ,{'indices'},,Zhongyun Zhou,,843,16,12,18,16,0,0
314905,Tianjin University,,2281,WP5WhE4AAAAJ,{'indices'},,Xi Zhang,,1825,28,22,38,36,0,0
314906,"Information Systems Dept., Brigham Young University, doug_dean@byu.edu",,3647,ufO9TP0AAAAJ,{'indices'},,Dr. Douglas L. Dean,,1736,22,12,33,12,0,0
314907,The Hong Kong Polytechnic University,,1256,J33P8U4AAAAJ,{'indices'},,Ronnie H. Shroff,,690,14,12,20,16,0,0
314908,University of Central Florida,,12114,SdjjOsMAAAAJ,{'indices'},,carol saunders,,3755,40,27,93,56,0,0
314909,Susquehanna University,,1148,RP_1xEgAAAAJ,{'indices'},,Richard Orwig,,51,10,4,10,3,0,0
314910,City University of Hong Kong,,6039,lng-m7QAAAAJ,{'indices'},,Yulin FANG,,3874,34,30,55,49,0,0
314911,,,1765,iV4sHXwAAAAJ,{'indices'},,Ronnie Cheung,,1289,17,13,23,14,0,0
314912,"Associate Professor of Education, The University of Hong Kong",,43081,ieRf-R0AAAAJ,{'indices'},,Minhong Wang,,26239,51,38,177,99,0,0
314913,Associate Professor,,326,vKR2tiEAAAAJ,{'indices'},,Sarmishtha Ghosh,,169,7,6,6,4,0,0
314914,"Guangdong University of Technology, City University of Hong Kong, Microsoft Research China, Tsinghua",,12966,XKFJHycAAAAJ,{'indices'},,LIU Wenyin,,4251,52,31,261,102,0,0
314915,University of Science and Technology of China,,1838,dZol00YAAAAJ,{'indices'},,Mingjun Xiao,,1202,21,18,42,28,0,0
314916,"Professor, Department of Computing, Macquarie University",,5322,r5jS8eYAAAAJ,{'indices'},,Jian Yang 杨坚,,1290,36,18,89,43,0,0
314917,"Associate Professor, University of Durham, United Kingdom",,2054,V9XyRX8AAAAJ,{'indices'},,Frederick W.B. Li,,1079,24,14,39,17,0,0
314918,"Professor of Computer Science and Engineering, HKUST",,7030,5RIgb3wAAAAJ,{'indices'},,Shing-Chi Cheung,,2570,44,24,138,54,0,0
314919,Laboratory LIAS @ ISAE-ENSMA,,3301,6HBNiAIAAAAJ,{'indices'},,Ladjel Bellatreche,,1256,28,13,84,29,0,0
314920,"Professor, Southwest Jiaotong University, China",,2813,Yt70KEIAAAAJ,{'indices'},,Xiao Wu,,1530,25,18,49,36,0,0
314921,"Professor, Renmin University of China",,6040,PTwcvk4AAAAJ,{'indices'},,Xiaofeng Meng,,2452,38,23,132,55,0,0
314922,"Professor, Computer Science, Wright State University",,9105,mL6QKeQAAAAJ,{'indices'},,Guozhu Dong,,2148,45,23,95,49,0,0
314923,Hong Kong University of Science and Technology,,16380,gtglwgYAAAAJ,{'indices'},,Lei Chen,,9512,66,49,248,189,0,0
314924,Harvard University,,154,gV-g_UIAAAAJ,{'indices'},,Na Li,,80,6,5,3,1,0,0
314925,"Professor of Computing, Chinese Academy of Sciences",,7546,AQbl1jgAAAAJ,{'indices'},,Hai Zhuge,,1893,44,23,118,49,0,0
314926,Renmin University of China,,15937,tbxCHJgAAAAJ,{'indices'},,Ji-Rong Wen,,5524,58,38,206,144,0,0
314927,East Tennessee State University,,6118,BfiDInEAAAAJ,{'indices'},,Trena M. Paulus,,3265,39,26,59,52,0,0
314928,Professor Catedrático de Física na Faculdade de Ciências da Universidade de Lisboa,,159951,OyztpoYAAAAJ,{'indices'},,Antonio Amorim,,100977,165,136,742,638,0,0
314929,Instituto Superior de Engenharia do Porto,,956,YNA0xiEAAAAJ,{'indices'},,Carlos Vaz de Carvalho,,558,15,13,21,14,0,0
314930,FPCE.UP,,5082,pyf5ZJ0AAAAJ,{'indices'},,Carlinda Leite,,2165,34,21,113,66,0,0
314931,"Researcher, FPCE.UP",,515,r0EX18UAAAAJ,{'indices'},,Ana Mouraz,,367,12,9,19,9,0,0
314932,"CeFEMA, Departamento de Física, Instituto Superior Técnico, Av. Rovisco Pais, 1049-001 Lisboa",,3284,oucBQw8AAAAJ,{'indices'},,Pedro Bicudo,,1317,33,17,78,37,0,0
314933,"Instituto de Fisica Teorica, Universidade Estadual Paulista",,4853,Hq9qIggAAAAJ,{'indices'},,Gastao Krein,,1827,39,23,100,51,0,0
314934,Universidade do Porto,,3601,jELSP68AAAAJ,{'indices'},,Isabel Menezes,,1508,27,18,75,37,0,0
314935,"Professor of Physics, University of Porto",,13471,8VUFEEAAAAAJ,{'indices'},,Orfeu Bertolami,,3910,57,28,172,95,0,0
314936,"IEEE Fellow, Professfor, Swinburne University of Technology",,12488,7ymTWY4AAAAJ,{'indices'},,Yang Xiang,,9904,58,51,197,163,0,0
314937,"School of Computer Science, University of Technology Sydney, Australia",,9757,_WbktxMAAAAJ,{'indices'},,Professor Shui Yu,,8074,51,48,179,161,0,0
314938,University of Technology Sydney,,1392,GnO_d7UAAAAJ,{'indices'},,Tianqing Zhu,,1190,19,17,36,29,0,0
314939,"FIEEE, Chair Professor, Shanghai Jiaotong University",,11098,jtvFB20AAAAJ,{'indices'},,Weijia Jia,,4399,55,37,198,95,0,0
314940,Swinburne University of Technology,,3275,QmsjV8QAAAAJ,{'indices'},,Jun Zhang,,2748,28,26,59,52,0,0
314941,Deakin University,,3959,dqwjm-0AAAAJ,{'indices'},,Gang Li,,2671,28,24,83,54,0,0
314942,"School of Information Technology, Deakin University",,5978,W5VJ07UAAAAJ,{'indices'},,Yong Xiang,,4643,39,33,113,90,0,0
314943,University of Technology Sydney,,1334,Ixcq78YAAAAJ,{'indices'},,Bo Liu,,1078,21,18,39,31,0,0
314944,The University of New South Wales,,489,s9ikcnkAAAAJ,{'indices'},,Jiaojiao Jiang,,454,10,10,10,10,0,0
314945,I.T Security Researcher and Developer,,934,R_6GprgAAAAJ,{'indices'},,Ashley Chonka,,484,12,7,14,7,0,0
314946,RMIT University,,1215,DHqhAKIAAAAJ,{'indices'},,Naomi Whiteside (nee Augar),,330,11,8,11,8,0,0
314947,James Cook University,,1012,QZWRJkYAAAAJ,{'indices'},,Chao Chen,,917,14,14,18,17,0,0
314948,"Professor of Management & Organizations, University of Iowa",,28280,IinbKysAAAAJ,{'indices'},,Sara L Rynes,,10345,57,39,89,69,0,0
314949,"Professor of Management & Entrepreneurship,University of Iowa",,8881,ihZUcvYAAAAJ,{'indices'},,Amy E. Colbert,,4762,25,23,26,25,0,0
314950,University of Colorado Denver,,4918,dBKG8qUAAAAJ,{'indices'},,Traci Sitzmann,,2839,21,19,26,22,0,0
314951,"Associate Professor, Georgia Southern University",,528,DL0V354AAAAJ,{'indices'},,Steven D. Charlier,,407,10,10,10,10,0,0
314952,"Professor of Organizational Psychology, University of South Florida",,34056,XEjiPNEAAAAJ,{'indices'},,Steve W. J. Kozlowski,,13926,62,50,102,90,0,0
314953,Rice University,,105767,pzOYmE0AAAAJ,{'indices'},,Eduardo Salas,,39842,164,101,622,460,0,0
314954,Victoria University of Wellington,,3217,kxrUTjcAAAAJ,{'indices'},,Stephen Cummings,,1528,27,19,43,28,0,0
314955,"School of Management, Victoria University of Wellington",,1843,l-CXWngAAAAJ,{'indices'},,Todd Bridgman,,1242,16,14,22,19,0,0
314956,University of Missouri,,19794,b0cHfzkAAAAJ,{'indices'},,Daniel B. Turban,,8708,46,39,64,59,0,0
314957,"Professor of Psychology, University of Missouri",,55386,QabgtbYAAAAJ,{'indices'},,Kennon Sheldon,,24117,94,73,204,179,0,0
314958,"Associate Professor of Management, Texas A&M University",,3052,hp_CRPkAAAAJ,{'indices'},,Anthony C. Klotz,,2582,20,20,27,24,0,0
314959,"Associate Professor of Management & International Business, University of Oklahoma",,2411,m6tR18MAAAAJ,{'indices'},,Bret Bradley,,1632,9,9,9,9,0,0
314960,Pepperdine University,,1341,YIR-I1cAAAAJ,{'indices'},,Bennett E. Postlethwaite,,987,10,9,10,9,0,0
314961,University of Iowa,,20309,xU1Eq80AAAAJ,{'indices'},,Amy Kristof-Brown,,9071,33,28,36,32,0,0
314962,Miami University,,5616,5_mbOXUAAAAJ,{'indices'},,Megan Gerhardt,,2532,11,11,13,11,0,0
314963,"Professor, University of Minnesota",,15571,Vn8wsAcAAAAJ,{'indices'},,Connie R. Wanberg,,6722,39,32,49,42,0,0
314964,"Professor of Management, Louisiana Tech University",,4734,Hl_mkNcAAAAJ,{'indices'},,Marcia J. Simmering,,2649,18,14,21,16,0,0
314965,Illinois Institute of Technology,,1248,4C46sfcAAAAJ,{'indices'},,Kristina N. Bauer,,944,12,10,13,10,0,0
314966,"Associate professor, University of Akron",,602,Hc7Gc1wAAAAJ,{'indices'},,MR Hamdani,,417,8,7,8,6,0,0
314967,"professor of psychology, michigan state university",,27957,eXNjTPIAAAAJ,{'indices'},,Kevin Ford,,8967,50,36,75,56,0,0
314968,Australian Catholic University,,9797,KNWnERoAAAAJ,{'indices'},,Catherine McLoughlin,,2987,41,22,104,40,0,0
314969,University of Canberra,,6667,cj4kXMQAAAAJ,{'indices'},,Barney Dalgarno,,3184,32,25,60,39,0,0
314970,"Head, School of Education, University of New England",,1995,WeYDWd8AAAAJ,{'indices'},,Professor Sue Gregory,,1113,23,19,49,30,0,0
314971,The University of Melbourne,,9233,zfr5t68AAAAJ,{'indices'},,Gregor Kennedy,,4677,39,31,96,68,0,0
314972,Macquarie University,,3761,p_md3-sAAAAJ,{'indices'},,Matt Bower,,2625,31,24,56,41,0,0
314973,Australian Catholic University,,10040,HES4CX4AAAAJ,{'indices'},,Catherine McLoughlin,,3125,41,23,108,43,0,0
314974,"School of Computing & Information Systems, University of Melbourne",,356,Yx8dCVMAAAAJ,{'indices'},,Charlynn Miller,,151,10,7,11,6,0,0
314975,"Digital Life Lab, University of Southern Queensland",,1072,e6NcOIYAAAAJ,{'indices'},,Helen Farley,,797,13,12,26,15,0,0
314976,"Adjunct Senior Lecturer of Computing, Charles Sturt University",,426,FcVMDXgAAAAJ,{'indices'},,Ken Eustace,,129,11,5,12,3,0,0
314977,University of Wollongong,,258,yyN8JboAAAAJ,{'indices'},,Sasha Nikolic,,237,9,8,6,4,0,0
314978,"u!magine, Digital Learning Innovation Laboratory, Charles Sturt University",,702,JlZF6J4AAAAJ,{'indices'},,Lyn Hay,,104,16,6,22,1,0,0
314979,Charles Sturt University,,119,4xbTA8EAAAAJ,{'indices'},,Leah Irving,,89,7,5,5,3,0,0
314980,University of Wollongong,,608,4LkxJmgAAAAJ,{'indices'},,Peter James Vial,,445,12,10,17,10,0,0
314981,University of Wollongong,,1194,9fFaHEQAAAAJ,{'indices'},,Christian Ritz,,689,19,14,33,20,0,0
314982,"Senior Lecturer, University of Sydney",,267,Sts1uawAAAAJ,{'indices'},,Tom Goldfinch,,151,9,6,9,3,0,0
314983,University of Tasmania,,1555,nzIa-ZQAAAAJ,{'indices'},,Angela A Thomas,,479,18,10,28,13,0,0
314984,"Associate Professor, Central Queensland University",,886,guOb-lIAAAAJ,{'indices'},,Steven Pace,,337,8,6,6,3,0,0
314985,"Academic Lead: Digital Assessment, University of New South Wales",,615,NMkrK2wAAAAJ,{'indices'},,Mathew Hillier,,357,12,11,18,12,0,0
314986,Central Queensland University,,557,567SgXwAAAAJ,{'indices'},,Professor Denise Wood,,141,14,6,20,4,0,0
314987,"Lecturer of Accounting, University of New England",,172,8nCQKOwAAAAJ,{'indices'},,Brent Gregory,,98,7,5,5,3,0,0
314988,Delft University of Technology,,1129,BTxgKnQAAAAJ,{'indices'},,Laura M. Ramirez-Elizondo,,991,19,17,35,35,0,0
314989,"Technical Group Lead, Siemens Energy",,1264,Eh_1pAwAAAAJ,{'indices'},,Rodrigo Teixeira Pinto,,898,18,15,27,18,0,0
314990,Assistant professor at Delft University of Technology,,936,ri-Hp7cAAAAJ,{'indices'},,Gautham Ram Chandra Mouli,,913,15,15,17,17,0,0
314991,jungle.ai,,1173,59DGdv0AAAAJ,{'indices'},,Sílvio Rodrigues,,858,16,13,20,15,0,0
314992,"HVDC System Engineer, Siemens AG",,696,_vxefXoAAAAJ,{'indices'},,E Kontos,,652,13,13,16,14,0,0
314993,"Postdoc Researcher, Delft University of Technology",,363,TvZUThEAAAAJ,{'indices'},,Aditya Shekhar,,359,10,10,11,11,0,0
314994,"Professor Photovoltaics, Delft University of Technology",,10505,YP4gwRsAAAAJ,{'indices'},,Miro Zeman,,5852,48,34,181,142,0,0
314995,"Assistant Professor (Tenured), University of Twente / Universiteit Twente",,415,t5uV26IAAAAJ,{'indices'},,Prasanth Venugopal,,337,13,11,17,15,0,0
314996,DC Opportunities R&D,,374,wla-lwMAAAAJ,{'indices'},,Laurens Mackay,,340,11,10,13,12,0,0
314997,"Assoc. Professor, Electrical Drives and Mechatronics, Technical University of Kosice, Slovak",,968,eWBRpEIAAAAJ,{'indices'},,Viliam Fedak,,610,17,14,34,22,0,0
314998,Assistant Professor - TU Delft,,135,LxzpdxoAAAAJ,{'indices'},,Nils H. van der Blij,,128,6,6,5,5,0,0
314999,"Associate Professor, Industrial Design Engineering, Delft University of Technology",,2063,8RVpr2MAAAAJ,{'indices'},,Sacha Silvester,,1360,18,15,34,21,0,0
315000,"Associate Professor, Delft University of Technology",,11814,l37Cb6gAAAAJ,{'indices'},,Henk Polinder,,4700,46,31,153,89,0,0
315001,Delft University of Technology,,265,X-kh3VsAAAAJ,{'indices'},,Rick van Kessel,,140,8,6,7,2,0,0
