,affiliation,email_domain,citedby,scholar_id,filled,interests,name,url_picture,citedby5y,hindex,hindex5y,i10index,i10index5y,got_publications,got_coauthors
350345,Max Planck Institute for the Physics of Complex Systems,,27121,nsW2ByoAAAAJ,{'indices'},,Frank Jülicher,,13780,84,60,215,186,0,0
350346,Professor Uni Heidelberg / Germany,,34765,N_YNMIMAAAAJ,{'indices'},,Carsten Rother,,16108,82,63,179,155,0,0
350347,Max Planck Institute of Molecular Cell Biology and Genetics,,9942,gDmSA9wAAAAJ,{'indices'},,Stephan W Grill,,6311,48,41,69,64,0,0
350348,"Assistant Professor, University of Geneva",,8458,HvGZI44AAAAJ,{'indices'},,Daniel Huber,,4441,24,24,27,26,0,0
350349,"Associate Professor in Neuroscience, Johns Hopkins University School of Medicine",,5774,96YQhUgAAAAJ,{'indices'},,Daniel H. O'Connor,,2808,27,24,29,29,0,0
350350,"Group Leader, Howard Hughes Medical Institute",,7464,ZJfkADkAAAAJ,{'indices'},,Philipp Keller,,5119,37,30,57,54,0,0
350351,Dana-Farber Cancer Institute & Harvard University,,131154,HQv0p0kAAAAJ,{'indices'},,Heng Li,,87225,55,52,73,66,0,0
350352,HHMI & Harvard University,,131675,rFf-AooAAAAJ,{'indices'},,Sean R. Eddy,,44384,91,63,131,111,0,0
350353,"Head of Protein Sequence Resources, EMBL-EBI",,104125,8McfX8gAAAAJ,{'indices'},,Alex Bateman,,38568,87,59,162,131,0,0
350354,"Director, EMBL-EBI",,154878,ftd3UB0AAAAJ,{'indices'},,Ewan Birney,,56026,123,82,233,180,0,0
350355,Wellcome Trust Sanger Institute,,22266,teRO1oAAAAAJ,{'indices'},,Shane A. McCarthy,,18380,30,30,40,39,0,0
350356,Peter Doherty Institute for Infection and Immunity and University of Melbourne Centre for Cancer,,36873,mznaBmYAAAAJ,{'indices'},,Lachlan Coin,,16043,53,45,98,84,0,0
350357,Faculty at Wellcome Sanger Institute; Senior Researcher (part-time) at University of Tartu,,18351,ktEf4ZUAAAAJ,{'indices'},,Leopold Parts,,8796,35,32,44,43,0,0
350358,University of Cambridge,,16635,cbeXPT8AAAAJ,{'indices'},,Aylwyn Scally,,8933,27,23,31,28,0,0
350359,Ontario Institute for Cancer Research,,22225,jcbxkKwAAAAJ,{'indices'},,Jared Simpson,,17997,32,31,41,40,0,0
350360,NCBI,,43047,jSVk9FYAAAAJ,{'indices'},,Thierry-Mieg Jean,,10031,54,29,85,47,0,0
350361,"Associate Professor, University of Toronto",,7909,o5gmOHMAAAAJ,{'indices'},,Alan M Moses,,3620,36,26,58,49,0,0
350362,"Director, Professor, Research Center for Genomics and Bioinformatics, Tokyo Metropolitan University",,196738,o5f46UgAAAAJ,{'indices'},,Koichiro Tamura,,96816,34,25,48,35,0,0
350363,"Laura Carnell Professor of Biology, Temple University",,370801,VxOmZDgAAAAJ,{'indices'},,Masatoshi Nei,,104843,125,58,297,171,0,0
350364,Artizona State University,,41036,qiMGuC4AAAAJ,{'indices'},,Alan Filipski,,32663,16,13,18,14,0,0
350365,"Institute Director and Associate Professor, Icahn School of Medicine at Mount Sinai",,56907,206DEM0AAAAJ,{'indices'},,Joel Dudley,,17829,58,51,146,135,0,0
350366,"Director, Center for Biodiversity; Carnell Professor, Temple University",,31124,tIpAgQkAAAAJ,{'indices'},,S. Blair Hedges,,9946,84,45,221,127,0,0
350367,University of Michigan & Beike,,23272,T9AzhwcAAAAJ,{'indices'},,"Jieping Ye, IEEE Fellow & ACM Distin...",,14639,82,65,256,225,0,0
350368,University of the Sunshine Coast,,6308,ELUUlB4AAAAJ,{'indices'},,Sankar Subramanian,,2846,23,19,34,25,0,0
350369,Oakland University,,2178,6mr6eWQAAAAJ,{'indices'},,Fabia Ursula Battistuzzi,,1287,15,14,17,15,0,0
350370,"Department of Computer Science & Engineering, Texas A&M University",,11964,BZGj6sAAAAAJ,{'indices'},,"Shuiwang Ji, ACM Distinguished Mem...",,9182,42,36,87,75,0,0
350371,Virginia Commonwealth University,,10006,exyen9EAAAAJ,{'indices'},,Michael S. Rosenberg,,3386,37,26,52,42,0,0
350372,"Institute for Genomics and Evolutionary Medicine, Temple University",,170,vB4n-e0AAAAJ,{'indices'},,Qiqing Tao,,166,7,7,5,4,0,0
350373,Midwestern University,,1169,JvQXCy8AAAAJ,{'indices'},,Sudhindra Gadagkar,,472,9,8,9,8,0,0
350374,Temple University,,1599,2mV4jaIAAAAJ,{'indices'},,Michael Suleski,,1539,4,4,4,4,0,0
350375,,,168,BfrQYskAAAAJ,{'indices'},,Maxwell Sanderford,,121,7,7,5,5,0,0
350376,"Scientist, Fred Hutchinson Cancer Research Center",,644,ZPmdLwcAAAAJ,{'indices'},,Oscar Murillo,,582,8,8,8,8,0,0
350377,"Professor of Computer Science and Engineering, Arizona State University",,9235,GKTKZ8kAAAAJ,{'indices'},,Sethuraman Panchanathan,,3050,47,27,171,64,0,0
350378,Flathead Lake Biological Station of the U of Montana,,44145,4FVc21wAAAAJ,{'indices'},,James Elser,,19906,94,61,254,192,0,0
350379,Scientist I at Bristol Myers Squibb,,800,9kC4WR8AAAAJ,{'indices'},,Vanessa (Gray) Hasle,,720,10,9,10,9,0,0
350380,Temple University,,407,WaxOK7UAAAAJ,{'indices'},,Sayaka Miura,,240,7,7,6,5,0,0
350381,"RA Fisher Professor of Statistical Genetics, University College London",,73349,Ke7yUWEAAAAJ,{'indices'},,Ziheng Yang,,23600,94,65,215,149,0,0
350382,Massachusetts General Hospital,,108623,s3vQLxMAAAAJ,{'indices'},,Michael S. Lawrence,,80026,119,115,169,163,0,0
350383,Dana-Farber Cancer Institute,,88085,EsIyIQsAAAAJ,{'indices'},,Scott L. Carter,,64012,74,70,103,101,0,0
350384,The Broad Institute of Harvard and MIT,,273369,CAAHoD8AAAAJ,{'indices'},,Stacey Gabriel,,163101,181,154,326,315,0,0
350385,"Associate Professor of Medicine, Harvard Medical School",,97811,8I8qJqMAAAAJ,{'indices'},,Levi Garraway,,62243,121,107,238,226,0,0
350386,Broad Institute,,204974,ygM8WtMAAAAJ,{'indices'},,Todd Golub,,84875,164,112,312,264,0,0
350387,"Dana-Farber Cancer Institute, Harvard Medical School",,95325,25BINxgAAAAJ,{'indices'},,Rameen Beroukhim,,66234,128,112,254,243,0,0
350388,Broad Institute,,105192,QJT2twUAAAAJ,{'indices'},,Kristian Cibulskis,,71967,76,75,88,87,0,0
350389,Carnegie Mellon University,,21904,RydEtZkAAAAJ,{'indices'},,Petar Stojanov,,15292,26,26,26,26,0,0
350390,Weizmann Institute of Science,,23997,nDxm_roAAAAJ,{'indices'},,Eytan Domany,,5438,79,40,234,100,0,0
350391,GSK,,39056,6G1s66YAAAAJ,{'indices'},,JAEGIL KIM,,35791,73,71,119,100,0,0
350392,"Head of Bioinformatics, Cystic Fibrosis Foundation Therapeutics Laboratory",,63640,KmcByDsAAAAJ,{'indices'},,Andrey Sivachenko,,42301,42,36,60,40,0,0
350393,The Broad Institute,,36132,gGode7YAAAAJ,{'indices'},,Chip Stewart,,20759,52,49,77,66,0,0
350394,Dana-Farber Cancer Institute,,30774,ygcIQ5IAAAAJ,{'indices'},,Eliezer Van Allen,,28384,66,64,144,142,0,0
350395,Dana-Farber Cancer Institute,,77721,UfItwLIAAAAJ,{'indices'},,Donna Neuberg,,33356,144,82,530,400,0,0
350396,"Director of Biomedical Datascience, PathAI",,10853,PvEV-8YAAAAJ,{'indices'},,Amaro N Taylor-Weiner,,9680,36,33,52,50,0,0
350397,"Product Lead for Pathology, Google AI",,36346,5ZzCzlAAAAAJ,{'indices'},,Craig Mermel,,21914,38,36,47,42,0,0
350398,The Comprehensive Cancer Center of Wake Forest Baptist Medical Center,,130840,_klVFVsAAAAJ,{'indices'},,"Wei Zhang PhD, Professor of Cancer...",,87478,142,106,1303,1004,0,0
350399,MD Anderson Cancer Center,,90045,Gvn2MXwAAAAJ,{'indices'},,John N Weinstein,,50640,134,95,344,215,0,0
350400,"Geisel School of Medicine, Dartmouth College",,61357,ALmdx44AAAAJ,{'indices'},,Aaron McKenna,,42408,44,43,51,51,0,0
350401,Van Andel Research Institute,,118785,blgHjLAAAAAJ,{'indices'},,Peter W. Laird,,75389,130,101,244,210,0,0
350402,"Director, iGEM, Carnell Professor, Temple University",,211536,G5zYeD8AAAAJ,{'indices'},,Sudhir Kumar,,100922,77,45,150,122,0,0
350403,"Laura Carnell Professor of Biology, Temple University",,370801,VxOmZDgAAAAJ,{'indices'},,Masatoshi Nei,,104843,125,58,297,171,0,0
350404,Artizona State University,,41036,qiMGuC4AAAAJ,{'indices'},,Alan Filipski,,32663,16,13,18,14,0,0
350405,"Institute Director and Associate Professor, Icahn School of Medicine at Mount Sinai",,56907,206DEM0AAAAJ,{'indices'},,Joel Dudley,,17829,58,51,146,135,0,0
350406,Oakland University,,2178,6mr6eWQAAAAJ,{'indices'},,Fabia Ursula Battistuzzi,,1287,15,14,17,15,0,0
350407,"Institute for Genomics and Evolutionary Medicine, Temple University",,170,vB4n-e0AAAAJ,{'indices'},,Qiqing Tao,,166,7,7,5,4,0,0
350408,"Professor of Genetics, Life Science Research Center, Kagawa University",,7007,XtESOY8AAAAJ,{'indices'},,Naoko Takezaki,,1408,31,16,41,26,0,0
350409,"Scientist, Fred Hutchinson Cancer Research Center",,644,ZPmdLwcAAAAJ,{'indices'},,Oscar Murillo,,582,8,8,8,8,0,0
350410,"Professor of Biology, Institute for Genomics and Evolutionary Medicine, Temple University",,21571,SP6nj-QAAAAJ,{'indices'},,Sergei L Kosakovsky Pond,,11211,67,44,149,125,0,0
350411,University of the Sunshine Coast,,6308,ELUUlB4AAAAJ,{'indices'},,Sankar Subramanian,,2846,23,19,34,25,0,0
350412,"Director, Center for Biodiversity; Carnell Professor, Temple University",,31124,tIpAgQkAAAAJ,{'indices'},,S. Blair Hedges,,9946,84,45,221,127,0,0
350413,,,168,BfrQYskAAAAJ,{'indices'},,Maxwell Sanderford,,121,7,7,5,5,0,0
350414,"Associate Professor of Biological Sciences, Tokyo Metropolitan University",,2271,ixygDCsAAAAJ,{'indices'},,Masafumi Nozawa,,1104,17,15,24,19,0,0
350415,"Assistant Professor, Federal University of Rio de Janeiro",,362,hPPgObQAAAAJ,{'indices'},,Beatriz Mello,,328,10,9,10,9,0,0
350416,"Department of Biological Sciences, Tokyo Metropolitan University",,1170,p8JCUq0AAAAJ,{'indices'},,Aya Takahashi,,399,16,12,22,15,0,0
350417,Temple University,,407,WaxOK7UAAAAJ,{'indices'},,Sayaka Miura,,240,7,7,6,5,0,0
350418,"PSM Student, Temple University",,49,wTguXl4AAAAJ,{'indices'},,Louise A Huuki,,49,4,4,3,3,0,0
350419,"Assistant Professor, Arizona State University",,3124,J9WIecoAAAAJ,{'indices'},,Li Liu,,1243,26,20,43,37,0,0
350420,Temple University,,39,1GBa7kQAAAAJ,{'indices'},,Ravi Patel,,39,3,3,1,1,0,0
350421,"Postoctoral Fellow, Temple University",,124,WHYQrCYAAAAJ,{'indices'},,ANTONIA CHRONI,,124,5,5,5,5,0,0
350422,"Computer Scientist, National Institutes of Health",,106964,yB-7gCwAAAAJ,{'indices'},,Alejandro Schaffer,,26192,80,49,203,133,0,0
350423,"Staff Scientist, NCBI, NLM, NIH",,112639,eK0R0a4AAAAJ,{'indices'},,Thomas L. Madden,,35148,39,30,45,35,0,0
350424,"Advanced Biocomputing, LLC",,118431,5tmpAgQAAAAJ,{'indices'},,Warren Gish,,32721,23,15,26,17,0,0
350425,"Penn State University, UC Santa Barbara, Arizona",,231782,k9T3V7EAAAAJ,{'indices'},,Webb Miller,,56979,100,52,247,130,0,0
350426,"Senior Investigator, NCBI, NIH",,200131,F4P3ghEAAAAJ,{'indices'},,Eugene Koonin,,66184,212,112,864,674,0,0
350427,Max-Planck Institute for Molecular Cell Biology & Genetics,,225042,jlas1aMAAAAJ,{'indices'},,Gene Myers,,58771,75,53,173,114,0,0
350428,"Senior Investigator, NCBI/NLM/NIH",,3667,h7QvMkkAAAAJ,{'indices'},,Yi-Kuo Yu,,1312,26,13,59,25,0,0
350429,St Jude Children's Research Hospital,,132882,VoyM-H0AAAAJ,{'indices'},,Jinghui Zhang,,41075,80,70,149,132,0,0
350430,"Senior Investigator, National Institutes of Health",,97416,aS_TLX4AAAAJ,{'indices'},,Aravind L,,26725,136,72,334,282,0,0
350431,EMBL,,254595,M6Etr6oAAAAJ,{'indices'},,Peer Bork,,106792,211,127,581,446,0,0
350432,Johns Hopkins University,,296618,tV32RXkAAAAJ,{'indices'},,Kenneth Kinzler,,80998,229,131,536,429,0,0
350433,Johns Hopkins,,432531,O3FVg9AAAAAJ,{'indices'},,Bert Vogelstein,,97048,274,144,717,532,0,0
350434,Brown University,,18815,df5BAW4AAAAJ,{'indices'},,Charles Lawrence,,4214,66,33,150,74,0,0
350435,"Professor of statistics, Harvard University",,61109,-bHzVq8AAAAJ,{'indices'},,Jun S Liu,,23104,90,53,219,153,0,0
350436,National Institutes of Health,,21973,jQ7J538AAAAJ,{'indices'},,Gregory Schuler,,3913,35,21,47,30,0,0
350437,,,1446,M99lEm8AAAAJ,{'indices'},,Serge Shavirin,,295,2,1,1,1,0,0
350438,"Group leader in Bioinformatics, EPFL and Swiss Institute of Bioinformatics, Lausanne",,32567,PtMaXsEAAAAJ,{'indices'},,Philipp Bucher,,6239,73,36,146,87,0,0
350439,"Senior Investigator, National Institutes of Health",,16318,PdIwe5oAAAAJ,{'indices'},,John L Spouge,,5691,40,18,77,30,0,0
350440,"Professor of Genetics, University of Cologne",,50047,Otca7jkAAAAJ,{'indices'},,Kay Hofmann,,10893,103,52,199,165,0,0
350441,"Professor of Computer Science, The University of Arizona",,3913,SKXmmxIAAAAJ,{'indices'},,John Kececioglu,,755,26,15,41,19,0,0
350442,Celgene,,31012,oYUWc7YAAAAJ,{'indices'},,Iain Wallace,,12359,19,15,22,18,0,0
350443,Microsoft,,39837,V8Ueo9cAAAAJ,{'indices'},,Andreas Wilm,,20758,27,25,33,30,0,0
350444,MMUH,,27615,h9DQ2SYAAAAJ,{'indices'},,Gordon Blackshields,,11058,17,13,21,14,0,0
350445,"Principal Investigator, Centre For Genomic Regulation CRG, Barcelona",,36426,3KeXQ2cAAAAJ,{'indices'},,Cedric Notredame,,19439,52,40,88,75,0,0
350446,Head of Web Production. EMBL-EBI,,85369,7fhGnVEAAAAJ,{'indices'},,Rodrigo Lopez,,40375,56,37,86,62,0,0
350447,"Professor of Genetics, University of Edinburgh",,51732,_KTRRAcAAAAJ,{'indices'},,Paul M. Sharp,,11188,102,50,201,132,0,0
350448,Robert Gordon University,,51034,FKr7J48AAAAJ,{'indices'},,Hamish McWilliam,,26453,25,18,30,24,0,0
350449,"Dept of Data Science, Dana-Farber Cancer Institute/ Dept of Biostatistics, Harvard TH Chan School",,9082,O8OszPcAAAAJ,{'indices'},,Aedin Culhane,,4467,43,31,65,54,0,0
350450,"Postdoctoral researcher, UC Berkeley",,9967,DXFhSQwAAAAJ,{'indices'},,David G Dineen,,7843,4,3,4,3,0,0
350451,"CEITEC, Masaryk University, Brno, Czech Republic",,29016,4ughzM0AAAAJ,{'indices'},,Nigel Brown,,10998,20,12,22,12,0,0
350452,"Professor of Bioinformatics, Vrije Universiteit Amsterdam",,17430,ZhNFzz8AAAAJ,{'indices'},,Jaap Heringa,,8280,42,26,94,58,0,0
350453,"Professor of Clinical Bioinformatics, University College Dublin",,14956,KxEwP9UAAAAJ,{'indices'},,Denis Shields,,4878,60,36,156,85,0,0
350454,"Professor of Biomolecular Engineering, University of California, Santa Cruz",,20620,X1LtPGcAAAAJ,{'indices'},,Kevin Karplus,,9842,41,19,66,25,0,0
350455,"Max-Planck-Institute for Biophysical Chemistry, Göttingen",,25996,xjYIe80AAAAJ,{'indices'},,Johannes Söding,,16596,59,40,87,78,0,0
350456,"Zhongshan School of Medicine, Sun Yat-sen University",,25935,cBmSFFMAAAAJ,{'indices'},,Weizhong Li,,21339,18,16,22,20,0,0
350457,University College Dublin,,6941,IqfO9U8AAAAJ,{'indices'},,Geraldine Butler,,2784,46,30,70,61,0,0
350458,Shandong First Medical University,,26830,HHdszD0AAAAJ,{'indices'},,Weifeng Shi,,25647,36,32,62,59,0,0
350459,"Laboratory of Biometry and Evolutionary Biology, CNRS, Lyon",,26584,_6Fh2pwAAAAJ,{'indices'},,Manolo Gouy,,6338,60,29,100,57,0,0
350460,"UCD Conway Institute, University College Dublin",,18245,NkdZJvkAAAAJ,{'indices'},,Professor William M. Gallagher,,8663,66,43,177,140,0,0
350461,"Division of Functional Insect Groups Evolution, Institute of Zoology, Chinese Academy of",,3687,xUGOXvEAAAAJ,{'indices'},,Dr. Chao-Dong Zhu（朱朝东）,,2070,33,24,95,61,0,0
350462,"Dept of Genetics, University of Cambridge",,214817,5UfPNmQAAAAJ,{'indices'},,Richard Durbin,,97811,136,94,260,210,0,0
350463,"Director of Informatics and Biocomputing, Ontario Institute for Cancer Research ",,81213,s3c_iWgAAAAJ,{'indices'},,Lincoln Stein,,29486,109,74,255,182,0,0
350464,"EMBL, European Bioinformatics Institute, Wellcome Sanger Institute",,109972,we_vFfEAAAAJ,{'indices'},,Paul Flicek,,65992,108,91,206,192,0,0
350465,"Professor Stockholm University, Sweden",,115915,m2Gy4isAAAAJ,{'indices'},,Gunnar von Heijne,,31596,124,56,326,203,0,0
350466,"Genome Sciences Centre, BC Cancer Agency",,57153,Svk1wjsAAAAJ,{'indices'},,Inanc Birol,,38093,57,49,114,93,0,0
350467,"Michael Smith Genome Sciences Centre, BC Cancer",,105015,KmMjccoAAAAJ,{'indices'},,Richard A Moore,,78382,112,103,199,186,0,0
350468,University of British Columbia,,62782,n6J-YTgAAAAJ,{'indices'},,Martin Hirst,,37562,81,62,136,118,0,0
350469,"Head of Sequencing, Michael Smith Genome Sciences Centre, BC Cancer Agency Distinguished Scientist",,115067,CXPlI08AAAAJ,{'indices'},,Robert A. Holt,,64638,107,86,197,173,0,0
350470,"Associate Professor, Washington University School of Medicine",,14890,2_XMQ_oAAAAJ,{'indices'},,Obi L. Griffith,,7748,50,41,101,92,0,0
350471,10x Genomics,,10979,wFl3qXAAAAAJ,{'indices'},,Shaun D. Jackman,,6315,26,24,35,33,0,0
350472,"Genome Sciences Center, BC Cancer Research Center",,22427,C2wEkvAAAAAJ,{'indices'},,Martin Krzywinski,,11796,45,39,82,65,0,0
350473,"Professor, Michael Smith Laboratories, University of British Columbia",,28205,VtgQhkMAAAAJ,{'indices'},,Joerg Bohlmann,,11858,87,55,216,189,0,0
350474,"Genome Sciences Centre, BC Cancer",,8700,nLkZYtcAAAAJ,{'indices'},,René Warren,,4673,35,27,52,45,0,0
350475,"Professor of Pathology, University of British Columbia",,100245,fqvsNvUAAAAJ,{'indices'},,Randy D Gascoyne,,44138,150,97,563,404,0,0
350476,"Associate Professor, Simon Fraser University; Scientist at Genome Sciences Centre, BC Cancer Agency",,16306,IDau0mkAAAAJ,{'indices'},,Ryan Morin,,7939,52,46,78,71,0,0
350477,Emeritus professor molecular biology and biochemistry simon fraser university,,12414,uiN2CZgAAAAJ,{'indices'},,David Baillie,,2603,59,25,141,66,0,0
350478,University of British Columbia,,9422,TqqNsjoAAAAJ,{'indices'},,Donald Moerman,,2663,53,26,99,67,0,0
350479,Independent,,2412,UmbYkpwAAAAJ,{'indices'},,Anthony Peter Fejes,,976,16,15,17,15,0,0
