,affiliation,email_domain,citedby,scholar_id,filled,interests,name,url_picture,citedby5y,hindex,hindex5y,i10index,i10index5y,got_publications,got_coauthors
608173,"Professor & Executive Director European Research Institute in Service Science, University of Tilburg",,20171,JdHlU2EAAAAJ,{'indices'},,Michael Papazoglou,,3444,57,25,144,48,0,0
608174,"Professor in Information Systems, Managing Director of the ERISS, Tilburg, University",,8139,13xdkw4AAAAJ,{'indices'},,WIllem-Jan van den Heuvel,,1960,37,18,82,28,0,0
608175,"Computational Data Science Research Specialist, University of California San Diego",,18028,1dYGuaoAAAAJ,{'indices'},,Andrea Petrucci,,9299,17,9,27,9,0,0
608176,"Maître de Conférence (Associate Professor) en Informatique, Université de Versailles/Saint-Quentin-en-Yvelines",,662,f0a5gWMAAAAJ,{'indices'},,Yehia Taher,,352,14,10,19,10,0,0
608177,"Actimator, University of Lugano",,159,h6UB25EAAAAJ,{'indices'},,Navid Ahmadi,,46,7,4,5,1,0,0
608178,European Bioinformatics Institute (EMBL-EBI),,5767,hFqFtE0AAAAJ,{'indices'},,Silvano Squizzato,,4349,12,9,12,9,0,0
608179,"University of Lugano (USI), Switzerland",,6539,r7ISNNYAAAAJ,{'indices'},,Cesare Pautasso,,3169,35,23,96,54,0,0
608180,SAP SE,,464,ziMZs2YAAAAJ,{'indices'},,Andrea Giessmann,,300,12,10,14,11,0,0
608181,,,2220,MBEVCwgAAAAJ,{'indices'},,Shlomit Pinter,,367,19,9,26,8,0,0
608182,University of Colorado at Boulder,,7757,J1cpm_QAAAAJ,{'indices'},,Alexander Repenning,,2461,40,23,92,48,0,0
608183,Brunel University,,1214,2yfyhj4AAAAJ,{'indices'},,Tatiana Kalganova,,280,16,8,31,7,0,0
608184,"Professor of Learning Analytics, Monash University",,16684,Q4Nm22sAAAAJ,{'indices'},,Dragan Gasevic,,10458,62,47,298,193,0,0
608185,Newcastle University,,2402,ZgtwW-0AAAAJ,{'indices'},,A.S.McGough,,577,24,14,60,19,0,0
608186,"Professor at Queen Mary University of London, UK",,158073,NGOpMEkAAAAJ,{'indices'},,Professor Peter R Hobson,,93332,174,139,919,654,0,0
608187,"Fraunhofer FIT, RWTH Aachen University",,22905,uhVkSswAAAAJ,{'indices'},,Stefan Decker,,4144,69,34,218,95,0,0
608188,Prof. West University of Timisoara; Researcher Institute e-Austria Timisoara,,3877,7_-VBTkAAAAJ,{'indices'},,Dana Petcu,,1567,30,22,72,31,0,0
608189,"Computer Scientist, University of Southern California , Information Sciences Institute",,11313,QaDcV2gAAAAJ,{'indices'},,Karan Vahi,,5874,39,26,64,42,0,0
608190,Amazon Inc.,,8938,xXp8ME8AAAAJ,{'indices'},,Gaurang Mehta,,2745,37,22,62,35,0,0
608191,Pacific Northwest National Laboratory,,4756,94eu608AAAAJ,{'indices'},,Gideon Juve,,2933,31,24,48,41,0,0
608192,Professor University of Southern California Information Sciences Institute,,75969,5c38WVcAAAAJ,{'indices'},,Carl Kesselman,,5710,84,32,202,78,0,0
608193,"Research Professor of Computer Science, University of Southern California",,36290,NDmGsCgAAAAJ,{'indices'},,Yolanda Gil,,8934,64,35,191,87,0,0
608194,Research Assistant Professor of Computer Science at the University of Southern California,,2059,N63oC44AAAAJ,{'indices'},,Rafael Ferreira da Silva,,1672,20,18,42,36,0,0
608195,"University of Southern California, Information Sciences Institute",,3945,4FxXcucAAAAJ,{'indices'},,Mats Rynge,,3578,18,16,32,27,0,0
608196,"Computer Scientist, USC Information Sciences Institute",,7824,hIETYPwAAAAJ,{'indices'},,Jim Blythe,,1450,40,16,68,24,0,0
608197,University of Southern California,,4229,OF1PZgkAAAAJ,{'indices'},,Philip James Maechling,,2105,32,22,46,31,0,0
608198,"Professor of Computer Science, University of wisconsin-Madison",,42476,nFdbcvsAAAAJ,{'indices'},,Miron Livny,,7574,89,33,210,77,0,0
608199,"NCSA, CS, ECE, iSchool @ UIUC",,7020,1I4dbdAAAAAJ,{'indices'},,Daniel S. Katz,,2927,37,23,96,59,0,0
608200,"Project Leader at USC Information Sciences Institute and Research Associate Professor, University of",,8909,hm7GnPYAAAAJ,{'indices'},,Ann L. Chervenak,,1500,34,15,58,19,0,0
608201,"Professor of Earth Sciences, University of Southern California",,27689,w8-oQgwAAAAJ,{'indices'},,Thomas H Jordan,,6485,89,45,232,118,0,0
608202,University of Notre Dame,,9865,JlqiAJkAAAAJ,{'indices'},,Ian Taylor,,2152,43,21,99,45,0,0
608203,"University of Manchester, Department of Computer Science",,6395,5LPRRM8AAAAJ,{'indices'},,Rizos Sakellariou,,2182,44,28,94,48,0,0
608204,Phd Candidate University of southern California,,1450,wfl491wAAAAJ,{'indices'},,Weiwei Chen (陈 威威),,1132,12,10,12,10,0,0
608205,University of Chicago and Argonne National Laboratory,,127753,VGoSakQAAAAJ,{'indices'},,Ian T. Foster,,18807,136,56,579,279,0,0
608206,Information Sciences Institute,,3336,Tr4CKw4AAAAJ,{'indices'},,Rajiv Mayani,,3203,13,12,14,13,0,0
608207,"Claire and Roland Schmitt Distinguished Professor, Rensselaer Polytechnic Institute",,17938,2OJOZTUAAAAJ,{'indices'},,Boleslaw Szymanski,,7238,61,36,316,138,0,0
608208,"Assistant Director, Network Research and Infrastructure, RENCI - UNC Chapel Hill",,1932,lwdMUeQAAAAJ,{'indices'},,Anirban Mandal,,577,15,12,20,14,0,0
608209,"Professor of Computer Science, UCLA",,68293,CZyWk8kAAAAJ,{'indices'},,Lixia Zhang,,13339,104,56,323,174,0,0
608210,Google,,18328,SQ6a30sAAAAJ,{'indices'},,Haiyun Luo,,5748,45,28,90,48,0,0
608211,"Computer Science, Purdue University",,4935,7QF1eF4AAAAJ,{'indices'},,Chunyi Peng,,2651,29,27,56,52,0,0
608212,Visa Research,,5693,BUBXsWgAAAAJ,{'indices'},,Hao Yang,,1547,31,19,41,26,0,0
608213,IBM T.J. Watson Research Center,,5304,IaB4_j0AAAAJ,{'indices'},,Petros Zerfos,,1073,23,17,39,23,0,0
608214,Bytedance,,10558,bM44mNEAAAAJ,{'indices'},,Chuanxiong Guo,,5404,41,33,75,60,0,0
608215,Microsoft Research,,15764,FksnFr0AAAAJ,{'indices'},,Yongguang Zhang,,5878,49,36,112,72,0,0
608216,Facebook,,2747,DClWo4IAAAAJ,{'indices'},,"Starsky H.Y. Wong, Ho Yin Starsky Wo...",,787,17,15,26,22,0,0
608217,Apple,,1629,p0PQsvkAAAAJ,{'indices'},,Ioannis Pefkianakis,,914,16,16,21,17,0,0
608218,National Chiao Tung University,,731,OtMUXigAAAAJ,{'indices'},,Chi-Yu Li,,505,17,14,19,16,0,0
608219,Hanyang University,,55114,sGvgJ1uQG_sC,{'indices'},,Suk-Bok Lee,,25060,100,66,936,553,0,0
608220,"Institute for Network Sciences and Cyberspace, Tsinghua University",,709,CuhB7CMAAAAJ,{'indices'},,Yuanjie Li,,601,13,13,14,14,0,0
608221,Michigan State University,,763,SqZmO1IAAAAJ,{'indices'},,Guan-Hua Tu,,525,18,15,21,18,0,0
608222,"Professor, Shanghai Jiaotong University, China",,7615,CT5yZbwAAAAJ,{'indices'},,Xinbing Wang (王新兵),,4306,42,32,170,110,0,0
608223,Peking University,,1431,g_EWCQkAAAAJ,{'indices'},,Tao Wang,,1215,20,18,29,24,0,0
608224,,,79282,mO3xwbwAAAAJ,{'indices'},,Mario Gerla,,17010,125,61,728,333,0,0
608225,"Professor and J.P. Imlay, Jr. Chair in Software, School of Computer Science, Georgia Tech",,20875,Vbv-JEwAAAAJ,{'indices'},,Calton Pu,,4688,68,35,290,114,0,0
608226,"Research Scientist of Computer Science, IBM T. J. Watson Research Center",,4765,Z2jVWrwAAAAJ,{'indices'},,Mudhakar Srivatsa,,2490,36,27,107,70,0,0
608227,"Facebook, Inc.",,7354,ddLcpMQAAAAJ,{'indices'},,Buğra Gedik,,2959,38,24,71,49,0,0
608228,"Professor, Computer Science, Biomedical Informatics, Emory University",,9240,jJ8BLgsAAAAJ,{'indices'},,Li Xiong,,4412,41,35,101,80,0,0
608229,"Professor, Computer Science and Engineering, Texas A&M University",,7699,LB1dq_sAAAAJ,{'indices'},,James Caverlee,,4363,38,28,88,66,0,0
608230,IBM Research,,11228,Pn0Tmj4AAAAJ,{'indices'},,Arun Iyengar,,3709,58,29,170,87,0,0
608231,"Associate Professor, School of Computing and Information, University of Pittsburgh",,1709,aA2WomkAAAAJ,{'indices'},,Balaji Palanisamy,,1136,17,14,28,25,0,0
608232,Facebook,,3939,UNTlNrEAAAAJ,{'indices'},,Aameek Singh,,1681,30,21,53,36,0,0
608233,"Department of Computer Science, Marquette University",,6180,9QWbxbYAAAAJ,{'indices'},,Keke Chen,,3588,37,30,139,95,0,0
608234,Penn State,,2496,cwcBTegAAAAJ,{'indices'},,Ting Wang,,1581,26,22,51,43,0,0
608235,"Research Staff Member, IBM Thomas J. Watson Research Center",,759,K7HNyvUAAAAJ,{'indices'},,Qi Zhang,,694,18,17,30,29,0,0
608236,"University Professor, University of Waterloo",,19437,dwxm_CoAAAAJ,{'indices'},,M. Tamer Özsu,,5411,60,29,178,69,0,0
608237,Louisiana State University (LSU),,1044,LLrlZC8AAAAJ,{'indices'},,Kisung Lee,,833,20,18,25,25,0,0
608238,BlueOwl,,1494,-6o3_VYAAAAJ,{'indices'},,Bhuvan Bamba,,543,17,9,22,9,0,0
608239,"Assistant Professor, Auburn University",,6111,yvE8Po0AAAAJ,{'indices'},,Yang Zhou,,4338,36,32,90,87,0,0
608240,"Research Scientist, Lawrence Livermore National Lab",,1845,5o9IloIAAAAJ,{'indices'},,David Buttler,,561,18,9,23,9,0,0
608241,"Professor of Computer Science, University of Illinons at Chicago",,137102,D0lL1r0AAAAJ,{'indices'},,Philip S. Yu,,55571,171,99,1172,791,0,0
608242,"Professor of Computer Science, University of Georgia",,1923,I6RpLrkAAAAJ,{'indices'},,Lakshmish Ramaswamy,,725,24,15,43,22,0,0
608243,"Assistant Professor, Koc University",,483,mkszHGsAAAAJ,{'indices'},,M. Emre Gursoy,,480,13,13,15,15,0,0
608244,Georgia Institute of Technology,,272,LBspGEwAAAAJ,{'indices'},,Wenqi Wei,,272,10,10,11,11,0,0
608245,Swanlund Endowed Chair Emeritus & CAS Professor Emeritus of Electrical and Computer Engineering,,41802,NGIsUesAAAAJ,{'indices'},,Tamer Başar,,16886,90,52,478,282,0,0
608246,"Professor at University of Michigan, Ann Arbor",,5137,7f3HKI8AAAAJ,{'indices'},,Lei Ying,,2935,39,26,75,55,0,0
608247,Ohio State University,,4685,kVX9Zc4AAAAJ,{'indices'},,Atilla Eryilmaz,,1766,33,22,72,43,0,0
608248,"Professor, Dept. of ECE, Texas A&M University",,2885,HtpmINIAAAAJ,{'indices'},,Srinivas Shakkottai,,1002,25,17,34,28,0,0
608249,"Department of ECE and CSE, The Ohio State University",,22074,5kL-ZrAAAAAJ,{'indices'},,Ness Shroff,,6417,73,42,259,154,0,0
608250,XPENG Motors,,6127,grosuP4AAAAJ,{'indices'},,Xinzhou Wu,,3235,37,26,142,84,0,0
608251,Georgia Institute of Technology,,912,Y4e61JcAAAAJ,{'indices'},,Siva Theja Maguluri,,702,12,11,15,14,0,0
608252,"Professor of Industrial Engineering, University of Illinois at Urbana-Champaign",,2535,YjE_T-wAAAAJ,{'indices'},,Carolyn L Beck,,842,28,16,60,27,0,0
608253,"Senior Researchers at INRIA, Sophia-Antipolis, France",,25746,pEfJPS0AAAAJ,{'indices'},,Eitan Altman,,6609,75,35,432,174,0,0
608254,"Associate Professor of Mechanical Engineering, Boston University",,1667,6Cw0QA8AAAAJ,{'indices'},,James R Perkins,,163,15,6,20,3,0,0
608255,"Research Staff Member, IBM Research AI",,1581,P7p8EFUAAAAJ,{'indices'},,Jian Ni,,558,18,12,27,16,0,0
608256,University of Illinois at Urbana-Champaign,,837,L8r9ox4AAAAJ,{'indices'},,Shiyu Liang,,834,6,6,4,4,0,0
608257,"Tech Lead, Cisco Systems",,978,alyw8m0AAAAJ,{'indices'},,Loc Bui,,257,13,8,14,8,0,0
608258,University of Massachusetts,,73130,KIFPVWoAAAAJ,{'indices'},,Don Towsley,,14310,132,58,610,271,0,0
608259,University of Illinois at Urbana-Champaign,,9590,yRyxR9kAAAAJ,{'indices'},,Alexander Stolyar,,2312,41,27,91,49,0,0
608260,"Data Engineer, Cisco Tetration Analytics",,810,fyzn8B0AAAAJ,{'indices'},,Juan Jose Jaramillo,,219,8,7,8,7,0,0
608261,"Optimization Engineer, Facebook",,3001,dL1lp3IAAAAJ,{'indices'},,Supratim Deb,,998,25,17,35,21,0,0
608262,"Professor of Computer Science, UCLA",,27097,PVdTviYAAAAJ,{'indices'},,Songwu Lu,,5780,67,36,130,87,0,0
608263,Professor in IEOR Department at Columbia University,,38497,FWApsI0AAAAJ,{'indices'},,Ward Whitt,,9572,101,47,339,211,0,0
608264,"Professor of Compuer Science, University of California, Davis",,8286,4MV5BkQAAAAJ,{'indices'},,Xin Liu,,2688,45,28,111,64,0,0
608265,KTH,,332,20qJ1lkAAAAJ,{'indices'},,anand kannan,,243,9,8,9,8,0,0
608266,"Chief AI Officer, Unscrambl",,18995,GJaub0sAAAAJ,{'indices'},,Anand Ranganathan,,3753,43,25,94,56,0,0
608267,Full Professor of Computer Science,,5971,VE8BW84AAAAJ,{'indices'},,Fabio Kon,,1875,37,23,109,46,0,0
608268,Playground Global,,4770,S_3AsE0AAAAJ,{'indices'},,Manuel Roman,,658,25,12,34,12,0,0
608269,Google,,3177,jJc9I1sAAAAJ,{'indices'},,Abhishek Verma,,2106,23,20,31,25,0,0
608270,"Senior Researcher, PROSECCO, INRIA Paris",,2087,nA7TEnQAAAAJ,{'indices'},,Prasad G. Naldurg,,494,20,11,30,12,0,0
608271,"Adjunct assistant professor of Computer Science, University of Illinois at Urbana-Champaign",,1263,G1Mk2fgAAAAJ,{'indices'},,Reza Farivar,,761,16,11,21,12,0,0
608272,"Professor, Computer Science, University of Illinois Urbana-Champaign",,8354,Waaj7a8AAAAJ,{'indices'},,Indranil Gupta,,3240,48,30,152,98,0,0
608273,National Institutes of Health,,3025,Rr643xYAAAAJ,{'indices'},,Faraz Faghri,,2950,20,20,29,29,0,0
608274,"Principal Researcher, ARM Research (also known as Lucy Cherkasova)",,13837,bdL3_N4AAAAJ,{'indices'},,Ludmila  (Lucy) Cherkasova,,4850,63,38,199,121,0,0
608275,Prof. at Universidad Rey Juan Carlos,,873,wWX8l6sAAAAJ,{'indices'},,Francisco J. Ballesteros,,144,16,6,21,4,0,0
608276,IBM Research Brazil,,3286,inP1hLIAAAAJ,{'indices'},,Renato Cerqueira,,592,18,10,40,12,0,0
608277,"PhD, Software Engineer at Google",,268,_HHcLYQAAAAJ,{'indices'},,Mirko Montanari,,119,11,6,11,5,0,0
608278,"Fontbonne University USA; National University of Sciences and Technology, Pakistan",,1446,_d_hy3EAAAAJ,{'indices'},,Zahid Anwar,,991,20,16,33,24,0,0
608279,"Associate Professor  of Computer Science, Indiana University",,5701,r42-hFIAAAAJ,{'indices'},,Apu Kapadia,,2799,37,30,70,55,0,0
608280,University of Wisconsin-Madison,,6575,5LLV29oAAAAJ,{'indices'},,Shivaram Venkataraman,,5962,27,25,43,38,0,0
608281,Google Research,,213,ReceJDYAAAAJ,{'indices'},,Sayed Hadi Hashemi,,209,6,5,4,4,0,0
608282,"Professor of Computer Science, Escuela Superior Politécnica del Litoral",,1263,3gOMoe0AAAAJ,{'indices'},,Cristina L. Abad,,665,18,14,21,16,0,0
608283,Google,,2217,ztgTXKwAAAAJ,{'indices'},,Seung Yi,,244,14,7,15,6,0,0
608284,ByteDance,,621,RQD_dqYAAAAJ,{'indices'},,Shu Shi,,360,13,10,17,10,0,0
608285,Google Brain,,1079,3Y4egcYAAAAJ,{'indices'},,Mohammad Babaeizadeh,,1067,10,10,10,10,0,0
608286,"Professor of Computer Science, University of California, Irvine",,7259,qfCah3sAAAAJ,{'indices'},,Nalini Venkatasubramanian,,2826,42,24,155,64,0,0
608287,Senior Applied Scientist at Amazon - Alexa AI,,4106,tDZy_OsAAAAJ,{'indices'},,Dmitri V. Kalashnikov,,945,28,17,47,24,0,0
608288,Lenovo Research and previously Microsoft Research,,28953,rCGsLtcAAAAJ,{'indices'},,"Yong Rui, Fellow of ACM, IEEE, IAPR,...",,10508,81,50,233,172,0,0
608289,"University of Illinois, Urbana-Champaign",,171094,rGF6-WkAAAAJ,{'indices'},,Thomas S. Huang,,53679,163,86,979,445,0,0
608290,"Research Associate in Computer Science, University of California Irvine",,1656,Gl5--_gAAAAJ,{'indices'},,Bijit Hore,,571,17,9,20,9,0,0
608291,Google,,4822,X4-8nKoAAAAJ,{'indices'},,Hakan Hacigumus,,1787,27,19,41,32,0,0
