,affiliation,email,citedby,scholar_id,filled,interests,name,url_picture,citedby5y,hindex,hindex5y,i10index,i10index5y,got_publications,got_coauthors
199856,"Professor of Empirical Social Science Methods, Department of Communication, University of …",@univie.ac.at,7468,d42fZ30AAAAJ,{'indices'},media and politics|content analysis|migration|European integration|election campaigns,Hajo G. Boomgaarden,https://scholar.google.com/citations?view_op=medium_photo&user=d42fZ30AAAAJ,4751,38,37,81,71,0,0
199857,"Professor of Seabird Ecology & Conservation, Heriot-Watt University",@hw.ac.uk,7453,AnXbpVUAAAAJ,{'indices'},Seabird ecology|fisheries|migration|movement ecology|applied ecology,Stephen Votier,https://scholar.google.com/citations?view_op=medium_photo&user=AnXbpVUAAAAJ,4063,46,40,85,76,0,0
199858,"Institute of Social Studies, Erasmus University Rotterdam",@iss.nl,7366,ZE0uLl8AAAAJ,{'indices'},Policy analysis|development ethics|human security|migration|climate change,Des Gasper,https://scholar.google.com/citations?view_op=medium_photo&user=ZE0uLl8AAAAJ,2474,40,23,113,58,0,0
199859,"Neurobiology Physiology Behavior, University of California Davis",@ucdavis.edu,7306,nyVg3swAAAAJ,{'indices'},Environmental endocrinology|Migration|Behavior|Metabolism,Marilyn Ramenofsky,https://scholar.google.com/citations?view_op=medium_photo&user=nyVg3swAAAAJ,2408,42,27,68,49,0,0
199860,Open University,@open.ac.uk,7277,XYhrsGkAAAAJ,{'indices'},migration|human geography|social reproduction|internationalisation|postcolonial theory,Parvati Raghuram,https://scholar.google.com/citations?view_op=medium_photo&user=XYhrsGkAAAAJ,3480,37,28,74,55,0,0
199861,"York University, Toronto",@yorku.ca,7264,JhtmbuwAAAAJ,{'indices'},sociology|migration|precarious legal status|noncitizenship|Canada,Luin Goldring,https://scholar.google.com/citations?view_op=medium_photo&user=JhtmbuwAAAAJ,2256,34,20,52,39,0,0
199862,"Linköping University, Professor of adult education research",@liu.se,7180,s6h0kOUAAAAJ,{'indices'},adult education|lifelong learning|vocational education|workplace learning|migration,Andreas Fejes,https://scholar.google.com/citations?view_op=medium_photo&user=s6h0kOUAAAAJ,4416,36,27,70,60,0,0
199863,"Professor, Canada Research Chair, Balsillie School, Geography, Wilfrid Laurier University",@wlu.ca,6981,af5D2SUAAAAJ,{'indices'},migration|asylum|borders|detention|islands,Alison Mountz,https://scholar.google.com/citations?view_op=medium_photo&user=af5D2SUAAAAJ,4493,39,32,60,55,0,0
199864,"CEPS & Migration Policy Centre (European University Institute, EUI)",@ceps.eu,6886,riobTxIAAAAJ,{'indices'},justice and home affairs|area of freedom security and justice|migration|borders|citizenship,Sergio Carrera,https://scholar.google.com/citations?view_op=medium_photo&user=riobTxIAAAAJ,3285,43,29,154,103,0,0
199865,"Dean, Division of Social Sciences, University of California, Santa Cruz",@ucsc.edu,6829,BKZ3kyEAAAAJ,{'indices'},education|migration|transnationalism|multiculturalism|citizenship,Katharyne Mitchell,https://scholar.google.com/citations?view_op=medium_photo&user=BKZ3kyEAAAAJ,2486,39,29,65,52,0,0
199866,"Professor of Law, University of New South Wales; Emeritus Fellow, All Souls College, Oxford",@unsw.edu.au,6711,rfZCrmQAAAAJ,{'indices'},public international law|refugees|migration|human rights|State responsibility,Guy S. Goodwin-Gill,https://scholar.google.com/citations?view_op=medium_photo&user=rfZCrmQAAAAJ,2107,29,18,58,33,0,0
199867,"Distinguished Professor of Geography, San Diego State University",@sdsu.edu,6694,Vqj-rn0AAAAJ,{'indices'},demography|population|migration|health|GIS,John R. Weeks,https://scholar.google.com/citations?view_op=medium_photo&user=Vqj-rn0AAAAJ,2157,42,24,90,45,0,0
199868,Princeton University,@princeton.edu,6629,e3YkYTEAAAAJ,{'indices'},labor economics|migration|health|education|entrepreneurship,Amelie F. Constant,https://scholar.google.com/citations?view_op=medium_photo&user=e3YkYTEAAAAJ,3011,40,29,89,68,0,0
199869,"Emeritus Professor of Ethnic Studies, University of Amsterdam",@uva.nl,6603,49MN37kAAAAJ,{'indices'},Migration|integration and social cohesion|incl. policies,Rinus Penninx,https://scholar.google.com/citations?view_op=medium_photo&user=49MN37kAAAAJ,2386,42,25,106,54,0,0
199870,Columbia University,@columbia.edu,6555,8rNOhNMAAAAJ,{'indices'},public health|gender|sexual assault|migration,Jennifer Hirsch,https://scholar.google.com/citations?view_op=medium_photo&user=8rNOhNMAAAAJ,3133,35,30,65,51,0,0
199871,"CECS, Universidade do Minho",@ics.uminho.pt,6537,Snc2IyYAAAAJ,{'indices'},Memory Studies|Social Representations|Racism|Migration|Diversity,Rosa Cabecinhas,https://scholar.google.com/citations?view_op=medium_photo&user=Snc2IyYAAAAJ,3609,32,20,62,47,0,0
199872,Universitat de Barcelona,@ub.edu,6529,7kp3UPkAAAAJ,{'indices'},Animal ecology|Conservation|Foraging ecology|Migration|Seabirds,Jacob Gonzalez-Solis,https://scholar.google.com/citations?view_op=medium_photo&user=7kp3UPkAAAAJ,2812,48,28,126,95,0,0
199873,Distinguished Professor of Sociology at Queens College and the Graduate Center of the City,@qc.cuny.edu,6454,iFPHE-QAAAAJ,{'indices'},Race|Ethnicity|Migration,Pyong Gap Min,https://scholar.google.com/citations?view_op=medium_photo&user=iFPHE-QAAAAJ,1612,39,25,63,40,0,0
199874,"City University of New York, Graduate Center",@gc.cuny.edu,6449,nrqUCHUAAAAJ,{'indices'},Migration|Urban Sociology|Race and ethnicity,Philip Kasinitz,https://scholar.google.com/citations?view_op=medium_photo&user=nrqUCHUAAAAJ,2358,31,20,57,37,0,0
199875,"CENTRO DE BIOLOGIA MOLECULAR SEVERO OCHOA (CSIC-UAM), Madrid, Spain",@cbm.csic.es,6426,43ncJB4AAAAJ,{'indices'},IMMUNOLOGY|CELL BIOLOGY|CELL ADHESION|MIGRATION|SIGNALLING,CARLOS CABAÑAS,https://scholar.google.com/citations?view_op=medium_photo&user=43ncJB4AAAAJ,1748,43,22,72,37,0,0
199876,"Head of bird migration department, Swiss Ornithological Institute",@vogelwarte.ch,6348,spA9DP4AAAAJ,{'indices'},Biology|Ecology|Migration|Birds,felix liechti,https://scholar.google.com/citations?view_op=medium_photo&user=spA9DP4AAAAJ,3015,48,31,103,76,0,0
199877,"Research Director, Igarapé Institute and SecDev Foundation",@igarape.org.br,6160,oe-mye8AAAAJ,{'indices'},International Relations|Conflict Studies|War|Organized Violence|Migration,Robert Muggah,https://scholar.google.com/citations?view_op=medium_photo&user=oe-mye8AAAAJ,2856,41,26,126,68,0,0
199878,"Research Professor, Peace Research Institute Oslo (PRIO)",@prio.no,6116,tTEsi3EAAAAJ,{'indices'},Migration|Transnationalism|Immobility|Remittances|Migrant smuggling,Jørgen Carling,https://scholar.google.com/citations?view_op=medium_photo&user=tTEsi3EAAAAJ,3385,34,27,68,49,0,0
199879,Netherlands Institute of Ecology,@nioo.knaw.nl,6084,NU3mgmoAAAAJ,{'indices'},Movement ecology|Foraging ecology|Migration|Global environmental change,Bart A. Nolet,https://scholar.google.com/citations?view_op=medium_photo&user=NU3mgmoAAAAJ,2729,44,29,106,76,0,0
199880,University of Oxford,@compas.ox.ac.uk,6033,AtAwbuEAAAAJ,{'indices'},race|migration|cities,Michael Keith,https://scholar.google.com/citations?view_op=medium_photo&user=AtAwbuEAAAAJ,1291,29,15,47,20,0,0
199881,"Jean Monnet Fellow, European University Institute",@eui.eu,5928,nXGXofQAAAAJ,{'indices'},politics|policy|EU|rights|migration,Heather Grabbe,https://scholar.google.com/citations?view_op=medium_photo&user=nXGXofQAAAAJ,1459,24,12,44,17,0,0
199882,"Geography, National University of Singapore",@nus.edu.sg,5889,E1p4aV8AAAAJ,{'indices'},Gender|Migration|Transnational Families|National Identity|Urban Conservation,Shirlena Huang,https://scholar.google.com/citations?view_op=medium_photo&user=E1p4aV8AAAAJ,2340,37,28,61,44,0,0
199883,professor of Sociology,@aub.edu.lb,5872,UhPpTowAAAAJ,{'indices'},Sociology|knowledge production|colonialism|Migration|NGOs,Sari Hanafi,https://scholar.google.com/citations?view_op=medium_photo&user=UhPpTowAAAAJ,2914,30,23,66,36,0,0
199884,"Professor of Sociology, University of Pennsylvania",@sas.upenn.edu,5782,1b5yOdAAAAAJ,{'indices'},Migration|Social Demography|Latinos|Latin America,Emilio A. Parrado,https://scholar.google.com/citations?view_op=medium_photo&user=1b5yOdAAAAAJ,1729,34,22,54,36,0,0
