,affiliation,email,citedby,scholar_id,filled,interests,name,url_picture,citedby5y,hindex,hindex5y,i10index,i10index5y,got_publications,got_coauthors
155692,Helmholtz Centre for Environmental Research - UFZ,@ufz.de,28843,ElfpQecAAAAJ,{'indices'},Agro-Ecology|Land use|Biodiversity|Conservation|Assessments,Josef Settele,https://scholar.google.com/citations?view_op=medium_photo&user=ElfpQecAAAAJ,16381,75,55,229,164,0,0
155693,"Professor of the Graduate School in Integrative Biology, University of California at Berkeley",@berkeley.edu,28784,jNUs6LsAAAAJ,{'indices'},evolutionary biology|systematics|morphology|conservation,David B. Wake,https://scholar.google.com/citations?view_op=medium_photo&user=jNUs6LsAAAAJ,7301,85,43,253,136,0,0
155694,"Professor, Yale University",@yale.edu,28044,AEle77cAAAAJ,{'indices'},Biodiversity|Ecology|Macroecology|Global Change|Conservation,Walter Jetz,https://scholar.google.com/citations?view_op=medium_photo&user=AEle77cAAAAJ,17057,79,62,139,136,0,0
155695,"Professor emeritus, University of Reading, formerly University of Liverpool, Chief Scientist at …",@reading.ac.uk,27935,ySrXxIMAAAAJ,{'indices'},botany|taxonomy|conservation|biodiversity|floristics,Vernon H Heywood,https://scholar.google.com/citations?view_op=medium_photo&user=ySrXxIMAAAAJ,5222,58,29,200,65,0,0
155696,Snow Leopard Trust,@snowleopard.org,27198,7R2nZ2QAAAAJ,{'indices'},Ecology|wildlife|Conservation,Koustubh Sharma,https://scholar.google.com/citations?view_op=medium_photo&user=7R2nZ2QAAAAJ,16272,63,46,668,415,0,0
155697,PhD Student Universidad de Los Andes,,27028,7f5PetcAAAAJ,{'indices'},bird migration|ecology|conservation,Camila Gómez,https://scholar.google.com/citations?view_op=medium_photo&user=7f5PetcAAAAJ,11482,65,41,528,264,0,0
155698,"Professor of Landscape Ecology, Duke University",@duke.edu,25786,IZqkrDAAAAAJ,{'indices'},landscape ecology|ecology|conservation|ecosystems|connectivity,Dean Urban,https://scholar.google.com/citations?view_op=medium_photo&user=IZqkrDAAAAAJ,7735,62,33,117,75,0,0
155699,"University Professor, University of Toronto",@utoronto.ca,25175,4IG4aXgAAAAJ,{'indices'},Spatial Ecology|Conservation|Spatial Statistics|Connectivity|Quantitative Ecology,Marie-Josee Fortin,https://scholar.google.com/citations?view_op=medium_photo&user=4IG4aXgAAAAJ,9786,77,48,210,158,0,0
155700,University of Missouri,@missouri.edu,25091,rXtvzawAAAAJ,{'indices'},ecology|amphibians|conservation,Raymond D. Semlitsch,https://scholar.google.com/citations?view_op=medium_photo&user=rXtvzawAAAAJ,6668,79,36,242,164,0,0
155701,University of Connecticut,@uconn.edu,24526,798Vk8sAAAAJ,{'indices'},Ecology|Biogeography|Conservation|Macroecology|Disturbance,Michael Willig,https://scholar.google.com/citations?view_op=medium_photo&user=798Vk8sAAAAJ,8570,75,42,203,139,0,0
155702,"Professor, Matthew Flinders Fellow in Global Ecology, Flinders University",@flinders.edu.au,24213,1sO0O3wAAAAJ,{'indices'},ecology|conservation|climate change|sustainability|palaeoecology,Corey JA Bradshaw,https://scholar.google.com/citations?view_op=medium_photo&user=1sO0O3wAAAAJ,12274,77,48,252,197,0,0
155703,"Redpath Museum, McGill University",@mcgill.ca,24094,gbY3ymcAAAAJ,{'indices'},evolutionary ecology|evolution|ecology|conservation,Andrew Hendry,https://scholar.google.com/citations?view_op=medium_photo&user=gbY3ymcAAAAJ,10715,83,53,200,172,0,0
155704,"Moran Professor Of Conservation and Development, University of Cambridge",@cam.ac.uk,23758,ic-AiHEAAAAJ,{'indices'},political ecology|conservation|development,William M Adams,https://scholar.google.com/citations?view_op=medium_photo&user=ic-AiHEAAAAJ,9576,68,43,167,109,0,0
155705,University of Essex,@essex.ac.uk,23520,iqa9_ZUAAAAJ,{'indices'},Marine Biology|Conservation|Coral|Seagrass|Mangrove,David J Smith,https://scholar.google.com/citations?view_op=medium_photo&user=iqa9_ZUAAAAJ,8898,59,40,618,253,0,0
155706,harvard university,@fas.harvard.edu,23374,WTOyViUAAAAJ,{'indices'},ecology|conservation|history,David Foster,https://scholar.google.com/citations?view_op=medium_photo&user=WTOyViUAAAAJ,6738,79,40,165,122,0,0
155707,"Tropical Ecologist, Science & Education, The Field Museum",@fieldmuseum.org,23359,nX81yvQAAAAJ,{'indices'},Tropical Ecology|Floristics|Conservation|Identification Tools,Robin B Foster,https://scholar.google.com/citations?view_op=medium_photo&user=nX81yvQAAAAJ,5511,65,36,97,63,0,0
155708,"Professor of Vertebrate Zoology, UNESP, São Paulo, Brazil",@rc.unesp.br,23356,zPFhY4UAAAAJ,{'indices'},Amphibians|Ecology|Behavior|Conservation|Evolution,Célio FB Haddad,https://scholar.google.com/citations?view_op=medium_photo&user=zPFhY4UAAAAJ,9706,70,44,287,205,0,0
155709,"Professor, University of York",@york.ac.uk,22667,FFM5srQAAAAJ,{'indices'},conservation|biodiversity|climate change|tropical ecology|entomology,Jane K Hill,https://scholar.google.com/citations?view_op=medium_photo&user=FFM5srQAAAAJ,9217,61,44,117,91,0,0
155710,"Professor, ISISE, University of Minho / Universidade do Minho, Dep. Civil Engineering …",@civil.uminho.pt,22221,AqqPOMsAAAAJ,{'indices'},Structural Engineering|Masonry|Conservation|Earthquake Engineering|Historical Construction,Paulo B Lourenco,https://scholar.google.com/citations?view_op=medium_photo&user=AqqPOMsAAAAJ,12398,73,54,367,262,0,0
155711,"School of Life Sciences, University of Sussex",@sussex.ac.uk,22028,8sFA9P4AAAAJ,{'indices'},biodiversity|conservation|agriculture|quantitative analysis|GIS,Jörn PW Scharlemann,https://scholar.google.com/citations?view_op=medium_photo&user=8sFA9P4AAAAJ,13751,46,39,71,65,0,0
155712,"Percy FitzPatrick Institute, University of Cape Town",,21436,z7v8By0AAAAJ,{'indices'},Ornithology|conservation|marine litter,Peter G Ryan,https://scholar.google.com/citations?view_op=medium_photo&user=z7v8By0AAAAJ,11071,70,45,310,205,0,0
155713,"Research Director, CNRS, University of Paris Sud",@u-psud.fr,21353,LGAaXeYAAAAJ,{'indices'},Conservation|population dynamics|invasive species|overexploitation|Allee effect,Courchamp Franck,https://scholar.google.com/citations?view_op=medium_photo&user=LGAaXeYAAAAJ,11931,59,44,123,110,0,0
155714,"Professor in Ecology, Swedish University of Agricultural Sciences",@slu.se,21144,L4-RcxYAAAAJ,{'indices'},agronomy|ecology|conservation|crop protection|ecosystem services,Riccardo Bommarco,https://scholar.google.com/citations?view_op=medium_photo&user=L4-RcxYAAAAJ,14759,67,55,130,117,0,0
155715,"Professor, School of Geography, University of Leeds",@leeds.ac.uk,20894,9AwxWtoAAAAJ,{'indices'},Tropical forest ecology|evolution|conservation|carbon cycling|global change,Tim Baker,https://scholar.google.com/citations?view_op=medium_photo&user=9AwxWtoAAAAJ,11486,62,50,102,96,0,0
155716,"Professor Ecology and Biodiversity, University College London",@ucl.ac.uk,20781,Vd9jVC0AAAAJ,{'indices'},Biodiversity|Disease ecology|Evolution|Conservation|Bats,Kate E. Jones,https://scholar.google.com/citations?view_op=medium_photo&user=Vd9jVC0AAAAJ,9872,51,41,90,77,0,0
155717,"Professor of Ecology, Pontificia Universidad Catolica de Chile & The Santa Fe Institute",@bio.puc.cl,20335,B0JgDB4AAAAJ,{'indices'},Macroecology|theoretical ecology|Complex systems|Global change|Conservation,Pablo A. Marquet,https://scholar.google.com/citations?view_op=medium_photo&user=B0JgDB4AAAAJ,8385,61,35,159,109,0,0
155718,"Professor and Curator of Mammals Emeritus, University of California, Berkeley",@berkeley.edu,19803,yomrP9wAAAAJ,{'indices'},evolution|mammalogy|systematics|conservation,James L. PATTON,https://scholar.google.com/citations?view_op=medium_photo&user=yomrP9wAAAAJ,4680,72,28,173,79,0,0
155719,"Professor of Marine Ecology, Simon Fraser University",@sfu.ca,19622,_8OMcbUAAAAJ,{'indices'},Coral reef ecology|Conservation|Marine ecology|Behavioural ecology,Isabelle M Côté,https://scholar.google.com/citations?view_op=medium_photo&user=_8OMcbUAAAAJ,9139,66,52,178,136,0,0
155720,"Research Professor, James Cook University",@jcu.edu.au,19447,5tR2YwsAAAAJ,{'indices'},Landscape ecology|Conservation|Social-Ecological Systems,Graeme S. Cumming,https://scholar.google.com/citations?view_op=medium_photo&user=5tR2YwsAAAAJ,10889,61,46,158,139,0,0
155721,Norwegian Institute for Nature Research,@nina.no,19322,yBvpaWIAAAAJ,{'indices'},conservation|wildlife|ecology,John DC Linnell,https://scholar.google.com/citations?view_op=medium_photo&user=yBvpaWIAAAAJ,10080,74,51,258,201,0,0
155722,"Director, Southwest Climate Science Center, US Geological Survey",@uwyo.edu,19303,CCNMpKsAAAAJ,{'indices'},ecology|paleoecology|conservation|climate change,Stephen T. Jackson,https://scholar.google.com/citations?view_op=medium_photo&user=CCNMpKsAAAAJ,8860,65,42,138,100,0,0
155723,"Professor of Evolutionary Biology, University of Copenhagen",@bio.ku.dk,18889,QhbO4ggwbZkC,{'indices'},Social evolution|Conflict and cooperation|Mating systems|Host-parasite-mutualist coadaptation|Conservation,Jacobus J. Boomsma,https://scholar.google.com/citations?view_op=medium_photo&user=QhbO4ggwbZkC,6587,76,41,259,163,0,0
155724,"Professor, Director, NJ Institute for Food, Nutrition and Health, Rutgers University",@rutgers.edu,18171,uFZJ02IAAAAJ,{'indices'},Microbiome|Microbial Ecology|Conservation,Maria Gloria Dominguez-Bello,https://scholar.google.com/citations?view_op=medium_photo&user=uFZJ02IAAAAJ,13311,42,32,96,66,0,0
155725,"Professor, Natural History Museum, University of Oslo",@nhm.uio.no,17924,wQ8b19sAAAAJ,{'indices'},Mycology|systematics|molecular identification|conservation,Karl-Henrik Larsson,https://scholar.google.com/citations?view_op=medium_photo&user=wQ8b19sAAAAJ,10129,49,39,87,63,0,0
155726,"The Nature Conservancy, Lead Scientist",@tnc.org,17856,3xxvI5gAAAAJ,{'indices'},Conservation|Conservation Planning|Disease Ecology|Mitigation|Spatial Planning,Joseph Kiesecker,https://scholar.google.com/citations?view_op=medium_photo&user=3xxvI5gAAAAJ,5893,71,42,134,104,0,0
155727,"Professor, Département de biologie, Université de Sherbrooke",@usherbrooke.ca,17760,BKy5XSIAAAAJ,{'indices'},Plant ecology|Community Ecology|Ecological Genetics|Conservation,Mark Vellend,https://scholar.google.com/citations?view_op=medium_photo&user=BKy5XSIAAAAJ,10517,59,50,108,93,0,0
155728,"Director of Science, North America Region, The Nature Conservancy",@tnc.org,17694,zRRcGk4AAAAJ,{'indices'},Conservation,Joe Fargione,https://scholar.google.com/citations?view_op=medium_photo&user=zRRcGk4AAAAJ,7803,41,33,68,64,0,0
155729,"University of Queensland, Wildlife Conservation Society",@wcs.org,17075,T5SGR4cAAAAJ,{'indices'},Conservation|Environment and Ecology,James EM Watson,https://scholar.google.com/citations?view_op=medium_photo&user=T5SGR4cAAAAJ,13523,65,57,191,170,0,0
155730,Univ. Colorado Boulder,@colorado.edu,17011,truDkggAAAAJ,{'indices'},ecology|conservation,Daniel F. Doak,https://scholar.google.com/citations?view_op=medium_photo&user=truDkggAAAAJ,5598,60,35,113,87,0,0
155731,"International Chair in Ecotourism Research, Griffith University",@griffith.edu.au,16789,mF7M4rsAAAAJ,{'indices'},ecotourism|conservation|tourism|environment|ecology,Ralf Buckley,https://scholar.google.com/citations?view_op=medium_photo&user=mF7M4rsAAAAJ,6923,65,40,233,132,0,0
155732,"Seabird Ecologist, British Antarctic Survey",@bas.ac.uk,16607,jeONtb0AAAAJ,{'indices'},seabirds|tracking|ecology|conservation,Richard Phillips,https://scholar.google.com/citations?view_op=medium_photo&user=jeONtb0AAAAJ,8486,68,45,256,219,0,0
155733,"Research Professor, Museo Nacional de Ciencias Naturales. CSIC",@mncn.csic.es,16577,5vitfzwAAAAJ,{'indices'},Biogeography|Entomology|Conservation|Dung Beetles|Macroecology,Jorge M. Lobo,https://scholar.google.com/citations?view_op=medium_photo&user=5vitfzwAAAAJ,7451,64,38,211,125,0,0
155734,"Director of  Science, RSPB",@rspb.org.uk,16394,vWcwwv0AAAAJ,{'indices'},Conservation Science|Ornithology|Conservation|Agroecology|Biodiversity,Jeremy D Wilson,https://scholar.google.com/citations?view_op=medium_photo&user=vWcwwv0AAAAJ,4694,51,31,108,66,0,0
155735,"Instituto de Investigaciones Marinas (CSIC), Spain",@iim.csic.es,16181,eQ4WoRIAAAAJ,{'indices'},marine biology|ecology|conservation|fisheries|cephalopods,Graham Pierce,https://scholar.google.com/citations?view_op=medium_photo&user=eQ4WoRIAAAAJ,6190,69,39,259,180,0,0
155736,Royal Botanic Garden Edinburgh,@rbge.org.uk,16164,9_dz4HwAAAAJ,{'indices'},Biodiversity|Conservation|Systematics,Pete Hollingsworth,https://scholar.google.com/citations?view_op=medium_photo&user=9_dz4HwAAAAJ,8334,48,29,111,71,0,0
155737,"Professor, Wildlife Ecology and Conservation, and Center for Latin American Studies …",@ufl.edu,16065,7vHmFYUAAAAJ,{'indices'},tropical ecology|conservation|seed dispersal ecology|avian ecology/population biology,Bette Loiselle,https://scholar.google.com/citations?view_op=medium_photo&user=7vHmFYUAAAAJ,5987,46,24,95,68,0,0
155738,"Professor of Conservation Ecology, School of Biological Sciences, University of Auckland",@auckland.ac.nz,16048,4CUsAj4AAAAJ,{'indices'},Ecology|Conservation|Invasive Species,Mick N. Clout,https://scholar.google.com/citations?view_op=medium_photo&user=4CUsAj4AAAAJ,5194,49,28,123,77,0,0
155739,Wildlife Conservation Society,@wcs.org,15972,adLsXtoAAAAJ,{'indices'},Conservation|Tropical Ecology|Animal Behavior,John G. Robinson,https://scholar.google.com/citations?view_op=medium_photo&user=adLsXtoAAAAJ,3745,65,34,108,68,0,0
155740,"Professor, ARC Centre of Excellence for Coral Reef Studies, James Cook University",@jcu.edu.au,15949,pgldl5oAAAAJ,{'indices'},social-ecological systems|small-scale fisheries|coral reefs|human dimensions|conservation,Joshua Cinner,https://scholar.google.com/citations?view_op=medium_photo&user=pgldl5oAAAAJ,9839,74,59,145,139,0,0
155741,Research Ecologist,@falcons.co.uk,15659,I6zhaJkAAAAJ,{'indices'},Conservation|Ecology|habitat restoration,Dr Lutfor Rahman,https://scholar.google.com/citations?view_op=medium_photo&user=I6zhaJkAAAAJ,10284,50,39,346,220,0,0
155742,University of Wuerzburg,@biozentrum.uni-wuerzburg.de,15498,h1zHFbEAAAAJ,{'indices'},ecology|tropical biology|conservation|biodiversity,Linsenmair,https://scholar.google.com/citations?view_op=medium_photo&user=h1zHFbEAAAAJ,5793,68,38,226,123,0,0
155743,"Professor of Ecosystem Management, ETH Zurich",@env.ethz.ch,15357,64wBaqMAAAAJ,{'indices'},Ecology|Conservation|Forests,Jaboury Ghazoul,https://scholar.google.com/citations?view_op=medium_photo&user=64wBaqMAAAAJ,8384,58,43,144,114,0,0
155744,"Professor, Biosciences, Ecology and Evolutionary Biology, Rice University",@rice.edu,15112,Yfkyms8AAAAJ,{'indices'},Ecology|invasive species|plants|insects|conservation,Evan Siemann,https://scholar.google.com/citations?view_op=medium_photo&user=Yfkyms8AAAAJ,5060,47,30,106,82,0,0
155745,Community and Conservation Ecology University of Groningen,@planet.nl,15086,dn2RGX8AAAAJ,{'indices'},Ecology|Botany|Conservation,E van der Maarel,https://scholar.google.com/citations?view_op=medium_photo&user=dn2RGX8AAAAJ,2582,54,22,147,44,0,0
155746,"Scientist, South African National Biodiversity Institute",@sanbi.org.za,14684,LQABKBsAAAAJ,{'indices'},Conservation,tony rebelo,https://scholar.google.com/citations?view_op=medium_photo&user=LQABKBsAAAAJ,5215,48,33,96,63,0,0
155747,Universidad Veracruzana,@uv.mx,14655,0EABvHoAAAAJ,{'indices'},animal behavior|regulation of social relationships|conflict management|fission-fusion dynamics|conservation,Filippo Aureli,https://scholar.google.com/citations?view_op=medium_photo&user=0EABvHoAAAAJ,5443,66,37,157,114,0,0
155748,"Director General and CEO, International Institute for Applied Systems Analysis (IIASA)",@iiasa.ac.at,14618,_gctYysAAAAJ,{'indices'},Biodiversity|conservation|climate change,Albert van Jaarsveld,https://scholar.google.com/citations?view_op=medium_photo&user=_gctYysAAAAJ,4151,42,17,86,31,0,0
155749,"Institute of Zoology, Zoological Society of London",@ioz.ac.uk,14601,gu-DVNIAAAAJ,{'indices'},conservation|monitoring|remote sensing|population ecology|spatial analyses,Nathalie Pettorelli,https://scholar.google.com/citations?view_op=medium_photo&user=gu-DVNIAAAAJ,9380,57,44,137,118,0,0
155750,"Emeritus Professor or Biology, University of California at Santa Cruz",@ucsc.edu,14544,aCi-zBkAAAAJ,{'indices'},social behavior|diving behavior and physiology of marine …|pollutants|conservation,Burney Le Boeuf,https://scholar.google.com/citations?view_op=medium_photo&user=aCi-zBkAAAAJ,2279,71,26,147,78,0,0
155751,"Professor of Ungulate Ecology, Wildlife Biology Program, University of Montana",@umontana.edu,14453,SVUaffQAAAAJ,{'indices'},habitat|population|conservation|management|endangered species,Mark Hebblewhite,https://scholar.google.com/citations?view_op=medium_photo&user=SVUaffQAAAAJ,9119,56,46,136,130,0,0
155752,"Senior Research Scientist, Emeritus, Natural Resource Ecology Lab, Colorado State …",@Colostate.edu,14446,gLurthYAAAAJ,{'indices'},Invasion Ecology|Modeling|Biodiversity|Conservation,Thomas J. Stohlgren,https://scholar.google.com/citations?view_op=medium_photo&user=gLurthYAAAAJ,4393,61,33,143,82,0,0
155753,"Professor of Marine Ecology, Marine Biological Association Lab and University of …",@mba.ac.uk,14307,CdqWYOIAAAAJ,{'indices'},marine ecology|movement|sharks|behaviour|conservation,David W. Sims,https://scholar.google.com/citations?view_op=medium_photo&user=CdqWYOIAAAAJ,6782,66,48,147,129,0,0
155754,Royal Ontario Museum and University of Toronto,@rom.on.ca,14250,99G2ZuIAAAAJ,{'indices'},Ornithology|evolutionary biology|conservation|molecular systematics,Allan J. Baker,https://scholar.google.com/citations?view_op=medium_photo&user=99G2ZuIAAAAJ,3705,68,30,171,82,0,0
155755,University of Toronto Scarborough,@utoronto.ca,14209,o2kBNdkAAAAJ,{'indices'},Ecology|biodiversity|conservation,Marc W Cadotte,https://scholar.google.com/citations?view_op=medium_photo&user=o2kBNdkAAAAJ,9474,57,48,130,125,0,0
155756,"Honorary Professor, Deakin University, Warrnambool, Victoria, Australia",@deakin.edu.au,14010,3dy9Sf4AAAAJ,{'indices'},Aquaculture|Inland fisheries|Biodiversity|Conservation|Fish Nutrition,Sena S. De Silva,https://scholar.google.com/citations?view_op=medium_photo&user=3dy9Sf4AAAAJ,4287,66,31,243,113,0,0
155757,"Royal Ontario Museum, University of California, Chinese Academy of Sciences, University of …",@utoronto.ca,13887,QEe4n9kAAAAJ,{'indices'},Conservation|Genetics|Genomics,Robert W. Murphy,https://scholar.google.com/citations?view_op=medium_photo&user=QEe4n9kAAAAJ,5184,50,33,227,144,0,0
155758,New York Botanical Garden,,13815,kCVjHJQAAAAJ,{'indices'},Ethnobotany|botany|conservation|medicinal plants|ethnomedicine,Michael Balick,https://scholar.google.com/citations?view_op=medium_photo&user=kCVjHJQAAAAJ,3212,55,29,153,73,0,0
155759,University of Helsinki,@helsinki.fi,13606,peGg0YEAAAAJ,{'indices'},Evolution|Genomics|Ecology|Conservation|Fisheries,Craig Primmer,https://scholar.google.com/citations?view_op=medium_photo&user=peGg0YEAAAAJ,4832,64,34,157,118,0,0
155760,"University of Maryland, Southern Illinois University, St. Lawrence University",@umd.edu,13485,7MfZxCEAAAAJ,{'indices'},amphibians|biodiversity|conservation|disease|ecology,Karen R. Lips,https://scholar.google.com/citations?view_op=medium_photo&user=7MfZxCEAAAAJ,5306,49,37,97,76,0,0
155761,Earth Science Research,,13364,qkjVEWEAAAAJ,{'indices'},Conservation|Ecology|Remote Sensing,Jeff Morisette,https://scholar.google.com/citations?view_op=medium_photo&user=qkjVEWEAAAAJ,4986,42,33,73,56,0,0
155762,"Integrated Mountain Area Research Center, Karakorum International University",@kiu.edu.pk,13254,fwQKOPgAAAAJ,{'indices'},Biotechnology|Conservation|Development|Education|Mediation,Tika Khan,https://scholar.google.com/citations?view_op=medium_photo&user=fwQKOPgAAAAJ,8793,54,43,278,188,0,0
155763,"Professor of Marine Biology, Texas A&M University",@tamug.edu,13140,4BNCQvsAAAAJ,{'indices'},marine mammals|behavior|ecology|conservation,Bernd Wursig,https://scholar.google.com/citations?view_op=medium_photo&user=4BNCQvsAAAAJ,3967,60,31,171,107,0,0
155764,"Manager, Global Species Programme, International Union for the Conservation of Nature",@conservation.org,13083,C1Mkl9MAAAAJ,{'indices'},conservation,Neil Cox,https://scholar.google.com/citations?view_op=medium_photo&user=C1Mkl9MAAAAJ,5232,25,22,31,28,0,0
155765,University of Colorado,@colorado.edu,12905,OrAfeCMAAAAJ,{'indices'},Conservation|disease|parasites|malformations|amphibians,Pieter Johnson,https://scholar.google.com/citations?view_op=medium_photo&user=OrAfeCMAAAAJ,7300,62,45,134,120,0,0
155766,"University of California, Santa Cruz",@ucsc.edu,12895,eXw9gEgAAAAJ,{'indices'},Disease ecology|Population biology|Conservation,A. Marm Kilpatrick,https://scholar.google.com/citations?view_op=medium_photo&user=eXw9gEgAAAAJ,6690,53,42,97,90,0,0
