,affiliation,email,citedby,scholar_id,filled,interests,name,url_picture,citedby5y,hindex,hindex5y,i10index,i10index5y,got_publications,got_coauthors
208186,"Professor of Polymer Science and Engineering, Pusan National University",@pnu.edu,26789,62Wzhb0AAAAJ,{'indices'},polymer,Chang-Sik Ha,https://scholar.google.com/citations?view_op=medium_photo&user=62Wzhb0AAAAJ,11098,69,43,446,224,0,0
208187,Fudan University,@fudan.edu.cn,22217,y0a-SAcAAAAJ,{'indices'},Fiber electronics|Bioelectronics|Polymer|Energy,Huisheng Peng (彭慧胜),https://scholar.google.com/citations?view_op=medium_photo&user=y0a-SAcAAAAJ,17653,83,75,233,215,0,0
208188,University of Missouri-Kansas City,,21011,QXNzxF0AAAAJ,{'indices'},Drug Delivery|prodrugs|nanoparticles|polymer|nanomicelles,Ashim Mitra,https://scholar.google.com/citations?view_op=medium_photo&user=QXNzxF0AAAAJ,8777,71,38,343,222,0,0
208189,Beijing Institute of Technology,@bit.edu.cn,20862,peA-x_EAAAAJ,{'indices'},Hybrids materials|Perovskite|Polymer|Thin film devices,Qi Chen (陈棋),https://scholar.google.com/citations?view_op=medium_photo&user=peA-x_EAAAAJ,18101,47,44,88,85,0,0
208190,Nagoya University,@katch.ne.jp,19856,LQQ00rkAAAAJ,{'indices'},Polymer|Nanocomposite|Fuel cell|Electrolyte,Masaya kawasumi,https://scholar.google.com/citations?view_op=medium_photo&user=LQQ00rkAAAAJ,2108,43,19,82,30,0,0
208191,"Professor of Chemistry, University of Glasgow",@glasgow.ac.uk,19800,b8eDFvkAAAAJ,{'indices'},peptides|hydrogel|polymer|self-assembly|supramolecular chemistry,Dave J. Adams,https://scholar.google.com/citations?view_op=medium_photo&user=b8eDFvkAAAAJ,11816,75,59,196,175,0,0
208192,"The University of Houston, Houston, Texas, USA",@uh.edu,19793,D3ai3e8AAAAJ,{'indices'},Polymer|rubber,Professor Anil Bhowmick,https://scholar.google.com/citations?view_op=medium_photo&user=D3ai3e8AAAAJ,6802,66,33,424,184,0,0
208193,"College of Polymer Science and Engineering, State Key Laboratory of Polymer Materials …",,19772,XVRMnLkAAAAJ,{'indices'},Polymer|Polymer Crystallization|Polymer Engineering|Nanocomposite|Graphene,Zhong-Ming Li,https://scholar.google.com/citations?view_op=medium_photo&user=XVRMnLkAAAAJ,11913,69,51,373,278,0,0
208194,Comprenensive Research Organization for Science and Society,@cross.or.jp,19247,8xOhQ4gAAAAJ,{'indices'},polymer|polymer science|neutron scattering|polymer gels|dynamic light scattering,Mitsuhiro Shibayama,https://scholar.google.com/citations?view_op=medium_photo&user=8xOhQ4gAAAAJ,5917,73,36,278,158,0,0
208195,"Professor of Experimental Physics, Technische Universität München",@ph.tum.de,17666,blmi2IMAAAAJ,{'indices'},polymer|organic photovolatics|hybrid solar cells|hydrogels|GISAXS,Peter Müller-Buschbaum,https://scholar.google.com/citations?view_op=medium_photo&user=blmi2IMAAAAJ,9854,66,43,366,241,0,0
208196,"Bangkok, Thailand",,17195,y-ZVlIsAAAAJ,{'indices'},Amber|molecular dynamics|GPCR|polymer|DNA/RNA,Romain M. Wolf,https://scholar.google.com/citations?view_op=medium_photo&user=y-ZVlIsAAAAJ,9746,35,20,60,31,0,0
208197,Tokyo Institute of Technology,@m.titech.ac.jp,17115,hOKmLP0AAAAJ,{'indices'},Liquid Crystal|Polymer|Optical Material|Material Engineering,Junji Watanabe (渡邊順次),https://scholar.google.com/citations?view_op=medium_photo&user=hOKmLP0AAAAJ,3344,63,24,311,103,0,0
208198,Chiao Tung University,@mail.nctu.edu.tw,16721,Oj-XwqYAAAAJ,{'indices'},Polymer,Chain-Shu Hsu,https://scholar.google.com/citations?view_op=medium_photo&user=Oj-XwqYAAAAJ,6844,53,36,235,121,0,0
208199,"Prof. of Chemical Engineering, Sungkyunkwan University",@skku.edu,16097,kYdtj8sAAAAJ,{'indices'},Biomaterials|Polymer|Hydrogel|Drug delivery,Doo Sung Lee,https://scholar.google.com/citations?view_op=medium_photo&user=kYdtj8sAAAAJ,6780,64,44,199,146,0,0
208200,Professor of Materials Science and Engineering,@mail.nctu.edu.tw,16090,_Eb_OXkAAAAJ,{'indices'},polymer|solar cells|2D materials|quantum dots,Kung-Hwa Wei,https://scholar.google.com/citations?view_op=medium_photo&user=_Eb_OXkAAAAJ,7244,64,42,190,124,0,0
208201,"Emeritus Professor, Geopolymer Institute, 02100 Saint-Quentin, France",@geopolymer.org,15629,7MI-mvUAAAAJ,{'indices'},geopolymer|polymer|chemistry|archaeology|archeometry,Joseph Davidovits,https://scholar.google.com/citations?view_op=medium_photo&user=7MI-mvUAAAAJ,7404,45,30,64,49,0,0
208202,University of Central Florida,@ucf.edu,15432,LCkw0hQAAAAJ,{'indices'},Polymer|Self-assembly|Carbon Nanotubes|Graphene|ceramics,Lei Zhai,https://scholar.google.com/citations?view_op=medium_photo&user=LCkw0hQAAAAJ,8171,51,35,90,79,0,0
208203,Tezpur University,@tezu.ernet.in,15310,1wYtBqEAAAAJ,{'indices'},Polymer|Nanoscience|Solar Cell|Nanotechnology,Shyamalima Sharma,https://scholar.google.com/citations?view_op=medium_photo&user=1wYtBqEAAAAJ,8362,34,27,308,168,0,0
208204,"Jilin University, NIH, Stanford University",@stanford.edu,15127,yUticBgAAAAJ,{'indices'},fluorescent materials|polymer|bioimage and bio-detection,Shoujun Zhu,https://scholar.google.com/citations?view_op=medium_photo&user=yUticBgAAAAJ,12702,56,52,97,93,0,0
208205,NTUST,@mail.ntust.edu.tw,14240,aOU1Y3EAAAAJ,{'indices'},POLYMER,Der-Jang Liaw,https://scholar.google.com/citations?view_op=medium_photo&user=aOU1Y3EAAAAJ,3840,57,25,244,76,0,0
208206,Cornell University,@cornell.edu,14079,-PcrRhsAAAAJ,{'indices'},Material science|polymer|mechanics|fracture mechanics|soft materials,Chung Yuen Hui,https://scholar.google.com/citations?view_op=medium_photo&user=-PcrRhsAAAAJ,4566,65,33,217,125,0,0
208207,georgia institute of technology,@rbi.gatech.edu,14016,3LBwuhYAAAAJ,{'indices'},nanomaterials|biofuel and biomass|fuel cell and solar cell|polymer|paper making,yulin deng,https://scholar.google.com/citations?view_op=medium_photo&user=3LBwuhYAAAAJ,7247,63,45,227,161,0,0
208208,Jessore University of Science and Technology,@just.edu.bd,13782,Q8TXr6wAAAAJ,{'indices'},Energy|Environmental|Polymer,Md. Wasikur Rahman,https://scholar.google.com/citations?view_op=medium_photo&user=Q8TXr6wAAAAJ,8229,51,34,376,231,0,0
208209,"Professor of Chemistry, University of California, Irvine",@uci.edu,13738,3WxpJmIAAAAJ,{'indices'},materials chemistry|polymer|biomaterials|catalysis,Zhibin Guan,https://scholar.google.com/citations?view_op=medium_photo&user=3WxpJmIAAAAJ,6368,63,41,112,94,0,0
208210,"Department of Materials and Optoelectronic Science, National Sun Yat Sen University …",@faculty.nsysu.edu.tw,13284,dzQ-oesAAAAJ,{'indices'},Polymer|Polybenzoxazine|Mesoporous Materials|Covalent Organic Framework|POSS,Shiao-Wei Kuo,https://scholar.google.com/citations?view_op=medium_photo&user=dzQ-oesAAAAJ,6112,59,36,268,194,0,0
208211,"Yonsei University, Chemical and Biomolecular Engineering, Professor",@yonsei.ac.kr,13272,gUC8s6QAAAAJ,{'indices'},polymer|membrane|energy,Jong Hak Kim,https://scholar.google.com/citations?view_op=medium_photo&user=gUC8s6QAAAAJ,6846,55,35,331,234,0,0
208212,National Sun Yat Sen University,@g-mail.nsysu.edu.tw,12426,qOiW6IUAAAAJ,{'indices'},POSS|COF|Polymer|Mesoporous Materials,Shiao-Wei Kuo,https://scholar.google.com/citations?view_op=medium_photo&user=qOiW6IUAAAAJ,5545,57,35,264,190,0,0
208213,Kobayasi Institute of Physical Research,@s5.dion.ne.jp,12199,j_XXHAEAAAAJ,{'indices'},Piezoelectricity|Polymer|Biorheology,Eiichi Fukada,https://scholar.google.com/citations?view_op=medium_photo&user=j_XXHAEAAAAJ,2465,52,23,188,53,0,0
208214,"Professor of Chemical and Biomolecular Engineering, KAIST",@kaist.ac.kr,12194,svoxtDkAAAAJ,{'indices'},polymer|polymer solar cells|polymer electronics|polymer particles|block copolymers,Bumjoon J. Kim,https://scholar.google.com/citations?view_op=medium_photo&user=svoxtDkAAAAJ,7801,58,48,172,162,0,0
208215,"Evan C. Thompson Term Professor of Chemical and Biomolecular Engineering, University of …",@seas.upenn.edu,11254,isKj1xoAAAAJ,{'indices'},Soft matter|colloid and interface science|polymer|nanocomposite|microfluidics,Daeyeon Lee,https://scholar.google.com/citations?view_op=medium_photo&user=isKj1xoAAAAJ,6206,52,43,149,134,0,0
208216,"Professor of Chemistry, National Center for Nanoscience and Technology, CAS (wanghao …",,10076,t5Uvc3IAAAAJ,{'indices'},polymer|supramolecules|organic synthesis electronics|transistor|crystal growth,Hao Wang (王浩),https://scholar.google.com/citations?view_op=medium_photo&user=t5Uvc3IAAAAJ,7966,56,49,155,151,0,0
208217,"NIST, NBS, Monsanto, Cambridge, MIT, Pensacola, Gaithersburg, ITRI, Taiwan",@nist.gov,9923,hP27aBgAAAAJ,{'indices'},polymer|x-ray|composite|neutron|thin films,Wen-Li Wu,https://scholar.google.com/citations?view_op=medium_photo&user=hP27aBgAAAAJ,1902,52,21,159,51,0,0
208218,National Research Council Canada,@nrc-cnrc.gc.ca,9361,A0RTDSQAAAAJ,{'indices'},Chemistry|Polymer|Materials,jianfu ding,https://scholar.google.com/citations?view_op=medium_photo&user=A0RTDSQAAAAJ,2541,51,26,111,60,0,0
208219,Central South University,@csu.edu.cn,9349,6DYg-UcAAAAJ,{'indices'},energy|materials|polymer|biomedicine,yingping zou,https://scholar.google.com/citations?view_op=medium_photo&user=6DYg-UcAAAAJ,5920,47,34,126,104,0,0
208220,Huazhong University of Science and Technology,@mail.hust.edu.cn,9343,ck3dik0AAAAJ,{'indices'},Polymer,Bien Tan,https://scholar.google.com/citations?view_op=medium_photo&user=ck3dik0AAAAJ,6167,51,43,126,107,0,0
208221,"Professor of Institute of Polymer Science and Engineering, National Taiwan University",@ntu.edu.tw,9142,8V0APecAAAAJ,{'indices'},Polymer|Electrochromic materials,Guey-Sheng Liou,https://scholar.google.com/citations?view_op=medium_photo&user=8V0APecAAAAJ,4056,52,32,185,122,0,0
208222,University of South Carolina,@mailbox.sc.edu,9132,j8-BWpUAAAAJ,{'indices'},Polymer|Biomaterials,Chuanbing Tang,https://scholar.google.com/citations?view_op=medium_photo&user=j8-BWpUAAAAJ,5324,52,38,153,122,0,0
208223,"Department of Physics, Banaras Hindu University",,9094,1YPeD1IAAAAJ,{'indices'},lanthanide|luminescence|phosphor|glass|polymer,SB Rai,https://scholar.google.com/citations?view_op=medium_photo&user=1YPeD1IAAAAJ,4789,50,34,219,149,0,0
208224,University of Mons,@umons.ac.be,8953,sCyBeGkAAAAJ,{'indices'},polymer,Jean-Marie RAQUEZ,https://scholar.google.com/citations?view_op=medium_photo&user=sCyBeGkAAAAJ,5949,47,39,130,112,0,0
208225,"Department of Physics, Faculty of Science, University of Malaya",@um.edu.my,8939,Xx64OREAAAAJ,{'indices'},Polymer electrolyte|electrolyte|electrochemical devices|polymer,Ramesh T Subramaniam,https://scholar.google.com/citations?view_op=medium_photo&user=Xx64OREAAAAJ,6718,48,42,180,162,0,0
208226,CSIRO,,8856,wuGbuMoAAAAJ,{'indices'},Polymer|organic electronics,Xiwen Chen,https://scholar.google.com/citations?view_op=medium_photo&user=wuGbuMoAAAAJ,4686,49,36,154,114,0,0
208227,"Professor & Head of Chemistry(UCALS),Uttaranchal University,Dehradun",@uttaranchaluniversity.ac.in,8818,iK9CfwoAAAAJ,{'indices'},Organic|physical|polymer|environmental chemistry,Dr. Ajay singh,https://scholar.google.com/citations?view_op=medium_photo&user=iK9CfwoAAAAJ,5817,29,26,212,143,0,0
208228,University of New Brunswick,@unb.ca,8600,WrFstRcAAAAJ,{'indices'},Polymer|Cellulose,Huining Xiao,https://scholar.google.com/citations?view_op=medium_photo&user=WrFstRcAAAAJ,5583,46,37,198,150,0,0
208229,Professor of polymer science,@polysci.umass.edu,8583,UTlejyQAAAAJ,{'indices'},polymer,Shaw Hsu,https://scholar.google.com/citations?view_op=medium_photo&user=UTlejyQAAAAJ,1715,49,23,157,50,0,0
208230,Banaras Hindu University,,8303,LHGJzowAAAAJ,{'indices'},polymer,Swati sharma,https://scholar.google.com/citations?view_op=medium_photo&user=LHGJzowAAAAJ,5095,40,31,182,128,0,0
208231,Full Professor at KAIST,@kaist.ac.kr,8276,G-yheh4AAAAJ,{'indices'},Nanotechnology|Polymer|Nanofabrication|Nanodevice,Yeon Sik Jung,https://scholar.google.com/citations?view_op=medium_photo&user=G-yheh4AAAAJ,4350,48,38,93,83,0,0
208232,"Canakkale Onsekiz Mart University, Turkey & University of South Florida, Tampa, FL",@comu.edu.tr,8164,A48exy0AAAAJ,{'indices'},polymer|hydrogel|nanoscience & nanotechnology|energy|catalyst,Nurettin SAHINER,https://scholar.google.com/citations?view_op=medium_photo&user=A48exy0AAAAJ,4823,50,34,184,159,0,0
208233,Inha University,@inha.ac.kr,8075,0W1aX8YAAAAJ,{'indices'},polymer|synthesis,Ji Ho Youk,https://scholar.google.com/citations?view_op=medium_photo&user=0W1aX8YAAAAJ,3319,39,25,94,61,0,0
208234,University of Notre Dame,@nd.edu,7900,96Fg0RwAAAAJ,{'indices'},Polymer,Haifeng Gao,https://scholar.google.com/citations?view_op=medium_photo&user=96Fg0RwAAAAJ,2807,42,30,78,66,0,0
208235,"Associate Professor, The University of Akron",@uakron.edu,7869,sScmG5wAAAAJ,{'indices'},Energy|Polymer|Nanotechnology|Nanodevice fabrication,Yu Zhu,https://scholar.google.com/citations?view_op=medium_photo&user=sScmG5wAAAAJ,4934,38,34,70,66,0,0
208236,"Professor of Environmental Technology, Universiti sains Malaysia",@usm.my,7820,o0NmATcAAAAJ,{'indices'},Supercritical Fluid Technology|wastewater and water treatment|food technology|polymer|clinical solid wastes,Mohd Omar Ab.Kadir,https://scholar.google.com/citations?view_op=medium_photo&user=o0NmATcAAAAJ,4991,38,28,115,93,0,0
208237,"Associate Professor, Physics & Astronomy, Biomedical Engineering, Molecular & Cellular …",@rowan.edu,7622,Lw4JocUAAAAJ,{'indices'},polymer|biomaterials|biomacromolecules|tissue engineering and regenerative medicine|controlled drug release,XIAO HU,https://scholar.google.com/citations?view_op=medium_photo&user=Lw4JocUAAAAJ,4631,44,37,72,68,0,0
208238,University of Pittsburgh (ORCID: 0000-0002-1234-5458),@pitt.edu,7506,y820d7MAAAAJ,{'indices'},Physics Education Research|Polymer|Nanocomposites,Chandralekha Singh,https://scholar.google.com/citations?view_op=medium_photo&user=y820d7MAAAAJ,4081,47,36,148,117,0,0
208239,Indian Association for the Cultivation of Science,@iacs.res.in,7443,en_rKaoAAAAJ,{'indices'},Polymer,Arun Nandi,https://scholar.google.com/citations?view_op=medium_photo&user=en_rKaoAAAAJ,3592,47,32,175,95,0,0
208240,"Ningbo Institute of Materials Technology and Engineering, Chinese Academy of Sciences",@nimte.ac.cn,7240,M0UTsUoAAAAJ,{'indices'},polymer|smart polymer|hydrogel|shape memory|actuator,Tao Chen,https://scholar.google.com/citations?view_op=medium_photo&user=M0UTsUoAAAAJ,5377,46,39,149,114,0,0
208241,"Professor of Polymer Chemistry, Changchun Institute of Applied Chemistry, CAS",@ciac.ac.cn,7199,EYhrdAEAAAAJ,{'indices'},Nanomedicine|Drug delivery|Polymer|Vascular disrupting agent,Zhaohui Tang（汤朝晖）,https://scholar.google.com/citations?view_op=medium_photo&user=EYhrdAEAAAAJ,4744,45,37,96,92,0,0
208242,CSIRO,@csiro.au,7174,AqyrPiUAAAAJ,{'indices'},chemistry|polymer,Raju Adhikai,https://scholar.google.com/citations?view_op=medium_photo&user=AqyrPiUAAAAJ,3950,39,32,68,59,0,0
208243,"Professor of Materials Science Centre, IIT Kharagpur",,7132,RUrDL6MAAAAJ,{'indices'},Nanocomposite|Supercapacitor|Polymer|rubber|Microwave absorbing material,Chapal Das,https://scholar.google.com/citations?view_op=medium_photo&user=RUrDL6MAAAAJ,3695,40,31,176,102,0,0
208244,"Associate Professor, College of Medicine, The Catholic University of Korea",@catholic.ac.kr,7103,shyKu5MAAAAJ,{'indices'},Imaging|Drug/gene delivery|Nanoparticle|Polymer|Click chemistry,Heebeom Koo,https://scholar.google.com/citations?view_op=medium_photo&user=shyKu5MAAAAJ,4307,42,35,72,68,0,0
208245,"University of California, San Diego",@ucsd.edu,7085,KXV_SncAAAAJ,{'indices'},Metal-Organic Materials|crystal engineering|polymer|coordination polymer,Zhenjie Zhang,https://scholar.google.com/citations?view_op=medium_photo&user=KXV_SncAAAAJ,5330,40,34,136,110,0,0
208246,"Professor, Escola de Engenharia de Lorena, USP",@dequi.eel.usp.br,7068,WrlKXYUAAAAJ,{'indices'},biocatalysis|polymer|lipase,Pedro Carlos de Oliveira,https://scholar.google.com/citations?view_op=medium_photo&user=WrlKXYUAAAAJ,3553,43,29,183,103,0,0
208247,University of Waterloo,@uwaterloo.ca,7061,z9B549sAAAAJ,{'indices'},polymer|supramolecular chemistry|nanomaterials,Xiaosong Wang,https://scholar.google.com/citations?view_op=medium_photo&user=z9B549sAAAAJ,2713,43,25,103,65,0,0
208248,kyungpook national university,@knu.ac.kr,7036,rZo0UIEAAAAJ,{'indices'},polymer,Sooyoung Park,https://scholar.google.com/citations?view_op=medium_photo&user=rZo0UIEAAAAJ,4087,42,31,142,101,0,0
208249,University of Science and Technology of China,@ustc.edu.cn,6856,-4eA3i8AAAAJ,{'indices'},Catalysis|Polymer|Organometallics,Changle Chen,https://scholar.google.com/citations?view_op=medium_photo&user=-4eA3i8AAAAJ,6069,50,46,109,103,0,0
208250,"Department of Chemistry, University of California Riverside",@ucr.edu,6854,1UXQEq0AAAAJ,{'indices'},Polymer|self-healing materials|energy storage|supramolecular chemistry,Chao Wang,https://scholar.google.com/citations?view_op=medium_photo&user=1UXQEq0AAAAJ,5041,30,24,31,31,0,0
208251,Kobe Univ,@crystal.kobe-u.ac.jp,6851,xQG_nhYAAAAJ,{'indices'},surface chemistry|surfactant|polymer|protein,Tatsuo Maruyama,https://scholar.google.com/citations?view_op=medium_photo&user=xQG_nhYAAAAJ,2948,46,29,127,71,0,0
208252,University of Science and Technology Beijing,@ustb.edu.cn,6804,lW3lzq0AAAAJ,{'indices'},Dielectric|Polymer|nanocomposites|et al.,Junwei Zha,https://scholar.google.com/citations?view_op=medium_photo&user=lW3lzq0AAAAJ,5167,42,38,107,99,0,0
208253,Beijing University of Chemical Technology,@mail.buct.edu.cn,6749,Vmz_qIMAAAAJ,{'indices'},Lithium Ions Battery|Polymer|Solid electrolyte|Solid state ionics,weidong zhou,https://scholar.google.com/citations?view_op=medium_photo&user=Vmz_qIMAAAAJ,5450,42,34,61,53,0,0
208254,university of science and technology of China,@ustc.edu.cn,6705,U9wO1L0AAAAJ,{'indices'},polymer,Liangbin Li,https://scholar.google.com/citations?view_op=medium_photo&user=U9wO1L0AAAAJ,4051,45,34,150,124,0,0
208255,Université de Sherbrooke,@etsmtl.ca,6691,IkNsH2oAAAAJ,{'indices'},polymer,Michel A. Huneault,https://scholar.google.com/citations?view_op=medium_photo&user=IkNsH2oAAAAJ,3182,37,27,76,44,0,0
208256,"Professor of Chemical and Biomolecular Engineering, Vanderbilt University",@vanderbilt.edu,6665,R9G88asAAAAJ,{'indices'},Bone tissue engineering|polyurethanes|polymer|scaffold|bone metastasis,Scott A. Guelcher,https://scholar.google.com/citations?view_op=medium_photo&user=R9G88asAAAAJ,3468,48,33,106,91,0,0
208257,"Group Leader, Carbon & Composites, Oak Ridge National Laboratory",@ornl.gov,6406,kSDb3uMAAAAJ,{'indices'},polymer|carbon|fiber|composites,Amit K Naskar,https://scholar.google.com/citations?view_op=medium_photo&user=kSDb3uMAAAAJ,5121,34,26,61,53,0,0
208258,"MIT Pune , NCL Pune",@mitpune.edu.in,6334,moqUpwkAAAAJ,{'indices'},polymer|composite|electrical properties|nanomaterials|mechanical properties,Subramaniam Radhakrishnan,https://scholar.google.com/citations?view_op=medium_photo&user=moqUpwkAAAAJ,2391,37,26,128,50,0,0
208259,"Sree Sankara College, Kalady, Kerala, India",,6215,ONg0j2wAAAAJ,{'indices'},Polymer|Composites|Nanotechnology|Biopolymers,Sreekala MS,https://scholar.google.com/citations?view_op=medium_photo&user=ONg0j2wAAAAJ,2915,29,23,42,39,0,0
208260,BEIJING UNIVERSITY OF TECHNOLOGY,@bjut.edu.cn,6179,ucedHHgAAAAJ,{'indices'},MEMBRANE SEPARATION|POLYMER|TWO-DIMENTIONAL MATERIALS|INTERFACIAL POLYMERIZATION,QUAN-FU AN（安全福）,https://scholar.google.com/citations?view_op=medium_photo&user=ucedHHgAAAAJ,4237,44,31,127,106,0,0
208261,"Professor of Materials Science and Engineering, Zhengzhou University",,6177,HkXH9m8AAAAJ,{'indices'},polymer|nanocomposites|flexible conductive polymer devices,Kun Dai,https://scholar.google.com/citations?view_op=medium_photo&user=HkXH9m8AAAAJ,5618,38,34,110,99,0,0
208262,"Professor of Pharmaceutical Sciences, Zhejiang University",@zju.edu.cn,6106,wQ6N-2oAAAAJ,{'indices'},material science|polymer|bioengineering|drug delivery|medical imaging,Daishun Ling,https://scholar.google.com/citations?view_op=medium_photo&user=wQ6N-2oAAAAJ,5522,35,33,67,67,0,0
208263,"Manager (Res.), Polymer Division, GSFC Ltd., Vadodara, Gujarat, India",,6092,6rm5bvwAAAAJ,{'indices'},Energy Conversion & Storage|Polymer|Membrane|Nanocomposites|Graphene,Dr. Ananta Kumar Mishra,https://scholar.google.com/citations?view_op=medium_photo&user=6rm5bvwAAAAJ,3959,25,22,47,35,0,0
208264,Seoul National University,@snu.ac.kr,6040,kM6_Ql4AAAAJ,{'indices'},Polymer,Jong-Chan Lee,https://scholar.google.com/citations?view_op=medium_photo&user=kM6_Ql4AAAAJ,3811,45,33,138,92,0,0
208265,"Manager (Research), Gujarat State Fertilizers & Chemicals Ltd., Vadodara",,6021,WOpRLncAAAAJ,{'indices'},Polymer|Nanocomposites|Energy conversion & storage|Membrane|Graphene,Dr. Ananta Kumar Mishra,https://scholar.google.com/citations?view_op=medium_photo&user=WOpRLncAAAAJ,3917,24,21,45,34,0,0
208266,UNIVERSIDAD DE VALLADOLID,@termo.uva.es,5936,g4go3RMAAAAJ,{'indices'},Membrane|Polymer|Nano- Ultra- Microfiltration|Reverse Osmosis|Gas Separation,Pedro Prádanos del Pico (ORCID:0000-0001-8939-8518),https://scholar.google.com/citations?view_op=medium_photo&user=g4go3RMAAAAJ,2093,40,24,105,69,0,0
208267,National Taiwan University,@g.ntu.edu.tw,5847,SPIecMIAAAAJ,{'indices'},Polymer,Ru Jong Jeng,https://scholar.google.com/citations?view_op=medium_photo&user=SPIecMIAAAAJ,1902,40,21,133,57,0,0
208268,"Professor, POSTECH",@postech.ac.kr,5656,jidmCSEAAAAJ,{'indices'},polymer|organic electronics|interface|charge transportation,Taiho PARK,https://scholar.google.com/citations?view_op=medium_photo&user=jidmCSEAAAAJ,3733,42,35,96,76,0,0
208269,"Business Director, APAC, Beauty & Home Care, Lubrizol",@lubrizol.com,5590,mEPlZ9AAAAAJ,{'indices'},materials science|nano|surfactant|polymer|self assembly,Chang Wang,https://scholar.google.com/citations?view_op=medium_photo&user=mEPlZ9AAAAAJ,1408,24,11,183,20,0,0
208270,"Ningbo Institute of Materials Technology and Engineering, Chinese academy of Science",@nimte.ac.cn,5497,xnCbDe4AAAAJ,{'indices'},membrane|water treatment|polymer|interface|dialysis,Fu Liu,https://scholar.google.com/citations?view_op=medium_photo&user=xnCbDe4AAAAJ,3998,33,28,72,69,0,0
208271,Soochow University,@suda.edu.cn,5430,RabJVNQAAAAJ,{'indices'},polymer,Jian Zhu,https://scholar.google.com/citations?view_op=medium_photo&user=RabJVNQAAAAJ,2019,37,21,173,74,0,0
