,Unnamed: 0,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,author_id,eprint_url,got_citations,got_author_ids,author_ids
273,7189,In-Band Full-Duplex Interference for Underwater Acoustic Communication Systems,2019.0,Bilal A. Jebur and Cornelius T. Healy and Charalampos C. Tsimenidis and Jeffrey Neasham and Jonathon Chambers,,,,,,This work presents an adaptive self-interference cancellation (SIC) method for in-band full-duplex underwater acoustic (IBFD-UWA) systems along with a model for the self-interference (SI) for shallow-water acoustic channels. The proposed system utilizes orthogonal frequency division multiplexing with quadrature phase shift keying modulation to exchange information between two nodes operating in IBFD mode. The proposed adaptive SIC scheme employs the normalized least-mean-square (NLMS) algorithm to suppress the SI signal and avoid saturating the local analog-to-digital (ADC) converter. Unlike existing research works. we investigate the effect of imperfect detection of the signal of interest on the ability of the SIC to diminish the SI signal. We provide experimental results to support the SI model developed and simulation results to demonstrate the ability of the proposed adaptive SIC scheme to mitigate the …,True,RQyU-dgAAAAJ:Tyk-4Ss8FVUC,4,https://ieeexplore.ieee.org/abstract/document/8867207/,7717890237063275227,/scholar?cites=7717890237063275227,,https://www.researchgate.net/profile/Bilal_Jebur/publication/334684073_In-Band_Full-Duplex_Interference_for_Underwater_Acoustic_Communication_Systems/links/5dc5643192851c8180383d2d/In-Band-Full-Duplex-Interference-for-Underwater-Acoustic-Communication-Systems.pdf,0,1,RQyU-dgAAAAJ | None | 67lTX9oAAAAJ | wYlpE7YAAAAJ | FAt7WY0AAAAJ
274,7190,Impact of self and co-channel interference on an DNF full-duplex one-way relay system,2018.0,Bilal A Jebur and Charalampos C Tsimenidis,,,,206-212,IEEE,In this paper. we study the impact of the co-channel interference (CCI) in conjunction with the impact of residual self-interference (SI) on the end-to-end (E2E) performance of a denoise-and-forward full-duplex one-way relay channel (DNF-FD-OWRC) network. The investigated system comprises one source node S. which communicates with one destination node D with the aid of an FD relay node. over Rayleigh fading channels. Closed-form expressions for the cumulative distribution function (CDF) and the distribution of the E2E signal-to-interference and noise ratio (SINR) are derived and presented. Moreover. a closed-form expression for the E2E outage probability is presented and validated using Monte Carlo simulations. The obtained results demonstrate the impact of the residual SI and CCI on the E2E performance of the DNF-FD-OWRC and demonstrate the ability of DNF-OWRC to improve the throughput of a …,True,RQyU-dgAAAAJ:2osOgNQ5qMEC,4,https://ieeexplore.ieee.org/abstract/document/8647605/,11390612194433941135,/scholar?cites=11390612194433941135,,https://www.researchgate.net/profile/Bilal_Jebur/publication/331269401_Impact_of_Self_and_Co-Channel_Interference_on_An_DNF_Full-Duplex_One-Way_Relay_System/links/5c763e7c458515831f72c2b3/Impact-of-Self-and-Co-Channel-Interference-on-An-DNF-Full-Duplex-One-Way-Relay-System.pdf,0,1,RQyU-dgAAAAJ | 67lTX9oAAAAJ
275,7191,Full duplex-transceivers: architectures and performance analysis,2017.0,Bilal Alauldeen Jebur,,,,,,The revolution of the 5G communication systems will result in 10.000 times increase in the total mobile broadband traffic in the 2020s. which will increase the demand on the limited wireless spectrum. This has highlighted the need for an efficient frequency-reuse technique that can meet the ever-increasing demand on the available frequency resources. In-band full-duplex (FD) wireless technology that enables the transceiver nodes to transmit and receive simultaneously over the same frequency band. has gained tremendous attention as a promising technology to double the spectral efficiency of the traditional half-duplex (HD) systems. However. this technology faces a formidable challenge. that is the large power difference between the self-interference (SI) signal and the signal of interest from a remote transceiver node. In this thesis. we focus on the architecture of the FD transceivers and investigate their ability to approximately double the throughput and the spectral efficiency of the conventional HD systems. Moreover. this thesis is concerned with the design of efficient self-interference cancellation schemes that can be combined with the architecture of the FD transceiver nodes in order to effectively suppress the SI signal and enable the FD mode. In particular. an orthogonal frequency-division multiplexing (OFDM) based amplify-and-forward (AF) FD physical-layer network coding (PLNC) system is proposed. To enable the FD mode in the proposed system. a hybrid SIC scheme that is a combination of passive SIC mechanism and active SIC technique is exploited at each transceiver node of that system. Next. we propose an adaptive SIC scheme …,True,RQyU-dgAAAAJ:9yKSN-GCB0IC,4,http://theses.ncl.ac.uk/jspui/handle/10443/4008,17835013601010902146,/scholar?cites=17835013601010902146,,https://theses.ncl.ac.uk/jspui/bitstream/10443/4008/1/Jebur%2C%20B.A.%202017.pdf,0,1,None
276,7192,Automatic Brain Tumour Segmentation using fully Convolution Network and Transfer Learning,2019.0,Sinan Alkassar and Mohammed AM Abdullah and Bilal A Jebur,,,,188-192,IEEE,Brain tumor segmentation is a challenging issue due to the heterogeneous appearance. shape. and intensity of tumors. In this paper. we present an automatic method for brain tumor segmentation in Magnetic Resonance Imaging (MRI) using deep neural networks (DNN). Transfer learning and fully convolution network (FCN) have been utilized to achieve robust tumor segmentation using VGG-16 network. The proposed architecture of the VGG-16 network includes the encoder and decoder networks with a classification layer to generate the pixel-wise classification. Comparison results demonstrate that the proposed method achieved state-of-the-art results with a global accuracy of 0.97785 and 0.89 dice score in terms of whole tumor segmentation on images from the BRATS2015 database.,True,RQyU-dgAAAAJ:W7OEmFMy1HYC,1,https://ieeexplore.ieee.org/abstract/document/9072895/,333425077495819499,/scholar?cites=333425077495819499,,,0,1,x0pd8X0AAAAJ | 3Ppv4bwAAAAJ | RQyU-dgAAAAJ
277,7193,FULL-DUPLEX CHANNEL ANALYSIS FOR UNDERWATER ACOUSTIC COMMUNICATIONS,2019.0,Cornelius Thomas Healy and Bilal A. Jebur and Charalampos C. Tsimenidis and Jeff Neasham and Jonathon Chambers,,,,,,The limited bandwidth available in underwater acoustic communication channels motivate the investigation of multiple access methods that maximize the capacity. such as fullduplex (FD) operation that can approximately double capacity. This paper presents characterization results of the self-interference (SI) channel from experimental data obtained by sea trials in the North Sea. Two scenarios are considered. ie hard and soft sea bottom with water column depths of 50 m. Initial results indicate that the delay spread of the local reverberation can extend up to 1.5 s before it reaches the noise floor level. This in turn has significant implications on the required hardware complexity of the SI mitigation methods based on adaptive filter echo cancellation. which will require tens of thousands of filter taps to deal with this delay spread range and prolonged training periods. Furthermore. the achievable range of the FD-based communication links will be affected by the levels of SI present in these channels. therefore. the results and channel modelling presented in this paper will be useful to FD modem designers.,True,RQyU-dgAAAAJ:zYLM7Y9cAGgC,1,http://www.uaconferences.org/docs/2019_papers/UACE2019_1014_Healy.pdf,17139735891139574627,/scholar?cites=17139735891139574627,,http://www.uaconferences.org/docs/2019_papers/UACE2019_1014_Healy.pdf,0,1,None | RQyU-dgAAAAJ | 67lTX9oAAAAJ | wYlpE7YAAAAJ | FAt7WY0AAAAJ
278,7194,End-to-End Performance Analysis of Full-Duplex AF-UAV Relay Networks: Tight-Lower Bound ASER,2020.0,Bilal A Jebur and Safaa N Awny and Sinan H Alkassar and Charalampos C Tsimenidis,,,,1-6,IEEE,,True,RQyU-dgAAAAJ:eQOLeE2rZwMC,0,,,,,,0,1,RQyU-dgAAAAJ | m-c22DAAAAAJ | x0pd8X0AAAAJ | 67lTX9oAAAAJ
279,7195,End-to-End Performance of a 4/16-QAM Hierarchical Modulation Scheme over Rician Fading Channels,2020.0,Safaa N Awny and Bilal A Jebur and Charalampos C Tsimenidis and Jonathon Chambers,,,,1-6,IEEE,,True,RQyU-dgAAAAJ:YsMSGLbcyi4C,0,,,,,,0,1,m-c22DAAAAAJ | RQyU-dgAAAAJ | 67lTX9oAAAAJ | FAt7WY0AAAAJ
280,7196,PREDICTING THE ULTIMATE STRENGTH OF CIRCULAR CONCRETE FILLED STEEL TUBULAR COLUMNS BY USING ARTIFICIAL NEURAL NETWORKS,2018.0,Kadhim Zuboon Naser and Fadhil Kamil Ali Abdulhasan Khalaf,9.0,International Journal of Civil Engineering and Technology (IJCIET),7,pp. 1724–1736,,,True,thEtzvsAAAAJ:2osOgNQ5qMEC,6,,12336583604121875626,/scholar?cites=12336583604121875626,,,0,1,None | None
281,7197,Finite Element Analysis of Concrete-filled Aluminum tube columns,2017.0,Fadhil kamil Idan,12.0,,,3054-3062,,The most important challenge facing the simulation of composite columns is possession of materials enter in into different properties. In concrete-filled aluminum tube column. there is an additional ingredient which is confining provided by the aluminum tube for the concrete infill. This study developed a nonlinear finite element model using cod ANSYS (R 15.0) to deal with characteristics for both concrete and aluminum accurately and reconcile with confining effect by the aluminum tube to concrete core. This model was approved by comparison of the previous experimental results of ultimate load capacity. load-axil shortening curves and their corresponding failure mode. The approved finite element model was then used to consider the influence of high strength concrete on the behavior of concrete-filled aluminum tube column circular section under axial load. The findings indicate the specimens with higher concrete strength (120MPa) experienced a significate increase of ultimate load capacity but decrease in ductility after failure due to the concrete infill attains to ultimate capacity before aluminum tube attains yield stress.,True,thEtzvsAAAAJ:d1gkVwhDpl0C,4,http://ripublication.com/ijaer17/ijaerv12n12_08.pdf,13646664138381923090,/scholar?cites=13646664138381923090,,http://ripublication.com/ijaer17/ijaerv12n12_08.pdf,0,1,None
282,7198,Effect the local fly ash on cement mortar properties,2018.0,Kadhim Zuboon Nasser Ali Abdulhasan Khalaf and Fadhil Kamil Idan,25.0,Journal of University of Babylon for Engineering Sciences,5,pp. 383 - 394,,,True,thEtzvsAAAAJ:9yKSN-GCB0IC,1,,8478503403967367998,/scholar?cites=8478503403967367998,,,0,1,None | None
283,7199,Short-Term Wind Speed Forecasting Using Statistical and Machine Learning Methods,2020.0,Lucky O Daniel and Caston Sigauke and Colin Chibaya and Rendani Mbuvha,13.0,Algorithms,6,132,Multidisciplinary Digital Publishing Institute,Wind offers an environmentally sustainable energy resource that has seen increasing global adoption in recent years. However. its intermittent. unstable and stochastic nature hampers its representation among other renewable energy sources. This work addresses the forecasting of wind speed. a primary input needed for wind energy generation. using data obtained from the South African Wind Atlas Project. Forecasting is carried out on a two days ahead time horizon. We investigate the predictive performance of artificial neural networks (ANN) trained with Bayesian regularisation. decision trees based stochastic gradient boosting (SGB) and generalised additive models (GAMs). The results of the comparative analysis suggest that ANN displays superior predictive performance based on root mean square error (RMSE). In contrast. SGB shows outperformance in terms of mean average error (MAE) and the related mean average percentage error (MAPE). A further comparison of two forecast combination methods involving the linear and additive quantile regression averaging show the latter forecast combination method as yielding lower prediction accuracy. The additive quantile regression averaging based prediction intervals also show outperformance in terms of validity. reliability. quality and accuracy. Interval combination methods show the median method as better than its pure average counterpart. Point forecasts combination and interval forecasting methods are found to improve forecast performance.,True,PYJl6b0AAAAJ:u-x6o8ySG0sC,1,https://www.mdpi.com/1999-4893/13/6/132,14309125223264667217,/scholar?cites=14309125223264667217,,https://www.mdpi.com/1999-4893/13/6/132/pdf,0,1,guOKEhcAAAAJ | OKgPPJAAAAAJ | None | dH6F0y8AAAAJ
284,7200,Hyperalgesia. anxiety. and decreased hypoxic neuroprotection in mice lacking the adenosine A1 receptor,2001.0,Björn Johansson and Linda Halldner and Thomas V Dunwiddie and Susan A Masino and Wolfgang Poelchen and Lydia Giménez-Llort and Rosa M Escorihuela and Alberto Fernández-Teruel and Zsuzsanna Wiesenfeld-Hallin and Xiao-Jun Xu and Anna Hårdemark and Christer Betsholtz and Eric Herlenius and Bertil B Fredholm,98.0,Proceedings of the National Academy of Sciences,16,9407-9412,National Acad Sciences,Caffeine is believed to act by blocking adenosine A1 and A2A receptors (A1R. A2AR). indicating that some A1 receptors are tonically activated. We generated mice with a targeted disruption of the second coding exon of the A1R (A1R−/−). These animals bred and gained weight normally and had a normal heart rate. blood pressure. and body temperature. In most behavioral tests they were similar to A1R+/+ mice. but A1R−/− mice showed signs of increased anxiety. Electrophysiological recordings from hippocampal slices revealed that both adenosine-mediated inhibition and theophylline-mediated augmentation of excitatory glutamatergic neurotransmission were abolished in A1R−/− mice. In A1R+/− mice the potency of adenosine was halved. as was the number of A1R. In A1R−/− mice. the analgesic effect of intrathecal adenosine was lost. and thermal hyperalgesia was observed. but the analgesic effect of …,True,rN2tDIgAAAAJ:u5HHmVD_uO8C,549,https://www.pnas.org/content/98/16/9407.short,5837807703384901624,/scholar?cites=5837807703384901624,,https://www.pnas.org/content/98/16/9407.full,0,1,24ubx_wAAAAJ | None | None | None | None | rmqrQecAAAAJ | rN2tDIgAAAAJ | 4Qa9JG4AAAAJ | None | None | None | aUdGo78AAAAJ | xtlRbosAAAAJ | EI9lSO4AAAAJ
285,7201,A behavioral assessment of Ts65Dn mice: a putative Down syndrome model,1995.0,Rosa M Escorihuela and Alberto Fernández-Teruel and Iria F Vallina and Carmela Baamonde and María A Lumbreras and Mara Dierssen and Adolf Tobeña and Jesús Flórez,199.0,Neuroscience letters,2,143-146,Elsevier,Mice which are trisomic for only the human chromosome (Chr) 21-homologous segment of mouse Chr 16 (segmental trisomy). including a portion of the Down syndrome region of human Chr 21. have recently been developed. Since these segmentally trisomic mice. designated Ts(1716)65Dn. survive to adulthood. they may represent a mouse model for the study of Down syndrome. A partial characterization of their behavioral phenotype was undertaken by evaluating the sensorimotor reflexes. exploration. locomotor activity. emotionally and spatial learning in 16 male Ts65Dn mice (TS) and 16 control (CO) littermates. No sensorimotor deficits appeared in TS compared to CO mice. By contrast. head-dipping behaviour in the hole board was increased in TS mice with respect to the CO group. showing a higher repetition rate of previously explored holes. Crossings in the open field and total arm entries in the plus maze …,True,rN2tDIgAAAAJ:u-x6o8ySG0sC,268,https://www.sciencedirect.com/science/article/pii/0304394095120526,12269098717603843293,/scholar?cites=12269098717603843293,,http://www.academia.edu/download/48267720/A_behavioral_assessment_of_Ts65Dn_mice_A20160823-15166-14zpsr2.pdf,0,1,rN2tDIgAAAAJ | 4Qa9JG4AAAAJ | None | None | None | dICEP-MAAAAJ | y9ickJoAAAAJ | z8BJy_AAAAAJ
286,7202,Inbred Roman high-and low-avoidance rats: differences in anxiety. novelty-seeking. and shuttlebox behaviors,1999.0,RM Escorihuela and A Fernández-Teruel and L Gil and R Aguilar and A Tobena and P Driscoll,67.0,Physiology & Behavior,1,19-26,Elsevier,In the present study. male inbred animals (from the 10th generation of an inbreeding program that has been carried out in parallel to that of the outbred Roman high- and low-avoidance rat lines). were compared for emotionality in different testing situations. exploratory behavior in the holeboard and two-way. active-avoidance acquisition. Compared to the inbred Roman high-avoidance (RHA-I/Verh) rats. inbred Roman low-avoidance (RLA-I-Verh) rats showed higher emotionality in the open field (reduced distance travelled and number of rearings. and increased self-grooming behavior). in the elevated plus-maze test (increased number of total and open-arm entries. reduced distance travelled in the open arms. and increased self-grooming behavior). and during the habituation period in the shuttle box (decreased number of crossings. increased self-grooming behavior and defecations). Results from the …,True,rN2tDIgAAAAJ:d1gkVwhDpl0C,251,https://www.sciencedirect.com/science/article/pii/S0031938499000645,10768152726074384208,/scholar?cites=10768152726074384208,,,0,1,rN2tDIgAAAAJ | 4Qa9JG4AAAAJ | lRPe4Y4AAAAJ | J3KkU5EAAAAJ | y9ickJoAAAAJ | NvBJvGQAAAAJ
