id,abstract,author,cites,cites_id,journal,number,pages,publisher,title,url,volume,year
1173,"Estrogen and estrogen receptor (ER)-mediated signaling are crucial for the etiology and progression of human breast cancer. Attenuating ER activities by natural products is a promising strategy to decrease breast cancer risk. We recently discovered that the pyranocoumarin compound decursin and its isomer decursinol angelate (DA) have potent novel antiandrogen receptor signaling activities. Because the ER and the androgen receptor belong to the steroid receptor superfamily, we examined whether these compounds affected ER expression and signaling in breast cancer cells. We treated estrogen-dependent MCF-7 and estrogen-independent MDA MB-231 human breast cancer cells with decursin and DA, and examined cell growth, apoptosis, and ERα and ERβ expression in both cell lines – and, in particular, estrogen-stimulated signaling in the MCF-7 cells. We compared these compounds with decursinol to determine their structure-activity relationship. Decursin and DA exerted growth inhibitory effects on MCF-7 cells through G1 arrest and caspase-mediated apoptosis. These compounds decreased ERα in MCF-7 cells at both mRNA and protein levels, and suppressed estrogen-stimulated genes. Decursin and the pure antiestrogen Faslodex™ exerted an additive growth inhibitory effect on MCF-7 cells. In MDA MB-231 cells, these compounds induced cell-cycle arrests in the G1 and G2 phases as well as inducing apoptosis, accompanied by an increased expression of ERβ. In contrast, decursinol, which lacks the side chain of decursin and DA, did not have these cellular and molecular activities at comparable concentrations. The side …",Cheng Jiang and Junming Guo and Zhe Wang and Bingxiu Xiao and Hyo-Jung Lee and Eun-Ok Lee and Sung-Hoon Kim and Junxuan Lu,77,12437511362271807547,Breast Cancer Research,6,1-12,BioMed Central,Decursin and decursinol angelate inhibit estrogen-stimulated and estrogen-independent growth and survival of breast cancer cells,https://breast-cancer-research.biomedcentral.com/articles/10.1186/bcr1790,9,2007
1174,"Background: Scutellaria barbata D.Don has been applied to treat cancers, inflammation and urinary disease. However, its antitumor mechanism still remains unclear. Methods: With methylene chloride fraction of Herba Scutellariae barbatae (MCSB), apoptosis-related experiments were carried out on human U937 leukemia cells by (a) 2,3-bis[2-4-nitro-5-sulphophenyl]2H-tetrazolium-5-carboxanilide (XTT) assay for cytotoxicity; (b) terminal deoxynucleotidyl-transferase-mediated dUTP nick end labeling (TUNEL) assay for morphological changes; (c) cell cycle analysis; (d) Western blot analysis of poly(ADP-ribose) polymerase (PARP), caspase-8, caspase-9, caspase-3 and Bax, Bcl-2 and cytochrome c expressions for apoptosis signaling pathway. Results: MCSB inhibited the proliferation of human U937 leukemia cells in a dose-dependent manner (IC50=∼10 μg/ml). MCSB dose-dependently increased the sub-G1 …",Yun-Yi Cha and Eun-Ok Lee and Hyo-Jeong Lee and Young-Doo Park and Seong-Gyu Ko and Dong-Hee Kim and Hyung-Min Kim and In-Cheol Kang and Sung-Hoon Kim,77,8478710537676501319,Clinica Chimica Acta,1-2,41-48,Elsevier,Methylene chloride fraction of Scutellaria barbata induces apoptosis in human U937 leukemia cells via the mitochondrial signaling pathway,https://www.sciencedirect.com/science/article/pii/S0009898104002141,348,2004
1175,"Recent findings have demonstrated that the EEG possesses long-range temporal (auto-) correlations (LRTC) in the dynamics of broad band oscillations. The analysis of LRTC provides a quantitative index of statistical dependencies in oscillations on different time scales. We analyzed LRTC in resting EEG signals in depressed outpatients and healthy controls.The participants in this study were 11 non-depressed, age-matched controls, and 11 unmedicated unipolar depressed patients. EEG data were obtained from each participant during 5-min resting baseline periods with eyes closed and then analyzed with detrended fluctuation analysis (DFA), a scaling analysis method that quantifies a simple parameter to represent the correlation properties of a time series. The scaling exponent, the result of DFA, provides a quantitative measure of LRTC from the EEG.The present study demonstrates …",Jun-Seok Lee and Byung-Hwan Yang and Jang-Han Lee and Jun-Ho Choi and Ihn-Geun Choi and Sae-Byul Kim,76,1304938761096465762,Clinical Neurophysiology,11,2489-2496,Elsevier,Detrended fluctuation analysis of resting EEG in depressed outpatients and healthy controls,https://www.sciencedirect.com/science/article/pii/S1388245707004051,118,2007
1176,"The flower of Campsis grandiflora K. Schum. was extracted with 80% aqueous MeOH, and the concentrated extract was partitioned with EtOAc, n-BuOH and H2O. From the EtOAc fraction, seven triterpenoids were isolated through the repeated silica gel, ODS column chromatographies and preparative HPLC. From the result of physico-chemical data including NMR, MS and IR, the chemical structures of the compounds were determined as 3β-hydroxyolean-12-en-28-oic acid (oleanolic acid, 1), 3β-hydroxyurs-12-en-28-oic acid (ursolic acid, 2), 3β-hydroxyurs-12-en-28-al (ursolic aldehyde, 3), 2α,3β-dihydroxyolean-12-en-28-oic acid (maslinic acid, 4), 2α,3β-dihydroxyurs-12-en-28-oic acid (corosolic acid, 5), 3β,23-dihydroxyurs-12-en-28-oic acid (23-hydroxyursolic acid, 6) and 2α,3β,23-thhydroxyolean-12-en-28-oic acid (arjunolic acid, 7). These teriterpenoids were isolated for the first time from this plant …",Dong-Hyun Kim and Kyung-Min Han and In-Sik Chung and Dae-Keun Kim and Sung-Hoon Kim and Byoung-Mog Kwon and Tae-Sook Jeong and Mi-Hyun Park and Eun-Mi Ahn and Nam-In Baek,76,1685591623230773422,Archives of pharmacal research,5,550-556,Pharmaceutical Society of Korea,Triterpenoids from the flower of Campsis grandiflora K. Schum. as human acyl-CoA: cholesterol acyltransferase inhibitors,https://link.springer.com/article/10.1007/BF02977757,28,2005
1177,MethodsSegments of perforated and adjacent uninvolved small intestine from neonates with NEC were analyzed for COX-2 expression by immunohistochemistry. NEC was induced in weanling (18 days old) rats by occlusion of superior mesenteric vessels for 1 hour and intraluminal injection of platelet activating factor (50 μg/kg). Small intestine was harvested for protein extraction. Western immunoblot was performed to determine expression of COX-2. Gel shift assays were performed to assess NF-κB binding activity.ResultsImmunohistochemical analysis showed increased COX-2 protein expression in the perforated intestinal sections of all 36 neonates but not in adjacent normal intestine. Increased expression of COX-2 protein and NF-κB binding activity was noted in the small intestine of weanling rats at 0 and 3 hours after induction of NEC.ConclusionsIncreased COX-2 expression was identified in all neonatal …,Dai H Chung and Richard T Ethridge and Sunghoon Kim and Sharla Owens-Stovall and Ambrosio Hernandez and David R Kelly and B Mark Evers,76,18043003432942613862,Annals of surgery,6,835,"Lippincott, Williams, and Wilkins",Molecular mechanisms contributing to necrotizing enterocolitis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1421327/,233,2001
1178,"We administered 10 (E5) units per kg. interleukin-2, 3 times daily, with or without lymphokine-activated killer cells, to 10 patients with metastatic renal cell carcinoma. All patients had metastases to the lung, and 3 of 5 patients who had previously undergone nephrectomy had metastases to the renal fossa. Of the 9 patients who completed at least 1 course of therapy 3 had complete regression of disease outside the abdomen, including 2 who were rendered disease-free after subsequent cytoreductive surgery (nephrectomy in 1 and resection of the renal fossa recurrence in 1). Viable tumor comprised less than 1% of each surgical specimen. Our results support the view that initial treatment with interleukin-2 immunotherapy, followed by abdominal cytoreductive surgery if the peripheral metastases have regressed, may be preferable to the practice of performing abdominal cytoreductive surgery before administering …",Jonathan D Fleischmann and Benjamin Kim,76,14625443168348101447,The Journal of urology,5,938-941,Wolters Kluwer,Interleukin-2 immunotherapy followed by resection of residual renal cell carcinoma,https://www.auajournals.org/doi/abs/10.1016/S0022-5347%2817%2938495-1,145,1991
1179,"Cancer is the second biggest cause of death worldwide. Despite a number of studies being conducted, the effective mechanism for treating cancer has not yet been fully understood. The tumor-microenvironment such as hypoxia, low nutrients could disturb function of endoplasmic reticulum (ER) to maintain cellular homeostasis, ultimately leading to the accumulation of unfolded proteins in ER, so-called ER stress. The ER stress has a close relation with cancer. ER stress initiates unfolded protein response (UPR) to re-establish ER homeostasis as an adaptive pathway in cancer. However, persistent ER stress triggers the apoptotic pathway. Therefore, blocking the adaptive pathway of ER stress or facilitating the apoptotic pathway could be an anti-cancer strategy. Recently, natural products and their derivatives have been reported to have anti-cancer effects via ER stress. Here, we address mechanisms of ER stress-mediated apoptosis and highlight strategies for cancer therapy by utilizing ER stress. Furthermore, we summarize anti-cancer activity of the natural products via ER stress in six major types of cancers globally (lung, breast, colorectal, gastric, prostate and liver cancer). This review deepens the understanding of ER stress mechanisms in major cancers as well as the suppressive impact of natural products against cancers via ER stress. View Full-Text",Changmin Kim and Bonglee Kim,75,1373243385638907544,,8,1021,Multidisciplinary Digital Publishing Institute,Anti-cancer natural products and their bioactive compounds inducing ER stress-mediated apoptosis: A review,https://www.mdpi.com/2072-6643/10/8/1021,10,2018
1180," Sphingosine kinase 1 (SPHK1) is a newly discovered modulator of hypoxia inducible factor 1α (HIF‐1α) with various biological activities such as cell growth, survival, invasion, angiogenesis, and carcinogenesis. Thus, in the present study, the biological mechanisms of melatonin were elucidated in association with SPHK1 pathway in PC‐3 prostate cancer cells under hypoxia. Melatonin inhibited the stability of HIF‐1α in a time‐ and concentration‐ dependent manners. Also, melatonin decreased SPHK1 activity in PC‐3 cells during hypoxia. Furthermore, melatonin suppressed AKT/glycogen synthase kinase‐3β (GSK‐3β) signaling pathway, which stabilizes HIF‐1α via inhibition of von Hippel‐Lindau tumor suppressor protein. Consistently, siRNA‐SPHK1 and sphingosine kinase inhibitor (SKI) effectively blocked the expression of HIF‐1α, phospho‐AKT and vascular endothelial growth factor (VEGF) production in PC …",Sung‐Yun Cho and Hyo‐Jeong Lee and Soo‐Jin Jeong and Hyo‐Jung Lee and Hyun‐Seok Kim and Chang Yan Chen and Eun‐Ok Lee and Sung‐Hoon Kim,75,7778465809221926381,Journal of pineal research,1,87-93,Blackwell Publishing Ltd,Sphingosine kinase 1 pathway is involved in melatonin‐induced HIF‐1α inactivation in hypoxic PC‐3 prostate cancer cells,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1600-079X.2011.00865.x,51,2011
1181,"Two xanthanolide sesquiterpene lactones, 8-epi-xanthatin (1) and 8-epi-xanthatin epoxide (2), isolated from the leaves of Xanthium strumarium (Compositae), demonstrated a significant inhibition on the proliferation of cultured human tumor cells, ie, A549 (non-small cell lung), SK-OV-3 (ovary), SK-MEL-2 (melanoma), XF498 (central nervous system) and HCT-15 (colon) in vitro. They were also found to inhibit the farnesylation process of human lamin-B by farnesyltransferase (FTase), in a dose-dependent manner in vitro (IC 50 value was calculated as 64 and 58 μM, respectively). Due to the relatively high concentrations of 1 and 2 required to obtain an FTase inhibition as compared with those necessary for a cytotoxic effect on tumor cells, it remains unclear whether a relationship between these two activities exists.",Young Sup Kim and Jeoung Seob Kim and Sung-Hee Park and Sang-Un Choi and Chong Ock Lee and Seong-Kie Kim and Young-Kyoon Kim and Sung Hoon Kim and Shi Yong Ryu,75,16122008792241005597,Planta medica,04,375-377,© Georg Thieme Verlag Stuttgart· New York,Two cytotoxic sesquiterpene lactones from the leaves of Xanthium strumarium and their in vitro inhibitory activity on farnesyltransferase,https://www.thieme-connect.com/products/ejournals/abstract/10.1055/s-2003-38879,69,2003
1182,"Deposition of β-amyloid (Aβ) as senile plaques and disrupted glucose metabolism are two main characteristics of Alzheimer's disease (AD). It is unknown, however, how these two processes are related in AD. Here we examined the relationship between O-GlcNAcylation, which is a glucose level-dependent post-translational modification that adds O-linked β-N-acetylglucosamine (O-GlcNAc) to proteins, and Aβ production in a mouse model of AD carrying 5XFAD genes. We found that 1,2-dideoxy-2′-propyl-α-d-glucopyranoso-[2,1-d]-Δ2′-thiazoline (NButGT), a specific inhibitor of O-GlcNAcase, reduces Aβ production by lowering γ-secretase activity both in vitro and in vivo. We also found that O-GlcNAcylation takes place at the S708 residue of nicastrin, which is a component of γ-secretase. Moreover, NButGT attenuated the accumulation of Aβ, neuroinflammation, and memory impairment in the 5XFAD mice. This …",Chaeyoung Kim and Dong Woo Nam and Sang Yoon Park and Hyundong Song and Hyun Seok Hong and Jung Hyun Boo and Eun Sun Jung and Yoonhee Kim and Ju Yuel Baek and Kwan Soo Kim and Jin Won Cho and Inhee Mook-Jung,74,15733945801462835590,Neurobiology of aging,1,275-285,Elsevier,O-linked β-N-acetylglucosaminidase inhibitor attenuates β-amyloid plaque and rescues memory impairment,https://www.sciencedirect.com/science/article/pii/S0197458012001819,34,2013
1183,"The difference between networks has been often assessed by the difference of global topological measures such as the clustering coefficient, degree distribution and modularity. In this paper, we introduce a new framework for measuring the network difference using the Gromov-Hausdorff (GH) distance, which is often used in shape analysis. In order to apply the GH distance, we define the shape of the brain network by piecing together the patches of locally connected nearest neighbors using the graph filtration. The shape of the network is then transformed to an algebraic form called the single linkage matrix. The single linkage matrix is subsequently used in measuring network differences using the GH distance. As an illustration, we apply the proposed framework to compare the FDG-PET based functional brain networks out of 24 attention deficit hyperactivity disorder (ADHD) children, 26 autism spectrum …",Hyekyoung Lee and Moo K Chung and Hyejin Kang and Boong-Nyun Kim and Dong Soo Lee,74,10415104526906086545,,,302-309,"Springer, Berlin, Heidelberg",Computing the shape of brain networks using graph filtration and Gromov-Hausdorff metric,https://link.springer.com/chapter/10.1007/978-3-642-23629-7_37,,2011
1184,"Ciprofloxacin (CPFX) and roxithromycin (RXM) induced apoptosis of activated Jurkat T cells in vitro. CPFX showed concentration-dependent acceleration of apoptosis of activated Jurkat T cells by enhancing the expression of FasL and activities of caspase-3 and -8. RXM accelerated cell death, enhanced expression of FasL and caspase-3 but not caspase-8, and did not show the concentration dependency.",Yong-Taek Jun and Hee-Jung Kim and Min-Jin Song and Ji-Hyang Lim and Dong-Gun Lee and Kyung-Ja Han and Su-Mi Choi and Jin-Hong Yoo and Wan-Shik Shin and Jung-Hyun Choi,74,5323769745333768734,Antimicrobial agents and chemotherapy,3,1161-1164,American Society for Microbiology Journals,In vitro effects of ciprofloxacin and roxithromycin on apoptosis of Jurkat T lymphocytes,https://aac.asm.org/content/47/3/1161.short,47,2003
1185,"Terminal uridylyl transferases (TUTs) function as integral regulators of microRNA (miRNA) biogenesis. Using biochemistry, single‐molecule, and deep sequencing techniques, we here investigate the mechanism by which human TUT7 (also known as ZCCHC6) recognizes and uridylates precursor miRNAs (pre‐miRNAs) in the absence of Lin28. We find that the overhang of a pre‐miRNA is the key structural element that is recognized by TUT7 and its paralogues, TUT4 (ZCCHC11) and TUT2 (GLD2/PAPD4). For group II pre‐miRNAs, which have a 1‐nt 3′ overhang, TUT7 restores the canonical end structure (2‐nt 3′ overhang) through mono‐uridylation, thereby promoting miRNA biogenesis. For pre‐miRNAs where the 3′ end is further recessed into the stem (as in 3′ trimmed pre‐miRNAs), TUT7 generates an oligo‐U tail that leads to degradation. In contrast to Lin28‐stimulated oligo‐uridylation, which is …",Boseon Kim and Minju Ha and Luuk Loeff and Hyeshik Chang and Dhirendra K Simanshu and Sisi Li and Mohamed Fareh and Dinshaw J Patel and Chirlmin Joo and V Narry Kim,73,13012980191819655072,The EMBO journal,13,1801-1815,,TUT 7 controls the fate of precursor micro RNA s by using three different uridylation mechanisms,https://www.embopress.org/doi/abs/10.15252/embj.201590931,34,2015
1186,"A stochastic background of gravitational waves is expected to arise from a superposition of many incoherent sources of gravitational waves, of either cosmological or astrophysical origin. This background is a target for the current generation of ground-based detectors. In this article we present the first joint search for a stochastic background using data from the LIGO and Virgo interferometers. In a frequency band of 600–1000 Hz, we obtained a 95% upper limit on the amplitude of Ω GW (f)= Ω 3 (f/900 Hz) 3, of Ω 3< 0.32, assuming a value of the Hubble parameter of h 100= 0.71. These new limits are a factor of seven better than the previous best in this frequency band.",J Abadie and BP Abbott and R Abbott and TD Abbott and M Abernathy and T Accadia and F Acernese and C Adams and R Adhikari and C Affeldt and M Agathos and K Agatsuma and P Ajith and B Allen and E Amador Ceron and D Amariutei and SB Anderson and WG Anderson and K Arai and MA Arain and MC Araya and SM Aston and P Astone and D Atkinson and P Aufmuth and C Aulbert and BE Aylott and S Babak and P Baker and G Ballardin and S Ballmer and JCB Barayoga and D Barker and F Barone and B Barr and L Barsotti and M Barsuglia and MA Barton and I Bartos and R Bassiri and M Bastarrika and Andrea Basti and J Batch and J Bauchrowitz and Th S Bauer and M Bebronne and D Beck and B Behnke and M Bejger and MG Beker and AS Bell and A Belletoile and I Belopolski and M Benacquista and JM Berliner and A Bertolini and J Betzwieser and N Beveridge and PT Beyersdorf and IA Bilenko and G Billingsley and J Birch and R Biswas and M Bitossi and MA Bizouard and E Black and JK Blackburn and L Blackburn and David Blair and B Bland and M Blom and O Bock and TP Bodiya and C Bogan and R Bondarescu and François Bondu and L Bonelli and R Bonnand and R Bork and M Born and V Boschi and S Bose and L Bosi and B Bouhou and S Braccini and C Bradaschia and PR Brady and VB Braginsky and M Branchesi and JE Brau and J Breyer and T Briant and DO Bridges and A Brillet and M Brinkmann and V Brisson and M Britzger and AF Brooks and DA Brown and T Bulik and HJ Bulten and A Buonanno and J Burguet–Castell and D Buskulic and C Buy and RL Byer and L Cadonati and G Cagnoli and E Calloni and JB Camp and P Campsie and J Cannizzo and K Cannon and B Canuel and J Cao and CD Capano and F Carbognani and L Carbone and S Caride and S Caudill and M Cavaglià and F Cavalier and R Cavalieri and G Cella and C Cepeda and E Cesarini and O Chaibi and T Chalermsongsak and P Charlton and E Chassande-Mottin and S Chelkowski and W Chen and Xu Chen and Y Chen and A Chincarini and A Chiummo and HS Cho and J Chow and N Christensen and SSY Chua and CTY Chung and S Chung and G Ciani and F Clara and DE Clark and J Clark and JH Clayton and F Cleva and E Coccia and P-F Cohadon,73,5596891509094983920,Physical Review D,12,122001,American Physical Society,Upper limits on a stochastic gravitational-wave background using LIGO and Virgo interferometers at 600–1000 Hz,https://journals.aps.org/prd/abstract/10.1103/PhysRevD.85.122001,85,2012
1187,"We present the results of a weakly modeled burst search for gravitational waves from mergers of nonspinning intermediate mass black holes in the total mass range 100–450 M⊙ and with the component mass ratios between 1∶ 1 and 4∶ 1. The search was conducted on data collected by the LIGO and Virgo detectors between November of 2005 and October of 2007. No plausible signals were observed by the search which constrains the astrophysical rates of the intermediate mass black holes mergers as a function of the component masses. In the most efficiently detected bin centered on 88+ 88 M⊙, for nonspinning sources, the rate density upper limit is 0.13 per Mpc 3 per Myr at the 90% confidence level.",J Abadie and BP Abbott and R Abbott and TD Abbott and M Abernathy and T Accadia and F Acernese and C Adams and R Adhikari and C Affeldt and M Agathos and K Agatsuma and P Ajith and B Allen and E Amador Ceron and D Amariutei and SB Anderson and WG Anderson and K Arai and MA Arain and MC Araya and SM Aston and P Astone and D Atkinson and P Aufmuth and C Aulbert and BE Aylott and S Babak and P Baker and G Ballardin and S Ballmer and JCB Barayoga and D Barker and F Barone and B Barr and L Barsotti and M Barsuglia and MA Barton and I Bartos and R Bassiri and M Bastarrika and ANDREA Basti and J Batch and J Bauchrowitz and Th S Bauer and M Bebronne and D Beck and B Behnke and M Bejger and MG Beker and AS Bell and A Belletoile and I Belopolski and M Benacquista and JM Berliner and A Bertolini and J Betzwieser and N Beveridge and PT Beyersdorf and IA Bilenko and G Billingsley and J Birch and R Biswas and M Bitossi and MA Bizouard and E Black and JK Blackburn and L Blackburn and David Blair and B Bland and M Blom and O Bock and TP Bodiya and C Bogan and R Bondarescu and François Bondu and L Bonelli and R Bonnand and R Bork and M Born and VALERIO Boschi and S Bose and L Bosi and B Bouhou and S Braccini and C Bradaschia and PR Brady and VB Braginsky and M Branchesi and JE Brau and J Breyer and T Briant and DO Bridges and A Brillet and M Brinkmann and V Brisson and M Britzger and AF Brooks and DA Brown and T Bulik and HJ Bulten and A Buonanno and J Burguet-Castell and D Buskulic and C Buy and RL Byer and L Cadonati and G Cagnoli and E Calloni and JB Camp and P Campsie and J Cannizzo and K Cannon and B Canuel and J Cao and CD Capano and F Carbognani and L Carbone and S Caride and S Caudill and M Cavaglia and F Cavalier and R Cavalieri and G Cella and C Cepeda and E Cesarini and O Chaibi and T Chalermsongsak and P Charlton and E Chassande-Mottin and S Chelkowski and W Chen and Xu Chen and Y Chen and A Chincarini and A Chiummo and H Cho and J Chow and N Christensen and SSY Chua and CTY Chung and S Chung and G Ciani and F Clara and DE Clark and J Clark and JH Clayton and F Cleva and E Coccia and P-F Cohadon,73,17338833737454721519,Physical Review D,10,102004,American Physical Society,Search for gravitational waves from intermediate mass binary black holes,https://journals.aps.org/prd/abstract/10.1103/PhysRevD.85.102004,85,2012
1188,"Ultra porous and flexible PET/Aerogel blankets were prepared at ambient pressure, and their acoustic and thermal insulation properties were characterized. Two methods were selected for the preparation of PET/Aerogel blanket. Method I was a direct gelation of silica on PET. PET non-woven fabric was dipped and swelled in TEOS/ethanol mixture, and pH of reaction media was controlled to 2.5 using HCl to promote hydrolysis. After acid hydrolysis, pH was controlled to 7,8,9, and 10 with NH4OH for the condensation. Method II was by the dipping of PET non-woven fabric in the dispersion of Silica hydrogel. The gelation process was same with Method I. However, PET fabric was not dipped in reaction media. After the hydrogel was dispersed and aged in EtOH for 24 hrs, then, PET non-woven fabric was dipped in the dispersion of hydrogel/EtOH for 24 hrs. The surface modification was carried out in TMCS/n …",Kyung Wha Oh and Duk Ki Kim and Seong Hun Kim,73,288464338625117781,Fibers and Polymers,5,731-737,The Korean Fiber Society,Ultra-porous flexible PET/Aerogel blanket for sound absorption and thermal insulation,https://link.springer.com/article/10.1007%252Fs12221-010-0731-3,10,2009
1189,"Cancer pain impairs the quality of life of cancer patients, but opioid analgesics can not only cause inhibition of respiratory function, and constipation, but also other significant side effects such as addiction and tolerance that further decrease quality of life. Thus, in the present study, the effects of electro-acupuncture treatment (EA) on mechanical allodynia were examined in cancer pain mouse model. In order to induce neuropathic cancer pain model, S-180 sarcoma cells were inoculated around the sciatic nerve of left legs of Balb/c mice. The mass of S-180 cancer cells embedded around sciatic nerve in a time course was confirmed by Magnetic Resonance Imaging (MRI) scanning. Mechanical allodynia was most consistently induced in mouse sarcoma cell line S-180 (2 x 106 sarcoma cells) treated group among all groups. EA stimulation (2Hz) was daily given to ST36 (Zusanii) of S-180 bearing mice for 30 min for 9 …",Hyo-Jeong Lee and Jae-Ho Lee and Eun-Ok Lee and Hyo-Jung Lee and Kwan-Hyun Kim and Keun-Sung Lee and Chan-Hee Lee and Dong-Woo Nam and Sung-Hoon Kim and Hye-Jung Lee and Kyoo-Seok Ahn,73,3364130056010764948,Acupuncture & electro-therapeutics research,1-2,27-40,Cognizant Communication Corporation,Substance P and beta endorphin mediate electroacupuncture induced analgesic activity in mouse cancer pain model,https://www.ingentaconnect.com/content/cog/aetr/2009/00000034/F0020001/art00003,34,2009
1190,"Degenerative suspensory ligament desmitis (DSLD) is a debilitating disorder thought to be limited to suspensory ligaments of Peruvian Pasos, Peruvian Paso crosses, Arabians, American Saddlebreds, American Quarter Horses, Thoroughbreds, and some European breeds. It frequently leads to persistent, incurable lameness and need to euthanize affected horses. The pathogenesis remains unclear, though the disease appears to run in families. Treatment and prevention are empirical and supportive, and not effective in halting the progression of the disease. Presently, the presumptive diagnosis of DSLD is obtained from patient signalment and history, clinical examination, and ultrasonographic examination of clinically affected horses, and is confirmed at post mortem examination. Presently, there are no reliable methods of diagnosing DSLD in asymptomatic horses. The goal …",Jaroslava Halper and Byoungjae Kim and Ahrar Khan and Jung Hae Yoon and PO Eric Mueller,73,10065671990557744247,BMC veterinary research,1,12,BioMed Central,Degenerative suspensory ligament desmitis as a systemic disorder characterized by proteoglycan accumulation,https://link.springer.com/article/10.1186/1746-6148-2-12,2,2006
1191,"Neuroblastoma is the most common extracranial solid tumor in infants and children, accounting for 6% to 10% of all childhood cancers and 15% of all pediatric cancer deaths in the United States. The overall incidence is estimated at about 1 case per 10,000 live births, representing just over 500 new cases in the United States annually [1]. The incidence is highest in the first year of life during which approximately 30% of all cases occur; nearly half of newly diagnosed neuroblastomas are encountered between ages 1 and 4 years. Despite extensive ongoing clinical and basic science research, neuroblastoma remains an enigmatic tumor with unknown etiology and unpredictable clinical course.",Sunghoon Kim and Dai H Chung,73,14790091901816749064,,2,469-487,Elsevier,Pediatric solid malignancies: neuroblastoma and Wilms' tumor,https://www.surgical.theclinics.com/article/S0039-6109(05)00175-1/fulltext,86,2006
1192,"Hadronic decays of the P-wave spin-triplet charmonium states χ cJ (J= 0, 1, 2) are studied using a sample of ψ (2 S) decays collected by the BES detector operating at the BEPC storage ring. Branching fractions for the decays χ c 1→ K S 0 K+ π−+ c. c., χ c 0→ K S 0 K S 0, χ c 2→ K S 0 K S 0, χ c 0→ φ φ, χ c 2→ φ φ and χ cJ→ K+ K− K+ K− are measured for the first time, and those for χ cJ→ π+ π− π+ π−, χ cJ→ π+ π− K+ K−, χ cJ→ π+ π− p p and χ cJ→ 3 (π+ π−) are measured with improved precision. In addition, we determine the masses of the χ c 0 and η c to be M χ c 0= 3414.1±0. 6 (stat)±0. 8 (syst) MeV and M η c= 2975.8±3. 9 (stat)±1. 2 (syst) MeV.",JZ Bai and Y Ban and JG Bian and I Blum and GP Chen and HF Chen and J Chen and JC Chen and Y Chen and YB Chen and YQ Chen and BS Cheng and XZ Cui and HL Ding and LY Dong and ZZ Du and W Dunwoodie and CS Gao and ML Gao and SQ Gao and P Gratton and JH Gu and SD Gu and WX Gu and YF Gu and YN Guo and SW Han and Y Han and FA Harris and J He and JT He and KL He and M He and DG Hitlin and GY Hu and HM Hu and JL Hu and QH Hu and T Hu and XQ Hu and YZ Huang and JM Izen and CH Jiang and Y Jin and BD Jones and X Ju and ZJ Ke and MH Kelsey and BK Kim and D Kong and YF Lai and PF Lang and A Lankford and CG Li and D Li and HB Li and J Li and JC Li and PQ Li and RB Li and W Li and WG Li and XH Li and XN Li and HM Liu and J Liu and RG Liu and Y Liu and XC Lou and B Lowery and F Lu and JG Lu and XL Luo and EC Ma and JM Ma and R Malchow and HS Mao and ZP Mao and XC Meng and J Nie and SL Olsen and J Oyang and D Paluselli and LJ Pan and J Panetta and F Porter and ND Qi and XR Qi and CD Qian and JF Qiu and YH Qu and YK Que and G Rong and M Schernau and YY Shao and BW Shen and DL Shen and H Shen and XY Shen and HY Sheng and HZ Shi and XF Song and J Standifird and F Sun and HS Sun and Y Sun and YZ Sun and SQ Tang and W Toki and GL Tong and GS Varner and F Wang and LS Wang and LZ Wang and M Wang and P Wang and PL Wang and SM Wang and TJ Wang and YY Wang and M Weaver and CL Wei and YG Wu and DM Xi and XM Xia and PP Xie and Y Xie and YH Xie and GF Xu and ST Xue and J Yan and WG Yan and CM Yang and CY Yang and J Yang and W Yang and XF Yang and MH Ye and SW Ye and YX Ye and CS Yu and CX Yu and GW Yu and YH Yu and ZQ Yu and CZ Yuan and Y Yuan and BY Zhang and CC Zhang and DH Zhang,73,3006904890258073889,Physical Review D,7,072001,American Physical Society,Study of the hadronic decays of χ c states,https://journals.aps.org/prd/abstract/10.1103/PhysRevD.60.072001,60,1999
