id,abstract,author,cites,cites_id,journal,number,pages,publisher,title,url,volume,year
5010,"There is a growing shift from liquid electrolytes toward solid polymer electrolytes, in energy storage devices, due to the many advantages of the latter such as enhanced safety, flexibility, and manufacturability. The main issue with polymer electrolytes is their lower ionic conductivity compared to that of liquid electrolytes. Nanoscale fillers such as silica and alumina nanoparticles are known to enhance the ionic conductivity of polymer electrolytes. Although carbon nanotubes have been used as fillers for polymers in various applications, they have not yet been used in polymer electrolytes as they are conductive and can pose the risk of electrical shorting. In this study, we show that nanotubes can be packaged within insulating clay layers to form effective 3D nanofillers. We show that such hybrid nanofillers increase the lithium ion conductivity of PEO electrolyte by almost 2 orders of magnitude. Furthermore, significant …",Changyu Tang and Ken Hackenberg and Qiang Fu and Pulickel M Ajayan and Haleh Ardebili,231,9257462276310521055,Nano letters,3,1152-1156,American Chemical Society,High ion conducting polymer nanocomposite electrolytes using hybrid nanofillers,https://pubs.acs.org/doi/abs/10.1021/nl202692y,12,2012
5011,"We describe a facile method for the formation of dynamic nanostructured surfaces based on the modification of porous anodic aluminum oxide with poly(N-isopropyl acrylamide) (PNIPAAm) via surface-initiated atom transfer radical polymerization. The dynamic structure of these surfaces was investigated by atomic force microscopy (AFM), which showed dramatic changes in the surface nanostructure above and below the aqueous lower critical solution temperature of PNIPAAm. These changes in surface structure are correlated with changes in the macroscopic wettability of the surfaces, which was probed by water contact angle measurements. Principal component analysis was used to develop a quantitative correlation between AFM image intensity histograms and macroscopic wettability. Such correlations and dynamic nanostructured surfaces may have a variety of uses. ",Qiang Fu and GV Rama Rao and Solomon B Basame and David J Keller and Kateryna Artyushkova and Julia E Fulghum and Gabriel P López,231,6859477659566026734,Journal of the American Chemical Society,29,8904-8905,American Chemical Society,Reversible control of free energy and topography of nanostructured surfaces,https://pubs.acs.org/doi/abs/10.1021/ja047895q,126,2004
5012,"Transplantation of embryonic stem cells (ESCs) can improve cardiac function in treatment of myocardial infarction. The low rate of cell retention and survival within the ischemic tissues makes the application of cell transplantation techniques difficult. In this study, we used a temperature-responsive chitosan hydrogel (as scaffold) combined with ESCs to maintain viable cells in the infarcted tissue. Temperature-responsive chitosan hydrogel was prepared and injected into the infarcted heart wall of rat infarction models alone or together with mouse ESCs. The result showed that the 24-h cell retention and 4 week graft size of both groups was significantly greater than with a phosphate buffered saline control. After 4 weeks of implantation, heart function, wall thickness, and microvessel densities within the infarct area improved in the chitosan + ESC, chitosan, and ESC group more than the PBS control. Of the three …",Wen-Ning Lu and Shuang-Hong Lü and Hai-Bin Wang and De-Xue Li and Cui-Mi Duan and Zhi-Qiang Liu and Tong Hao and Wen-Jun He and Bin Xu and Qiang Fu and Ying C Song and Xiao-Hua Xie and Chang-Yong Wang,223,7484338872421452133,Tissue Engineering Part A,6,1437-1447,"Mary Ann Liebert, Inc.",Functional improvement of infarcted heart by co-injection of embryonic stem cells with temperature-responsive chitosan hydrogel,https://www.liebertpub.com/doi/abs/10.1089/ten.tea.2008.0143,15,2009
5013,"A novel water-induced shape memory polymer based on polyvinyl alcohol (PVA) was prepared by introducing graphene oxide (GO). Due to the strong hydrogen bonding interaction between PVA and GO, some additional physically cross-linked points could be formed in PVA, which largely improved shape memory properties of PVA. Solvent-induced shape memory behavior was observed by immersing PVA/GO nanocomposites in water. The water-induced shape recovery was due to the decrease of glass transition temperature and storage modulus. This could be explained by the swelling plasticizing effect of water on PVA, as indicated by the obvious expansion in volume of PVA. On the other hand, the weakened hydrogen bonding between PVA and GO was also observed after immersing the PVA/GO nanocomposites in water. Thus both the plasticizing effect and the competitive hydrogen bonding were the two …",Xiaodong Qi and Xuelin Yao and Sha Deng and Tiannan Zhou and Qiang Fu,205,10038082532666520870,Journal of Materials Chemistry A,7,2240-2249,Royal Society of Chemistry,Water-induced shape memory effect of graphene oxide reinforced polyvinyl alcohol nanocomposites,https://pubs.rsc.org/en/content/articlehtml/2014/ta/c3ta14340f,2,2014
5014,"In this paper, EPDM rubber and nano-SiO2 particles were employed to modify PP simultaneously. Our goal was to control the distribution and dispersion of EPDM and nano-SiO2 particles in PP matrix by using an appropriate processing method and adjusting the wettability of nano-SiO2 particles toward PP and EPDM, so as to achieve a simultaneous enhancement of toughness and modulus of PP. With regard to this, two kinds of nano-SiO2 particles (with hydrophilic or hydrophobic) as well as two processing methods (one-step or two-step) were employed to prepare PP/EPDM/SiO2 ternary composites. A unique structure with the majority of EPDM particles surrounded by SiO2 particles was first observed by using hydrophilic SiO2 and two-step processing method, resulting in a dramatically increase of Izod impact strength as the rubber content in the range of brittle–ductile transition (15–20 wt%). The observation …",Hong Yang and Qin Zhang and Min Guo and Cong Wang and Rongni Du and Qiang Fu,198,8437044650731331785,Polymer,6,2106-2115,Elsevier,Study on the phase structures and toughening mechanism in PP/EPDM/SiO2 ternary composites,https://www.sciencedirect.com/science/article/pii/S003238610600125X,47,2006
5015,"It is well known that a so-called “three-dimensional filler network structure” will be constructed in the polymer/layered silicate nanocomposites when the content of layered clay reaches a threshold value, at which the silicate sheets are incapable of freely rotating, due to physical jamming and connecting of the nanodispersed layered silicate. In this article, the effect of such clay network on the mobility and relaxation of macromolecular chains in isotactic polypropylene(iPP)/organoclay nanocomposites was investigated in detail with a combination of DMTA, DSC, TGA, TEM, rheometry and melt flow index measurements. The main aim is to establish a relationship between the mesoscopic filler network structure and the macroscopic properties of the polymer nanocomposites, particularly to explore the role of the clay network on the mobility and relaxation of macromolecular chains. It was found that the nanodispersed …",Ke Wang and Si Liang and Jinni Deng and Hong Yang and Qin Zhang and Qiang Fu and Xia Dong and Dujin Wang and Charles C Han,196,18217639432160829472,Polymer,20,7131-7144,Elsevier,The role of clay network on macromolecular chain mobility and relaxation in isotactic polypropylene/organoclay nanocomposites,https://www.sciencedirect.com/science/article/pii/S0032386106009062,47,2006
5016,"The resistivity response under cyclic loading of thermoplastic polyurethane (TPU) multi-walled carbon nanotube (MWNT) elastomeric nanocomposite films fabricated by a solution process with good nanotube dispersion and low percolation threshold (pc ∼ 0.35 wt.%) is reported. At a strain amplitude of 5%, the strain-dependent resistance shows good recoverability and reproducibility after stabilisation by cyclic loading. When larger strains are applied, only a small part of the resistance is recoverable, and a double peak appears when a single loading cycle is applied. This behaviour is attributed to the competition of network deformation and network reformation during cyclic loading of the polymer composites.",Rui Zhang and Hua Deng and Renata Valenca and Junhong Jin and Qiang Fu and Emiliano Bilotti and Ton Peijs,195,11493060462697342168,Composites Science and Technology,,1-5,Elsevier,Strain sensing behaviour of elastomeric composite films containing carbon nanotubes under cyclic loading,https://www.sciencedirect.com/science/article/pii/S0266353812003521,74,2013
5017,"As a part of long-term project aimed at super polyolefin blends, in this work, we report the toughness and phase morphology of polypropylene (PP)/EPDM/SiO2 ternary composites. Two processing methods were employed to prepare PP/elastomer/filler ternary composites. One was called one-step processing method, in which the elastomer and the filler directly melt blended with PP matrix. Another one was called two-step processing method, in which the elastomer and the filler were mixed first, and then melt blended with pure PP. Two kinds of PP (grafted without or with maleic anhydride (PP-g-MA)) and SiO2 (treated with or without coupling agent) were used to control the interfacial interaction among the components. The dependence of the phase morphology on interfacial interaction and processing method was investigated. It was found that the formation of filler-network structure could be a key for a …",Hong Yang and Xiaoqing Zhang and Cheng Qu and Bo Li and Lijuan Zhang and Qin Zhang and Qiang Fu,194,11558536836785951671,Polymer,3,860-869,Elsevier,Largely improved toughness of PP/EPDM blends by adding nano-SiO2 particles,https://www.sciencedirect.com/science/article/pii/S0032386106013553,48,2007
5018,"The surface modification of multi-walled carbon nanotubes (MWCNTs) by O2 plasma was carried out in this study. In order to achieve a relatively homogeneous treatment of MWCNTs powder, a rotating barrel fixed between the two discharge electrodes was used. The effect of plasma treatment parameters, such as power, time, and positions of samples (inside and outside the barrel), on the morphology and structure of MWCNTs surface was systematically analyzed by X-ray photoelectron spectroscopy (XPS) and scanning electron microscopy (SEM). The results showed that the direct discharge (outside the barrel) could result in not only a quick grafting of polar functional groups but also an easy damage of MWCNTs after longer time, particularly under intensive power. It was found that the surface of MWCNTs powder might be changed in three steps—expansion (loosed structure formed), peel off and oxidization with …",Tao Xu and Jinghui Yang and Jiwei Liu and Qiang Fu,189,1772071890457461506,Applied Surface Science,22,8945-8951,North-Holland,Surface modification of multi-walled carbon nanotubes by O2 plasma,https://www.sciencedirect.com/science/article/pii/S0169433207006915,253,2007
5019,"The Kinetics of Vinyl Polymerization by Radical MechanismsBy Dr. C. H. Bamford, Dr. W. G. Barb, Dr. A. D. Jenkins and Dr. P. F. Onyon. Pp. xii + 318. (London: Butterworths Scientific Publications; New York: Academic Press, Inc., 1958.) 50s.; 8.80 dollars.",CEH Bawn,186,1147931507127015120,Nature,4662,637-637,Nature Publishing Group UK,Polymer chemistry,https://link.springer.com/content/pdf/10.1038/183637a0.pdf,183,1959
5020,"The use of conductive polymer composites (CPCs) as strain sensors has been widely investigated and various resistivity-strain sensitivities are desirable for different applications. In this study, the use of mixed carbon fillers and functionalized carbon nanotubes was demonstrated to be vital for preparing thermoplastic polyurethane (TPU)-based strain sensors with tunable sensitivity. To understand the strain sensing behavior, we carried out scanning electron microscopy (SEM), Raman spectroscopy, wide-angle X-ray diffraction (WAXD), mechanical test, and rheology-electrical measurement. Hybrid fillers of multi-walled carbon nanotubes (MWNTs) and carbon black (CB) could reduce the entanglement in conductive network structure, thus increase the resistivity-strain sensitivity. Furthermore, incorporation of additional functionalized MWNTs in the CPCs could enhance the interfacial interaction between nanofillers …",Lin Lin and Siyao Liu and Qi Zhang and Xiaoyu Li and Mizhi Ji and Hua Deng and Qiang Fu,185,2618319032848239508,ACS applied materials & interfaces,12,5815-5824,American Chemical Society,Towards tunable sensitivity of electrical property to strain for conductive polymer composites based on thermoplastic elastomer,https://pubs.acs.org/doi/abs/10.1021/am401402x,5,2013
5021,"Polypropylene (PP)/montmorillonite (MMT) nanocomposites have been prepared by melt intercalation using organomontmorillonite and conventional twin screw extrusion. The dispersibility of silicate layers of the montmorillonite in the composites was investigated by using X‐ray diffractometer and transmission electron microscopy (TEM). The silicate layers of montmorillonite are dispersed at the nanometer level in the PP matrix, as revealed by X‐ray and TEM results. The tensile strength of PP/MMT is not much improved compared with pure PP or conventional filled composites. However, the impact strength is greatly improved at lower content of MMT.© 2000 Society of Chemical Industry",Qin Zhang and Qiang Fu and Luxia Jiang and Yong Lei,175,1322041563179900324,Polymer International,12,1561-1564,"John Wiley & Sons, Ltd.",Preparation and properties of polypropylene/montmorillonite layered nanocomposites,https://onlinelibrary.wiley.com/doi/abs/10.1002/1097-0126(200012)49:12%3C1561::AID-PI509%3E3.0.CO;2-T,49,2000
5022,"The application of external stimuli such as light to induce controlled radical polymerization reactions has important implications in the field of materials science. In this study, the photoactivation of trithiocarbonates (TTCs) (i.e., conventional RAFT agents) by visible light (∼460 nm) is investigated, and the ability of TTCs to control radical polymerization under visible light in the complete absence of exogenous photoinitiators or catalysts is demonstrated for the first time. By selectively exciting the spin-forbidden n → π* electronic transition, polyacrylates and polyacrylamides of low dispersity and high end group fidelity were obtained. In addition, this approach allows for the efficient synthesis of well-defined linear, (multi)block, and network (co)polymers. This study demonstrates the versatility of our strategy to generate polymers with controllable properties by visible light, which may be highly useful for applications such as …",Thomas G McKenzie and Qiang Fu and Edgar HH Wong and Dave E Dunstan and Greg G Qiao,174,3709237017619483668,Macromolecules,12,3864-3872,American Chemical Society,Visible light mediated controlled radical polymerization in the absence of exogenous radical sources or catalysts,https://pubs.acs.org/doi/abs/10.1021/acs.macromol.5b00965,48,2015
5023,"Single-walled carbon nanotube field-effect transistors were fabricated using solid electrolyte (PEO plus LiClO4) as gating materials. The SWNT FETs demonstrated strong gate-channel coupling with improved device characteristics compared with back-gated devices. More importantly, the nanotubes can be easily doped using different concentrations of electron acceptor mixed in the polymer materials. The transport type of the devices can be easily controlled through doping.",Chenguang Lu and Qiang Fu and Shaoming Huang and Jie Liu,169,7330954710746399063,Nano Letters,4,623-627,American Chemical Society,Polymer electrolyte-gated carbon nanotube field-effect transistor,https://pubs.acs.org/doi/abs/10.1021/nl049937e,4,2004
5024,"In the past few years, poly (L-lactide)(PLLA) has attracted increasing attention due to its excellent biocompatibility and processability. 1-3 As an eco-friendly thermoplastic polyester, PLLA can be produced completely from renewable sources, such as corn, and degrade into carbon dioxide and water in soil or a composting environment. 4-6 This sustainability makes PLLA a suitable alternative to traditional petrochemical-based polymers where their recycling still remains a challenge. PLLA has good mechanical properties at room temperature, such as high tensile strength and elastic modulus, but its article prepared by practical processing methods (eg, injection molding) exhibits poor mechanical performance above its glass transition temperature (around 60 C) since it remains almost amorphous after processing due to its slow crystallization rate. 7, 8 Moreover, PLLA is brittle and its long-term behavior is poor …",Hongwei Bai and Weiyi Zhang and Hua Deng and Qin Zhang and Qiang Fu,167,12600343306004501379,Macromolecules,6,1233-1237,American Chemical Society,Control of Crystal Morphology in Poly(l-lactide) by Adding Nucleating Agent,https://pubs.acs.org/doi/abs/10.1021/ma102439t,44,2011
5025,"Melt blending poly(l-lactide) (PLLA) with various biodegradable polymers has been thought to be the most economic and effective route to toughen PLLA without compromising its biodegradability. Unfortunately, only very limited improvement in notched impact toughness can be achieved, although most of these blends show significant enhancement in tensile toughness. In this work, biodegradable poly(ε-caprolactone) (PCL) was used as an impact modifier to toughen PLLA and a nucleating agent was utilized to tailor the crystallization of PLLA matrix. Depending on the nucleating agent concentrations in the matrix and mold temperatures in injection molding, PLLA/PCL blends with a wide range of matrix crystallinity (10–50%) were prepared by practical injection molding. The results show that there is a linear relationship between PLLA matrix crystallinity and impact toughness. With the increase in PLLA crystalline …",Hongwei Bai and Hao Xiu and Jian Gao and Hua Deng and Qin Zhang and Mingbo Yang and Qiang Fu,165,10922567467391910332,ACS applied materials & interfaces,2,897-905,American Chemical Society,Tailoring Impact Toughness of Poly(l-lactide)/Poly(ε-caprolactone) (PLLA/PCL) Blends by Controlling Crystallization of PLLA Matrix,https://pubs.acs.org/doi/abs/10.1021/am201564f,4,2012
5026,"Recent developments in polymerization reactions utilizing thiocarbonylthio compounds have highlighted the surprising versatility of these unique molecules. The increasing popularity of reversible addition–fragmentation chain transfer (RAFT) radical polymerization as a means of producing well‐defined, ‘controlled’ synthetic polymers is largely due to its simplicity of implementation and the availability of a wide range of compatible reagents. However, novel modes of thiocarbonylthio activation can expand the technique beyond the traditional system (i.e., employing a free radical initiator) pushing the applicability and use of thiocarbonylthio compounds even further than previously assumed. The primary advances seen in recent years are a revival in the direct photoactivation of thiocarbonylthio compounds, their activation via photoredox catalysis, and their use in cationic polymerizations. These synthetic approaches …",Thomas G McKenzie and Qiang Fu and Mineto Uchiyama and Kotaro Satoh and Jiangtao Xu and Cyrille Boyer and Masami Kamigaito and Greg G Qiao,162,11933284051167640632,Advanced Science,9,1500394,,Beyond traditional RAFT: alternative activation of thiocarbonylthio compounds for controlled polymerization,https://onlinelibrary.wiley.com/doi/abs/10.1002/advs.201500394,3,2016
5027,"In this work, a great synergistic effect of 2D clay platelets and 1D carbon nanotubes (CNTs) on reinforcing chitosan matrix has been observed for the first time. With incorporation of 3 wt % clay and 0.4 wt % CNTs, the tensile strength and Young's modulus of the nanocomposites are significantly improved by about 171 and 124%, respectively, compared with neat chitosan. This could be understood as due to the formation of much jammed fillers network with 1D CNTs and 2D clay platelets combined together, as indicated by rheological measurement. Our work demonstrates a good example for the preparation of high performance polymer nanocomposites by using nanofillers of different dimension together. ",Changyu Tang and Lixue Xiang and Juanxia Su and Ke Wang and Changyue Yang and Qin Zhang and Qiang Fu,155,6399900609047878414,The Journal of Physical Chemistry B,13,3876-3881,American Chemical Society,Largely improved tensile properties of chitosan film via unique synergistic reinforcing effect of carbon nanotube and clay,https://pubs.acs.org/doi/abs/10.1021/jp709977m,112,2008
5028,"In this study, in order to obtain waterborne polyurethanes (WBPUs) with biocompatibility, biodegradability as well as good mechanical properties, a series of nontoxic cross-linked waterborne polyurethanes were designed and synthesized with isophorone diisocyanate (IPDI), poly(ε-caprolactone) (PCL), poly(ethylene glycol) (PEG), 1,4-butandiol (BDO) and l-lysine without any other organic agent involved in the whole synthetic process. The bulk structures and properties were characterized by DSC, IR and Instron, mainly focused on the effect of amount of PEG. Their corresponding biodegradability was examined with Lipase AK. The result showed that the prepared waterborne polyurethanes had very good tensile properties, allowing them to be well used as biomaterials. And the change of tensile properties with increasing of amount of PEG in the polymers could be assigned to the change of microphase separation …",Xia Jiang and Jiehua Li and Mingming Ding and Hong Tan and Qiyao Ling and Yinping Zhong and Qiang Fu,154,2669540472869632212,European Polymer Journal,5,1838-1846,Pergamon,Synthesis and degradation of nontoxic biodegradable waterborne polyurethanes elastomer with poly (ε-caprolactone) and poly (ethylene glycol) as soft segment,https://www.sciencedirect.com/science/article/pii/S0014305707001103,43,2007
5029,"High density polyethylene (HDPE) is toughened by particles of rigid inorganic filler CaCO3, which is treated with phosphate. The stress‐strain curve of the HDPE/modified‐CaCO3 (80/20) composite covers a greater area than that of HDPE, and the impact strength of HDPE is greatly improved by modified CaCO3 from 230 J/m to 580 J/m as CaCO3 content is increased to 50 wt%. Morphological observation indicates a finer dispersion of the modified‐CaCO3 particles and a large plastic deformation of HDPE. The cavitation and stress field interaction around the particles are considered to explain the toughening mechanism.",Qiang Fu and Guiheng Wang,145,17455860553649276066,Polymer Engineering & Science,2,94-97,Society of Plastics Engineers,Polyethylene toughened by rigid inorganic particles,https://onlinelibrary.wiley.com/doi/abs/10.1002/pen.760320204,32,1992
5030,"The formation of a nanohybrid shish-kebab (NHSK) superstructure, in which fibrillous carbon nanotubes (CNTs) act as shish while polymer lamellae act as kebab, is a novel way to bond the polymer and CNTs together and was first observed in the solution crystallization of polyethylene in the presence of CNTs. In this work, a direct formation of nanohybrid shish-kebab in the injection molded bar of high-density polyethylene (HDPE)/multiwalled carbon nanotubes (MWCNTs) composite, has been achieved, via a so-called dynamic packing injection molding technology (DPIM), in which oscillatory shear field was imposed on the gradually cooled melt during the packing solidification stage. Interestingly, whatever the long axis of CNTs is perpendicular to or parallel to the shear flow direction, the lamellae of PE is always perpendicular to long axis of CNTs. The three-step mechanism, including (1) the disentanglement …",Jinghui Yang and Chaoyu Wang and Ke Wang and Qin Zhang and Feng Chen and Rongni Du and Qiang Fu,140,14338474237411831981,Macromolecules,18,7016-7023,American Chemical Society,Direct formation of nanohybrid shish-kebab in the injection molded bar of polyethylene/multiwalled carbon nanotubes composite,https://pubs.acs.org/doi/abs/10.1021/ma901266u,42,2009
5031,"To obtain a pH-sensitive multifunctional polyurethane micelle drug carrier, a novel pH-sensitive macrodiol containing acid-cleavable hydrazone linkers, poly(ε-caprolactone)−hydrazone−poly(ethylene glycol)−hydrazone−poly(ε-caprolactone) diol (PCL−Hyd−PEG−Hyd−PCL), was synthesized and characterized with proton nuclear magnetic resonance spectra (1H NMR). A series of pH-sensitive biodegradable polyurethanes (pHPUs) were designed and synthesized using pH-sensitive macrodiol, l-lysine ethyl ester diisocyanate (LDI) and l-lysine derivative tripeptide as chain extender, which can provide an active reaction site for the development of positive target polyurethane micelles for drug delivery. The bulk structures of the prepared polyurethanes were carefully characterized with 1H NMR, gel permeation chromatograph (GPC), differential scanning calorimetry (DSC) and Fourier transform infrared spectroscopy …",Lijuan Zhou and Lunquan Yu and Mingming Ding and Jiehua Li and Hong Tan and Zhigao Wang and Qiang Fu,136,6918034683104527215,Macromolecules,4,857-864,American Chemical Society,Synthesis and characterization of pH-sensitive biodegradable polyurethane for potential drug delivery applications,https://pubs.acs.org/doi/abs/10.1021/ma102346a,44,2011
